xxx_1762040342	A	A	A	A	A	A	A	A	A	A	A
10	与其说是落在了房间里……不如说……我以为丢失的东西，一直都在我的身边。	與其說是落在了房間裡……不如說……我以為失去的東西，其實一直都在我的身邊。	部屋に「残っていた」と言うより……私が失くしたと思いこんでいただけで、ずっと側にあったみたいです。	방 안에 있었다기보다는… 잃어버렸다고 생각했던 물건이 사실은 늘 제 곁에 있었던 거예요.	Not exactly, but maybe... what I thought I'd lost was actually by my side all along.						0
11	然而，明明脸颊上滚烫的粉红都掩饰不住，这次的薇蒂雅，却没有害羞到捂着脸颊将脑袋埋下去，而是奋力仰着脸，认真凝视着我。	然而，明明臉頰上滾燙的粉紅都掩飾不住，這次的薇蒂雅，卻沒有害羞到摀著臉頰將頭埋下去，而是奮力仰著臉，認真凝視著我。	頬の赤みは隠しきれない。それでも彼女は俯かず、首を伸ばし、真っ直ぐ私を見つめ返す。	얼굴이 새빨갛게 달아올라 감출 수도 없으면서도, 이번에 비디야는 부끄러워하며 얼굴을 가리거나 고개 숙이지 않았다. 대신 힘껏 고개를 들고 진지하게 나를 바라보고 있었다.	Her cheeks flushed red, but instead of hiding her face like before, Vidya looked up — eyes steady, gaze sincere.						0
12	我太迟钝了，居然现在才发现。	我太遲鈍了，居然現在才發現。	私って、鈍いですよね……いまになってようやく気づきました。	제가 너무 둔했어요, 이제야 알아차리다니.	I'm so dense... only realizing it now.						0
13	不是你太迟钝，而是我陪你的时间太少了啊。	不是你太遲鈍，而是我陪你的時間太少了啊。	鈍いんじゃない…ただ、私がヴィディアのそばにいなさすぎただけなんだ。	네가 둔한 게 아니라, 내가 너와 함께한 시간이 너무 적었던 거야.	No, it's not that, it's just that I haven't spent enough time with you.						0
14	我轻轻念着，伸手抚着她柔嫩的脸颊。	我輕輕唸著，伸手撫摸著她柔嫩的臉頰。	そう囁きながら、そっと彼女の頬を撫でる。	나는 나지막이 말하며 손을 뻗어 그녀의 부드러운 뺨을 쓰다듬었다.	I whispered softly, reaching out to caress her smooth cheek.						0
15	这一刻，我看见薇蒂雅的瞳孔深深地颤动了一下。	這一刻，我看見薇蒂雅的瞳孔深深顫動了一下。	その瞬間、紫水晶のような瞳がかすかに震える。	그 순간, 비디야의 눈동자가 깊이 떨렸다.	As I did, I saw her eyes tremble.						0
16	不过，以后薇蒂雅就会习惯了吧。	不過，以後薇蒂雅就會習慣了吧。	でも、これからは日常的に――こうやってデートするのに慣れていくさ。	하지만 앞으로 비디야도 익숙해질 거야.	But from now on, you'll get used to this, right, Vidya?						0
17	这种日常的约会。	這種日常的約會。	きっと、それが当たり前になる。	이런 일상적인 데이트에 말이지.	I mean, dates with me.						0
18	分析员……	分析員……	分析員さん……	분석가님…	Adjutant...						0
19	她发出了小猫一样的低吟。	她發出了小貓一樣的低吟。	ヴィディアは子猫のように甘い声を漏らす。	그녀는 고양이처럼 작게 말했다.	Her voice crooned low, soft as a kitten's purr.						0
20	然后，忍不住抓住了我抚摸她脸颊的手。	然後，忍不住抓住了我撫摸她臉頰的手。	私の手を取ると離さず、さらに指を絡めてくる。	그러더니 자신의 볼을 쓰다듬는 내 손을 덥석 잡았다.	Then, she quickly grasped the hand I'd placed on her cheek.						0
21	我……这次肯定不会是做梦吧。	我……這次一定不會是做夢吧。	これ……もう夢じゃありませんよね。	이건… 이번에는 분명 꿈이 아닐 거예요.	I... I'm not dreaming, am I?						0
22	毕竟。	畢竟……	だって――	왜냐하면.	Because...						0
23	这是我在梦中都很难想到的，分析员会对我说的话。	這是我在夢中都很難想到的，分析員會對我說的話。	夢の中でも思いつかなかった言葉を、分析員さんが言ってくださったから。	꿈속에서조차 상상하기 힘들었던 말을 분석가님이 제게 하고 있으니까요.	These are words I'd never even imagined you'd say to me, not even in my dreams.						0
24	听着她这样的呢喃，我失笑之余，更多是心疼。	聽著她這樣的呢喃，我失笑之餘，更多是心疼。	その呟きが愛おしくて、私は微笑みながらも胸が痛む。	그녀가 그렇게 중얼거리자, 나는 쓴웃음이 나면서도 더욱 마음이 아파졌다.	Hearing her murmur, I let out a gentle laugh, though more than anything, my heart ached for her.						0
25	所以……你才要更多的依赖现实。	所以……你才要再更依賴現實。	だからこそ、もっと現実を頼っていいんだ。	그러니까… 현실에 더욱 의지해야 해.	That's why... you should focus more on real life.						0
26	因为现实的你，会比梦中的你，更加的幸福。	因為現實的你，會比夢中的你，更加的幸福。	現実のヴィディアこそ、夢を越えて幸せになれる。	현실 속의 네가 꿈속의 너보다 훨씬 행복할 테니까.	Because it holds even more happiness than your dreams.						0
27	唔~	唔~	ふふっ……	음~	Mmm~						0
28	嗯！	嗯！	――はい！	네!	Okay!						0
29	带着可爱的声音，薇蒂雅直接扑进了我的怀里，将脸颊深深埋在我的胸口。	帶著可愛的聲音，薇蒂雅直接撲進了我的懷裡，將臉頰深深埋在我的胸口。	愛らしい声と共に、ヴィディアは勢いよく私の胸に飛び込んでくる。	비디야가 애교 섞인 목소리를 내며 내 품속에 뛰어들더니, 내 가슴 사이로 얼굴을 깊이 묻었다.	With that endearing sound, Vidya dove right into my arms, pressing her cheeks against my chest.						0
30	随后，她又顿了一下，非常不客气地拉下了我衣领的拉链，伸手从我怀里拿出了那个刚才让她觉得硬邦邦的东西。	隨後，她又頓了一下，非常不客氣地拉下了我衣領的拉鍊，伸手從我懷裡拿出了那個剛才讓她覺得硬邦邦的東西。	そして一拍置き、ためらいもなく私のジャケットのジッパーを下ろし、ある固いものをつまみ出す。	그러다 잠시 멈칫하더니, 거침없이 내 상의 지퍼를 내리고는 딱딱하게 느껴졌던 그 물건을 내 품속에서 꺼냈다.	Then she paused for a moment and, without hesitation, unzipped my jacket, pulling out the stiff object she'd felt.						0
31	——她丢失的素材本。	——她遺失的素材本。	――それは、彼女が探していた素材ノートだった。	그녀가 잃어버린 소재집이었다.	Her lost dream notes.						0
32	这下，薇蒂雅是真的找到了呢，落在我房间里的东西。	這下子，薇蒂雅是真的找到了呢，掉在我房間裡的東西。	これで見つかったな。私の部屋に「保管」されていたものが。	비디야, 내 방에 두고 간 물건을 이제야 찾았구나.	So, you've found it. It was left behind in my room.						0
33	这种东西，已经无所谓了。	這種東西，已經無所謂了。	もう……ノートなんてどうでもいいです。	이런 건 이제 없어도 돼요.	Well, it no longer matters.						0
34	可才拿出本子，薇蒂雅就随便将其丢在了一边。	才拿出那素材本，薇蒂雅就隨便將其丟在了一邊。	彼女はノートをぽいとベッドに放り、再び私の体に密着。	하지만 수첩을 꺼내자마자, 비디야는 그것을 아무렇게나 구석에 던져버렸다.	Retrieving the notebook, Vidya casually tossed it aside.						0
35	她重新贴上我的身体，踮起脚尖，在短暂害羞的沉默后，粉嫩的嘴唇轻启。	她重新貼上我的身體，踮起腳尖，在短暫害羞的沉默後，粉嫩的嘴唇輕啟。	つま先で背伸びし、淡い唇が震える――	그녀는 다시 나에게 바짝 다가와서 까치발을 들었다. 잠깐의 부끄러운 침묵이 지나고, 분홍빛 입술을 살며시 열었다.	She pressed herself to me once more, rose onto tiptoe, and after a brief, bashful silence, parted her pink lips.						0
36	接下来，我想邀请分析员，参与一场“判决”。	接下來，我想邀請分析員，參與一場「判決」。	……分析員さんにも、「判決」をお願いしたいんです。	이제, 분석가님을 '판결'에 초대하려고 해요.	Now, I want you to be the "judge."						0
37	判决？	判決？	判決、か。	판결이라고?	Judge?						0
38	没错，是对我的“判决”。	沒錯，是對我的「判決」。	はい。私自身への「判決」を――	네, 저에 대한 '판결'이에요.	That's right, for me.						0
39	薇蒂雅说着，抓住我的手，按在了她的胸口，试图让我感受她激烈的心跳。	薇蒂雅說著，抓住我的手，按在了她的胸口，試圖讓我感受她激烈的心跳。	そう言いながら、私の手を掴み、自分の胸元へ当てる。すると、早鐘のような鼓動が伝わってくる。	비디야는 그렇게 말하더니, 내가 그녀의 격렬한 심장 박동을 느끼도록 내 손을 잡아 자신의 가슴에 가져다 대었다.	As she spoke, Vidya guided my hand to her chest, letting me feel her wildly beating heart.						0
40	薇蒂雅，想让我“判决”什么？	薇蒂雅，想讓我「判決」什麼？	そうか……で、裁かれたいのは、どんな「罪」だ？	비디야, 내가 어떤 '판결'을 내려주길 바라는 거야?	Vidya, what do you want me to "judge"?						0
41	感情。	感情。	……この気持ちです。	감정이요.	Feelings.						0
42	我对分析员的，感情。	我對分析員的，感情。	分析員さんに抱く、全部の想いを。	분석가님에 대한 제 감정이요.	My feelings for you.						0
43	掌心滚烫，我能清晰感受到这份沉重跳动的情愫。	掌心滾燙，我能清晰感受到這份沉重跳動的情愫。	掌の下で、熱く重い鼓動が脈を刻む。	손바닥이 뜨겁게 달아올랐고, 이 무거운 감정의 떨림이 선명하게 느껴졌다.	Her palm was burning — I could clearly sense the weight of her pounding emotions.						0
44	不需要任何线索穿插，也无需证物和供词，我就已经能够作出这份判决。	不需要任何線索穿插，也無需證物和供詞，我就已經能夠做出這份判決。	証拠もなにも要らない。結論は最初から決まっていた。	어떠한 단서나 증거도, 진술도 필요 없이 나는 이미 이 판결을 내릴 수 있었다.	No extra clues, evidence, or testimony needed — I already knew my answer.						0
45	毕竟，早在新恒提罗……	畢竟，早在新恆提羅……	――ニューガントラの頃から。	왜냐하면, 뉴헨틸로에서부터…	After all, back in New Hentiro...						0
46	我就已经确信了，她对我独一无二的情感。	我就已經確信了，她對我獨一無二的情感。	その時からすでに確信していた。彼女のその想いを。	나를 향한 그녀의 특별한 감정을, 나는 이미 확신했기 때문이다.	I was already certain of her one-of-a-kind feelings for me.						0
47	在相识之前，她就倾尽自己的所有，投入到单向对我的了解。	在相識之前，她就傾盡自己的所有，投入到單向對我的了解。	出会うより前から、彼女は全てを懸けて私を追っていた。	서로 만나기도 전부터, 그녀는 자신의 모든 것을 바쳐 나를 알아가려 했다.	Long before we met, she'd given her all to learn about me — a single-minded devotion...						0
48	投入到她最后的任务——	投入到她最後的任務——	それに、最後の任務として――	그녀의 마지막 임무에 모든 것을 바쳤다…	To her final mission...						0
49	保护playername。	保護playername。	playernameを守り抜くことに全てを注いでいた。	playername, 나를 지키는 것.	To protect playername.						0
50	在我对她还只有仓促的认识时，她已经认识我很长时间了。	在我對她還只有倉促的認識時，她已經認識我很久了。	私が彼女をかすかにしか知らなかった頃、彼女はもう――	내가 그녀를 겨우 알아가기 시작했을 때, 그녀는 이미 나를 오랫동안 알고 있었다.	When I still barely knew her, she'd known me a long, long time.						0
51	长到几乎一生。	久到幾乎一生。	ほとんど一生分、私のことを知っていたのだ。	거의 평생이라고 할 만큼 오랫동안.	So long — it was essentially an entire lifetime.						0
52	薇蒂雅女士，无法自拔地爱上了分析员。	薇蒂雅小姐，無法自拔地愛上了分析員。	判決――ヴィディア・シャノンは、私のことをどうしようもなく愛している。	비디야는 헤어 나올 수 없을 만큼 분석가를 깊이 사랑하게 되었어.	Miss Vidya Shannon has fallen helplessly in love with the Adjutant.						0
53	这就是判决的结果。	這就是判決的結果。	これが裁定だ。	이것이 판결의 결과야.	That's my judgment.						0
54	我一直都很清楚你的这份心意，薇蒂雅。	我一直都很清楚你的這份心意，薇蒂雅。	私はずっと、その気持ちを分かっていたよ。	난 늘 네 마음을 알고 있었어, 비디야.	I'd always known your feelings, Vidya.						0
55	我另一只手拥住了她的背部，将她紧紧拥入怀中。	我另一隻手抱住了她的背部，將她緊緊擁入懷中。	もう片方の腕で彼女の背を抱き、強く引き寄せる。	나는 다른 한 손으로 그녀의 등을 감싸안으며 꼭 끌어안았다.	I wrapped my other arm around her back, drawing her tightly into my embrace.						0
56	嗯！	嗯！	んっ……！	네!	Okay!						0
57	不过……	不過……	……でもな、これで終わりじゃないさ。	하지만…	But...						0
58	可不能就这样结束呢。	可不能就這樣結束呢。	ここから先は私の番だ。	이대로 끝낼 순 없지.	There's more I'd like to tell you.						0
59	咦？	咦？	え……？	네?	Huh?						0
60	我明白，薇蒂雅让我判决的目的，是想让我更进一步感受你的心意。	我明白，薇蒂雅讓我判決的目的，是想讓我更進一步感受你的心意。	ヴィディアに想いを感じさせてもらった以上、私も応えなければいけない。	나도 알아. 비디야가 내게 판결을 맡긴 건, 네 마음을 더 깊이 이해하게 하려는 의미였겠지.	I know you asked me to make that judgment because you wanted me to truly feel your heart.						0
61	可是，感受到心意后，你不该也要等待我的回应吗？在现实的你，可以更大胆一些……	可是，感受到心意後，你不是應該也要等待我的回應嗎？在現實的你，可以更大膽一點……	それに、現実のヴィディアには、もっと大胆でいてほしいけど……	그런데 이제 네 마음을 알게 됐으니, 너도 내 대답을 들어야 하지 않을까? 현실 속의 너는 좀 더 대담해져도 좋아…	But with that clear between us, don’t you want to know how I feel? You can afford to be a bit bolder in real life...						0
62	不过，没关系，我们还有很多时间，可以循序渐进。	不過，沒關係，我們還有很多時間，可以循序漸進。	まぁ、焦らず少しずつ進めばいい。	하지만 괜찮아. 우리에겐 시간이 많으니까 천천히 나아가면 돼.	But it's alright. We have plenty of time to take things one step at a time.						0
63	这次，就先让我来引导你吧。	這次，就先讓我來引導你吧。	今回は――私が導く番だ。	이번에는 내가 너를 이끌어줄게.	For now, I'll take the lead.						0
64	这场“审判”的对象，应该也要加上我才行。	這場「審判」的對象，應該也要加上我才行。	この「判決」には、私自身も被告席に立とう。	이번 '판결'의 대상은 나도 포함되어야 할 것 같아.	The subject of this "judgment" should include me too.						0
65	并非是薇蒂雅单纯地喜欢上了我，	並非是薇蒂雅單純地喜歡上了我，	単にヴィディアが私を好きになったんじゃない。	단순히 비디야가 나를 좋아하게 된 것이 아니라,	It's not just you who's fallen for me.						0
66	而是，我也一样。	而是，我也一樣。	私も同じくらい、いや、それ以上に――	나도 마찬가지거든.	I've fallen for you too, Vidya.						0
67	playername，将被“判决”……今后一生，都要努力赶上薇蒂雅女士投入的这份喜欢。	playername，將被“判決”……今後一生，都要努力趕上薇蒂雅小姐投入的這份喜歡。	playername――生涯を懸けて、ヴィディア・シャノンの愛に追いつく義務を負う。	playername, 그에 대한 판결은… 앞으로 평생 비디야가 쏟아준 이 마음에 보답하도록 노력해야 할 거야.	playername is hereby "sentenced"... to spend his whole life striving to match the devotion of Miss Vidya Shannon.						0
68	我的过去多数已经被薇蒂雅女士攥在手中……未来也在被你追逐着。	我的過去多數已經被薇蒂雅小姐緊握在手中……未來也在被你追逐著。	私の過去はすでに君の手の中だ。未来も、君に追いかけられる。	내 과거의 대부분은 이미 비디야가 손에 쥐고 있어… 미래도 네가 쫓아오고 있고.	Most of my past is already in your hands... and you'll always be in my future.						0
69	所以……playername，不仅要拥抱薇蒂雅的过去，还有拥抱……她的未来。	所以……playername，不僅要擁抱薇蒂雅的過去，還有擁抱……她的未來。	だから私は、過去も未来も丸ごと君を抱き締める。	그러니까… playername, 그는 비디야의 과거뿐만 아니라… 그녀의 미래도 품어줘야 해.	So, I, playername must embrace not only your past, but also... your future.						0
70	分析员……	分析員……	分析員さん……	분석가님…	Adjutant...						0
71	这场“判决”，真正的结果，应该是这样的——	這場「判決」，真正的結果，應該是這樣的——	この「判決」が導いたのは、ふたりの運命の交差点だった――	이번 '판결'의 진정한 결과는 이렇게 되어야 해…	My final "judgment" is...						0
72	……	……	……	…	...						0
73	……	……	……	…	...						0
74	薇蒂雅·香农与playername，在有生之年……	薇蒂雅·香農與playername，在有生之年……	ヴィディア・シャノンとplayernameは――生ある限り……	비디야 섀넌과 playername, 두 사람은 살아있는 동안…	Vidya Shannon and playername, for as long as we live...						0
75	都不会再分离，	都不會再分離，	決して離れず……	더 이상 헤어지지 않을 것이다.	Will never be apart again,						0
76	他们的命运会互相缠绵，	他們的命運會互相纏綿，	その運命を絡め合い……	그들의 운명은 서로 얽히고,	Our fates forever entwined,						0
77	他们的灵魂会相互索取，	他們的靈魂會互相索取，	互いの魂を貪り……	그들의 영혼은 서로를 갈구하며,	Our souls seeking...						0
78	他们的情感将各自填补，	他們的情感將彼此填補，	その感情を満たし合うのだ。	그들의 감정은 서로를 채워줄 것이다.	Completing one another,						0
79	然后……	然後……	そして――	그리고…	And...						0
80	我回望少女已经染满水光的眸子。	我回望少女已經染滿淚光的眼眸。	私は涙で潤む彼女の瞳を見つめ返す。	나는 눈물이 가득 맺힌 소녀의 눈동자를 바라보았다.	I looked into her eyes shimmering with tears.						0
81	——长夜漫漫。	——長夜漫漫。	――長い夜は始まったばかり。	… 긴 밤이 이어진다.	...The night was still young.						0
82	我们还有很长的时间，来向各自倾诉。	我們還有很長的時間，來向彼此傾訴。	語らう時間など、いくらでも残されている。	서로에게 속마음을 털어놓을 시간이 아직 많이 남아있다.	We had all the time we could ask for to pour our hearts out to each other.						0
83	……	……	……	…	...						0
84	薇蒂雅，在菲洛索亚尝试过的那个……	薇蒂雅，在菲洛索亞嘗試過的那個……	ヴィディア、フィロゾアで試したあれ――	비디야, 필로시아에서 했던 그거 말인데…	Vidya, that thing we tried in Philossia...						0
85	再试一次吧？	再試一次吧？	もう一度、やってみるか？	다시 한번 해 볼까?	Can we do that again?						0
86	……我……我会做到的！不会在分析员面前丢脸。	……我……我會做到的！不會在分析員面前丟臉。	……わ、私やってみせます！分析員さんの前で決して恥なんてかきません！	… 하… 할 수 있어요! 분석가님 앞에서 부끄럽지 않게 해낼 거예요.	I—I... yes! You'll see how great I am!						0
