xxx_303806307	A	A	A	A	A	A	A	A	A	A	A
15	卜卜捡来了不少干净的枯叶铺在一处，又不知从哪儿变出来一匹绒毯垫了上去。	卜卜撿來了不少乾淨的枯葉鋪在一處，又不知道從哪變出來一匹絨毯墊了上去。	ブブはきれいな落ち葉をせっせとかき集めて一角に敷きつめ、その上に、どこから持ってきたのかふわふわの毛布をぱさっと広げた。	보보는 깨끗한 마른 잎을 한가득 주워 와 한곳에 깔고, 또 어디선가 가져온 담요를 그 위에 깔았다.	She gathered clean, dry leaves and spread them out, then somehow produced a fleece blanket and laid it on top.						0
16	她熟练地生起火堆，山洞中很快暖意融融。	她熟練地生起火堆，山洞中很快充滿暖意。	手慣れた様子で焚き火を起こすと、山洞の中にはあっという間にやわらかなぬくもりが満ちていく。	그녀가 능숙하게 모닥불을 피웠고, 동굴 안은 금세 훈훈한 온기로 가득 찼다.	She then started a fire with practiced ease, and the cave warmed quickly.						0
17	埋在我怀中的卜卜过了好半天才重新鼓起勇气，抬起头来面对那段回忆。	埋在我懷中的卜卜過了好半天才重新鼓起勇氣，抬起頭來面對那段回憶。	胸元に顔を埋めていたブブが、しばらくしてようやく覚悟を決めたように小さく息を吸い、あの時の記憶と向き合うように顔を上げた。	내 품에 파묻혀 있던 보보는 한참이 지나서야 다시 용기를 내어 고개를 들고 그 기억과 마주했다.	Curled in my arms, Bubu stayed quiet for a while before finally mustering the courage to face that memory again.						0
18	其实，在车里忍不住大喊的时候，我好像就已经没有那么那么紧张了。	其實，在車裡忍不住大喊的時候，我好像就已經沒有那麼那麼緊張了。	ほんとはね、車の中で限界きて叫んじゃった時には、もうそこまでガチガチには緊張してなかったんだ。	사실 차 안에서 소리 질렀을 때도 그렇게까지 긴장하지는 않았던 것 같아.	Actually, when I finally yelled out in the car, I think I wasn't that nervous anymore.						0
19	坐在软软的绒毯上，卜卜将身体往我怀里挪了挪，我抬手将她揽住。	坐在軟軟的絨毯上，卜卜將身體往我懷裡挪了挪，我抬手將她攬住。	毛足の長い毛布に腰を下ろすと、ブブは体をすり寄せるようにして私の胸元へもぐり込んでくる。私はその細い肩をそっと抱き寄せた。	폭신한 담요 위에 앉은 보보는 내 품속으로 더 파고들었고, 나는 손을 들어 그녀를 안아주었다.	Sitting on the soft blanket, Bubu scooted closer against me, and I lifted an arm to hold her.						0
20	卜卜也轻轻扭动，调整着姿势，回抱住我的肩膀。	卜卜也輕輕扭動，調整著姿勢，回抱住我的肩膀。	ブブも小さく身じろぎして楽な体勢を探し、今度は私の背中に両腕を回してしっかり抱き返してくる。	보보도 가볍게 몸을 비틀며 자세를 바꾸더니, 내 어깨를 안았다.	She shifted slightly, adjusting her posture, and wrapped her arms around my shoulders.						0
21	两个人就这样静静地贴在一起说话，旁边是温暖的篝火，洞外是轻飘的雪花。	兩個人就這樣靜靜地貼在一起說話，旁邊是溫暖的篝火，洞外是輕飄的雪花。	そうして二人はぴたりとくっついたまま、焚き火のぬくもりと、洞窟の外に舞う細かな雪を感じながら、静かに言葉を交わしていた。	따뜻한 모닥불 옆, 두 사람은 그렇게 조용히 붙어서 이야기를 나누었고, 동굴 밖에선 눈송이가 가볍게 흩날리고 있었다.	We stayed there, pressed quietly together, talking. Beside us was the warm campfire, and outside, snow drifted softly.						0
22	现在回想起来，最慌乱的时候……除了在迷宫一样的疗养中心里寻找你的那一次。	現在回想起來，最慌亂的時候……除了在迷宮一樣的療養中心裡尋找你的那一次。	今振り返るとね、一番パニックだったのは……迷路みたいな療養施設で、分析員を探して走り回ってたあの時で。	지금 돌이켜보면 미로 같은 요양센터에서 너를 찾던 걸 제외하고 가장 당황스러웠던 때는…	Thinking back, the time I felt most panicked... other than when I was running around that maze-like sanatorium trying to find you...						0
23	其次就是我们飞往耶洛沙的时候了。	其次就是我們飛往耶洛沙的時候了。	二番目が、イェロシャ行きの機体に乗ってたあの夜かな。	우리가 옐로샤로 날아갈 때였어.	Would be when we were flying to Yehrus.						0
24	原来是这样吗？	原來是這樣嗎？	そう感じていたんだな。	그래?	Is that so?						0
25	嗯。因为那个时候完全不知道接下来会发生什么，不知不觉就将未知幻想得无比可怕。	嗯。因為那個時候完全不知道接下來會發生什麼，不知不覺就將未知幻想得無比可怕。	うん。だってあの時は、これから何が起きるのか、本当に何ひとつ分かんなくて。分からない先のことを勝手に想像して、勝手にいちばん怖い形にしちゃってた。	응. 그때는 앞으로 무슨 일이 일어날지 전혀 알 수 없었으니까, 모르는 것을 끝없이 상상하는 게 너무 무서웠어.	Yeah, back then, I had no idea what was going to happen, so I just let the fear of the unknown spiral in my head.						0
26	不过，好在playername当时来到我身边，对我说了那些话。	不過，好在playername當時來到我身邊，對我說了那些話。	でもね、その時に分析員がそばに来てくれて、ああいうふうに話してくれたでしょ。	하지만, 다행히 그때 playername이(가) 내 곁에 와서 그런 말들을 해줬지.	But luckily, playername, you came to me and said all those things.						0
27	等真的踏上耶洛沙，反而发现其实一切并没有自己想象得那么恐怖。	等真的踏上耶洛沙，反而發現其實一切並沒有自己想像得那麼恐怖。	実際にイェロシャの地を踏んでみたら、「あれ？思ってたほど化け物みたいな場所じゃないかも」って。	막상 옐로샤에 발을 디디고 보니, 오히려 내가 상상했던 것만큼 무섭지 않더라고.	Once I actually set foot in Yehrus, I realized it wasn't nearly as terrifying as I'd imagined.						0
28	哎呀呀，后来又是谁趴在我背上哭鼻子来着？	哎呀呀，後來又是誰趴在我背上哭來著？	なのに、あとで私の背中にしがみついて泣いていたやつがいた気がするんだが。	어라, 나한테 업혀서 울고불고했던 게 누구더라?	Oh really? Then who was crying on my back later?						0
29	那可不一样。	那可不一樣。	それはまた別腹、ってやつだよ。	그건 다르지.	That was different.						0
30	害怕的情绪当然还是会有咯，就像分析员说过的嘛，它愿意留在这就在好了。	害怕的情緒當然還是會有囉，就像分析員說過的嘛，它想留在這就在好了。	怖い気持ちは、そりゃなくなりはしないもん。分析員が言ってたみたいに、「一緒についてきたきゃ、ついてくればいい。」って感じで。	두려운 감정은 당연히 있지. 분석가가 말했던 것처럼 그게 여기 머물고 싶다면 그냥 두면 되는 거잖아.	Of course I still get scared. That feeling will always be there. But like you said, if the feeling wants to stick around, let it.						0
31	但是只要在分析员身边，卜卜就会有勇气去做自己认为应该做的事情。	但是只要在分析員身邊，卜卜就會有勇氣去做自己認為應該做的事情。	でも、分析員のそばにいられるなら、ブブは「やるって決めたこと」をちゃんとやりに行く勇気が出るんだ。	하지만 분석가 곁에만 있으면, 보보는 스스로 해야 한다고 생각하는 일을 할 용기가 생겨.	As long as I'm with you, I'll have the courage to do what I believe I should.						0
32	而且……	而且……	それに……	그리고…	Besides...						0
33	倚在我怀中的卜卜抬起手臂，抚上我的脸庞。	倚在我懷中的卜卜抬起手臂，撫上我的臉龐。	私の胸にもたれていたブブが、片腕を伸ばしてそっと私の頬に触れる。	내 품에 기대어 있던 보보가 팔을 들어서 내 얼굴을 어루만졌다.	Leaning against my chest, Bubu raised an arm and cupped my face.						0
34	比起东想西想的纠结，卜卜现在，好像更喜欢想到什么就直接开始做。	比起東想西想的糾結，卜卜現在，好像更喜歡想到什麼就直接開始做。	あれこれ悩んで立ち止まるより、今のブブはね、「したい」って思ったことを、そのまま「する」方が好きみたい。	이것저것 고민하는 것보다, 이제 보보는, 뭔가 생각나면 바로 시작하는 게 더 좋은 것 같아.	Instead of overthinking and hesitating... now I just prefer to do things the moment they pop into my head.						0
35	微凉的指尖轻轻抚摸着我，从眉眼滑到鼻梁，从下颌滑到颈侧。	微涼的指尖輕輕撫摸著我，從眉眼滑到鼻梁，從下顎滑到頸側。	少し冷えた指先が、そっと眉のあたりからなぞるように滑り、鼻筋から顎のラインへ、そこから首筋へと、くすぐったく触れていく。	살짝 차가운 손끝이 나를 부드럽게 어루만지며, 눈썹에서 코끝으로, 턱선에서 목덜미로 미끄러졌다.	Her cool fingertips gently brushed over my features, sliding from my brows to the bridge of my nose, then from my jaw to the side of my neck.						0
36	嗯……	嗯……	んー……	음…	Hmm...						0
37	卜卜下意识地咬唇思考，等她再度抬眸，唇瓣便沾上一点晶亮的光泽。	卜卜下意識地咬唇思考，等她再度抬眸，唇瓣便沾上一點晶亮的光澤。	ブブは無意識に唇を噛みしめて考え込む。もう一度顔を上げた時には、薄く開いた唇に、さっき噛んだせいのきらりとした艶が宿っていた。	무의식적으로 입술을 깨물고 생각에 잠겼던 보보가 다시 눈을 들자, 입술이 은은히 반짝였다.	Bubu unconsciously bit her lip as she pondered. When she looked up again, there was a faint, crystalline sheen on her lips.						0
38	现在，卜卜也是这样想的。	現在，卜卜也是這樣想的。	――今も、そう思ってるよ。	지금, 보보는 그렇게 생각해.	And this is how I feel in this moment.						0
39	仍旧在我的臂弯中，她支起身体与我对视。	仍舊在我的臂彎中，她支撐起身體與我對視。	私の腕の中に身を預けたまま、ブブは上体を起こし、まっすぐこちらを見上げてくる。	여전히 내 팔 안에 있는 그녀가 몸을 일으켜 나와 눈을 마주쳤다.	Still resting in the crook of my arm, she braced herself and lifted up, meeting my gaze.						0
40	四目相对之间，情意愈发暧昧而灼热。	四目相對之間，情意越發曖昧而灼熱。	視線が絡み合った瞬間、ふたりの間に漂う空気は、ゆっくりと、熱を帯びていく。	네 개의 눈이 마주치는 동안, 애정은 점점 더 은근하게 불타올랐다.	Our eyes locked, and the air between us grew thick and heated.						0
41	山洞里热得有些燥，那一点悬在红唇上的水光诱人地闪烁。	山洞裡熱得有些躁，那一點懸在紅唇上的水光誘人地閃爍。	狭い山洞の中は、焚き火のせいか少しむっとするほど暖かい。紅く色づいたブブの唇の上で揺れる小さな水の光は、熱をからかうように、きらきら誘惑めいて瞬いた。	동굴 안은 답답할 정도로 뜨거워졌고, 붉은 입술에 매달린 물기가 매혹적으로 반짝였다.	The cave felt almost stifling. That faint shine on her red lips glimmered temptingly.						0
42	我揽住卜卜靠近自己，与此同时卜卜也更挺起身体，吻住了我。	我攬住卜卜靠近自己，與此同時卜卜也更挺起身體，吻住了我。	ブブの体をそっと引き寄せる。ブブもそれに応えるように胸を張り、距離を詰め――その唇で、私の唇をふわりと塞いだ。	나는 보보를 가까이 끌어안았고, 보보도 몸을 더 일으켜 나에게 키스했다.	I pulled Bubu closer, and she straightened up and pressed her lips to mine.						0
43	连同手掌下那片细腻的皮肤，也一并紧贴了上来。	連同手掌下那片細膩的皮膚，也一併緊貼了上來。	胸元へ抱き寄せたとき、掌におさまっていたやわらかな肌の感触までもが、ぴたりと重なり合う。	손 밑으로 그 부드러운 피부가 바짝 밀착되었다.	The soft, delicate skin under my palm pressed tightly against me.						0
44	火堆依旧不紧不慢地燃烧。少女裸露在空气中的肌肤却如玉一般润泽温凉。	火堆依舊不緊不慢地燃燒。少女裸露在空氣中的肌膚卻如玉一般潤澤溫涼。	焚き火は変わらぬリズムでぱちぱちと燃え続ける。そのそばで、露わになった少女の肌は、冬の空気の中にあっても、しっとりとした玉のようなぬくもりを帯びていた。	모닥불은 여전히 천천히 타오르고 있었지만, 공기 중에 드러난 소녀의 피부는 옥처럼 촉촉하고 시원했다.	The fire burned steadily. The skin the girl had bared to the cool air was smooth and lustrous like jade.						0
45	不过，很快这份温凉也变得如火一般热切滚烫，贪婪寻觅。	不過，很快這份溫涼也變得如火一般熱切滾燙，貪婪尋覓。	けれどそのうち、その涼やかさも、焦がれるような熱へと変わっていく。ただ触れ合うだけでは足りないと言わんばかりに、互いを求め合い、さまよい出す。	하지만, 그 시원함도 곧 불처럼 뜨겁게 타오르며, 탐욕스럽게 갈구하기 시작했다.	But soon, that coolness turned as fervent and scorching as the flames, seeking hungrily.						0
46	山洞外时而有风吹过，扫着落叶响起沙沙声，惊得山洞里“鸟儿”震颤。	山洞外時而有風吹過，掃著落葉響起沙沙聲，驚得山洞裡「鳥兒」震顫。	洞窟の外では、ときおり風が吹き、枯れ葉をさらさらと揺らす。そのたびに、その音に驚いた「小さな小鳥」が、私の腕の中でびくんと震える。	동굴 밖에서 불어온 바람이 낙엽을 쓸며 바스락 소리를 내자, 동굴 안의 '새'가 놀라서 몸을 떨었다.	Every now and then, wind blew past the cave mouth, rustling fallen leaves, the sound startling the "little bird" inside into trembling.						0
47	放松点儿，卜卜。	放鬆點，卜卜。	力抜け、ブブ。	긴장 풀어, 보보.	Relax, Bubu.						0
48	呜嗯……	嗚嗯……	……ん、んっ……	으응…	Ungh...						0
49	洞外风雪未停，有细碎雪花被吹进山洞。	洞外風雪未停，有細碎雪花被吹進山洞。	外の風雪はまだ止む気配がない。舞い上がった小さな雪片が風に押され、山洞の入り口からふわりと吹き込んでくる。	동굴 밖의 눈보라는 멈추지 않았고, 잘게 부서진 눈송이가 동굴 안으로 날아들었다.	Outside, the wind and snow hadn't stopped. Tiny snowflakes were blown into the cave.						0
50	雪花随着上浮的空气热流，轻晃攀升，在触到顶壁时又凝成水珠。	雪花隨著上浮的空氣熱流，輕晃攀升，在觸到頂壁時又凝成水珠。	雪は上昇する熱気に乗ってふわふわと天井近くまで舞い上がり、岩肌に触れた瞬間、滴る雫へと姿を変える。	눈송이는 위로 향하는 뜨거운 공기의 흐름을 따라 가볍게 흔들리며 올라가다가, 천장에 닿아 물방울이 되었다.	Carried upward by warm air currents, the snowflakes spun lightly, rising, then beaded into droplets as they touched the roof of the cave.						0
51	不堪其重地落下，伴着点点清脆回音。	不堪其重地落下，伴著點點清脆回音。	やがて、ぽとり、ぽとりと落ちた雫は、洞窟の奥で澄んだ音を立てながら広がり……	그리고 그 무게를 견디지 못하고 떨어지며, 맑고 또렷한 메아리를 남겼다.	Too heavy to cling on, they fell one by one, each with a clear, crisp echo.						0
52	化作一池春水。	化作一池春水。	静かな水音だけを残して、一面の「春」をつくり出した。	봄날의 연못으로 고여 들었다.	Until they gathered into a pool.						0
53	按照卜卜的说法，初雪下得早，今年冬天便不会太冷。	按照卜卜的說法，初雪下得早，今年冬天便不會太冷。	ブブの言い方を借りるなら――初雪が早い年の冬は、きっとそんなに厳しくはならないのだという。	보보는 첫눈이 일찍 내리면 그해 겨울은 그리 춥지 않을 거라고 했다.	According to Bubu, if the first snow of the year fell early, that meant the winter wouldn't be too cold.						0
54	熄灭火堆，我和卜卜离开山洞。	熄滅火堆，我和卜卜離開山洞。	焚き火を消し、ブブと山洞をあとにした。	나와 보보는 모닥불을 끄고 동굴을 나갔다.	After putting out the fire, Bubu and I left the cave.						0
55	回去的路上，我们又经过了那片湖泊。	回去的路上，我們又經過了那片湖泊。	帰り道、行きにも通ったあの湖のほとりを、もう一度通りかかる。	돌아가는 길, 우리는 다시 그 호수를 지나갔다.	On our way back, we passed the lake again.						0
56	寒潭清澈，已不似秋日那般水光潋滟，但却因冬日清冷而更添一份稳重。	寒潭清澈，已不似秋日那般水光瀲灩，但卻因冬日清冷而更添一份穩重。	冷たい水を湛えた湖面は、秋の頃のようなきらきらとしたまばゆさはないが、そのぶん冬の空気に似合う静かな重みを増している。	맑고 차가운 연못의 물빛은 가을날처럼 반짝이지는 않았지만, 겨울의 차가움 때문인지 오히려 한층 더 침착한 느낌이었다.	The cold water was clear. It no longer shimmered with autumn's glittering light, but winter's chill lent it a newfound steadiness.						0
57	湖面倒映着的卜卜，也已经褪去了秋天的浮躁气息。	湖面倒映著的卜卜，也已經褪去了秋天的浮躁氣息。	水鏡に映るブブの姿も、あの頃のせわしなさがすっかり抜け落ちていた。	호수에 비친 보보의 모습 역시 가을의 들뜬 기운을 벗어버린 뒤였다.	Reflected on its surface, Bubu too had shed the restless air she'd carried in autumn.						0
58	“灵鉴”也留下了很明显的战斗痕迹呢……	「靈鑒」也留下了很明顯的戰鬥痕跡呢……	「霊鏡」も、すっかり戦場帰りの顔になっちゃったねえ……	 '미러'에도 전투 흔적이 꽤 뚜렷하게 남았네…	Specular Soul has some pretty obvious battle marks on it now...						0
59	手肘处有些磨损，衣角也显得有点旧了。	手肘處有些磨損，衣角也顯得有點舊了。	ほら、肘のところとか擦れてきちゃってるし、裾も、ちょっとくたびれてきた感じ。	팔꿈치 부분이 좀 닳았고, 옷깃도 약간 해졌어.	The elbows are a bit worn, and the hems look kind of frayed.						0
60	照着湖面的倒影，卜卜爱惜地抚上了自己的战术套装。	照著湖面的倒影，卜卜愛惜地撫上了自己的戰術套裝。	湖に映る自分の姿を見ながら、ブブは愛おしそうに戦術装備の生地へと指先を滑らせる。	호수에 비친 모습을 보며 보보는 자신의 전술 슈트를 아까워하며 어루만졌다.	Looking at her reflection in the lake, Bubu ran a hand over her exosuit with care.						0
61	啊，还有这里……	啊，還有這裡……	あっ、ここもだ。	아, 여기도…	Ah, and here, too...						0
62	卜卜看着“灵鉴”手臂位置上深深浅浅的凹痕。	卜卜看著「靈鑒」手臂位置上深深淺淺的凹痕。	彼女の視線の先、「霊鏡」の腕のあたりには、いくつもの細かな凹みが刻まれていた。	보보는 '미러'의 팔 부분에 깊고 얕게 패인 흔적들을 바라보았다.	Her eyes fell on the shallow dents and deep marks along Specular Soul's arms.						0
63	这里是怎么弄的？	這裡是怎麼弄的？	そこは、どうした。	여기는 왜 이렇게 된 거야?	How did you get these?						0
64	这里嘛……被分析员背着回去的时候，我趴在你背上自己抠出来的痕迹。	這裡嘛……被分析員背著回去的時候，我趴在你背上自己摳出來的痕跡。	ここはね……分析員におんぶされて帰るとき、ブブが分析員の背中にしがみつきながら、ぎゅーって握ってた指の跡。	여기는… 분석가한테 업혀서 돌아갈 때, 내가 긁어낸 흔적이야.	Well... I scratched these myself while you were carrying me on your back.						0
65	嘿嘿~我也没想到当时劲儿这么大。	嘿嘿~我也沒想到當時力氣這麼大。	てへへ～。あの時、あんなに力入れてたなんて、自分でもビックリ。	헤헤~ 그때 힘을 그렇게 많이 준 줄은 나도 몰랐네.	Hehe~ I didn't realize I was using that much strength at the time.						0
66	我想起了那个咬着牙在我背上默默哭泣的少女。	我想起了那個咬著牙在我背上默默哭泣的少女。	あのとき歯を食いしばりながら、声も立てずに私の背に縋りついていた少女を思い出す。	나는 이를 악물고 내 등에서 조용히 울던 그 소녀가 떠올랐다.	I remembered how she bit her lip and silently cried against my back.						0
67	虽然从耶洛沙回来之后，研发部说可以维护翻新战术套装，不过我反倒有些舍不得了。	雖然從耶洛沙回來之後，研發部說可以維護翻新戰術套裝，不過我反倒是有些捨不得了。	イェロシャから戻ったあと、開発部からは戦術装備を一度きれいに手入れし直そうと言われたが、わたしはかえって、このまま手放さずに取っておきたくなった。	옐로샤에서 돌아온 후에, 개발부에서 전술 슈트를 점검하고 새것처럼 만들어줄 수 있다고 했지만, 오히려 나는 좀 아쉬워졌어.	Even though R&D said they could repair the exosuit after we got back from Yehrus, I've actually gotten kind of attached to it the way it is.						0
68	而她的腿上，腰上还有手臂上，同样有大大小小尚在愈合的伤痕。	而她的腿上，腰上還有手臂上，同樣有大大小小尚在癒合的傷痕。	彼女の脚にも、腰にも、腕にも、大きいものから小さいものまで、まだ治りきっていない傷跡がいくつも残っている。	그녀의 다리, 허리, 그리고 팔에도 아직 치유 중인 크고 작은 상처들이 있었다.	On her legs, waist, and arms, there were all kinds of scars still healing, big and small.						0
69	不过，这些都是成长的印记，也是我们一同战斗的证明。	不過，這些都是成長的印記，也是我們一同戰鬥的證明。	だがそれらはすべて、成長の証であり、共に戦った時間が刻まれた勲章でもあった。	하지만 그것은 모두 성장의 흔적이자, 우리가 함께 싸웠다는 증거다.	But these were marks of her growth, proof we'd fought side by side.						0
70	一点细碎的冰晶落到湖面上，又飘起了小雪。	一點細碎的冰晶落到湖面上，又飄起了小雪。	小さな氷の結晶がひとつ、湖面に落ちる。そこから新しい雪がまた、静かに舞い始める。	잘게 부서진 얼음 조각이 호수 위에 떨어지고, 다시 가랑눈이 내리기 시작했다.	Tiny shards of ice drifted onto the lake's surface, and light snow began falling again.						0
71	蹲在湖边的卜卜却好似浑然不觉，只是牵住我的手，慢慢将我拉到她身边。	蹲在湖邊的卜卜卻好似渾然不知，只是牽住我的手，慢慢將我拉到她身邊。	けれど湖の縁にしゃがみ込んだブブは、そんな気配になどお構いなしに、そっと私の手を取って、自分のすぐ隣へと引き寄せた。	호숫가에 쪼그리고 앉아 있던 보보는 마치 전혀 눈치채지 못한 것처럼, 그저 내 손을 잡고 천천히 나를 곁으로 끌어당겼다.	Squatting by the lakeshore, Bubu seemed not to notice. She took my hand and slowly drew me closer.						0
72	掌心传来属于卜卜的热乎乎的触觉，湖中的倒影也变成了我和她两个。	掌心傳來屬於卜卜熱乎乎的觸覺，湖中的倒影也變成了我和她兩個。	ぽかぽかとしたブブの体温が、掌越しにはっきりと伝わってくる。水面に映る姿は、いつの間にか一人分から、二人分の影へと変わっていた。	손바닥으로 보보의 따뜻한 촉감이 전해졌고, 호수에 비친 모습도 나와 그녀 둘이 되었다.	Her warmth spread from her palm into mine. The reflection in the lake became the two of us together.						0
73	原来，这样才是最好的。	原來，這樣才是最好的。	――ああ、やっぱり。こうしてるのが、一番いいや。	그래도 이게 가장 마음에 들어.	This is perfection after all.						0
74	卜卜终于笑了起来。	卜卜終於笑了起來。	ブブはようやく、心の底からの笑みを浮かべる。	보보가 드디어 웃었다.	She finally smiled.						0
75	上一次来这里时，“灵鉴”还是崭新的，我曾以为那就是天启者接近完美的样子。	上一次來這裡時，「靈鑒」還是嶄新的，我曾以為那就是天啟者接近完美的樣子。	前にここに来たときは、「霊鏡」が新品ピカピカでさ。あの時のブブは、それが覚醒者として「ほとんど完璧」な姿なんだって思ってたんだよね。	지난번 '미러'가 아직 새것인 채로 여기 왔을 때, 나는 그게 완벽에 가까운 계시자의 모습이라고 생각했어.	The last time I came here, Specular Soul was still brand-new. I thought that was as close to perfection as a Manifestation could get.						0
76	现在呢？	現在呢？	今は、どう見える？	지금은?	What about now?						0
77	现在的话……	現在的話……	今はね……	지금은…	Now...						0
78	卜卜恋恋不舍地看着湖中亲密的两个身影。	卜卜戀戀不捨地看著湖中親密的兩個身影。	ブブは湖に映る、寄り添う二人の影から、なかなか目を離そうとしない。	보보는 호수 속 다정한 두 사람의 모습을 애틋하게 바라보았다.	Bubu gazed longingly at the two figures pressed together in the lake.						0
