xxx_1049439587	A	A	A	A	A	A	A	A	A	A	A
41	环境迅速暗了下去，光线被抽离，现实与虚拟的障壁被打破，数据流在我们眼前不断重组，场景构建系统正在将我脑海中的场景化为现实。	環境迅速暗了下去，光線被抽離，現實與虛擬的障壁被打破，資料流在我們眼前不斷重組，場景構建系統正在將我腦海中的場景化為現實。	辺りはたちまち闇に沈み、光が失われ、現実と仮想の境界が破れた。目の前でデータの流れが組み替わり、環境構築システムが私のイメージを現実にしていく。	주변이 순식간에 어두워지고 빛이 흐려지면서, 현실과 가상의 경계가 허물어졌다. 데이터 흐름이 우리 눈앞에서 끊임없이 재구성되고, 장면 구축 시스템이 내 머릿속 장면을 현실로 구현해 내고 있었다.	The environment dimmed quickly as the barrier between reality and simulation was broken. Streams of data kept shifting before our eyes as the system reconstructed the scene in my mind into a simulation.						0
42	回过神时，四下里变得空旷，我和晴已然立于某间不知名剑道馆的中央，和煦的阳光自窗外洒下，暖洋洋地流淌在地板上。	回過神時，四周變得空曠，我和晴已然立於某間不知名劍道館的中央，和煦的陽光自窗外灑下，暖洋洋地流淌在地板上。	気づくと、周りは静かに広がり、私と晴は見知らぬ剣道場の中央に立っていた。日差しが窓から差し込み、床に暖かく流れている。	정신을 차려보니 주변이 텅 비어 있었고, 나와 하루는 어떤 이름 모를 검도장 한가운데 서 있었다. 따스한 햇살이 창밖에서 스며들어 바닥에 포근하게 흘렀다.	Before long, Haru and I were standing at the center of an empty kendo dojo. Warm sunlight spilled in through the windows, flowing across the floor.						0
43	晴诧异地环顾四周。	晴詫異地環顧四周。	晴は驚いたように周りを見回した。	하루가 놀란 듯 주위를 둘러보았다.	Haru looked around in surprise.						0
44	分析……员？	分析……員？	分析……員？	분석… 가?	Adjutant...?						0
45	我不语，只是静静地看晴的反应。	我不語，只是靜靜地看晴的反應。	私は口を開かず、晴の反応を見ていた。	나는 말없이 하루의 반응을 지켜볼 뿐이었다.	I said nothing, just watching her reaction.						0
46	期待、疑惑、犹豫、跃跃欲试，这些复杂的情绪都充斥在她的双眸中。	期待、疑惑、猶豫、躍躍欲試，這些複雜的情緒都充斥在她的雙眸中。	期待、疑い、ためらい、そして高鳴り。そんな入り混じった感情が、彼女の瞳に溢れていた。	기대감, 의문, 망설임, 설렘, 이런 복잡한 감정들이 그녀의 눈동자에 가득 차 있었다.	Anticipation, confusion, hesitation, eagerness — complicated emotions danced in her eyes.						0
47	她小心翼翼地走到场馆边，伸手抚过沐浴在阳光里的练习剑，仿佛轻触着什么宝物。	她小心翼翼地走到場館邊，伸手撫過沐浴在陽光裡的練習劍，彷彿輕觸著什麼寶物。	彼女は慎重に道場の端へ歩み寄り、まるで宝物に触れるように、日差しを浴びる稽古用の剣に手を添えた。	그녀는 조심스럽게 도장 가장자리로 걸어갔고, 햇살 아래의 연습용 검에 손을 얹었다. 마치 보물을 다루듯 조심스러웠다.	She walked carefully to the edge of the dojo and ran her fingers over a practice sword bathed in sunlight, as if caressing something precious.						0
48	总觉得你拿着剑的时候比较坦率，所以，想试一试吗？	總覺得你拿著劍的時候比較坦率，所以，想試一試嗎？	晴は剣を手にしているときのほうが、ずっと素直に見える。試してみないか。	하루는 검을 들고 있을 때가 더 솔직한 것 같아서요. 그러니까, 한번 해볼래요?	It feels like you're more genuine when you're holding a sword, so... want to give it a try?						0
49	和我试一试？	和我試一試？	私と。	나랑 해봐요.	With me?						0
50	晴回过头来看着我，点了点头。	晴回過頭來看著我，點了點頭。	晴は振り返って私を見て、うなずいた。	하루가 나를 향해 고개를 돌려 끄덕였다.	Haru turned her head to look at me and nodded.						0
51	……	……	……	……	...						0
52	我与晴各自拿起了一柄剑，有如一决生死的剑客那般相对而立。	我與晴各自拿起了一柄劍，有如一決生死的劍客那般相對而立。	私と晴はそれぞれ一本の剣を手に取り、命を懸ける剣客のように向かい合った。	나와 하루는 각자 검을 한 자루씩 들고, 운명의 대결을 앞둔 검객처럼 마주 섰다.	We each picked up a sword, standing face to face like duelists ready to stake our lives.						0
53	只是探讨对吧？剑道探讨。	只是探討對吧？劍道探討。	ただの剣道の手合わせ、だよな？	그냥 같이 연습하는 거지? 검도 연습.	We're just sparring, right? A kendo discussion?						0
54	她的神色依旧有些迟疑，或许也是心里没底。	她的神色依舊有些遲疑，或許也是心裡沒把握。	彼女の表情にはまだ少し迷いがあり、不安そうに見えた。	여전히 망설이는 듯한 표정이었다. 아직 확신이 서지 않았나 보다.	Haru still looked a bit hesitant, maybe not fully confident.						0
55	你要说这是探讨也可以——只属于你我二人的探讨。	你要說這是探討也可以——只屬於你我二人的探討。	そう言ってもいい——二人だけの手合わせだ。	연습이라고 해도 좋아요. 우리 둘만의 특별한 연습이죠.	I guess you could call it a discussion, one that belongs to just you and me.						0
56	当然，我其实是希望你能借此机会稍微坦率一点的……	當然，我其實是希望你能借此機會稍微坦率一點的……	本当はこれをきっかけに、晴が少しだけ素直になってくれたらって……	사실, 이 기회에 하루가 좀 더 솔직해졌으면 하는 바람도 있고요…	Of course, what I really hope is that you'll let yourself be a little more open about how you truly feel this time...						0
57	好，那我开始了——	好，那我開始了——	よし、じゃあ始めよう——	응, 그럼 시작할게.	Alright, then let us begin—						0
58	她长吁一口气，摆出一个再常规不过的起手式，眼中的决意凝结起来。	她長吁一口氣，擺出一個再常規不過的起手式，眼中的決意凝結起來。	彼女は大きく息を吐き、基本の構えを取り、瞳の奥に決意を宿らせた。	그녀는 한숨을 깊게 내쉬고는 가장 기본적인 준비 자세를 취했다. 눈빛에는 결심이 차오르고 있었다.	She let out a long breath and took a standard opening stance, resolve hardening in her eyes.						0
59	我会……全力以赴。	我會……全力以赴。	全力でいく。	나는… 최선을 다할 거야.	I'll... give it everything I've got.						0
60	下一个呼吸间，剑光倏然一动，已至我的面门。	下一個呼吸間，劍光倏然一動，已至我的面門。	次のひと呼吸のうちに、剣がすっと走り、私の眼前に迫っていた。	눈 깜짝할 사이에, 번쩍이는 검이 순식간에 내 얼굴 앞까지 날아들었다.	In the space of a single breath, her sword was already at my face.						0
61	——好快！我不由得赞叹。	——好快！我不由得讚嘆。	——速い！私は思わず感嘆した。	… 빠르다! 나도 모르게 감탄이 나왔다.	—So fast! It was the only thought that came to my mind.						0
62	不，那不仅仅是一个“快”字可以形容的，因为随即而来的，是沉如山岳，却又疾如霆霓的剑光。	不，那不僅僅是一個「快」字可以形容的，因為隨即而來的，是沉如山岳，卻又疾如霆霓的劍光。	いや、ただ「速い」だけじゃない。続いて放たれたのは、山のように重く、稲妻のように鋭い一閃だった。	아니, 단순히 '빠르다'라는 말로는 표현할 수 없었다. 산처럼 무겁고 번개처럼 빠른 공격이 곧바로 이어졌다.	But it wasn't just "fast." Her strike carried the weight of a mountain, yet cut through the air like lightning.						0
63	此刻，剑本身不再重要，她挥舞的是气与势，单薄简朴的剑身之上剑意巍峨却凌厉，仿佛面对海潮或者高山时，那横贯天际的一记斩击，势同霆光！	此刻，劍本身不再重要，她揮舞的是氣與勢，單薄簡樸的劍身之上劍意巍峨卻凌厲，彷彿面對海潮或者高山時，那橫貫天際的一記斬擊，勢同霆光！	剣はもはや関係ない。彼女が振るうのは気迫と勢いだ。細身の剣に宿る剣意は激しくも気高い。その斬撃は海潮を裂き、山を断ち、天を貫く雷光のような一撃だった。	이 순간, 검 자체는 더 이상 중요하지 않았다. 그녀가 휘두르는 것은 기운과 기세였다. 단순하고 소박한 검 위에서, 검의 의지가 웅장하면서도 날카롭게 피어올랐다. 거센 해류나 웅장한 산맥을 마주하듯, 하늘을 가로지르는 참격이 번개처럼 내리꽂혔다!	The blade itself no longer mattered. What she swung was her spirit, her will. Though the sword was plain and slender, the intent behind it was intense and unyielding. It was like a streak of lightning against the tide and mountain, enough to pierce the sky!						0
64	不愧是你。	不愧是你。	さすがだな。	역시 대단하네요.	Impressive.						0
65	话虽这么说，但我依旧能看清那凌厉剑光之中难以察觉的破绽。	話雖這麼說，但我依舊能看清那凌厲劍光之中難以察覺的破綻。	だが、その鋭い剣光の中に潜むわずかな隙が、私には見えていた。	말은 그렇게 했지만, 날카롭게 빛나는 검광 속 허점이 눈에 들어왔다.	Even so, I could see it, the faintest flaw in that intense strike.						0
66	我以同样的速度回以斩击，这是对剑道以及对少女的敬畏。	我以同樣的速度回以斬擊，這是對劍道以及對少女的敬畏。	剣道に対する、そして彼女に対する敬意を込めて、私は同じ速さで斬り返した。	나도 같은 속도의 참격으로 응수했다. 이는 검도와 소녀에 대한 경의의 표시였다.	I answered with a slash at the same speed, out of respect for the way of the sword, and for her.						0
67	【锵！】	【鏘！】	【キィン！】	[챙!]	Clang!						0
68	分明只是竹剑，空气中却迸裂出灼目的火花来，随即金铁交击之声回荡。	分明只是竹劍，空氣中卻迸裂出灼目的火花來，隨即金鐵交擊之聲迴盪。	竹刀のはずなのに、空中にまばゆい火花が散り、金属がぶつかる音が響き渡った。	그저 죽도일 뿐인데도 공기 중에서 눈부신 불꽃이 터져 나왔고, 금속이 부딪치는 듯한 소리가 울려 퍼졌다.	We were only using bamboo swords, yet sparks burst in the air. The sound of impact rang through the dojo, sharp and almost metallic.						0
69	再来。	再來。	もう一度。	한 번 더.	Again.						0
70	【锵——】	【鏘——】	【キィン——】	[챙!]	Clang—						0
71	剑鸣声再度将空气点燃，只是一个回身的时间里，晴的发丝从我眼前拂过，我突然嗅到了她头发间的香味。	劍鳴聲再度將空氣點燃，只是一個回身的時間裡，晴的髮絲從我眼前拂過，我突然嗅到了她頭髮間的香味。	剣鳴が再び空気を震わせ、ひと振りの間に晴の髪が私の前をかすめ、その香りが鼻先をくすぐった。	검의 울림이 다시 한번 공기를 불태웠다. 그녀가 몸을 돌리는 순간 내 눈앞을 스쳐 가는 하루의 머리카락에서 그녀의 향기가 훅 나를 덮쳐왔다.	Clashes set the air aflame once more. As I turned around, Haru's hair swept past my eyes, and I suddenly caught its lingering scent.						0
72	像是什么呢？	像是什麼呢？	この香りは……何だろう？	이게 무슨 향기일까?	It reminded me of something.						0
73	……淡淡的，郁金香的气味。	……淡淡的，鬱金香的氣味。	……かすかな、チューリップの匂い。	… 은은한 튤립 향기였다.	...The faint fragrance of tulips.						0
74	晴的头发很好闻。	晴的頭髮很好聞。	晴の髪、すごくいい匂いだ。	하루 머리카락에서 좋은 향이 나요.	Your hair smells really nice.						0
75	我在她耳边这么轻声说了一句。	我在她耳邊這麼輕聲說了一句。	私は彼女の耳元でそうささやいた。	나는 그녀의 귓가에 대고 속삭였다.	I whispered in her ear.						0
76	晴的脸颊忽地涨红，她默不作声地欺身而上，竹剑铆足全力，由上而下竭尽全力劈空斩落一道剑光来。	晴的臉頰忽地漲紅，她默不作聲地欺身而上，竹劍卯足全力，由上而下竭盡全力劈空斬落一道劍光來。	晴の頬がぱっと紅に染まった。無言のままぐっと踏み込み、渾身の力を込めて振り下ろした一撃は、空を裂く剣光となってほとばしった。	하루의 얼굴이 확 달아올랐다. 그녀는 묵묵히 몸을 날렸고, 죽도에 기를 모은 채 온몸의 힘을 실어 위에서 아래로 검을 내리쳤다.	Haru's cheeks flushed crimson. Without a word, she leaned in, bamboo sword raised high, and struck down with all her might, a slash that tore through the air like light.						0
77	我却没有接她的剑，而是稍稍一侧身闪进她的剑圈内。	我卻沒有接她的劍，而是稍稍一側身閃進她的劍圈內。	私は受けずに、身をわずかに捌いて彼女の間合いの中へ滑り込んだ。	하지만 나는 그녀의 검을 받아치는 대신, 살짝 몸을 비틀어 그녀의 공격 범위 안으로 들어갔다.	I didn't meet her strike, but slipped slightly to the side and stepped into her reach.						0
78	——晴明显愣住了一秒，因为这并不是剑道比试中该有的动作。	——晴明顯愣住了一秒，因為這並不是劍道比試中該有的動作。	——剣道の試合ではまずしない動きだったため、晴は明らかに一瞬戸惑った。	하루는 확실히 잠깐 멈칫했다. 이건 검도 시합에서는 있을 수 없는 동작이었으니까.	—Haru froze for a second. This wasn't a move one should make in a sword match.						0
79	晴舞剑的姿势也很好看。	晴舞劍的姿勢也很好看。	剣を振るう晴の姿も、とても綺麗だ。	하루는 검을 휘두르는 모습도 참 예뻐요.	And your stance is graceful, Haru.						0
80	我凑到她跟前这么说，语气很是真诚。	我湊到她跟前這麼說，語氣很是真誠。	彼女のすぐそばで、気持ちを込めてそう告げた。	나는 그녀 앞으로 다가가 진심을 담아 말했다.	I got up close and said in a genuine tone.						0
81	唔……	唔……	ん……	윽…	Uh...						0
82	她咬咬牙，脚尖猛的发力，与我拉开距离，手中的竹剑则早已蓄势待发，而后倏然刺出。	她咬咬牙，腳尖猛的發力，與我拉開距離，手中的竹劍則早已蓄勢待發，而後倏然刺出。	彼女は歯を食いしばり、つま先に力を込めて一気に距離を詰め、構えた竹刀で鋭く突いた。	그녀는 이를 악문 채 발끝에 힘을 주며 나와의 거리를 벌렸다. 이미 준비된 죽도의 검 끝이 그대로 나를 향해 달려들었다.	She gritted her teeth, pushed off with her feet to put distance between us, and thrust the bamboo sword forward.						0
83	我却不闪也不躲，任凭剑尖直逼我的面门。	我卻不閃也不躲，任憑劍尖直逼我的面門。	私は避けもせず、迫ってくる剣先をそのまま受け止めるように見据えた。	하지만 나는 내 얼굴을 향해 돌진하는 검을 피하지도, 막지도 않았다.	But I made no attempt to dodge, letting the tip drive straight at my face.						0
84	……唔？	……嗯？	……ん？	… 응?	...Hmm?						0
85	——也不知道有心或者无意，那一剑忽地错开，连带着晴的身躯也一并一个趔趄。而我只是淡淡地笑了笑，攥住了她左手的手腕，轻轻拉了一把。	——也不知道有心或者無意，那一劍忽地錯開，連帶著晴的身軀也帶了一個趔趄。而我只是淡淡地笑了笑，攥住了她左手的手腕，輕輕拉了一把。	——故意か偶然か、晴の一太刀はふいに外れ、晴の体もわずかによろめいた。私は薄く笑って、彼女の左手首をつかみ、そっと引き寄せた。	의도한 건지는 모르겠지만 그 검이 갑자기 빗나갔고, 하루의 몸도 함께 휘청였다. 나는 그저 담담히 미소 지으며 그녀의 왼쪽 손목을 살며시 잡아당겼다.	Whether by intent or hesitation, her strike suddenly veered aside, and she stumbled forward. I smiled gently, caught her left wrist, and gave her a small tug.						0
86	……诶？	……欸？	……え？	… 어?	...Huh?						0
87	晴一下子失去了平衡，柔软的身躯轻飘飘地扑落，终究是恰到好处地落入我的怀里。	晴一下子失去了平衡，柔軟的身軀輕飄飄地撲落，終究是恰到好處地落入我的懷裡。	晴はふいによろめき、軽やかに身を預けるように私の胸の中へと倒れてきた。	순간 균형을 잃은 하루는 그 유연한 몸이 살며시 휘청이더니 결국 내 품 안에 쏙 안겼다.	She lost balance and fell lightly into my arms... soft, weightless, perfectly caught.						0
88	——我承认我的剑道探讨有那么点不纯粹，或许这是晴太可爱导致的。	——我承認我的劍道探討有那麼點不純粹，或許這是晴太可愛導致的。	——晴があまりにも可愛いせいで、この「手合わせ」は少し本気じゃなかったな。	내 검도 연습이 그리 순수하지 않다는 건 인정하지만, 하루가 너무 귀여운 탓도 있을 것이다.	—I'll admit, I had steered this away from the innocent kendo discussion it had meant to be, but perhaps that was because Haru was simply too cute.						0
89	怎么样？还要继续吗？	怎麼樣？還要繼續嗎？	どうする、まだ続けるか。	어때요? 계속할래요?	Well? Want to keep going?						0
