xxx_3478015960	A	A	A	A	A	A	A	A	A	A	A
10	……芬妮……吗……	……芬妮……嗎……	……ファニー……なのか……	… 페니야…?	...Fenny...?						0
11	亏你还叫得出我的名字……我以为你早把我忘了！我以为你……	虧你還叫我的名字……我以為你早把我忘了！我以為你……	気安く呼んでくれるじゃない……あたしのことなんて、とっくに忘れたかと思ってたのに！あんたが……	내 이름을 부를 줄이야… 네가 날 잊은 줄 알았어! 난 네가…	So you still remember my name... I thought you already forgot about me! I thought you...						0
12	把你……忘了？为什么……	把你……忘了？為什麼……	忘れる……？なんで……	내가 너를… 왜 잊어? 왜…	Forgot... about you? Why...?						0
13	你不理我，不陪着我，也不再带我做任何事……尤其是任务！	你不理我，不陪我，也不再帶我做任何事……尤其是任務！	話しかけても、付き合っても、一緒に出かけてもくれないし……出撃任務にだって連れて行ってくれないでしょ！	나를 무시하고, 함께 있지도 않고, 아무것도 같이 못 하게 했잖아… 특히 임무 말이야!	You ignored me, didn't spend time with me, and didn't take me to do anything... especially missions!						0
14	我——	我——	私は……	난…	I—						0
15	下意识的辩驳被突如其来的扼喉所打断——她猛然间贴了过来，用鼻尖顶着我的上唇，把更温热的呼吸毫无保留地传递给了我。	下意識的辯駁被突如其來的扼喉所打斷——她猛然間貼了過來，用鼻尖頂著我的上唇，把更溫熱的呼吸毫無保留地傳遞給了我。	無意識に反論しようと開いた口が、急に塞がれた。私の上唇の横に彼女の鼻があった。私の息が彼女の暖かい息と入り混じった。	본능적인 반박은 갑작스러운 목 조름에 끊겨 버렸고, 그녀는 불쑥 다가와 콧날로 내 윗입술을 밀어 올리며 더 따스한 숨결을 아낌없이 전해 주었다.	A sudden choking sensation interrupted the denial in my subconscious. She suddenly moved closer to me, pressing her nose against my upper lip and unreservedly sharing her warm breath with me.						0
16	本小姐现在逮住机会了！我……霸占了分析员了，所以你不许反驳，你不许再用那张骗过别人的嘴来骗我。	本小姐現在逮捕了機會！我……霸佔了分析員了，所以你不准反駁，你不准再用那張騙過別人的嘴來騙我。	もう許さないから！分析員は……あたしのものよ。だから反論は許さないわ。人を誑かすその話術で、あたしをどうこうできると思わないことね。	이 몸은 지금 기회를 잡았어! 내가… 분석가를 차지했으니까, 분석가는 이제 반박할 수 없어. 다른 사람을 속인 그 입으로 다시 날 속이면 안 돼.	I'm using this opportunity! You're... mine now, Adjutant. You can't turn me down, and you're not allowed to use those lips that lie to other people to lie to me.						0
17	你如果不是……想把我忘了！那你为什么一直不把我带在身边？	你如果不是……想把我忘了！那你為什麼一直不把我帶在身邊？	あたしを忘れるつもりが……ないのなら！なんであたしを連れていかなかったの？	네가… 날 잊으려고 한 게 아니라면! 그럼 왜 계속 나를 곁에 두지 않은 거야?	If you don't want to forget me... then why don't you always make sure I'm by your side!?						0
18	你如果不是心里都装着别人，那为什么自打耶洛沙……不，要更早！第五研究所的事情之后，断点行动那次你就没叫我陪你！	你如果不是心裡都裝著別人，那為什麼自從耶洛沙……不，要更早！第五研究所的事情之後，絕境行動那次你就沒叫我陪你！	あたし以外の誰かに夢中になってたんじゃないなら、どうして……イェロシャ、いいえ！第5研究所の時に、ブレーク作戦の時に、あたしを呼ばなかったの！	마음속에 다른 사람을 둔 게 아니라면 왜 옐로샤를… 아니, 더 일찍! 제5연구소 사건 이후로, 중단 작전 때는 왜 날 부르지 않은 거냐고!	If there isn't anyone else in your heart, why didn't you ask me to come with you to Yehrus... No, even before that! After the incident at the Fifth Research Institute, you didn't ask me to come with you for Operation Breakpoint!						0
19	她忽然双手用力，撑着我的身体，坐直了腰。手指在我的胸口胡乱摸索着，直到她找到了能为她作证的证据也还不作罢，而是狠狠抓了我一把。	她忽然雙手用力，撐著我的身體，坐直了腰。手指在我的胸口胡亂摸索著，直到她找到了能為她作證的證據也還不作罷，而是狠狠抓了我一把。	彼女は急に私から体を離した。私の体をまさぐり、何かを探していたかと思うと、私の肌に爪を突き立てた。	그녀는 갑자기 두 손으로 내 몸을 짚고 허리를 곧추세웠다. 손가락이 내 가슴을 허둥지둥 더듬더니, 마침내 증거를 찾아내고는 오히려 할퀴듯 내 몸을 움켜쥐었다.	She suddenly pulled me upright with both hands. Her fingers groped around my chest before she found the evidence to back up what she was saying. Then, she grabbed me forcefully.						0
20	锋利的指甲破开皮肉，带来让人热血上涌的疼痛，也放大了本就难耐的欲念。	尖銳的指甲破開皮肉，帶來讓人熱血上湧的疼痛，也放大了本來就難耐的慾念。	鋭い爪が私の皮膚を破り、痛みがした。なのにその痛みで、私は名状しがたい欲望に苛まれることになった。	날카로운 손톱이 살갗을 찢고 피가 솟구치는 듯한 통증을 주었고, 워낙 참을 수 없는 욕망이 따라서 커져만 갔다.	Her sharp nails broke my skin, leading to surging pain that only added to the unbearable desire I was experiencing.						0
21	这颗子弹……改变了一切……	這顆子彈……改變了一切……	この弾丸が、全てを変えたのよ……	이 총알은… 모든 것을 바꾸었어…	This bullet... changed everything...						0
22	从那之后，我没有一天不担惊受怕！我……我总觉得会有人把你……从我身边夺走……	從那之後，我沒有一天不擔驚受怕！我……我總覺得會有人把你……從我身邊奪走……	あれからずっと、安心できる日なんて一日もなかった！い、いつか……誰かが、あたしから、あんたを奪うんじゃないかって！	그 이후로 나는 하루도 마음 편한 날이 없었어! 왠지… 누군가가 너를… 내 곁에서 빼앗아 갈 거 같아…	I've been scared every single day since then! I... always feel like someone... is going to take you away from me...						0
23	不会的……我们是一家人，不会有什么夺走不夺走的……	不會的……我們是一家人，不會有什麼奪走不奪走的……	そんなわけないだろう……私達は家族だ。誰かに奪われるなんて……	그럴 리가… 우리는 한 가족인데, 뺏고 말고가 어딨어…	No... We're family. No one is going to take me away...						0
24	一家人，哼……那分析员这个家未免也太大了点，装得下太多人了吧！	一家人，哼……那分析員這個家未免也太大了，裝下太多人了吧！	家族ね。ハッ！随分な大所帯だわ！	한 가족? 흥… 분석가의 집은 너무 커서, 사람이 참 많더라고!	Family, huh...? Your family is too big! There's room for too many people!						0
25	她用着彻头彻尾的哭腔，一边埋怨着，一边恶狠狠地用双腿夹紧了我的腰。内脏和肋骨猛然间受到挤压，我不由得一阵头晕目眩，仰躺着咳嗽出声。	她用著徹頭徹尾的哭腔，一邊埋怨著，一邊惡狠狠地用雙腿夾緊了我的腰。內臟和肋骨猛然間受到擠壓，我不由得一陣頭暈目眩，仰躺著咳嗽出聲。	彼女は半分泣いているような声で、恨み言を言いながら、両足で思いっきり私の腰を締め付けた。内臓や肋骨が圧迫され、私は眩暈がした。仰向けになると、私は咳きこんだ。	그녀는 철두철미한 울음소리로 원망하면서 매섭게 두 다리로 내 허리를 조였다. 내장과 갈비뼈가 갑자기 눌려 나도 모르게 머리가 어지럽고 눈앞이 캄캄해지면서, 누운 채로 기침 소리를 내고 말았다.	She whined in a teary voice as she tightly locked her legs around my waist. My organs and ribs were suddenly squeezed, and I couldn't help feeling dizzy, coughing as I lay back down.						0
26	你……咳咳……你又胡闹上了。世界树……海姆达尔的所有人，大家不都是一家人吗……	你……咳……你又胡鬧起來了。世界樹……海姆達爾的所有人，大家不都是一家人嗎……	ゲホッ！ふぁ、ファニーに……だって、分かっているはずだろ。ユグドラシルは……ヘイムダルの隊員は……家族なんだ……	너… 콜록콜록… 또 장난이 심하네. 위그드라실… 그리고 헤임달 사람들, 모두가 한 가족이잖아…	You're... *cough, cough*... talking nonsense again. Everyone in Yggdrasil... on the Heimdall Force is family, right...?						0
27	不管这个家是大是小，不管这个家里有多少人，这都是我们……在眼下这个世界上，唯一的归宿，不是吗……	不管這個家是大是小，不管這個家裡有多少人，這都是我們……在眼下這個世界上，唯一的歸宿，不是嗎……	家の大きさとか、家族が何人いるかなんて関係ない、私達にとって……この世界で唯一の、居場所じゃないか……	이 집이 크든 작든, 이 집에 몇 명이 있든, 이건 우리가… 지금 이 세상에서 가진 유일한 안식처잖아, 안 그래…?	No matter how big or small that family is, no matter how many members it has, it's... our only home, isn't it...?						0
28	那你告诉我！这个家里，你最在乎的人是谁？	那你告訴我！這個家裡，你最在乎的人是誰？	じゃあ教えてよ！家族の中で、誰が一番大事なの？	그럼 말해봐! 우리 집에서 네가 가장 신경 쓰는 사람은 누군지?	Then tell me who you care about most in that family!						0
29	不只是以前和现在，以后，以后的以后！在这个家里你只需在乎一个人，那个人是谁！	不只是以前和現在，以後，以後的以後！在這個家裡你只需在乎一個人，那個人是誰！	昔も今も、これからだって、この先ずっとそうよ！あんたが選べるのはひとりだけよ。選びなさいよ！	예전과 현재뿐만 아니라, 앞으로 이 집에서 넌 한 사람만 신경 쓰면 돼, 그 사람은 누구야!	Not just before and now, but... in the future! You only need to care about one person in this family! Who is it!?						0
30	……	……	……	…	...						0
31	我自己都分不清刚刚我到底是在呢喃着回答，还是无力地吐了口气。但下一秒，我只觉得身上一轻，脸颊被发丝抽打，香风扑鼻，然后身边就传来了床榻的颤动。	我自己都分不清剛剛我到底是在呢喃著回答，還是無力地吐了口氣。但下一秒，我只覺得身上一輕，臉頰被髮絲抽打，香風撲鼻，然後身邊就傳來了床榻的顫動。	ぼんやりと答えたのか、力なくため息をついたのかは、自分にも分からなかった。しかし次の瞬間、体に覆いかぶさっていた重みが急に消え、毛先が私の鼻をくすぐった。そしてすぐに、誰かが倒れ込んだようにベッドが震動した。	내가 대답을 중얼거린 건지, 한숨을 내쉰 건지 스스로조차 분간할 수 없었다. 그러나 다음 순간, 몸이 가벼워지며 머리칼이 볼을 스치더니 향기가 다가왔고, 이내 옆에서 침대가 흔들리는 진동이 전해졌다.	I couldn't even tell if I was mumbling or just helplessly exhaling. In the next second, my body felt lighter. Hair whipped against my cheek, the scent filling my nose before I heard the bed creak next to me.						0
32	她……像是在赌气一般，翻身躺到了我的旁边。	她……像是在賭氣一般，翻身躺到了我的旁邊。	彼女はやけになったのか……私の隣で横になったようだ。	그녀는… 화난 듯 내 옆자리에 누웠다.	She... had turned over and was lying beside me, seemingly out of spite.						0
33	……芬妮，我们这是……	……芬妮，我們這是……	……ファニー……？	… 페니, 지금 이건…	...Fenny, what's going on here...						0
34	……我不明白。	……我不明白。	……わからない。	… 이해가 안 돼.	...I don't get it.						0
35	……！	……！	……！	…!	...!						0
36	我……学她……学得有那么像吗……！	我……學她……學得有那麼像嗎……！	私の真似は……そんなに似ていたか？	그녀를 따라 해 봤을 뿐인데… 그 정도로 비슷했어…?	Was I... really imitating her that well...!?						0
37	逼真到你一直……都没怀疑过？还是说你早知道了，但你却在享受这种事……	逼真到你一直……都沒懷疑過？還是說你早知道了，但你卻在享受這種事……	まったく気付かなかったのか？それともお前は最初から分かっていて、この状況を楽しんでいたのか……	너무 비슷해서… 의심도 안 한 거야? 아니면 진작 알았으면서 즐기고 있는 거야…?	Was it so real that you... never even doubted it? Or did you realize from the beginning but were just enjoying it...?						0
38	……她果然平日里……都是像刚才那样……跟你在一起的吗……	……她果然平日……都是像剛才那樣……跟你在一起的嗎……	……やっぱりあいつは普段から、お前と……さっきみたいに、一緒に……過ごしている、ということなのか？	… 역시, 그녀는 평소에도… 방금처럼… 너랑 함께했던 거구나…	...Is she... always like that... when she's with you...?						0
39	我很确定我没有在睡梦里。	我很確定我沒有在睡夢裡。	やっぱり夢を見ているわけじゃなかった。	분명히 꿈속이 아님을 확신한다.	I was sure I wasn't dreaming.						0
40	我不会做这种梦。我不需要做。但硬要说眼前发生的一切是现实？上一秒还骑在我身上与我耳鬓厮磨的人，只不过翻了个身就变成了里芙的模样？	我不會做這種夢。我不需要做。但硬要說眼前發生的一切才是現實？上一秒還騎在我身上與我耳鬢廝磨的人，只不過翻了個身就變成了里芙的模樣？	こんな夢を見るはずがない。見る必要もない。けれど、これは現実なのか？さっきまで私に馬乗りになっていた人間が、寝転ぶと同時にリフに変身するなんて、そんなことがあり得るのか？	난 이런 꿈을 꿀 리도 없고, 이런 꿈을 꿀 필요도 없다. 하지만 지금 이 상황을 현실이라고 단정해야 하는가? 방금까지 내 위에서 이마를 맞대던 그녀가 몸을 돌리는 사이 리브의 모습으로 변해버린 이 상황을?	I wouldn't have a dream like that. I didn't need to. But was this reality? The person sitting on me and whispering just a second ago... suddenly transformed into Lyfe?						0
41	开什么玩笑……	開什麼玩笑……	いや。ありえない。	대체 무슨 장난인 건지…	Is this some kind of joke...?						0
42	<orange>罢了。既然不是梦境，也不是现实，那唯一剩下的那种可能……就很无趣了。</>	<orange>罷了。既然不是夢境，也不是現實，那唯一剩下的那種可能……就很無趣了。</>	<orange>まあいい。夢でもなく、現実でもないのなら……最後に残ってるのは、くだらない可能性だけだ。</>	<orange>됐다. 꿈도 현실도 아닌 이상 유일하게 남은 가능성은… 무료하기 그지없었다.</>	<orange>Forget it. Since it isn't a dream or reality, the only remaining possibility... is painfully dull.</>						0
43	……你不说话，你默认了吗。	……你不說話，你默認了嗎。	……反論してこないな。黙認か？	… 말을 안 하는 건, 묵인하는 거야?	...You're not saying anything. Does that mean you agree?						0
44	嗯……	嗯……	それもそうだな……	응…	Mm...						0
45	我把舌头咬在牙齿间，借着短暂的疼痛来让自己恢复一些力气，好让我的脑袋能摇起来。	我把舌頭咬在牙齒間，藉著短暫的疼痛來讓自己恢復一些力氣，好讓我的腦袋能搖起來。	自分の舌を歯で噛み、鈍い痛覚で気力を取り戻すと、頭を軽く揺すった。	나는 혀를 깨물어 짧은 통증으로 기운을 조금이나마 회복했다. 그래야만 머리를 흔들 수 있을 정도의 힘을 되찾을 수 있었다.	I bit down on my tongue, using the jolt of pain to give myself the strength to shake my head.						0
46	我在等你先开口。	我在等你先開口。	君の話を待ってるんだ。	나는 네가 먼저 입을 열기를 기다리고 있어.	I'm waiting for you to say something first.						0
47	等我？你希望我说什么？	等我？你希望我說什麼？	私の？何が聞きたい。	나를? 내가 무슨 말을 하길 바라는데?	Waiting for me? What do you want me to say?						0
48	说你该说的。	說你該說的。	君が今すべき話さ。	네가 해야 할 말을 해야지.	Say what you're supposed to.						0
49	比如呢……	比如呢……	例えば？	예를 들면…?	Like...?						0
50	比如这么无聊的闹剧，你看到什么时候才算够？	例如這麼無聊的鬧劇，你看到什麼時候才算夠？	そうだな。例えば、こんなくだらない茶番を、いつまで続けるんだ？	예를 들면, 이렇게 따분한 연극은 언제까지 구경하고 있을 셈이야?	Like when are you going to be satisfied with this boring farce?						0
51	……	……	……	…	...						0
52	噗……哈哈，哈哈哈哈哈哈哈哈……哎呦，你这人可真是……啊，不行不行，哈哈哈哈——	噗……哈哈，哈哈哈哈哈哈哈哈……哎呦，你這人可真是……啊，不行不行，哈哈哈哈——	ぷっ……あは、あはははははは……あんたってば、ホント……あぁ、バカバカしい……あはははは……	풉… 하하, 하하하하… 넌 참… 아, 안 되겠어, 하하하…	Pfft... Hahahahaha... Geez, you really are... Ah, I can't stop! Hahahaha!						0
53	片刻的沉默之后，从我脚边床尾的方向猛然传来了爽朗且刺耳的笑声。	片刻的沉默之後，從我腳邊床尾的方向猛然傳來了爽朗且刺耳的笑聲。	しばらくの沈黙のあと、私の足元から、突き抜けるように朗らかな笑い声が聞こえた。	잠깐의 침묵이 흐른 뒤, 침대 끝에서 갑자기 쾌활하면서도 귀에 거슬리는 웃음소리가 들려왔다.	After a moment of silence, a bout of hearty laughter burst out from the foot of the bed.						0
54	单论声调的话，那其实很动听……真正刺耳的是那笑声里饱含的戏谑，侮辱，胜券在握。	單論聲調的話，那其實很動聽……真正刺耳的是那笑聲裡飽含的戲謔，侮辱，勝券在握。	別に耳障りというわけではなかったけれど……気に障ったのは、そこに含まれている、蔑むかのような余裕だった。	음조만 놓고 본다면 실은 아름다운 소리였다… 진정 귀에 거슬리는 것은 그 웃음소리에 담긴 농담, 모욕, 그리고 승리를 확신하는 그 오만이었다.	The sound itself was beautiful... But the mocking, humiliation, and triumph hidden within the laughter was truly deafening.						0
55	……扶他起来吧，让他坐直一点。	……扶他起來吧，讓他坐直一點。	……座らせてあげな。	… 그를 일으켜 세워서 똑바로 앉혀.	...Help him sit up straight.						0
56	我身边的“它”在得到命令之后，立刻收敛起了所有的矫揉造作。动作拘谨，刻板，小心翼翼，像是生怕违逆了她的命令一样。	我身邊的「它」在得到命令之後，立刻收斂起了所有的矯揉造作。動作拘謹，刻板，小心翼翼，像是生怕違逆了她的命令一樣。	私の横にいる「それ」は命令を受けると、すぐに演技をやめた。私へ伸ばした腕は強張っていて、まるで彼女の機嫌を損ねることを極度に恐れているみたいだった。	내 곁에 있는 '그것'은 명령을 받자마자 모든 위장을 거둬들였다. 그녀의 명령을 거역할까 봐 두려운 듯, '그것'의 동작은 어색하고 판에 박힌 듯 조심스러웠다.	After receiving this order, the "thing" beside me instantly retracted all of its affection. Its movements became restrained, rigid, and cautious, as if fearful of disobeying her order.						0
57	我的视线终于变得清晰了一些，然后就眼睁睁看着自己被“它”搀扶着坐起来，背靠在床头柔软的靠枕上，得以看向床尾的她。	我的視線終於變得清晰了一些，然後就眼睜睜看著自己被「它」攙扶著坐起來，背靠在床頭柔軟的靠枕上，得以看向床尾的她。	やっと視界がクリアになってきた。「それ」が体を起こしてくれたことで、柔らかいクッションに背中を預けたまま、足元にいる彼女の姿を確認することができた。	내 시선은 마침내 조금 더 선명해졌다. 난 '그것'의 부축을 받고 일어나 부드러운 베개에 등을 기대었고, 마침내 침대 끝의 그녀를 바라볼 수 있었다.	My vision finally grew somewhat clearer. I simply watched as the "thing" helped me sit up, leading me to lean against the soft pillows in front of the backboard. I then looked at the woman standing at the foot of the bed.						0
58	罗赞·赫瓦雷纳……她背对着我，赤身裸体地站在昏黄的灯光里，毫不避讳地用她的身体向我展示着她的身份。	羅贊·赫瓦雷納……她背對著我，赤裸裸地站在昏黃的燈光裡，毫不避諱地用她的身體向我展示著她的身分。	ロザン・フワルナは、私に背中を向けていた。衣服一枚つけていない彼女は、包み隠さずに自分の体を私に見せている。	로잔 크바레나… 그녀는 나를 등지고 벌거벗은 채 황혼의 불빛 속에 서 있었다. 그녀는 주저 없이 자신의 몸으로 신분을 보여주고 있었다.	Rozan Khwarenah... She stood completely nude in the dim light with her back to me. Without any hesitation, she put both her body and identity on full display.						0
59	一个女人，一个……战士。	一個女人，一個……戰士。	彼女は女であり、戦士であることを示しているかのようだ。	그건 여성의 몸이자, 여전사의 몸이다.	She was a woman, a... warrior.						0
60	只不过瞥了一眼就能看得一清二楚——子弹和刀刃在她的脊背上留下刻痕，连同着她锻炼得当的肌肉，一起构成了一幅……堪称精美的画卷。	只不過瞥了一眼就能看得一清二楚——子彈和刀刃在她的脊背上留下刻痕，連同著她鍛煉得當的肌肉，一起構成了一幅……堪稱精美的畫卷。	彼女の背中に刻まれた弾丸とナイフによる傷跡は、その鍛えられた筋肉と相まって……美しい絵画のようだった。	힐끗 스치기만 해도 너무나도 잘 보였다. 총알과 칼날이 그녀의 등줄기에 남긴 자국, 그리고 잘 단련된 근육은 함께 한 폭의 정교한 그림을 이루었다.	It was blindingly obvious at a glance — the scars left by bullets and blades on her back, paired with her impressive muscles, formed a... breathtaking picture.						0
61	适才在我身旁的那个“人形生物”起身下床，从衣架上取下一件风衣，迈着小碎步凑到她跟前，局促地服侍着她。	適才在我身旁的那個“人形生物”起身下床，從衣架上取下一件風衣，邁著小碎步湊到她跟前，局促地服侍著她。	さっきまで私の横にいた「人型のなにか」はベッドから降りると、ハンガーからトレンチコートを取り、怯えつつも彼女の着替えを手伝おうとした。	방금 내 옆에 있던 '인간형 생물체'가 일어나 침대에서 내려오더니, 옷걸이에 달린 트렌치코트를 집어 들고는 종종걸음으로 그녀 앞으로 다가가 시중을 들었다.	The humanoid creature beside me got down from the bed, grabbed a robe from the clothes rack, and walked over to her with tentative steps, holding it out to her awkwardly.						0
62	而她却很随意地把风衣往身上一裹，大大方方地转过身来，笑吟吟地盯着我。	而她卻很隨意地把風衣往身上一裹，大大方方地轉過身來，笑吟吟地盯著我。	なのに彼女はトレンチコートを気ままに羽織ると、私のほうへ向いて、にっこりと笑った。	그녀는 아무렇게나 코트를 몸에 두르고는 거침없이 돌아서서 실실 웃으며 나를 바라보았다.	Rozan arbitrarily wrapped the robe around herself. She then turned around casually and stared at me with a happy smile.						0
63	香艳的……人家不要，带着醋味儿的人家又不喜欢……	香豔的……人家不要，帶醋味的人家又不喜歡……	色っぽいのもダメ、嫉妬深いのもダメ……	야릇한 건… 싫고, 질투하는 건 취향이 아닌가 본데…	He didn't like the seductive one... or the jealous one...						0
64	你呀，呵，搞不定人家，骗不到他。	你呀，呵，搞不定人家，騙不到他。	いやあ～。あんたじゃ、無理かもね。	너 말이야, 흐흐, 저 사람 당해내지도 못하고, 속이지도 못했네.	Heh. You failed to understand him. You failed to trick him. Useless...						0
65	司令！对不起！我……	司令！對不起！我……	司令！ごめんなさい！私……	사령관님! 죄송합니다! 제가…	Commander! I'm sorry! I...						0
66	它忙不迭地跪倒在罗赞的脚边，用肢体表露着它的惶恐。而罗赞却只是摇摇头，抬起一只手按住了它的头顶。	它忙不迭地跪倒在羅贊的腳邊，用肢體表露出它的惶恐。而羅贊卻只是搖搖頭，抬起一隻手按住了它的頭頂。	「それ」は慌ててロザンの足元に跪いた。ひどく恐れているのが伝わって来る。けれどロザンは「それ」の頭にそっと手を置いて、小さく首を振るだけだった。	그는 바쁘게 로잔의 발 옆에 무릎 꿇고 앉아 공포를 온몸으로 드러냈다. 반면 로잔은 고개를 가로저으며 한 손을 들어 그것의 머리 위를 눌렀다.	It hastily knelt down at Rozan's feet, physically expressing its fear. But Rozan merely shook her head, reaching out to place a hand on its skull.						0
67	也是，家花都太香了，看不上野花，倒是不怪你。	也是，家花都太香了，看不上野花，倒是不怪你。	まあいいわ。家に帰っても選り取りみどりなのに、そりゃあんたになんて見向きもしないわね。あんたのせいじゃないよ。	하긴, 곁에 있는 꽃들이 너무 향기로워서 들꽃이 마음에 들지 않았나 봐. 이건 네 탓이 아니지.	Just as well. The flowers in his own garden are already so nice — it's not your fault he isn't a fan of wildflowers.						0
68	她一脸平淡地这么说着，但手上却没停下来——分开的五指直挺挺地嵌进了“它”的头颅里，直到连手腕都齐根没入。	她一臉平淡地這麼說著，但手上卻沒停下來——分開的五指直挺挺地嵌進了「它」的頭顱裡，直到連手腕都齊根沒入。	そうは言っても、彼女は手を止めなかった。五本の指が「それ」の頭蓋に沈み込み、見る見るうちに腕全体がねじ込まれていった。	그녀는 담담한 표정으로 말을 이어갔지만, 손동작은 멈추지 않았다. 갈라진 다섯 손가락이 '그것'의 머리뼈를 관통해, 손목까지 모조리 파고들었다.	She spoke calmly, but her hand didn't stop. All five fingers pierced its head until her wrist was completely submerged.						0
69	呃啊——啊啊啊啊啊啊啊啊……！	呃啊——啊啊啊啊啊啊啊啊……！	うっ、うあああああああ……！	으아악… 아아아아아아아…!	Ah—! Aghhhh...!						0
70	人形的怪物发出凄厉的惨叫，但罗赞的动作却更进一步……她像是徒手在那怪物的脑袋里打捞着什么一般，片刻之后，她找到了她要的东西。	人形的怪物發出淒厲的慘叫，但羅贊的動作卻更進一步……她像是徒手在那怪物的腦袋裡打撈著什麼一般，片刻之後，她找到了她要的東西。	人の形をした化け物は凄惨な悲鳴をあげた。それでもロザンは手を止めなかった。化け物の頭の中をまさぐってから、彼女はあるものを取り出した。	인간형 괴물이 처절한 비명을 질렀지만, 로잔의 행동은 오히려 더 거세졌다… 마치 괴물의 머릿속에서 무언가를 더듬어 찾는 듯한 모습이었다. 잠시 후 그녀는 원하던 것을 찾아냈다.	The humanoid monster let out agonizing screams, but Rozan took things a step further... It seemed like she was searching for something within the monster's head with her bare hand. After a moment, she found it.						0
