xxx_3817439327	A	A	A	A	A	A	A	A	A	A	A
10	看着她脸上带着笑，我忍不住轻轻蹭了下她的鼻尖，没想到这么轻微的动作还是惊扰了她。	看著她臉上帶著笑，我忍不住輕輕蹭了下她的鼻尖，沒想到這麼輕微的動作還是驚擾了她。	幸せそうな寝顔を見て、つい鼻先を軽く触れると、ニタがぴくりと眉を動かす。	니타의 얼굴에 미소가 떠오르는 것을 보며, 나는 그녀의 코끝을 살짝 스쳐보았다. 하지만 이렇게 가벼운 동작에도 그녀가 깨날 줄은 몰랐다.	Even in sleep, she wore a faint smile. I couldn't resist brushing my nose against hers — just a gentle nudge, but it was enough to stir her.						0
11	她的睫毛颤动了几下，如同蝴蝶翅膀般轻柔地扇动，随即缓缓睁开了双眼。	她的睫毛顫動了幾下，如同蝴蝶翅膀般輕柔地扇動，隨即緩緩睜開了雙眼。	うとうとしているらしく、少し頑張って目を開けた。	그녀의 속눈썹이 나비의 날개처럼 가볍게 떨리더니, 서서히 눈을 떴다.	Her lashes fluttered like butterfly wings before her eyes blinked open, still hazy with sleep.						0
12	唔……唔？我这是睡着了？	唔……唔？我這是睡著了？	ん…あれ、寝ちゃった？	아… 내가 잠들었어?	Mmm... huh? Did I fall asleep?						0
13	揉了揉惺忪的睡眼，她迷茫地看向四周。过了好一会，清醒的神色才重新浮上她的眸子。	揉了揉惺忪的睡眼，她迷茫地看向四周。過了好一會，清醒的神情才重新浮上她的眼眸。	ニタは目をこすり、ぼんやり辺りを見回す。しばらくしてようやく意識がはっきりしてきたようだ。	졸린 눈을 비비며, 그녀는 멍하니 주변을 둘러보았다. 한참이 지나서야 정신이 들었는지, 맑은 빛이 다시 그녀의 눈동자에 떠올랐다.	She rubbed her eyes, confused. It took a few moments for her to catch up.						0
14	哇！星星都出来这么多了，我这是睡了多久？	哇！星星都出來這麼多了，我這是睡了多久？	わぁ、星がいっぱい出てるじゃん！どれくらい寝てたかな？	와! 별이 엄청 많이 떠 있네! 도대체 얼마나 잠들었던 거야?	Whoa! There are so many stars now! How long was I out?						0
15	也没睡多久，好歹在太阳出来前醒了。	也沒睡多久，好歹在太陽出來前就醒了。	もう夜明け前だけど。	그렇게 오래 자진 않았어. 어쨌든 해가 뜨기 전에 깼으니까.	Not long. At least you woke up before sunrise.						0
16	我哪有那么能睡！分析员尽乱说。	我哪有那麼能睡！分析員盡亂說。	そんな長くは寝てないよ、ちょっと横になってただけ！	내가 무슨 잠만 자는 사람도 아니고! 분석가 또 막 말하는 거지?	I'm not a sleepyhead! You're exaggerating, Adjutant!						0
17	带着几分埋怨，妮塔戳了戳我的手臂。我顺势捂住，装出一副疼得龇牙咧嘴的模样。	帶著幾分埋怨，妮塔戳了戳我的手臂。我順勢摀住，裝出一副痛得齜牙咧嘴的模樣。	ムキになって私の腕をツンツン。…が、こっちは大げさに痛がってみせる。	니타는 투정 부리면서 내 팔을 쿡쿡 찔렀다. 이런 행동에 나는 팔을 감싸며, 아프다고 얼굴을 찡그리는척했다.	With a playful grumble, Nita poked my arm in protest. I clutched it dramatically, wincing like I'd taken a direct hit.						0
18	啊……好疼，快帮我叫医疗部。	啊……好痛，快幫我叫醫療部。	痛い…ヤバいな。医療部を呼んできてくれないと。	아야… 아파! 의무실에 연락해 줘.	Ouch... That really hurt. Someone call Medical.						0
19	我就轻轻碰了一下，根本没用力啊。	我就輕輕碰了一下，根本沒用力啊。	それはないって。ホントにチョンって突いただけ！	그냥 살짝 건드렸을 뿐인데… 전혀 힘을 주지 않았다고.	Wha—? I barely even touched you!						0
20	你可是天启者，力道本来就和普通人不一样，嘶……痛死了。	你可是天啟者，力道本來就和普通人不一樣，嘶……痛死了。	痛たた！覚醒者の力は侮れないな。	넌 계시자잖아. 보통 사람이랑 다르다고! 으… 아파.	You're a Manifestation, remember? Your "barely" still hits harder than most. Ugh... this might be the end for me.						0
21	对、对不起，分析员，不然我给你揉揉好了。	對、對不起，分析員，不然我幫你揉揉好了。	ご…ごめん、どうしよう…そうだ、痛いの痛いの飛んでけ！	미, 미안해, 분석가… 내가 좀 주물러 줄게.	Oh no... I'm sorry! Should I... rub it to make it better?						0
22	就在妮塔慌乱间从躺椅上站起，坐到我的身边开始揉捏“伤处”。	就在妮塔慌亂間從躺椅上站起，坐到我的身邊開始揉捏「傷處」。	あわてて隣に来て、腕をさすり始める。	니타는 당황한 채 의자에서 일어나 내 옆에 앉아 '다친 부위'를 주물러 주기 시작했다.	Panic flashed across her face as she scrambled off the lounger and slid in beside me, carefully rubbing the "injured" spot.						0
23	趁此机会，我用手环住她的紧致的腰部，一把就将她捞进了怀里。	趁此機會，我用手環住她的緊緻的腰部，一把就將她撈進了懷裡。	その隙に腰に腕を回し、いきなりニタを抱き寄せる。	이런 기회를 틈나, 나는 손으로 그녀의 탄탄한 허리를 감싸며 내 품으로 끌어당겼다.	I seized the moment, slipping an arm around her trim waist and gently pulling her into my lap.						0
24	两人就这么躺在了同一张椅子上，她的鼻尖贴着我的脖颈处，呼出的每一分热气，都似乎想钻进我的皮肤中。	兩人就這麼躺在了同一張椅子上，她的鼻尖貼著我的脖頸處，呼出的每一分熱氣，都似乎想鑽進我的皮膚中。	そうして一つの椅子に横になり、ニタの鼻先が私の首筋に触れる。吐息の熱がじわじわと肌に入り込んでくる。	우리는 그대로 한 의자에 누웠고, 그녀의 코끝이 내 목에 닿았다. 그녀가 내쉬는 뜨거운 숨결은 마치 내 피부 속으로 스며드는듯했다.	Now we shared the same deck chair — her nose brushed my neck, each breath melting softly into my skin.						0
25	骗你的，我的手臂一点事情都没有。只是觉得这个姿势，更适合看星星。	騙你的，我的手臂一點事情都沒有。只是覺得這個姿勢，比較適合看星星。	ウソだよ。こうやってくっつく方が、星を見るのに向いてると思ってさ。	사실 거짓말이야. 팔에는 따로 이상 없어. 그냥 이 자세가 별을 보는 데 더 좋을 것 같아서.	Kidding. My arm's perfectly fine. I just figured... this position's better for stargazing.						0
26	分析员，你真是坏透了！	分析員，你真是壞透了！	…分析員ったら！	분석가, 정말 나빠!	Ugh! You're a bad boy, Adjutant!						0
27	妮塔佯装生气，挣扎了两下后就乖乖窝在我身侧。	妮塔佯裝生氣，掙扎了兩下後就乖乖窩在我身側。	そう言いつつ、素直にぎゅっと身を寄せてくる。	니타는 짜증 내는 듯한 척하며 몇 번 몸부림친 후, 이내 내 옆에 조용히 안겼다.	She huffed and gave a little wriggle — but soon settled in, fitting quietly against me like she belonged there.						0
28	群星像洒在黑丝绒上的钻石，散发着纯粹的银色光芒。	群星像灑在黑絲絨上的鑽石，散發出純粹的銀色光芒。	夜空には散りばめた宝石のような星々が、純粋な銀色の輝きを放っている。	뭇별은 검은 벨벳 위에 뿌려진 다이아몬드처럼 순수한 은빛으로 빛났다.	Above us, the stars shimmered like diamonds scattered across black velvet, glowing with a soft, silvery light.						0
29	美中不足的是，月亮却被云层笼罩，只能看见淡淡的、模糊的一轮月色。	美中不足的是，月亮卻被雲層籠罩，只能看見淡淡的、模糊的一輪月色。	ただ、月は雲に隠れて、はっきり見えないのが少し残念。	아쉽게도 달은 구름에 가려져, 희미하고 흐릿한 달빛만이 보일 뿐이었다.	It was a perfect night — save for the moon, veiled behind a gauze of cloud, its pale glow blurred at the edges.						0
30	或许是为夜空着迷，我们很久都没再说一句话，安静地享受着对方的体温。	或許是為夜空著迷，我們很久都沒再說一句話，安靜地享受對方的體溫。	会話も自然と途切れ、お互いの体温を感じ合って、寄り添い合う。	밤하늘에 매료된 탓인지, 우리는 한동안 아무 말도 하지 않고 조용히 서로의 체온을 느끼며 시간을 보냈다.	We said nothing for a long while. The silence settled gently between us — not awkward, just quiet, filled with shared breaths and the comfort of closeness.						0
31	过了好一会，怀抱里才传来一句轻声呢喃。	過了好一陣子，懷抱裡才傳來一句輕聲呢喃。	しばし無言で、ニタがぽつりとささやく。	한참이 지나서야 품 안에서 작은 속삭임이 들려왔다.	Then came her feather-light whisper.						0
32	海上，也会有这么好看的星星吗？	海上，也會有這麼好看的星星嗎？	海の方にも、こんな星空が見えるんだろうか…	바다에도 이렇게 예쁜 별이 있을까?	Do stars look this pretty over the ocean too?						0
33	我低头看向妮塔，彼此的目光正好对上，无垠夜空的星星点点，此时都落在她的眸中。	我低頭看向妮塔，彼此的目光正好對上，無垠夜空的星星點點，此時都落在她的眸中。	小さなつぶやきに目が合い、その瞳に星光が映っている。	나는 고개를 숙여 니타를 바라봤고, 마침 그녀의 시선과 마주쳤다. 끝없는 밤하늘의 별들이, 지금 이 순간 그녀의 눈동자에 하나씩 떠 있었다.	I looked down to meet her gaze — twin emeralds, reflecting the starlight.						0
34	我也不知道，不过我们可以一起去探究这个问题的答案。	我也不知道，不過我們可以一起去探究這個問題的答案。	さあな。調べに行くか？	나도 몰라. 하지만 같이 그 답을 찾아보면 되지.	I don't know. But I'd like to find out — with you.						0
35	这两天……我心里根本静不下来。	這兩天……我心裡根本靜不下來。	最近、ずっと落ち着かないんだよね。	최근 며칠간, 마음이 좀처럼 가라앉지 않아.	I've been feeling so restless lately.						0
36	一直想着，“悸响”加上模组后会是什么样？霍尔姆南部又是什么样？	一直想著，「悸響」加上模組後會是什麼樣子？霍爾姆南部又是什麼樣子？	ドゥンドゥビのこととか、ホルム南部とか…	계속 생각했어. '펄스'에 모듈을 추가하면 어떻게 될까? 홀름 남부는 또 어떤 곳일까?	I keep wondering — what'll Pulse feel like once the new module kicks in? What's it really like down south in Holme?						0
37	好希望时间过得快一点，再快一点！	好希望時間過得快一點，再快一點！	今すぐ時間が飛んでけばいいのにって思っちゃう。	시간이 빨리 흘러갔으면 좋겠어, 더 빨리!	I just... wish time would hurry up already!						0
38	妮塔在我怀中小幅度的左右乱动着，丰满处蹭过腰部，带来一种奇妙的触感。	妮塔在我懷中小幅度的左右亂動著，豐滿處蹭過腰部，帶來一種奇妙的觸感。	ニタが微妙に体をくねらせるせいか、肌がこすれてくすぐったい。	니타는 내 품에서 좌우로 움직였다. 풍만한 부분이 허리를 스쳐 지나가며 묘한 촉감을 남겼다.	She shifted restlessly in my arms, her curves brushing softly against my waist — a gentle touch that sent a quiet ripple through my senses.						0
39	别乱动，有点痒。	別亂動，有點癢。	じっとしてくれ、くすぐったいよ。	움직이지 마, 간지러우니까.	Careful. That tickles.						0
40	在我的手臂稍稍收紧，将她安稳在怀中的那一刻，她的脸颊泛起红晕，眼中溢出满足的光芒。	在我的手臂稍微收緊，將她安穩在懷中的那一刻，她的臉頰泛起紅暈，眼中溢出滿足的光芒。	そっと腕を強めに回し、ニタの体を安定させる。彼女の頬がわずかに赤くなり、満足そうな表情。	나는 팔을 살짝 조이며 그녀를 품 안에서 안정시켰다. 그녀의 얼굴은 붉어졌고, 눈에는 만족스러운 빛이 흘러나왔다.	I gently tightened my embrace, steadying her. She settled down, her cheeks flushed, eyes glowing softly — a look of quiet joy.						0
41	但她眼中的满足，连同那份对未来的期待，却勾起了萦绕在我心间的疑问。	但她眼中的滿足，連同那份對未來的期待，卻勾起了縈繞在我心裡的疑問。	でも、その期待に満ちた瞳を見ると、私の中にひとつ疑問が沸いてくる。	하지만 만족한 그녀의 눈빛과 미래에 대한 기대는 마음속에 맴돌던 의문을 자극했다.	She seemed content. Yet, within that contentment... a faint shadow of unease stirred within me.						0
42	妮塔，虽然心率实验结束了，但我还是有个问题想问问你。	妮塔，雖然心率實驗結束了，但我還是有個問題想問你。	そういや、聞きたいことがある。「心拍実験」は終わったけど…	니타, 심박수 실험은 끝났지만, 한 가지 묻고 싶은 게 있어.	Nita... the experiment might be over — but there's still something I need to ask.						0
43	见我语气反常得严肃起来，妮塔立刻灵巧转身，轻盈地跨坐在我身上。	見我語氣反常得嚴肅起來，妮塔立刻靈巧轉身，輕盈地跨坐在我身上。	突然真面目な声色になったせいか、ニタはくるりと体をひねり、私の上に乗る。	내 목소리가 갑자기 심각해지자, 니타는 재빨리 돌아서서 가볍게 내 몸 위에 앉았다.	She must've sensed the shift in my voice. With graceful agility, she swung her leg over and straddled my lap, facing me directly.						0
44	什么问题？	什麼問題？	なんでしょ？	뭘 묻고 싶은데?	What is it?						0
45	你真的对眼下的一切，感到满足了吗？	你真的對眼下的一切，感到滿足了嗎？	本当に今のままで満足しているのか？	너는 정말 지금의 모든 것에 대해서 만족하고 있어?	Are you... truly satisfied with how things are now?						0
46	听到我的问题，妮塔凑得离我更近，急切地点点头。	聽到我的問題，妮塔湊得離我更近，急切地點點頭。	ニタはくるりとこっちを向き、真剣にうなずく。	질문을 듣고 니타는 더 가까이 다가오더니 고개를 끄덕였다.	She leaned in close, eyes wide, eagerly nodding.						0
47	当然，我觉得很满足，很幸福！	當然，我覺得很滿足，很幸福！	うん。満足してる。幸せだよ！	물론이야, 난 정말 만족하고 행복해!	Of course I am. I feel so lucky — so incredibly happy!						0
48	我的手轻柔地抚过她的头发，指尖在发梢间游走，力度就星辰洒落微光一样轻。	我的手輕柔地撫過她的頭髮，指尖在髮梢間遊走，力度就星辰灑落微光一樣輕。	静かに頭を撫でながら、彼女の髪先を手繰り寄せるように…	나는 손으로 그녀의 머리카락을 부드럽게 쓰다듬으며, 손끝으로 머리카락 사이를 가볍게 어루만졌다. 그 힘은 마치 별빛이 흩뿌려지는 것처럼 가볍고 부드러웠다.	My fingers moved gently through her hair, combing each strand as softly as starlight brushing across the night sky.						0
49	你说过你是个很贪心的人，贪心着我的一切。	你說過你是個很貪心的人，貪心我的一切。	ニタは自分で「欲張り」だと言ってただろ。	네가 말했었지. 넌 욕심이 많은 사람이라고, 그래서 내 모든 것을 갖고 싶다고 말이야.	You once said you were greedy — that you wanted all of me.						0
50	或许因为我也是个不知收敛的人，所以我很明白这份心情。	或許因為我也是個不知收斂的人，所以我很明白這份心情。	私も似たようなものだから、その気持ちはわかるけど…	나도 절제를 모르는 사람이라, 너의 이런 마음을 잘 이해할 수 있을 것 같아.	Maybe that's why I get it... because moderation has never been my strength either.						0
51	对贪心的人来说，哪有“满足”一说呢，索要、占据、私有都会成为我们终身的命题。	對貪心的人來說，哪有「滿足」一說呢，索取、佔據、私有都會成為我們終身的命題。	本当に満足している人が、そこまで欲しがるかな？っていうか、欲深いなら…	욕심이 많은 사람한테 '만족'이 쉽사리 따를 순 없지. 계속해서 갈구하는 삶은 결국 평생 우릴 괴롭히게 될 거야.	People like us — we don't really do "satisfied." We want. We chase. We hold on. Sometimes forever.						0
52	妮塔怀有这种想法也是理所当然的……	妮塔懷抱這種想法也是理所當然的……	もっと求めてもおかしくないんじゃないか？	니타가 이런 생각을 하는 건 어떻게 보면 당연한 일이야…	So if that's how you truly feel... then it's okay.						0
53	我没有继续说下去，而是将视线投向远方。	我沒有繼續說下去，而是將視線投向遠方。	それ以上は言わず、視線を遠くに向ける。	나는 더 이상 말을 이어가지 않고, 먼 곳을 바라보았다.	I didn't wait for a response. Instead, my gaze drifted past her shoulder, through the veil of mist, reaching toward Holme's distant shore.						0
54	目光仿佛能穿透层层雾气，霍尔姆浮现在我眼前，海岸线之后的是浓重而未知的晦暗。	目光彷彿能穿透層層霧氣，霍爾姆浮現在我眼前，海岸線之後的是濃重未知的晦暗。	何重にもかかる霧を突き抜けるように目を凝らすと、ホルムの姿が浮かぶ。その先にはまだ見えない暗い海岸線が広がっている。	시선은 안개를 뚫고 나아갔고, 눈앞에 홀름이 떠올랐다. 해안선 너머에는 짙고 알 수 없는 어둠이 가득했다.	Somewhere out there, hidden in the darkness, something awaited me.						0
55	不知何时，命运就会将我推入其中……	不知何時，命運就會將我推入其中……	いつ何が起きるかわからない未来がある。	언제든지 운명이 나를 그 속으로 밀어 넣을지는 아무도 모르는 일이다…	And I knew... someday, it would call for me.						0
56	想再为妮塔做点什么，想让她再多拥有一些温暖，好对抗注定再度降临的遗憾。	想再為妮塔做點什麼，想讓她再多擁有一些溫暖，好對抗注定再度降臨的遺憾。	もっと、ニタを守りたい。もっと強くしてあげたい。	니타를 위해 뭔가 더 해주고 싶었고, 그녀가 다시 찾아올 불가피한 아픔에 맞설 수 있도록 조금 더 따뜻함을 가질 수 있게 해주고 싶었다.	But before that moment arrived, I wanted to give her something more. Something warm and lasting. Something she could hold onto. Before the ache of parting found its way back into her heart.						0
57	但她只是缓慢而坚定地摇了摇头，如同平静海面下的暗流，柔和却不失力量。	但她只是緩慢而堅定地搖了搖頭，如同平靜海面下的暗流，柔和卻不失力量。	だけど、ニタは微笑んで首を振った。その穏やかななかにも確固たる意志を感じる。	하지만 그녀는 단호하게 고개를 저었다. 마치 고요한 바다 밑의 암류처럼 부드럽지만 힘이 있었다.	But instead, she simply shook her head — slow and deliberate, like waves rolling gently beneath a calm sea. Soft... yet powerful.						0
58	来海姆达尔之前，我过着没有食物、没有住处、没有钱……总之就是什么都没有的日子。	在來海姆達爾之前，我過著沒有食物、沒有住處、沒有錢……總之就是什麼都沒有的日子。	ヘイムダルに来るまでは、本当になんにも持ってなかった。物も家もお金もなくて…	헤임달에 오기 전, 나는 음식도, 집도, 돈도 없었어… 뭐하나 갖추고 있는 게 없었지.	Before Heimdall, I had no home. No food. No money. Nothing.						0
59	但是也算不上“一无所有”，因为我也有一样自己珍藏的宝贝。	但也不算是「一無所有」，因為我也有一樣自己珍藏的寶貝。	でも、完全に何もなかったわけじゃないよ。大事にしてた宝物が一つあるんだ。	뭐 그렇다고 아무것도 없었다고는 말할 수 없어. 왜냐하면 소중한 보물이 하나 있었거든.	But there was one thing I did have — one treasure that belonged only to me.						0
60	哈哈~分析员一定猜不到是什么，我就干脆点说出来好了。	哈哈~分析員一定猜不到是什麼，我就乾脆說出來好了。	ふふ…思いつかないでしょ。じゃあ言っちゃうね。	하하, 분석가는 절대 못 맞힐 것 같으니까 그냥 말해줄게.	Heh... You'll never guess what it was. So I'll just tell you.						0
61	她重新躺回我的怀抱中，闭上眼睛，任由记忆慢慢涌上。	她重新躺回我的懷抱中，閉上眼睛，任由記憶慢慢湧上。	私の胸に体を預け、瞼を閉じる。思い出がゆっくりよみがえってくるようだ…	그녀는 내 품에 누워 눈을 지그시 감고 당시의 추억을 천천히 떠올렸다.	She leaned back into my arms, eyes drifting shut, letting herself float upon the current of memory.						0
62	拾荒过活的那段时间，有个晚上，我发现即使没有路灯，也能看得很清楚。	拾荒過活的那段時間，有個晚上，我發現即使沒有路燈，我看得很清楚。	拾い物で暮らしてた頃、ある夜に気づいたんだ。街灯がないのに、はっきり見えるんだよ。	버려진 삶을 살던 그 시절, 어느 날 밤 나는 길거리 가로등이 없어도 모든 것을 뚜렷하게 볼 수 있다는 걸 깨달았지.	One night, back when I was scavenging to survive... there were no streetlamps, no lights at all. But I could still see clearly.						0
63	抬头一望，原来是月亮啊。	抬頭一望，原來是月亮啊。	ふと顔を上げたら、月の光が照らしてたんだ。	고개를 들어보니 달이 있더라고.	I looked up — and there she was. The moon.						0
64	月亮是很慷慨的，它没有问我是谁，有没有钱交换，配不配得上。	月亮是很慷慨的，它沒有問我是誰，有沒有錢交換，配不配得上。	月って、気前がいいよね。私が誰かとか、お金あるかとか、ふさわしいかとか、なにも尋ねない。	달은 참 관대한 것 같아. 내가 누구인지, 돈이 있는지, 자격이 있는지 궁금해하지 않으니까.	She never asked who I was, or if I had anything to give. Never once questioned whether I deserved her light.						0
65	它只是很温柔地照亮了我，我走到哪里，光就跟到那里。	它只是很溫柔地照亮了我，我走到哪裡，光就跟到那裡。	私がどこへ行こうと、その光もついてくる。ただ静かに照らしてくれるんだよ。	그저 부드럽게 날 비추었고, 내가 어디를 가든 늘 함께했지.	She just... shone. Just for me. Wherever I wandered, she followed.						0
66	我爱它，爱它多情地眷顾我，爱它愿意被我片刻拥有。	我愛它，愛它多情地眷顧我，愛它願意被我片刻擁有。	だから月が大好き。あの優しいまなざしに包まれて、一瞬だけでも手に入れた気になれる。	그 후로 난 달을 사랑하기 시작했어. 달이 나를 다정하게 돌봐주는 것, 그리고 잠시라도 내가 달을 가질 수 있다는 것에 만족했지.	I loved her for that. For wrapping me quietly, gently, in her silvery glow. For letting me borrow a little brightness when I had none of my own.						0
67	而现在，我心里的月亮……就是分析员。	而現在，我心裡的月亮……就是分析員。	でも今、心の中で「月」になってるのは…分析員なんだよ。	그리고 지금 내 마음속의 달은… 분석가야.	And now... you're my moon.						0
68	我不会奢求更多，因为那样月亮就不是月亮了。一点点落在我身上的光就足够了，真的足够了。	我不會奢求更多，因為那樣月亮就不是月亮了。一點點落在我身上的光就夠了，真的夠了。	誰かひとりに独り占めされたら、月は月じゃなくなるから、光がちょっとでも当たってくれたら、もう充分過ぎるんだよ。	이젠 더 이상 아무것도 바라지 않아. 내게 떨어지는 작은 빛만으로도 충분해.	I won't ask for anything more. That's not how it works. Just a little of your light... is more than enough.						0
69	无声的爱意在我们之间流转着，渐渐形成了风，将乌云吹散。	無聲的愛意在我們之間流轉著，漸漸形成了風，將烏雲吹散。	ニタの言葉と同時に、雲がさっと流れ、月が顔を覗かせる。	우리는 아무 말 없이 서로의 사랑을 느꼈고, 그 사랑은 서서히 바람이 되어 먹구름을 날려버렸다.	Unspoken affection flowed between us, like a quiet breeze gently parting the clouds.						0
70	一轮弯月就这么显现于我们眼前，借助朦胧柔和的月光，我才看清妮塔眼中的莹莹水色。	一輪彎月就這麼顯現於我們眼前，借助朦朧柔和的月光，我才看清妮塔眼中的瑩瑩水色。	薄い雲が切れて、弓なりの月が姿を見せる。そのかすかな光で、ニタの瞳にある涙の輝きがはっきり見えた。	초승달이 우리 앞에 모습을 드러냈고, 흐릿하고 부드러운 달빛 덕분에 나는 니타의 눈가에 맺힌 이슬을 볼 수 있었다.	And just like that, the moon peeked out — soft, glowing, and serene above us. By its gentle light, I finally caught the shimmer in her eyes.						0
71	小心蹭过她的眼角，湿润的感觉停留在我的指尖。	小心蹭過她的眼角，濕潤的感覺停留在我的指尖。	そっと目尻を拭うと、しっとりした感触が指先に残る。	나는 조심스레 그녀의 눈가를 스쳤고, 촉촉한 느낌이 내 손끝에 남았다.	I reached out and softly brushed the corner of her eye. My fingertip came away damp.						0
72	以前都没发现，你还挺爱哭的。	以前都沒發現，你還挺愛哭的。	案外、泣き虫だったりするんだな。	전에는 몰랐는데, 너 꽤 울보구나.	Huh. Never figured you for the teary type.						0
73	在我的逗弄之下，妮塔连忙用手胡乱抹了抹眼睛和脸，一脸不服气地说道。	在我的逗弄之下，妮塔連忙用手胡亂抹了抹眼睛和臉，一臉不服氣地說。	くすりと笑うと、ニタはあわてて目元をこする。	내가 장난을 치자 니타는 급히 손으로 눈과 얼굴을 닦아내며, 투덜대면서 말했다.	She quickly rubbed at her eyes, cheeks puffed out in a flustered, mock pout.						0
74	哪有，我才没哭！我只是有点困了……嗯，困了。	哪有，我才沒哭！我只是有點睏了……嗯，睏了。	なっ、泣いてないし！ちょっと眠かっただけよ！	무슨 소리야, 안 울었어! 그냥 좀 졸려서 그래! 졸려서…	I wasn't crying! I was just... sleepy and yawned a lot, okay?						0
75	呜哇哇哇！分析员你干嘛！	嗚嗚嗚哇哇哇！分析員你幹嘛！	きゃっ、何するのさ！	우와아아! 분석가, 왜 그래!	Wha— Adjutant!?						0
76	还没等她反应过来，她的身体已经腾空，只能扑腾双腿哇哇大叫起来。	還沒等她反應過來，她的身體已經騰空，只能撲騰雙腿哇哇大叫起來。	彼女が何か言う前に抱き上げると、足をばたばたさせながら「きゃあ」と騒ぐ。	미처 반응하기도 전에 그녀의 몸은 공중에 떠올랐고, 그녀는 다리를 허우적대며 소리를 질렀다.	Without warning, I swept her off her feet. Her legs kicked slightly as she shrieked softly in surprise.						0
77	困了就该回去睡觉，我抱你回去。	睏了就該回去睡覺，我抱你回去。	眠いなら寝たらいいさ。ベッドまで、私が連れてってやる。	졸리면 자러 가야지. 내가 안고 가줄게.	If you're sleepy, then it's bedtime. I'll carry you back.						0
78	分析员，还是放我下来走吧！这么抱着……有，有点奇怪。	分析員，還是放我下來走吧！這麼抱著……有，有點奇怪。	い、いいってば！そんなふうに抱えられたら…変に見えるじゃん！	뭐 하는 거야! 그냥 내려줘! 이렇게 안고 가면… 좀 이상하다고…	P—Put me down! This is seriously embarrassing!						0
