xxx_3320721223	A	A	A	A	A	A	A	A	A	A	A
14	妮塔吓得一扑腾，整个人连带着椅子就要往左侧翻下去。	妮塔嚇得一撲騰，整個人連帶著椅子就要往左側翻下去。	驚いたニタが椅子ごとガタッと横に倒れかける。	깜짝 놀란 니타가 몸을 홱 움직이면서 의자까지 함께 왼쪽으로 넘어지려고 했다.	With a startled yelp, Nita flailed so hard she nearly sent both herself and the chair tumbling sideways.						0
b-1											0
15	拉住妮塔	拉住妮塔	ニタをさっと支える	니타를 붙잡는다	Catch her						0
16	情急之下，我下意识抓住她的手臂。她反应极快，顺势一个转身，整个人便跌入我的怀抱。	情急之下，我下意識抓住她的手臂。她反應極快，順勢一個轉身，整個人就跌入我的懷抱。	反射的に腕を掴んで、相手を引き留めたつもりだったが、ニタの反応は素早かった。くるりと身を回転させて、そのまま私の胸に倒れ込む。	나는 순간적으로 그녀의 팔을 붙잡았다. 그녀는 재빠르게 반응하며 몸을 틀었고 그대로 내 품으로 넘어졌다.	Instinct took over — I caught her by the arm. She twisted midair with surprising reflexes... and somehow landed right in my arms.						0
17	待她抬头时，我才注意到她鼻尖不知何时沾上了一点奶油。	待她抬頭時，我才注意到她鼻尖不知何時沾上了一點奶油。	その拍子に、ニタの鼻先にクリームが付いていることに気づいた。	그리고 고개를 들었을 때야, 그녀의 코끝에 묻은 크림을 발견했다.	As she looked up, I spotted a tiny dab of cream on the tip of her nose.						0
18	别动，这里脏了。	別動，這裡髒了。	ここ、汚れているよ。	가만히 있어 봐, 여기 크림 묻었어.	Hold still. You've got something... right here.						0
19	意识到自己的失态，妮塔迅速将脸凑了过来，乖乖等着我的指腹靠近。	意識到自己的失態，妮塔迅速地將臉湊了過來，乖乖等著我的指腹靠近。	意識したのか、ニタはこっちに顔を寄せて待っている。	황당한 모습을 보인 걸 깨달은 니타는 재빨리 얼굴을 들어 올리고 순순히 내 손끝이 가까이 오기를 기다렸다.	Realizing the spectacle she'd just made, she slowly leaned closer — quiet now, waiting for my fingertip to brush it away.						0
20	就这么一瞬，绯色在她的脸颊上快速扩散着。	就這麼一瞬，緋色在她的臉頰上快速擴散。	その一瞬で、ニタの頬がさっと赤くなる。	바로 그 순간, 그녀의 볼에 선명한 붉은 기운이 빠르게 퍼져 나갔다.	For a heartbeat, her cheeks flushed a soft pink.						0
b-2											0
21	蹭掉奶油	蹭掉奶油	クリームを拭う	크림을 닦아준다	Wipe off the cream						0
22	在我拿起纸巾，清理掉手上那点污渍时，妮塔露出了不舍又欲言又止的表情。	當我拿起紙巾，清理掉手上那點污漬時，妮塔露出了不捨又欲言又止的表情。	ティッシュで手についた汚れを落とそうとすると、ニタはなんとも言えない未練がましい表情をしている。	내가 휴지를 집어 들어 손에 묻은 크림을 닦아내자, 니타는 아쉬운 듯하면서도 뭔가 할 말이 있는 표정을 지었다.	I reached for a napkin and gently wiped the cream from my finger. She watched, lips slightly parted, like she wanted to say something — but didn't.						0
23	你不会连这点都舍不得吧？	你不會連這點都捨不得吧？	まさか、それまで惜しいわけじゃないだろ？	설마 이것까지 아까워하는 건 아니지?	...Don't tell me you actually wanted to eat that.						0
24	没有，没有舍不得……	沒有，沒有捨不得……	そ、そんなことないよ…	아, 아냐! 아깝진 않아…	Nah! Of course not...						0
25	她装作不经意地转开目光，却还是忍不住追随着那团沾了奶油的纸巾，看它画出一道完美的弧线，轻巧地落入垃圾桶。	她裝作不經意地轉開目光，卻還是忍不住追隨著那團沾了奶油的紙巾，看它畫出一道完美的弧線，輕巧地落入垃圾桶。	さりげなく目を逸らす彼女だが、ティッシュを捨てる軌道を追ってしまう。	그녀는 아무렇지 않은 척 시선을 돌렸지만, 여전히 크림이 묻은 휴지를 힐끔거렸고, 그것이 부드러운 곡선을 그리며 쓰레기통으로 떨어지는 순간까지도 바라봤다.	She turned away like it was nothing — but her eyes stayed fixed on the napkin, watching it all the way into the trash.						0
26	难道说，你最近是在……瘦身？	難道說，你最近在……瘦身？	もしかして、ダイエット中か？	설마… 요즘 다이어트라도 하는 거야?	Wait... are you on a diet?						0
27	没有啊，怎么可能，我身材匀称着呢！	沒有啊，怎麼可能，我身材勻稱！	んなわけないじゃん。ちゃんと引き締まってるんだよ！	아니거든! 다이어트라니, 내가 뺄 데가 어딨다고!	No way! I mean — look at me, I'm in perfect shape!						0
28	妮塔火速撩起衣服，用傲人的马甲线证明自己所言非虚。	妮塔火速撩起衣服，用傲人的馬甲線證明自己所言非虛。	服をめくって、引き締まった腹筋を見せつける。	니타는 잽싸게 옷을 들어 올려, 예쁜 복근 라인을 자랑하며 자기 말을 증명했다.	Without missing a beat, Nita lifted her shirt, proudly showing off her well-defined abs as proof.						0
29	提拉米苏一口没动，米粒大的奶油都馋得不行，这要吃不吃的样子不像你啊……	提拉米蘇一口沒動，米粒大的奶油都饞得不行，這要吃不吃的樣子不像你啊……	でも、そのティラミスに手をつけないのは変だな。いつもなら飛びつきそうだ。	티라미수를 한 입도 안 먹어 놓고는 크림 한 입까지 그렇게 아쉬워하다니… 이런 모습은 니타답지 않은데.	Didn't touch the tiramisu, but nearly had a meltdown over a dab of cream... That's not the Nita I know — the one who eats what she wants and never holds back.						0
30	不是要吃不吃，是绝对不吃，我正在克制自己的欲望！	不是要吃不吃，是絕對不吃，我正在克制自己的慾望！	べつに…絶対食べないよ。今は欲望を抑えてるんだ。	먹고 싶은데 참는 게 아니라, 절대 안 먹겠다는 의지야! 지금 내 욕망을 억제하는 중이라고!	Not anymore! I'm... restraining myself, okay? I'm learning to suppress my desires!						0
31	难道在我不知道的时候，提拉米苏变成限量供应了？这事儿我去和后勤部说说吧。	難道在我不知道的時候，提拉米蘇變成限量供應了？這事情我去跟後勤部說說吧。	どうした？まさかティラミスが品切れとかじゃないだろうな。後方支援科に言っておくか？	설마 내가 모르는 사이에 티라미수가 한정 판매라도 됐나? 이거 지원부랑 얘기 좀 해야겠는데.	What, is tiramisu suddenly a rare commodity in the cafeteria? Should I file a complaint with Logistics?						0
32	队员们这么辛苦，总不能想吃块蛋糕都抠抠搜搜的。	隊員們這麼辛苦，總不能連想吃塊蛋糕都這麼小氣。	隊員が甘いもの食べられないのは酷いことだし。	팀원들이 이렇게 고생하는데, 케이크 하나도 눈치 보면서 먹어야 한다니 말이 안 되지.	My operatives work hard. They shouldn't have to ration dessert.						0
33	别……别！分析员，我不是那个意思。	別……別！分析員，我不是那個意思。	ちょ、ちょっと待ってよ、分析員！違うってば！	아, 아냐! 분석가, 그런 뜻이 아니야!	No no no — Adjutant, wait! That's not what I meant...!						0
34	看到我想联系后勤部，妮塔连忙缠住了我的手臂，再把我的手和终端一起摁回了口袋。	看到我想聯絡後勤部，妮塔連忙纏住了我的手臂，再把我的手和終端一起摁回了口袋。	私が端末を取り出そうとすると、ニタはあわてて腕をつかんで止める。	내가 단말기를 꺼내 지원부에 연락하려 하자, 니타는 황급히 내 팔을 붙잡았다. 그리고 손과 단말기를 함께 내 주머니에 밀어 넣었다.	The moment she saw me reaching for my terminal, she panicked — grabbing my arm and shoving both my hand and device back into my pocket.						0
35	那你的意思是？	那你的意思是？	じゃあどういうこと？	그럼 무슨 뜻인데?	Then what did you mean?						0
36	这几天，我从心率实验失败的结果中悟出了一些道理。	這幾天，我從心率實驗失敗的結果中悟出了一些道理。	実験で心拍あがらなかったから、私、悟ったんだよ。	며칠 동안 심박수 실험 실패 결과를 곱씹으면서 깨달은 게 있어.	These past few days... I've been thinking about why the "Pulse experiment" flopped. And I realized something:						0
37	我——是个贪心的女人！	我——是個貪心的女人！	――「私って欲張り」だって。	나는… 탐욕스러운 여자야!	I'm an insatiable woman!						0
38	妮塔将手放在心口，语气里带着几分郑重，颇有几分苦情的意味。	妮塔將手放在心口，語氣裡帶著幾分鄭重，頗有幾分苦情的意味。	ニタは胸に手を当て、わざと芝居がかったトーンで言う。まるで自分を責めるような苦しげな雰囲気。	니타는 가슴에 손을 얹고 진지한 목소리로 말했다. 그 표정에는 마치 깊은 고민이 담긴 듯한 애절한 분위기가 감돌았다.	She placed a hand over her chest, her voice dropping into something solemn — like she was launching into a tragic monologue, milking sympathy with dramatic flair.						0
39	在空气都沉默了三秒钟后，一丝疑惑浮现上妮塔的脸。	在空氣都沉默了三秒鐘後，一絲疑惑浮現上妮塔的臉。	…数秒の沈黙のあと、ニタが首をかしげて、こっちを見つめる。	3초 동안의 침묵이 이어지자 니타의 얼굴에 의심의 눈빛이 보였다.	Three full seconds of silence passed... Then a flicker of confusion crept onto her face.						0
40	分析员，你不反驳我一下吗？	分析員，你不反駁我一下嗎？	…何も言ってくれないの？「そんなことないよ」とかさ。	분석가, 아무 말도 안 해? 반박이라도 좀 해봐!	Adjutant... aren't you supposed to disagree with me?						0
41	反驳？我觉得妮塔对自我认知很清晰啊。昨天不就是直到早上，才肯放我……	反駁？我覺得妮塔對自我認知很清晰啊。昨天不就是直到早上，才肯放我……	いや、ニタは自分をよくわかってるなと思っていた。昨日だって朝まで私を…	반박? 난 니타가 자기 자신을 아주 잘 이해하고 있다고 생각하는데. 어제도 아침까지 날 놔주지 않았잖아…	Disagree? Why would I? I think your self-awareness is pretty spot-on. Wasn't it just yesterday you wouldn't let me leave the bed until—						0
42	还没说完，我的嘴就被妮塔捂得严严实实，足足封了两层。	還沒說完，我的嘴就被妮塔摀得嚴嚴實實，足足封了兩層。	言いかけたとたん、ニタが素早く口をふさいでくる。	말을 마치기도 전에, 니타가 내 입을 두 손으로 단단히 막았다.	Before I could finish, she clamped both hands over my mouth.						0
43	不是那种贪心！	不是那種貪心！	その「欲張り」とは別！あーもう！	그런 탐욕이 아니야!	Not that kind of insatiable!						0
44	或许是怕我再列举这些令她脸红的“罪状”，她连忙把事情一股脑倒了出来。	或許是怕我再列舉這些令她臉紅的「罪狀」，她連忙把事情一股腦倒了出來。	あるいは、さらに「恥ずかしそうなこと」を並べてしまうのが嫌だったのか、ニタは急いでいろいろと白状し始めた。	아마도 내가 더 부끄러운 '죄목'을 말할까 봐, 그녀는 서둘러 속마음을 털어놓았다.	Maybe afraid I'd start listing more of her blush-worthy "crimes," she launched straight into a breathless confession.						0
45	之前心率实验的时候，分析员准备了那么多都没让我的心跳到达理论值……	之前心率實驗的時候，分析員準備了那麼多都沒讓我的心跳到達理論值……	実験でいろいろやっても、私の心拍は理論値に届かなかったよね。	지난번 심박수 실험 때 분석가가 그렇게 준비를 많이 했는데도 내 심장이 이론 수치까지 올라가지 않았잖아…	During the experiment, you tried so many ways to spike my heart rate, and none of them worked...						0
46	都是因为我吃着锅里的，望着盆里的，总是奢求更好的！	都是因為我吃著鍋裡的，望著盆裡的，總是奢求更好的！	要するに、「アレもコレも食べたい」って欲がありすぎて、どれも中途半端になってるんじゃないかなって。	그게 다 내가 하나를 가지면 또 다른 하나를 원하고 항상 더 나은 걸 바라기 때문이야!	Because I've already had plenty, and I'm still reaching for more — always chasing something better!						0
47	如果我从现在开始控制饮食！那么不久后，我就会像一头饥肠辘辘的野兽，满足于一切食物，哪怕是西兰花也能让我兴奋。	如果我從現在開始控制飲食！那麼不久後，我就會像一頭飢腸轆轆的野獸，滿足於一切食物，即使是青花椰菜也能讓我興奮。	それなら空腹でいたら、ちょっとしたものでもドキドキするかもって思ったわけ！	그러니까 지금부터 식사를 조절할 거야! 그럼 얼마 지나지 않아 나는 배고픈 야수처럼 변해서, 어떤 음식으로도 만족할 수 있을 거야! 브로콜리만 먹어도 신날 정도로 말이지!	But if I start controlling my cravings now... then one day, when I'm starving like a greedy beast... even broccoli might get me excited!						0
48	你说对吧，分……分分分析员！你怎么把我的提拉米苏吃掉了？！	你說對吧，分……分分分析員！你怎麼把我的提拉米蘇吃掉了？！	…って、あれ？分析員、いつの間にティラミス食べてるんだよ！	그치, 분… 분, 분석가! 왜 내 티라미수를 먹어버린 거야?!	Right? Riiight, Adju— Wait, did you just eat my tiramisu!?						0
49	就在妮塔念念叨叨时，提拉米苏已经被我三口吞下。	就在妮塔念個不停時，提拉米蘇已經被我三口吞下。	ニタが話し込んでいるうちに、ティラミスを三口で平らげてしまった。	니타가 이러쿵저러쿵 말하는 사이 티라미수는 이미 내 입으로 들어가 버렸다.	While she was rambling, I had already polished off the cake in three clean bites.						0
50	这令人熟悉的味道果然让人激不起任何兴趣，但用来垫垫肚子还是绰绰有余。	這令人熟悉的味道果然讓人激不起任何興趣，但用來墊墊肚子還是綽綽有餘。	例のごとく味はいつも通りだが、腹を満たすには充分だ。	이런 익숙한 맛은 예상대로 아무런 감흥도 주지 않았지만 허기를 달래기에는 충분했다.	The taste was nothing new — familiar enough to forget, but it did the job of keeping me from going hungry.						0
51	近在眼前的食物就这么没了，克制多时的“野兽小姐”有什么想法吗？	近在眼前的食物就這麼沒了，克制多時的「野獸小姐」有什麼想法嗎？	ほら、目の前にあった食べ物が消えちゃったけど、「空腹のモンスター」さんはどう感じる？	눈앞에 있던 음식이 순식간에 사라진 걸 보고 나니, 그동안 욕망을 억누르던 '야수 아가씨'의 지금 기분은 어때?	It was sitting right there... and now it's gone. So tell me, Miss Greedy Beast — how does that make you feel?						0
52	我的话让妮塔陷入沉思，手指轻托着下巴思索着，却又因为理不清头绪，无奈地拍了拍脑袋。	我的話讓妮塔陷入沉思，手指輕托著下巴思索著，卻又因為理不清頭緒，無奈地拍了拍腦袋。	ニタはあごに手を当てて考え込むが、答えが出ないらしく、「うーん」と頭をぽんと叩いた。	내 말에 니타는 깊은 고민에 빠졌다. 손가락으로 턱을 살짝 괴고 생각했지만 결국 답을 찾지 못해 고개를 두드렸다.	My words sent her into a thoughtful silence. She tapped her chin, deep in thought — then smacked her forehead a beat later, clearly frustrated.						0
53	是不是一点想法都没有？因为你也知道……	是不是一點想法都沒有？因為你也知道……	要するに、それほど興味がないんだろう。	아무 생각도 안 들지? 왜냐하면 니타도 알고 있잖아…	Nothing, right? Because you know...						0
54	这样的甜点，每天都能在餐厅冷藏区里找到，口感和预期分毫不差，毫无惊喜可言。	這樣的甜點，每天都能在餐廳冷藏區找到，口感和預期分毫不差，毫無驚喜可言。	毎日食べられる甘味ならありがたみはないだろ。	이런 디저트는 매일 식당 냉장고에 준비되어 있고 맛도 늘 기대한 그대로라 전혀 놀랄 것도 없지.	Same fridge. Same dessert. Same taste. Predictable — comforting, sure — but never enough to stir up real passion.						0
55	就算是克制欲望很久的野兽，也只会把西兰花视为生存所需。	就算是克制慾望很久的野獸，也只會把青花椰菜視為生存所需。	まるで暮らすための野菜と同じだ。	아무리 욕망을 억누른 야수라도 브로콜리는 그저 생존을 위한 식량일 뿐이야.	Even a starving beast wouldn't crave broccoli. At best, it's just fuel.						0
56	真正能让内心震颤的，永远是腥气十足，鲜美多汁的第一口肉。	真正能讓內心震顫的，永遠是腥氣十足，鮮美多汁的第一口肉。	本当の「心の震え」はもっとレアで最初の一口が激うまな肉料理とかじゃないか。	진정으로 심장을 뛰게 하는 건 언제나 항상 비릿하고 육즙이 가득한 고기의 첫입이지.	But what really gets the blood rushing... is that first bite of meat — still warm, raw, slick with juices.						0
57	所以，对妮塔来说，美味的肉代表着什么呢？	所以，對妮塔來說，美味的肉代表著什麼呢？	ニタにとって「最高のごちそう」って何だと思う？	그러니까 니타에게 맛있는 고기는 뭘 의미할까?	So, Nita — what's your version of that perfect, juicy first bite?						0
58	可我已经得到很多了……分析员的陪伴还有花不完「随心兑」……	但我已經得到很多了……分析員的陪伴還有花不完的「隨心兌」……	今の私には十分すぎるんだよ。分析員がいるし、使いきれない「交換パス」もあるし…	하지만 난 이미 많은 걸 가졌어… 분석가가 곁에 있어 주고 [자유 교환 쿠폰]도 마음껏 쓸 수 있고…	But... I already have so much. You're with me, and I've got more OmniVouchers than I can even spend...						0
59	《30天成为富豪》里还说过，贪婪者总是一贫如洗！	《30天成為富豪》裡也說過，貪婪者總是一貧如洗！	欲張ると破滅するって、『ド素人が30日で財閥入り⁉』に書いてあったんだ。	<30일 만에 부자 되기>에서도 그랬어! 탐욕스러운 사람은 결국 가난해질 거라고!	And that book "How to Get Rich in 30 Days" says greedy people always end up with nothing!						0
60	妮塔郁闷地坐回椅子上，手掌拖住半边脸颊。从苦闷的表情中可以看出她内心正蒙受着谴责。	妮塔鬱悶地坐回椅子上，手掌拖住半邊臉頰。從苦悶的表情可以看出她內心正蒙受著譴責。	ニタは深く椅子にもたれ、片方の頬に手を当てる。悶々とした表情が彼女の苦悩を物語る。	니타는 의기소침한 표정으로 의자에 다시 앉았다. 한쪽 뺨을 손바닥으로 받친 채, 깊은 고민에 빠진 듯했다. 그 표정만 봐도 그녀가 스스로를 책망하고 있다는 걸 알 수 있었다.	Nita slumped back into her chair, resting her cheek in one hand. I could see the guilt written all over her face.						0
b-3											0
61	开导妮塔	開導妮塔	ニタをなだめる	니타를 일깨운다	Comfort Nita						0
62	我单膝跪到她的身前，把她的双手裹在手心里，举至唇边，轻轻落下一吻。	我單膝跪到她的身前，把她的雙手裹在手心裡，舉至唇邊，輕輕落下一吻。	ニタの正面に片膝をつき、両手をそっと包み込むように握る。そしてその手背にかすかなキスを落とした。	나는 한쪽 무릎을 꿇어 그녀의 손을 감싸 쥐었고 손등에 가볍게 입을 맞추었다.	I dropped to one knee before her, gently enclosing her hands in mine. Then I brought them to my lips and pressed a soft kiss against her knuckles.						0
63	那是因为人们总是染指自己不配拥有的东西。	那是因為人們總是染指自己不配擁有的東西。	「欲を出すこと」自体が悪じゃない。自分にふさわしくないものまでほしがるのが危険なんだ。	그건 사람들이 항상 자신이 가질 자격이 없는 걸 탐내기 때문이야.	That's because most people always try to reach for more than they deserve.						0
64	但你得到的那些……姑且算作我的心意吧，在我看来都不算什么。	但你得到的那些……姑且算作我的心意吧，在我看來都不算什麼。	ニタが手にしてるものは全部私からの贈り物みたいなものだから、全然惜しくないさ。	하지만 니타가 손에 넣은 것들은… 뭐, 내 마음이라고 생각해 줘. 내 기준에서는 별거 아니야.	But everything you've gotten? Think of them as small gifts from me. And they don't even come close to what you really deserve.						0
65	因为妮塔还值得拥有更好的，能让你幸福到心跳加速的东西。	因為妮塔還值得擁有更好的，能讓你幸福到心跳加速的東西。	それより、ニタにはもっと大きな幸せを遠慮なくつかんでほしいと思っている。	왜냐하면 니타는 그보다 더 좋은걸, 가슴이 뛰도록 행복해질 수 있는 걸 가질 자격이 있어.	Because what you deserve is something better. Something that makes your heart race with pure, unshakable joy.						0
66	抬头望去时，我在她泛着水光的眸中，撞见了自己的倒影。	抬頭望去時，我在她泛著水光的眸中，撞見了自己的倒影。	顔を上げると、涙に濡れかかった瞳に私自身の姿が映っている。	고개를 들어 그녀를 바라보자, 촉촉하게 빛나는 눈동자 속에 내 모습이 비쳤다.	When I looked up, my reflection shimmered back at me — caught in the glistening tears pooling in her eyes.						0
67	分析员这么说的话……我有一点点想法了！	分析員這麼說的話……我有一點點想法了！	じゃあ…私、思いついたよ。ちょっと待ってて。	분석가가 그렇게 말하니까… 생각나는 게 있어!	Adjutant... you've inspired me! I think... I've got an idea!						0
68	沉思片刻后，妮塔转身埋首于书桌前，笔尖在纸上飞舞，几乎要擦出火星。	沉思片刻後，妮塔轉身埋首於書桌前，筆尖在紙上飛舞，幾乎要擦出火星。	ニタは意を決したように、紙にササッと走り描く。	니타는 잠시 고민하더니 곧장 책상 앞으로 돌아가 종이에 무언가를 그리기 시작했다. 종이에 닿은 펜 끝이 빠르게 움직이며 불꽃이 튈 듯한 기세였다.	Without another word, she whipped around to her desk and hunched forward — pen moving in a frantic blur that looked like it might set the page on fire.						0
69	很快，她就完成了画作并得意地举到了我的眼前。	很快，她就完成了畫作並得意地舉到了我的眼前。	あっという間に丸っこい形がいくつも描かれた雑な絵が完成。	얼마 지나지 않아 그녀는 그림을 완성했고 자신만만한 표정으로 내게 내밀었다.	A few moments later, she spun back around, beaming, and held up her "masterpiece."						0
70	从杂乱的笔触中，我勉强从中分辨出几个草率的圆形轮廓。	從雜亂的筆觸中，我勉強從中分辨出幾個草率的圓形輪廓。	ニタの雑な筆遣いからなんとかいくつかの丸っこい輪郭を判別できる。	거친 선들 속에서 원형에 비슷한 윤곽 몇 개만 간신히 식별할 수 있었다.	Through the chaotic scribbles, I could just barely make out a few lumpy, round shapes.						0
71	我想要的，就是这个啦！	我想要的，就是這個啦！	私がほしいのはコレなんだ！	내가 원하는 건 바로 이거야!	This! This is what I want!						0
72	所以，你是想要……	所以，你是想要……	丸っこい形だな…	그래서… 니타가 원하는 건…	So... you'd like...						0
b-4											0
73	老式面饼	老式麵餅	「昔のパン」？	전통 밀빵	An old-style flatbread						0
74	火腿肉饼	火腿肉餅	「ハム餅」？	햄 패티	A ham patty						0
75	什么呀！这明明是黄金招财猫。	什麼呀！這明明是黃金招財貓。	違うよ！「黄金の招き猫」だよ！	뭐야! 이건 분명 황금 마네키네코잖아.	What!? No! It's a Golden Lucky Cat!						0
76	在妮塔严肃而又认真的注视下，我又仔细端详了这“杰作”片刻。	在妮塔嚴肅而又認真的注視下，我又仔細端詳了這「傑作」片刻。	真剣そのものの表情で見つめられて、仕方なくもう一度この「傑作」を眺めてしまった。	니타의 진지한 눈빛을 마주하자, 나는 다시 한번 그녀의 '걸작'을 찬찬히 들여다보았다.	She looked at me with such solemn conviction, like I'd just disrespected some sacred relic. I had no choice but to take a second, closer look at her "masterpiece."						0
77	虽然还是看不出哪里像猫哪里像金子，不过既然她都这么说了……	雖然還是看不出哪裡像貓哪裡像金子，不過既然她都這麼說了……	一見すると円が乱雑に並んでるだけだが、ニタいわく「黄金の招き猫」らしい。	어디가 고양이고 어디가 황금인지 도무지 알 수 없었지만, 그녀가 그렇게 말한다면야…	Still didn't look like a cat. Or gold. But hey — if she says so...						0
78	啧，看来之前失败,还是因为东西不够有分量啊。妮塔的胃口真大。	嘖，看來之前失敗,還是因為東西不夠有分量啊。妮塔的胃口真大。	なるほど、もっと大きな物を望むわけか。本当に食いしんぼうだな。	쯕, 보아하니 지난번에 실패한 원인은 물건이 부족했기 때문인가 보네. 니타의 욕심이 꽤 크네.	So the experiment failed because the reward wasn't tempting enough, huh? You've got quite the appetite, Nita.						0
79	分析员！你刚才说的话自己都忘了吗？	分析員！你剛才說的話自己都忘了嗎？	分析員！さっき言ったばかりじゃない！	분석가! 아까 했던 말 벌써 잊어버린 거야?!	Adjutant! Did you already forget that beautiful thing you just said to me?						0
80	没忘没忘，如果得到它能让你很激动的话，我现在就去买回来。	沒忘沒忘，如果得到它能讓你很激動的話，我現在就去買回來。	悪かった悪かった。じゃあ買ってきてあげるよ。	그럴 리가, 안 잊었어. 그걸 손에 넣으면 그렇게 신날 것 같아? 그럼 지금 당장 사러 갈게.	Of course not. If it really makes you that excited, I'll go buy it for you right now.						0
