xxx_4058385329	A	A	A	A	A	A	A	A	A	A	A
26	小吉都这么说了，当然是真的。所以，大奖是什么？	小吉都這麼說了，當然是真的。所以，大獎是什麼？	ギーちゃんがそう言うなら間違いない。で、その「最終賞品」は何なんだ？	샤오지가 저렇게 말했는데, 당연히 사실이겠지. 그래서, 대상이 뭔데?	We can trust Gigi's calculations. That means it's official. So — what's the prize?						0
27	稍……稍后会送到……获……获奖者房间……	稍……稍後會送到……獲……獲獎者房間……	のち…のちほど…受賞者の部屋へ…お届け…します…	잠… 잠시 후 수… 수상자 방으로 배송됩니다…	It... will be delivered... to the winners' quarters... shortly...						0
28	小吉的机身微微发热，语言系统也卡顿起来，刚被我放到地上，它就立刻消失于我们的视野。	小吉的機身微微發熱，語言系統也卡頓起來，剛被我放到地上，它就立刻消失於我們的視野。	ギーちゃんのボディが軽く発熱して、言葉が途切れ途切れになったかと思うと、そのまま姿を消した。	샤오지의 기체는 약간 뜨거워졌고, 언어 시스템도 멈춰버렸다. 내가 막 땅에 내려놓자마자 그것은 즉시 우리의 시야에서 사라졌다.	Its frame heated up, and its voice glitched with digital static. The moment I set it down, it zipped off at top speed — and vanished from sight.						0
29	诶？它怎么走了？	欸？它怎麼走了？	あれ、どっか行った？	엥? 왜 갔지?	Huh? Where'd it go?						0
30	肯定是给你运大奖去了，你就别想着折腾它了。	一定是幫你運大獎去了，你就別想著折磨它了。	賞品を取りに行ったんじゃない。もう変にいじるなよ。	네게 대상을 발급하려고 간 거겠지, 이제 샤오지 좀 내버려둬.	Probably off to deliver your prize. So try not to scare it half to death next time.						0
31	我没折腾它！不是分析员说的吗？要和它握手言和！	我沒折磨它！不是分析員說的嗎？要和它握手言和！	いじってないってば！「仲直り」のつもりだったのに！	내가 언제 괴롭혔다고! 분석가가 그랬잖아, 샤오지랑 악수하고 화해하라고!	I wasn't scaring it! Weren't you the one who said I should make peace with it?						0
32	好……好吧，好一个物理意义上的握手言和。	好……好吧，好一個物理意義上的握手言和。	あのさ…物理的すぎるんだよ。	그… 그래, 정말로 물리적 의미의 악수랑 화해네.	Sure, I did... But what you did was more like making pieces with it.						0
33	呜呼~我们快回房间看看大奖是什么吧！	嗚呼~我們快回房間看看大獎是什麼吧！	ま、いいや。部屋に戻ろう。何が届くか楽しみ！	후우~ 어서 방으로 가서 대상이 뭔지나 확인해 보자고!	Whee~ Let's go check out the prize, quick!						0
34	妮塔拉起我的手，快步朝房间走去。	妮塔拉起我的手，快步朝房間走去。	そう言って私の手を引き、足早に部屋へ向かう。	니타는 내 손을 잡고 큰 걸음으로 방으로 향했다.	She grabbed my hand and took off, dragging me toward her quarters.						0
35	越靠近房间，妮塔的脚步就越轻盈，最后更是每走一步又再转个圈，快活地不行。	越靠近房間，妮塔的腳步就越輕盈，最後更是每走一步又再轉個圈，開心地不行。	扉が近づくほどに、ニタの足取りは軽やかになる。一歩ごとにターンまでして上機嫌だ。	방에 가까울수록 니타의 발걸음은 더욱 가벼워졌고, 마지막에는 걸음마다 한 바퀴 돌면서 기뻐했다.	The closer we got, the lighter her steps became — until she was twirling down the hall with every stride, giddy with anticipation.						0
36	还没看到大奖就这么开心，看来待会你的心率是一定会突破理论值了。	還沒看到大獎就這麼開心，看來待會你的心率是一定會突破理論值了。	賞品が何かまだわからないのに、ずいぶん喜んでいるな。これなら心拍、すぐ理論値を超えるかも。	대상을 보기 전에 이렇게 기뻐하는 걸 보니, 조금 있으면 심박수가 이론치를 돌파할 것 같네.	You're this psyched already? Pretty sure your heart rate's gonna blow past the target once you actually see the prize.						0
37	听到我提起心率实验的事，妮塔的脚步突然停住。她盯着我，眼底升起几分惊异。	聽到我提起心率實驗的事，妮塔的腳步突然停下來。她盯著我，眼底升起幾分詫異。	ニタはピタリと動きを止める。私を見つめたまま、少し面食らったようだ。	내가 심박수 실험에 대해 말하자, 니타의 발걸음이 갑자기 멈췄다. 나를 쳐다보는 그녀의 눈에는 약간의 경이로움이 있었다.	The moment I brought up the experiment, her steps faltered. She looked at me, eyes wide — like I'd pulled her back into a moment she wasn't ready to face.						0
38	怎么了，你该不会是团建活动玩的太开心，把我们的正事都忘了吧？	怎麼了，你該不會是團建活動玩的太開心，把我們的正事都忘了吧？	どうした？まさか楽しすぎて、「心拍実験」を忘れたわけじゃないだろう。	왜 그래, 워크숍이 너무 재밌어서 우리가 해야 할 일을 다 잊은 건 아니겠지?	What's wrong? Don't tell me you had such a blast during the event you forgot why we did all this in the first place.						0
39	没，我当然没忘……	沒，我當然沒忘……	わ、忘れてないよ！ただ…	아니, 당연히 안 잊었지…	N—No! Of course I didn't forget...						0
40	嘟囔着回答后，似是为了掩饰声音里的动摇，她轻轻笑了两声，嘴角却看不出一丝上扬的弧度。	嘟囔著回答後，似是為了掩飾聲音裡的動搖，她輕輕笑了兩聲，但嘴角看不出一絲上揚的弧度。	ごまかすように、言葉を濁して笑うが、口角には笑みの形がまったく残らない。	그녀는 중얼거리며 대답한 후, 목소리의 흔들림을 감추려는 듯 가볍게 두 번 웃었지만 입가에는 미소의 흔적을 찾아볼 수 없었다.	She mumbled the words, then gave a soft laugh to cover the tremble in her voice — but her lips never really curved.						0
41	两人继续走着，但不知不觉我就超过了妮塔。她小跑几步追上我后，又再刻意放慢脚步。	兩人繼續走著，但不知不覺就超過妮塔了。她小跑步幾步追上我後，又再刻意放慢腳步。	二人で歩きだすが、気づけば一歩遅れたり先に出たりを繰り返しているような…	우리는 계속 걸었고, 어느새 나는 니타를 앞질렀다. 그녀는 몇 걸음 뛰어서 나를 따라잡은 후, 다시 일부러 걸음을 늦추었다.	We kept walking. But somewhere along the way, she started falling behind. She jogged to catch up... only to slow down again, deliberately.						0
42	几番拉扯后，这段通向宿舍的路显得极为漫长。	幾番拉扯後，這段通往宿舍的路顯得極為漫長。	こうして、妙に長い道のりに感じる。	몇 번의 실랑이 끝에 이 숙소로 가는 길은 매우 길어 보였다.	Again and again, her pace wavered — stretching a short walk to the dorms into something strangely long.						0
43	分析员，我突然想起我有点要紧事……不然大奖我们过会再看？	分析員，我突然想起我有點要緊事……不然大獎我們過會再看？	…ねえ、ちょっと用事思い出したかも。賞品は…後ででもいいかな？	분석가, 갑자기 급한 일이 있어서 그러는데… 아니면 대상은 나중에 볼까?	Adjutant... I just remembered — I've got something important to deal with. Maybe we can check out the prize later?						0
44	妮塔眼神躲闪着，不敢与我对视。双手背在身后，紧紧攥着衣服。	妮塔眼神閃著，不敢跟我對視。雙手背在身後，緊緊握著衣服。	ちらちら目を逸らし、背中に手を回してスーツをぎゅっと握る。	니타는 눈을 피하며 감히 나와 눈을 마주치지 못했다. 그녀는 양손을 뒤로 하고 옷을 꽉 쥐었다.	She avoided my gaze, hands tucked behind her back, clutching the fabric of her clothes so tightly her knuckles turned pale.						0
45	有什么要紧事？	有什麼要緊事？	用事？	무슨 급한 일이라도 있어?	Something important?						0
46	呃……我和恩雅姐约好了去孤儿院看看孩子们！	呃……我和恩雅姐約好了去孤兒院看看孩子們！	えっと…エンヤ姉と孤児院を見に行く約束があった…かも…	어… 엔야 언니와 보육원에 아이들을 보러 가기로 약속했어!	Uh... I promised Enya I'd visit the orphanage with her!						0
47	有这事儿？那我给恩雅发个消息，告诉她我也去。	有這事情？那我給恩雅發個消息，告訴她我也去。	じゃあ私も同行しよう。連絡して――	그런 일이 있었어? 그럼 나도 가겠다고 엔야한테 문자 보내야겠군.	Did you? Alright — I'll message her, let her know I'll come too.						0
48	别！！！是我记错了，好像……好像不是今天，哈哈……	別！！！是我記錯了，好像……好像不是今天，哈哈……	いやいや違う、日付間違えてた。はは…	아니!!! 내가 잘못 기억한 것 같아… 오늘이 아닌 것 같아, 하.하.하…	No no no! Wait! I messed up. It's... not today. Whoops... haha...						0
49	有些泛白的指节紧紧攀在我的手腕上，冰冷带着些湿润的触感随即传来。	有些泛白的指節緊緊攀在我的手腕上，冰冷帶著些濕潤的觸感隨即傳來。	うっすら白くなった指節が私の手首にしがみつき、ひんやりした湿り気が伝わる。	조금은 하얘진 손가락 마디가 내 손목을 꽉 잡았고, 차갑고 촉촉한 촉감이 곧바로 전해졌다.	Her hand slipped down and caught my wrist — cool to the touch, slightly damp with sweat.						0
50	古怪的气氛渐渐扩散开来，妮塔侧着身子，逃避着我们正前往着的方向。	古怪的氣氛漸漸擴散開來，妮塔側著身子，逃避著我們正前往的方向。	そこから微妙な空気が漂う。ニタは向かう先を避けるように身をずらす。	이상한 분위기가 느껴지자, 니타는 우리가 가고 있는 방향으로 몸을 기울였다.	A strange stillness settled between us. She leaned away slightly, like she was quietly resisting the path ahead.						0
51	面对我的审视，她勉强牵动嘴角，挂出苦笑。	面對我的審視，她勉強牽動嘴角，掛出苦笑。	その表情には後ろめたさが混じり、私がじっと見つめると、ぎこちなく笑うだけ。	내 심문을 마주한 그녀는 간신히 입꼬리를 올리며 씁쓸한 미소를 지었다.	Under my gaze, she managed the faintest smile. But it was a bitter one.						0
52	你不想去看大奖是什么？对不对？	你不想去看大獎是什麼？對不對？	どうした、賞品を受け取りたくないのか？	대상이 뭔지 확인하고 싶지 않지? 그렇지?	You don't want to see the grand prize in your room, do you?						0
53	人们习惯将心事藏起来，为了让别人看不见、摸不透、猜不着，恨不得筑起高墙，将自己围困起来。	人們習慣將心事藏起來，為了讓別人看不見、摸不透、猜不著，恨不得築起高牆，將自己圍困起來。	人は大体、誰にも知られたくない思いを隠そうとして、高い壁を築こうとするものだが…	사람들은 항상 걱정거리를 숨기고, 다른 사람들이 보지 못하거나, 추측하지 못하도록 높은 벽을 쌓아 자신을 가두려고 한다.	Most people build walls around their hearts — high and thick, so no one can see what's really going on inside.						0
54	好在妮塔是不同的，我的一句疑问，就能让她抡起大锤将墙敲个粉碎，再把心赤裸地摆在我面前。	還好妮塔是不同的，我的一句疑問，就能讓她掄起大錘將牆敲個粉碎，再把心赤裸地擺在我面前。	ニタの場合は、ちょっと問いかけただけで、あっさり壁を壊して、心をさらけ出す。	다행히 니타는 다르다. 내 질문 한마디면 그녀는 망치를 휘둘러 마음의 벽을 부수고 적나라하게 내 앞에서 자신을 보여준다.	But not Nita. All it takes is a single question... and she'll tear those walls down and bare her soul.						0
55	这样的过程很痛苦。但我知道，她心里一定认为这比让我失望好上很多很多。	這樣的過程很痛苦。但我知道，她心裡一定認為這比讓我失望好很多很多。	苦しいだろうが、ニタにとっては私を失望させるよりずっといいという覚悟だろう。	이런 과정은 매우 고통스럽다. 하지만 그녀가 마음속으로 이게 날 실망시키는 것보다 훨씬 낫다고 생각하는 걸 난 알고 있다.	It's not easy. It must hurt like hell. But I know — deep down, she thinks that hurt is still better than disappointing me.						0
56	对，我不想去了。	對，我不想去了。	…うん。	그래, 확인하고 싶지 않아.	No... I don't want to.						0
57	为什么，你刚才不还很期待吗？	為什麼，你剛才不還很期待嗎？	さっきまであんなにはしゃいでたのに…	왜? 방금까지 엄청 기대하더니?	Why not? You were so excited just a minute ago.						0
58	不管那大奖是什么……我的心率都不会达到理论值。	不管那大獎是什麼……我的心率都不會達到理論值。	どうせ心拍が理論値に届かないってわかるし…	그 대상이 뭐든… 내 심박수는 이론치에 도달할 수 없어.	Because it doesn't matter what the prize is. My heart rate... it won't reach the threshold.						0
59	打开门之后，分析员就一定会对我失望……毕竟花了这么多心思都没用……	打開門之後，分析員一定會對我失望……畢竟花了這麼多心思都沒用……	扉を開けたら、分析員にガッカリさせるじゃん…いろいろやってくれたのに…	문을 열고 나면 분석가는 분명 내게 실망할 텐데… 그렇게 정성을 들였는데도 소용이 없고…	And then you'll be disappointed in me... And I'll deserve it — after everything you've done for me...						0
60	她的情绪很激动，高涨的声音混杂着嘶哑，又极速落了下来。	她的情緒很激動，高漲的聲音混雜著嘶啞，又極速落了下來。	声が上ずり、すぐにしぼんでしまう。	그녀의 감정은 매우 격앙되어 있었고, 높은 목소리는 쉰 목소리와 섞였다가 다시 확연히 낮아졌다.	Her voice rose suddenly — loud and hoarse — then dropped just as fast into a whisper.						0
61	在无话可说之后，她试图逃离这里，带着满脸的委屈和惝恍。	在無話可說之後，她試圖逃離這裡，帶著滿臉的委屈和惝恍。	何か言いかけたが、うまく言葉にできないまま背を向けて逃げようとするニタ。	더 이상 할 말이 없자 그녀는 억울하고 당황한 표정으로 자리를 떠나려고 했다.	When the silence grew too heavy to bear, she turned to walk away, her face crumpled in hurt and helplessness.						0
62	但她没能成功，因为我紧紧抓住了她的手，将她拉到离我更近更近的位置。	但她沒能成功，因為我緊緊抓住了她的手，將她拉到離我更近更近的位置。	それを許さず、強く腕を引き寄せた。	하지만 그녀는 성공하지 못했다. 내가 그녀의 손을 꽉 잡고 더 가까이, 더 가까이 끌어당겼기 때문이다.	But she couldn't go far — because I held her hand, and gently pulled her back into my arms.						0
63	看起来，困惑妮塔的问题有些多，我们一个一个来。	看起來，困惑妮塔的問題有些多，我們一個一個來。	落ち着け。問題はひとつずつ解決しよう。	니타를 혼란스럽게 하는 문제가 좀 많은 것 같으니 차근차근 해나가자.	Sounds like you've got a lot on your mind. So let's take it slow — one step at a time.						0
64	首先，我像信任自己一样信任妮塔，所以我永远不会对你失望。	首先，我像信任自己一樣信任妮塔，所以我永遠不會對你失望。	まず、ニタを信じているから、ガッカリするはずがない。	우선 니타를 나 자신처럼 신뢰하기 때문에 네게 절대 실망하지 않을 거야.	First off: I trust you, Nita. Just like I trust myself. So no — I'd never be disappointed in you.						0
65	其次，我花的那些心思并不是为了什么心率实验，这点我也是真正踏上旅程才意识到。	其次，我花的那些心思並不是為了什麼心率實驗，這點我也是真正踏上旅程才意識到。	それから、旅に出て初めて気づいた。今回あれこれ考えて動いたのは、心拍実験が目的じゃないんだ。	둘째는 내가 쏟은 그 마음들은 심박수 실험을 위한 것이 아니고, 이 점은 내가 진정한 여행을 떠나면서 깨달았어.	And second... Everything I've done for you? I didn't realize it at first, but it was never really about the experiment.						0
66	比起什么理论值，我更想看到妮塔开心快乐的样子。	比起什麼理論值，我更想看到妮塔開心快樂的樣子。	ニタが笑ってるところを見れば、それだけで十分。	이론치보다는 니타가 즐거워하는 모습을 더 보고 싶어.	What I wanted most... was to see you happy.						0
67	所以，现在能告诉我，为什么笃定自己达不到理论值吗？	所以，現在能告訴我，為什麼篤定自己達不到理論值嗎？	で、どうして「心拍が理論値にいかない」と決めつけているんだ？	그래서 지금 왜 이론치에 미치지 못한다고 확신하는지 말해 줄래?	So now — can you tell me? Why are you so sure you can't reach your maximum heart rate?						0
68	我的话像一剂温和的镇定，随着她几次深呼吸，逐渐扩散开来，使她的情绪渐渐平静。	我的話像一劑溫和的鎮定劑，隨著她幾次深呼吸，逐漸擴散開來，使她的情緒漸漸平靜。	それまで取り乱していたニタは、私の声を頼りに呼吸を落ち着かせる。	내 말은 온화한 침착제처럼, 그녀의 심호흡에 따라 점차 확산하여 그녀의 감정을 점점 진정시켰다.	My words flowed into her like a gentle tide, and with every deep breath she took, the tension slowly melted away.						0
69	我一直以为我是个很贪心的人，想要好吃的，想要漫画里那种树屋，想要金子……总之好多好多。	我一直以為我是個很貪心的人，想要好吃的，想要漫畫裡那種樹屋，想要金子……總之好多好多。	私、昔からすごく欲張りだと思ってた。美味しいものも欲しいし、漫画みたいなツリーハウスも欲しいし、金塊とか…いろいろ求めることが多すぎて…	나는 내가 항상 욕심 많은 사람이라고 생각했어. 맛있는 것도 먹고 싶고, 만화 속 나무집도 갖고 싶고, 황금도 갖고 싶고… 어쨌든 아주 많아.	I always thought I was just greedy. Snacks, that treehouse from my favorite manga, gold... I wanted it all.						0
70	但和分析员一起参加团建活动，有了很多美好回忆后我才发现……	但和分析員一起參加團建活動，有了很多美好回憶後我才發現……	でも、今回チームビルディングで、分析員といっぱい思い出を作ったら気づいたんだよ。	하지만 분석가와 함께 워크숍을 하면서 좋은 추억을 많이 쌓고 나서야…	But after everything we did during the event... all those beautiful moments we shared...						0
71	想要的，至始至终都是分析员。	想要的，至始至終都是分析員。	…私が本当に欲しかったのは、最初から最後まで、分析員だけだったんだ。	처음부터 끝까지 원하는 건 언제나 분석가라는 걸 알게 되었어.	I realized — what I really wanted, all along... was you.						0
72	分析员的关心和陪伴……这种事一旦尝到了甜头，我就再也没办法对任何东西心动了。	分析員的關心和陪伴…這種事一旦嚐到了甜頭，我就再也沒辦法對任何東西心動了。	分析員に見られたり、気にかけてもらったり…一度その「甘さ」を味わうと、もう他の何かじゃ心が動かないんだよ。	분석가의 사랑과 배려… 그걸 한 번만 겪으면, 나는 더 이상 다른 어떤 것에 대해서도 관심을 가질 수가 없어.	Your care and company — once I got a taste of that... nothing else could make my heart race anymore.						0
73	所以不管我房间里的大奖是什么，结果都是一样的。	所以不管我房間裡的大獎是什麼，結果都是一樣的。	だから部屋に何があっても、たぶん心拍はもう上がらないの…	그래서 결국 내 방에 있는 대상이 무엇이든 결과는 똑같을 거야.	So whatever's behind that door — it won't change anything.						0
74	她的每个字都像是从心底挤出来一般，吐露得十分艰难。	她的每個字都像是從心底擠出來一般，吐露得十分艱難。	一言一言が心の奥から搾り出されるように…	마치 글자 하나하나가 마음속에서 짜내는 듯, 그녀는 매우 힘들게 말을 이어갔다.	She spoke slowly, like each word had to be unearthed from deep inside her chest.						0
75	最后一句说完，她像是卸下重担，身体放松了下来。	最後一句說完，她像是卸下重擔，身體放鬆了。	最後の言葉を言い終わったとき、ふっと力を抜いて、肩の荷が降りたみたいに見える。	마지막 한마디가 끝나자 그녀는 무거운 짐을 내려놓은 듯 몸이 풀렸다.	And when she finally finished, she let out a long breath — her whole body loosening, like she'd just set down a burden she'd been carrying for far too long.						0
76	妮塔……真狡猾啊。	妮塔……真狡猾啊。	ニタって、ずるいよな…	니타… 참 교활하네.	Nita... you're so sneaky.						0
77	诶？！什……什么狡猾？	欸？！什……什麼狡猾？	え、ど、どこがずるいの？いきなり何言ってんのよ…	응?! 내… 내가 교활하다고?	Huh!? Wh—What do you mean, sneaky!?						0
78	在我毫无防备的时候，自顾自地说了那么多犯规的话，难道是想看我难为情的样子？	在我毫無防備的時候，自顧自地說了那麼多犯規的話，難道是想看我難為情的樣子？	こっちが油断しているときに、そんな「大好きアピール」されて、そりゃ恥ずかしくなるだろ？	내가 민망해하는 모습이 보고 싶었던 거야? 내가 무방비 상태일 때 그런 말을 한다니, 이건 반칙이야.	All that mushy talk while my guard was down... What, were you trying to make me cry just so you could tease me about it later?						0
