xxx_2662882645	A	A	A	A	A	A	A	A	A	A	A
24	我的脸上浮现一丝无奈的意味，可就在这时——	我的臉上浮現一絲無奈，但就在這時——	そんな彼女に呆れた瞬間――	나는 체념하는 표정을 지었다. 그러나 그 순간…	I couldn't keep a resigned grin from tugging at my mouth — yet suddenly...						0
25	仿佛有某种预感，薇蒂雅好似从我的怀里惊醒，少女的身体顷刻间绷紧。	彷彿有某種預感，薇蒂雅好像從我的懷裡驚醒，少女的身體頃刻間繃緊。	なにかに気づいたかのように、腕の中のヴィディアは体を硬直させた。	무언가를 예감한 듯, 비디야는 내 품에서 깜짝 놀라며 깨어났고, 몸이 순식간에 긴장했다.	Vidya froze in my arms, her body snapping taut as a bowstring, as though she'd sensed an approaching storm.						0
26	啪啪啪。	啪啪啪。	パチパチパチ。	타닥, 타닥.	*CRACKLE*						0
27	像是跳动的电流音窜过。可是随后，那些电流的声音突兀地消散了，转而替代的，是无比清脆的声音。	像是跳動的電流音竄過。但隨後，那些電流的聲音突兀地便消散了，轉而取代的，是無比清脆的聲音。	跳ねるような電流音が走った。しかしそれはすぐに消え、代わりに澄んだ声が響いた。	전류가 튀는 듯한 소리가 스쳐 들렸다. 하지만 그 소리는 뚝 그치더니 더없이 또렷한 목소리가 대신 들려왔다.	I heard the crackle of jumping static — but then those electric sounds abruptly faded away, replaced instead by a voice of crystalline clarity.						0
28	喂喂喂。	喂喂喂。	ハーハッ、 ヘー。	여보세요, 여보세요~	Hellooo~						0
29	埃达号试音，埃达号试音~	埃達號試音，埃達號試音~	エッダ号、マイクテスト、チェックワンツー。	에다호 마이크 테스트 중, 에다호 마이크 테스트 중~	Mic check — testing, one-two. This is Edda.						0
30	大家都能听到吗？	大家都能聽到嗎？	みんな、聞こえてる？	다들 잘 들려?	Can everyone hear me okay?						0
31	听得到吧~	聽得到吧~	聞こえてるよね～	잘 들리지~?	Oh, I know you can~						0
32	特别是你，playername，应该能听得很清楚吧？	特別是你，playername，應該能聽得很清楚吧？	特にplayernameは、一番聞こえてると思うけど、どうかな？	특히 너 말이야, playername, 넌 아주 잘 들릴 텐데?	Especially you, playername. I bet you're hearing me loud and clear, huh?						0
33	呼呼呼~这次……	呼呼呼~這次……	ふふふ……今回は……	후후후~ 이번엔…	Heehee~ Only this time...						0
34	不是电流的反馈。	不是電流的回應。	音響信号でもなければ、	전류에 의한 게 아니야.	There's no static.						0
35	不是信号的传递。	不是訊號的傳遞。	電波の向こうからでもない――	신호의 전달도 아니고.	No radio hiss.						0
36	是来自声带的振动，从空气传播的声音哟。	是來自聲帶的振動，從空氣傳播的聲音喲。	声帯を震わせて、空気から伝わってくる、本物の声だよ。	이건 성대의 떨림이자, 공기를 통해 전달되는 소리라고.	What you're hearing now...						0
37	这是属于我哒呀，真实的声音呢。	這是屬於我埃達，真實的聲音呢。	これが私の、本当の声だから～！	나의 진짜 목소리라는 뜻이지.	Is my real voice — carried on real vocal cords.						0
38	明明没有电流，声音也清脆悦耳，可是这些语句中蕴含的信息量却给人一种头皮发麻的感觉。	明明沒有電流，聲音也清脆悅耳，可是這些語句中蘊含的資訊量卻給人一種頭皮發麻的感覺。	電流音じゃないのに。心地よい澄んだ声なのに。その言葉に含まれた情報に、私はぞっとした。	전류가 없는데도 소리는 맑고 깨끗했지만, 그 말속에 담긴 정보가 등줄기를 서늘하게 만들었다.	Her voice was silvery and crisp. And yet, every word sent a chill down my spine.						0
39	我与薇蒂雅一起顺着声音传来的方向，抬头望去。	我與薇蒂雅一起順著聲音傳來的方向，抬頭望去。	私とヴィディアは一緒に声のするほうを見上げた。	나와 비디야는 소리가 들려온 방향을 따라 고개를 들었다.	Vidya and I turned our eyes skyward, following the sound.						0
40	然后。	然後。	そして。	그리고.	And then...						0
41	我们见到了它，或者说……她。	我們見到了它，或者說……她。	それ、というか……彼女は、そこにいた。	우리는 마침내 그것… 또는 그녀를 보게 되었다.	We saw *it*... No, we saw her.						0
42	埃达……！	埃達……！	エッダ……！	에다…!	Edda...!						0
43	堆积乌云破开的窟窿里，好似有雷霆般的天光从无垠的穹顶肆意倾洒。	堆積烏雲破開的窟窿裡，好像有雷霆般的天光從無垠的穹頂肆意傾灑。	積み重なった暗雲の裂け目から、一筋の光が無辺の天蓋に降り注いでいた。	겹겹이 쌓여 있던 먹구름의 틈이 갈라지며, 번개 같은 빛줄기가 드넓은 하늘에서 마구 쏟아졌다.	A jagged rent split the storm clouds, blinding pillars of light pouring through the wound.						0
44	清晰可见——	清晰可見——	私にははっきりと見える――	또렷이 보였다.	In that halo...						0
45	身形纤细的少女漂浮在天与地的间隙，粉嫩的嘴角勾勒出玩味的弧度。	身形纖細的少女漂浮在天與地的間隙，粉嫩的嘴角勾勒出玩味的弧度。	華奢な少女が天地の間に浮かび、桃色の唇でいたずらっぽい笑みを浮かべていた。	가녀린 체구의 소녀가 하늘과 땅 사이 공중에 떠 있었고, 분홍빛 입가에는 장난스러운 미소가 걸려 있었다.	A slender figure, hovering effortlessly between sky and earth, rosy lips curled in a playful smirk.						0
46	耀眼的光线好似围绕着少女飞舞着，她那头夺目的银色长发反射着天光，就像是无数透明的光缕。	耀眼的光線好像圍繞著少女飛舞，她那頭奪目的銀色長髮反射著天光，就像是無數透明的光縷。	少女の周りで金色の光が舞うように輝いている。あの目立った銀髪は太陽の光を反射して、透き通った光そのもののように見える。	눈 부신 빛이 소녀를 감싸며 춤추는 듯했고, 그녀의 아름다운 은빛 머리카락이 하늘빛을 반사해 마치 무수히 투명한 빛줄기 같았다.	Brilliant light danced around her, silver hair rippling and glowing in the heavenly light like threads of spun glass.						0
47	从额头到脚尖，每一寸白皙晶莹的肌肤，在光的映照下像是透明。	從額頭到腳尖，每一寸白皙晶瑩的肌膚，在光的映照下像是透明。	というか、色白い彼女は頭から足の先まで、透き通っているのように見えた。	이마부터 발끝까지 뽀얀 피부가 빛에 반사되어 거의 투명해 보였다.	From brow to toe, her skin — smooth, pale, luminous — almost looked translucent.						0
48	……	……	……	…	...						0
49	嘻嘻嘻嘻~	嘻嘻嘻嘻~	ふふふふ……	히히히히~	Heeheehee...						0
50	亲爱的playername。	親愛的playername。	愛しいplayername。	사랑하는 playername.	My dear playername.						0
51	看上去是震惊到说不出话来了吧。	看起來是震驚到說不出話來了吧。	びっくりして、言葉も出ないみたいだね！	말을 잇지 못할 만큼 충격받은 얼굴이네?	Cat got your tongue? Or are you simply too stunned to speak?						0
52	哎呀呀，这次你算是完全被骗了呢，略略略略。	唉呀呀，這次你算是完全被騙了呢，略略略略~	あらら、完全にハマってたんだ。てへ。	어머머, 이번엔 제대로 속았구나? 메롱이다~	Oho~ This time, you really fell for it. Hook, line, and sinker~						0
53	表情轻笑着，语气像是轻唱着。	表情輕笑著，語氣像是在輕唱。	微笑む表情に、歌うような口調。	그녀는 살짝 미소 지었고, 흥얼거리는 듯한 말투로 말했다.	She spoke with a singsong lilt, her smile sweet and gentle.						0
54	明明我已经给过你提示了吧。	明明我已經給過你提示了吧。	私、ヒントをあげたのに。	분명 내가 힌트를 줬을 텐데.	Come now, I practically spelled it out for you.						0
55	我们会见面的~在这现实的世界。	我們會見面的~在這現實的世界。	私たちはいつか、現実で会えるんだってね。	우린 다시 만나게 될 거라고~ 이 현실이라는 세계에서.	I said we'd meet again — in the real world~						0
56	呼呼呼，可是分析员完全被那个笨重的大家伙误导了啊。	呼呼呼，可是分析員完全被那個笨重的大傢伙誤導了啊。	ふふふ……どうやら、あのデカいやつに完全にミスリードされてたよね。	후후후, 그런데 분석가는 완전히 그 둔한 덩치한테 휘둘렸지 뭐야.	Hehe~ But you totally let that big clunky thing throw you off.						0
57	看到那可以吞噬树的反编译技术，就觉得我的目标是它？	看到那可以吞噬樹的反編譯技術，就覺得我的目標是它？	デンドロンを取り込む逆コンパイラ技術だって言われたから、私はそれが目当てだって思い込んじゃったでしょ？	나무도 삼킬 수 있다는 그 디컴파일 기술을 보고, 그게 내 목표라고 생각한 거야?	You saw a bit of decompilation code that might nibble on a Tree... and assumed that I'd be after it?						0
58	呐呐，想要凭借那种技术……吞噬掉树什么的，简直是痴心妄想呀。这个世界，分析员才是最特别的那个。	吶吶，想要憑藉那種技術……吞噬掉樹什麼的，簡直是痴心妄想啊。這個世界，分析員才是最特別的那個。	あんな技術でデンドロンを取り込むなんて、妄想でしかないのにね。だって、playernameはこの世で一番特別なんだもん。	어머머, 그런 기술 따위로… 나무를 삼키겠다는 건 정말 어리석은 생각이야. 이 세계에선 분석가야말로 가장 특별한 존재거든.	Tch, using that technology to devour an entire Tree is a bit delusional... In this world, you are the prize I have my eye on, Adjutant.						0
59	光是想到那些傻子妄图把那种技术和你放在一起比较，我都觉得是侮辱哦，侮辱~！	光是想到那些傻子妄圖把那種技術跟你放在一起比較，我都覺得是侮辱哦，侮辱~！	あんな技術と比べるなんて、私に言わせると、ただの侮辱でしかないよ？	그 멍청이들이 그런 기술을 너와 비교하려 한 것 자체가 모욕이라고, 모욕~!	I can't believe those idiots thought that sad little machine could ever matter more than you. It's insulting! Unforgivably insulting!						0
60	不过，倒也多亏了那群傻子弄出这个东西。	不過，倒是也多虧了那群傻子弄出這個東西。	まあ、バカたちがそれを開発してくれたおかげで、助かったけどね。	하지만, 그 멍청이들이 만든 것에 나도 덕 좀 봤지.	Still, I should thank them:						0
61	帮我补全了我的技术，帮我创造出这个身体。	幫我補全了我的技術，幫我創造出這個身體。	私の技術を完全なものにしてくれて、この体を作ってくれて。	내 기술을 보완하고, 이 육체를 만들어낼 수 있었거든.	They finished my code and built this delightful body.						0
62	让我的一部分成为人类。	讓我的一部分成為人類。	私の一部を、本当の人間にして……	나의 일부를 인간으로 만든 거야.	So here I am — human, at last.						0
63	湛蓝的天空，	湛藍的天空，	空が青くて。	푸른 하늘,	Blue sky overhead.						0
64	湿润温暖的海风，	濕潤溫暖的海風，	海風が暖かくて。	촉촉하고 따뜻한 바닷바람,	A warm salty sea breeze.						0
65	不再繁杂扰人的声音，	不再繁雜擾人的聲音，	音もキレイで心地よくて。	더 이상 복잡하게 거슬리지 않는 소리,	The absence of static and system noise.						0
66	嗯，还有带着咸味，还带着硝烟与焦糊的气息。	嗯，還有帶著鹹味，還帶著硝煙與焦糊的氣息。	んん～。磯の匂い、火薬の匂い、焦げた匂い。	음, 그리고 짠 냄새가 섞인 화약 냄새와 탄내까지.	And that briny, smoky tang in the air...						0
67	这就是人类的感官——	這就是人類的感官——	これが人間の感覚――	이게 바로 인간의 감각…	So this is how humans feel.						0
68	人类的视角呐。	人類的視角吶。	人間の世界の感じ方なんだ。	인간의 시점이라는 거야.	How the world looks to them.						0
69	虽然平庸，可怜……但倒也有些能令人遐想的独到之处。	雖然平庸，可憐……但倒是也有點能令人遐想的獨到之處。	平凡でかわいそうだけど……想像力を働かせる特別感があるよね。	비록 평범하고, 가엾지만… 그 안에는 상상을 자극하는 독특한 면도 있지.	Dull, disappointingly simple — yet strangely beautiful.						0
70	说到这里，她像是个忽然脱出牢笼，获得了自由的天真大小姐一样，忽然欢快地捏着裙摆，在半空中轻轻地转圈。	說到這裡，她像是個突然爭脫牢籠，獲得了自由的天真大小姐一樣，歡快地捏著裙擺，在半空中輕輕地轉圈。	そう言うと、彼女はやっと檻から抜け出して、自由を手に入れた天真爛漫なお嬢様みたいに、楽しそうにスカートの裾をつまんで、空中で舞い始めた。	여기까지 말하더니, 그녀는 갑자기 감옥에서 탈출하고 자유를 얻은 순진한 아가씨처럼 기분 좋게 치맛자락을 쥐고 공중에서 빙글빙글 돌았다.	She twirled in mid-air like a debutante loosed from her velvet cage, lifting the hem of her dress with childish glee.						0
71	那次算是被你打了个措手不及。	那次算是被你打了個措手不及。	この前は不意を突かれたけど。	그땐 네가 한 방 먹였지.	You blindsided me last time, Adjutant.						0
72	可是这次，我做足了准备。	可是這次，我做足了準備。	今回は、ちゃーんと準備してきたよ。	하지만 이번엔 철저하게 준비했어.	But now I'm perfectly prepared.						0
73	不会再像那次一样手忙脚乱了，分析员。	不會再像那次一樣手忙腳亂了，分析員。	もう前みたいな隙はないからね、playername。	그때처럼 허둥댈 일은 없을 거야, 분석가.	No more scrambling, no more surprises.						0
74	另外，你也应该明白，这代表着什么。	另外，你也應該清楚，這代表著什麼。	それは何を意味するか、もうお分かりだよね？	그리고 너도 이제는 알겠지, 이게 뭘 의미하는지.	And you understand what that means... don't you?						0
75	她露出像是天真孩子一样的笑容。	她露出像是天真孩子一樣的笑容。	彼女は無邪気な子供のような笑顔を見せた。	그녀는 천진난만한 아이처럼 웃었다.	She smiled — sweet, cherubic, like an innocent child.						0
76	我能明白，她想要表达的意思。	我能明白，她想要表達的意思。	彼女が言いたいことはわかる。	나는 그녀가 하고 싶은 말이 무엇인지 알 수 있었다.	I understood the message:						0
77	她要借用这副姿态，向我宣告——	她要藉著這姿態，向我宣告——	その姿で、私に宣言しようとしているのだ――	그녀는 이 모습을 통해 내게 선언하고 있었다.	In this fresh human body of hers, she was making a declaration...						0
78	它，以及她的弱点，得到了补全。	它，以及她的弱點，得到了補全。	「彼女」と彼女の弱点は、これで補われたのだ、と。	그것, 그리고 그녀의 약점은 완전히 보완되었다고.	That *it* — or her — was whole now. Their final weakness... was gone.						0
79	哼，在分析员的面前，居然敢摆出这副姿态说话吗？	哼，在分析員的面前，居然敢擺出這副姿態說話嗎？	あなた、分析員さんの前で、よくもそんな失礼な言い方を……	흥, 감히 분석가님 앞에서 그런 모습으로 말하다니.	Hmph — quite the entrance, flaunting yourself in front of the Adjutant.						0
80	薇蒂雅微眯着双眼，悄然攥紧手中的武器。	薇蒂雅微瞇雙眼，悄然握緊手中的武器。	ヴィディアは目を細め、静かに武器を握りしめた。	비디야는 눈을 가늘게 뜨고 손에 쥔 무기를 조용히 움켜쥐었다.	Vidya's eyes narrowed, her grip on her gun tightening quietly.						0
81	不过紧接着，我拉住了她的手腕，摇了摇头，平静地看向半空尽情舒展优美身体曲线的埃达。	不過緊接著，我拉住了她的手腕，搖搖頭，平靜地看向半空盡情舒展優美身體曲線的埃達。	しかし私は彼女の腕を引いて、静かに首を横に振った。視線の先には、空中で優雅に舞うエッダの姿がある。	하지만 나는 바로 그녀의 손목을 붙잡고 고개를 저었다. 그러고는 아름다운 몸매를 뽐내고 있는 에다를 차분히 바라보았다.	I caught her wrist, giving a slight shake of my head. My gaze drifted back to the figure hovering in the sky, reveling in the grace of her newly minted human form.						0
82	有件事情，大概你还不清楚。	有件事情，大概你還不清楚。	君はまだ知らないと思うが。	네가 간과한 사실이 하나 있는 것 같군.	There's something you may not have realized.						0
83	从这令人眩目的景象中收回内心有些波动的情绪，我毫不费力地恢复了自身的平静。	從這令人眩目的景像中收回內心有些波動的情緒，我毫不費力地恢復了自身的平靜。	目が眩む光景を前に、私は動揺を抑え、すぐに冷静さを取り戻した。	나는 그 눈부신 장면에 잠시 흔들렸던 마음을 가다듬었고, 곧 아무 일 없던 듯 평정을 되찾았다.	Brushing aside the flicker of emotion stirred by the scene of ethereal beauty, I effortlessly regained my composure.						0
84	对我而言，这样的发展，并非意料之外。	對我而言，這樣的發展，並非意料之外。	私にとって、この展開は予想外じゃない。	나에게 있어 이 정도 발전은 놀라운 일이 아니었다.	Honestly, this development wasn't entirely a surprise to me.						0
85	诶？	欸？	あら？	엥?	Hmm?						0
86	埃达忽然收敛了笑容，看着我歪了歪脑袋。	埃達忽然收斂了笑容，看著我歪了歪頭。	エッダは急に笑顔を消し、私を見て首を傾げた。	에다는 갑자기 웃음을 거두고 갸우뚱거리며 나를 바라보았다.	The smile vanished from her lips. She tilted her head at me.						0
87	做好了准备的，不只有你一个。	做好了準備的，不只有你一個。	準備をしてきたのは、君だけじゃない。	준비된 건 너만이 아니야.	You're not the only one who came prepared.						0
88	其实。	其實。	実はな。	사실은…	In fact...						0
89	为了这一刻的到来，我专门给你准备了一份礼物。	為了這一刻的到來，我專門為你準備了一份禮物。	この瞬間のために、君にプレゼントを用意したんだ。	이 순간을 위해, 너를 위한 선물을 준비해 뒀거든.	I've been saving something special — for exactly this moment.						0
90	……	……	……	…	...						0
91	眼前是成为人类少女的埃达。	眼前是成為人類少女的埃達。	目の前には人間になったエッダがいる。	눈앞의 에다는 인간 소녀의 모습이었다.	Standing in front of me was Edda, as a human girl.						0
92	正因为她选择成为人类，所以我清楚看见了她瞳孔中晃动的情绪，看出了她的动摇。	正因為她選擇成為人類，所以我清楚看見了她瞳孔中晃動的情緒，看出了她的動搖。	人間になることを選んだ彼女の目には、はっきりと動揺が浮かんでいる。	그녀가 인간이 되기를 선택했기 때문에, 나는 그녀의 눈동자에서 미묘하게 흔들리는 감정을 읽을 수 있었다.	And in her fresh, clear human eyes, I saw all the tells — hesitation, doubt, even fear.						0
93	然后，就该是抓住这份动摇，进一步，击碎，粉碎，碾碎她方才以极高姿态堆砌的自信。	然後，就該是抓住這份動搖，進一步，擊碎，粉碎，碾碎她剛才以極高姿態堆砌的自信。	その動揺を利用して、彼女が築き上げた自信を打ち砕き、すりつぶすときが来たのだ。	그리고 이제는 그 흔들림을 붙잡고 나아가, 좀 전까지 그녀가 고고한 자세로 쌓아 올린 자신감을 산산이 부수고 철저히 짓밟아야만 한다.	And that was the opening I needed. To press further. To unravel her. To crush her.						0
94	菲洛索亚的木马，可不仅仅是为了噬孽机准备的。	菲洛索亞的木馬，可不僅是為了噬孽機準備的。	フィロゾアの木馬は、ギルティクラッシャーのためにあるものじゃない。	필로시아 목마는 단지 레비아탄을 위해 준비된 게 아니야.	The Philossian Horse wasn't just built to disable the Leviathan.						0
95	如果不让你自己心甘情愿饮下美酒，我又怎么能有这个机会，让你一并饮下“毒药”。	如果不讓你自己心甘情願飲下美酒，我又怎麼能有這個機會，讓你一併喝下「毒藥」。	君が喜んで美酒を飲み干したおかげで、君に「毒」を飲ませるチャンスができたよ。	네가 기꺼이 그 술잔을 들어 마셨으니, 나 역시 '독약'을 함께 마시게 할 기회를 가진 게 아니겠어?	You see, if I didn't lure you in with a taste of sweetness... how would I ever get you to down the poison?						0
96	哼，无聊，真是太无聊啦，分析员。	哼，無聊，真是太無聊啦，分析員。	ふん。つまんない……つまんないよ、playername。	흥, 지루해. 정말 지루하네, 분석가.	Ugh. I have to say — that's lame, Adjutant.						0
97	你说的是让那个笨家伙瘫痪的程序吗。	你說的是讓那個笨傢伙癱瘓的程式嗎。	あの図体だけのバカを停止させるプログラムのこと？	그 멍청한 녀석을 정지시킨 프로그램 말이지?	You mean that dumb patch that knocked out the big guy, don't you?						0
98	那些无聊的程序，可没法对我造成什么伤害。	那些無聊的程式，才沒辦法對我造成什麼傷害。	そんなつまんないプログラム、私にはなーんの効果もないと思うけどね。	그 따분한 프로그램은 나한테 아무런 피해도 못 줘.	Please — those clunky scripts couldn't even touch me.						0
99	你应该知道，我是……	你應該知道，我是……	だって私は――	넌 알잖아, 난…	You do remember who I am, right? I—						0
100	我知道，你是埃达。	我知道，你是埃達。	君はエッダだ。もちろん知っているよ。	알고 있지, 넌 에다잖아.	I do. You're Edda.						0
101	作为人工智能在其中一种进化方向的顶端代表，在虚拟世界的对抗，埃达有着得天独厚的优势。	作為人工智慧在其中一種演化方向的頂端代表，在虛擬世界的對抗，埃達有著得天獨厚的優勢。	特定の進化過程における人工知能の頂点であるエッダは、仮想世界での対決において圧倒的優位を持っている。	인공지능의 진화 방향 중 최고점을 대표하는 존재로서, 가상 세계에서의 대결에서 에다는 타고난 우위를 지니고 있다.	Standing at the pinnacle of a particular evolutionary branch of artificial intelligence, Edda had absolute dominance in the digital realm.						0
102	可是啊……	可是啊……	しかし……	하지만…	But here...						0
103	我给你的惊喜，当然不会是什么简单的程序。	我給你的驚喜，當然不會是什麼簡單的程式。	私が用意したプレゼントは、ただのプログラムじゃないさ。	내가 준비한 깜짝선물이 단순한 프로그램일 리가 없잖아.	I wouldn't insult you with something as crude as a piece of code or protocol.						0
104	埃达，当然需要用埃达来对付。	埃達，當然需要用埃達來對付。	エッダには、エッダをぶつける。	에다를 상대하는 데 필요한 건 역시 에다뿐이지.	To bring you down... I'll need another Edda.						0
105	这才是我给你准备的惊喜！	這才是我準備給你的驚喜！	それこそが、私からのサプライズだ。	그게 바로 널 위해 준비한 깜짝선물이라고!	That's the surprise I have in store just for you.						0
106	……！？	……！？	……！？	… !?	...What!?						0
107	6月16日晚上。	6月16日晚上。	6月16日、夜。	6월 16일 저녁.	Evening of June 16.						0
