xxx_2324758900	A	A	A	A	A	A	A	A	A	A	A
10	照片里的少女站在繁星下，站在由她的热爱所构建起的世界里。	照片裡的少女站在繁星下，站在由她的熱愛所構築起的世界裡。	写真の中の少女は、満天の星の下――自分の「好き」で組み上げた世界に立っている。	반짝이는 별 아래에 서 있는 사진 속의 소녀는 자신의 사랑으로 구축한 세계에 서 있었다.	In the photo, a girl stood beneath a starry sky in a world built by the things she loved.						0
11	而她朝我张开手，向我发出邀请。	而她朝我張開手，向我發出邀請。	そしてこちらへ手を伸ばして、招いていた。	그리고 그녀는 손을 뻗어 나를 초대했다.	She was holding out her hand to me, offering an invitation.						0
12	而我接受了这份邀请，之后，又有了我们后来经历的一切。	而我接受了這份邀請，之後，又有了我們後來經歷的一切。	その招待を受け取った。そこから先は、今の私たちにつながっていく。	나는 그 초대에 응했고, 그 후, 우리가 겪은 일들이 펼쳐졌다.	And I took it. After that, we had been through everything together.						0
13	纪念什么？	紀念什麼？	何の記念？	뭘 기념하는데?	Memories of what?						0
14	纪念……	紀念……	そうだな。	그야…	Memories of...						0
e-1											0
15	纪念我们的第一次社团展览活动。	紀念我們的第一次社團展覽活動。	最初のサークル展示だ。初めてちゃんと「活動」になった日。	우리의 첫 동아리 전시 활동을 기념하는 거지.	Our first club exhibition.						0
16	虽然没错，但才不只是这样啦。	雖然沒錯，但才不只是這樣啦。	それだけじゃないでしょ。	그것도 맞긴 하지만, 그게 전부는 아니잖아.	True, but that's not all of it, right?						0
17	安卡希雅的音调里充满期待。	安卡希雅的音調裡充滿期待。	期待を含んだ声。	아카시아의 목소리에는 기대가 가득했다.	Acacia's voice was full of anticipation.						0
18	她贴着我的脸颊微微用力，脑袋往我这边挤过来，无厘头却也很可爱。	她貼著我的臉頰微微用力，腦袋往我這邊擠過來，無厘頭卻也很可愛。	彼女は頬を押しつける力を少しだけ強めて、ぐい、と私のほうへ頭を寄せてくる。理屈はないのに、可愛い。	그녀가 내게 볼을 붙인 채로 살짝 힘을 주며 머리를 내 쪽으로 밀어왔는데, 엉뚱하면서도 귀여웠다.	She pressed her head a little harder against my cheek. A nonsensical yet cute action.						0
19	纪念安卡希雅邀请我走进你的世界。	紀念安卡希雅邀請我走進你的世界。	アカシアが、私を「自分の世界」に招き入れてくれた。その記念でもあるな。	아카시아가 나를 자신의 세계로 초대해 준 걸 기념하는 거지.	It's a memory of you inviting me into your world.						0
20	听到我这么说，贴在身边的安卡希雅默默环抱住我的脖子。	聽到我這麼說，貼在身邊的安卡希雅默默環抱住我的脖子。	そう言うと、私の首に回っていた腕が、静かに締まった。	내 말을 듣자, 내게 붙어있던 아카시아가 조용히 내 목을 껴안았다.	Hearing that, Acacia said nothing. She just silently slipped her arms around my neck.						0
21	不只有这一次哦。	不只有這一次哦。	一回きりじゃないよ。	이번만이 아니야.	It wasn't just that one time, you know.						0
22	对，还有很多很多次，安卡希雅对我发出的，只属于我的邀请。	對，還有很多很多次，安卡希雅對我發出的，只屬於我的邀請。	ああ。何度もあった。アカシアが私にくれた、私だけの招待。	맞아, 그것 말고도 수없이 많지. 아카시아가 나에게 보낸, 오직 나만을 위한 초대들.	Yeah. There have been so many invitations — ones that were meant for me and me alone.						0
23	为我准备的惊喜，为我制作的游戏，新星开拓，异星守护……	為我準備的驚喜、為我製作的遊戲、新星開拓、異星守護……	用意してくれたサプライズ。作ってくれたゲーム。惑星開拓、異星防衛……	나를 위해 준비한 깜짝선물, 나를 위해 만든 게임, 신성 개척, 은하 수호전…	The surprises you set up and the games you made for me, like Star Master, Starward Defense...						0
24	还有在这张照片之前，你陪我一起创建了属于我们的社团。	還有在這張照片之前，你陪我一起創立了屬於我們的社團。	それに、その写真より前……私と一緒に「私たちのサークル」を作った。	그리고 이 사진을 찍기 전에, 너는 나와 함께 우리만의 동아리를 만들어 줬잖아.	And before we took this photo, when you helped me start our own club.						0
25	没错，我们第一次打游戏，不也是你邀请我的吗？	沒錯，我們第一次打遊戲，不也是你邀請我的嗎？	そうだな。初めてゲームしたのだって、アカシアが誘った。	맞아, 우리가 처음 게임했을 때도 네가 나를 초대한 거였고?	That's right. And our first time gaming together. Wasn't that because you invited me, too?						0
26	但是，一切的开始，都是那天你来到了我的房间……	但是，一切的開始，都是那天你來到了我的房間……	でも、始まりは……あの日、あなたが私の部屋に来たこと――じゃなくて。	하지만, 모든 시작은 그날 네가 내 방에 온 순간부터였어…	But it all started the day you came to my room...						0
27	不，是你把我从休眠舱中唤醒的那一刻。	不，是你把我從休眠艙中喚醒的那一刻。	私を休眠カプセルから起こした、その瞬間。	아니, 네가 나를 수면 캡슐에서 깨워준 그 순간부터야.	No, it was the moment you woke me up in the hibernation pod.						0
28	安卡希雅挪动身体，将我抱得更紧。	安卡希雅挪動身體，將我抱得更緊。	アカシアは身体をずらして、私をさらに深く抱きしめる。	아카시아가 몸을 움직여 나를 더 세게 껴안았다.	Acacia shifted closer, tightening her arms around me.						0
29	属于“虚有之岛”的故事，在孤寂中启程，历经等待，终于寻见了“彼岸之舟”。	屬於「虛有之島」的故事，在孤寂中啟程，歷經等待，終於尋見了「彼岸之舟」。	「虚ろなる島」の物語は孤独から船出して――待って、待って――やっと「彼岸へ渡る舟」に辿り着いた。	 '허무의 섬'의 이야기는 고독 속에서 시작되어, 기다림을 거쳐 마침내 '피안의 배'를 찾아냈다.	The story of the "Hollow Isle" had begun with loneliness. After a long wait, the "Ark of Beyond" had finally been discovered.						0
30	远在那个晚上她发出邀请之前，属于我们两个人的故事，早已经开始。	遠在那個晚上她發出邀請之前，屬於我們兩個人的故事，早已經開始。	あの夜、彼女が手を差し出すよりずっと前から。私たちの物語は、もう始まっていたのだ。	그날 밤 그녀가 초대를 보내기 훨씬 전부터, 우리 둘만의 이야기는 이미 시작되어 있었다.	Long before she had reached out her hand to me that night, our story had already begun.						0
31	纪念……那个。	紀念……那個。	それと、いちばんの記念。あれもだ。	그걸… 기념해야지.	And a memory of... that.						0
32	嗯？	嗯？	ん？	응?	Hm?						0
33	安卡希雅继续发问，我知道，她在等我说出最重要的那件事。	安卡希雅繼續發問，我知道，她在等我說出最重要的那件事。	彼女はわかっている目で、続きを待つ。私は答えの代わりに――	아카시아는 계속 물었고, 나는 알고 있었다. 그녀는 내가 가장 중요한 그 일을 말해주기를 기다리고 있다는 것을.	She prompted me again. I knew she was waiting for me to say the one thing that mattered most.						0
34	“啵”。	「啵。」	ちゅ。	 '쪽'.	*kiss—*						0
35	那天晚上，我们在星空下的亲吻，我一直记得的。	那天晚上，我們在星空下的親吻，我一直記得的。	星空の下で交わした、あの夜のキス。今でも、はっきり覚えている。	그날 밤, 우리가 밤하늘 아래서 나눈 키스, 여전히 기억하고 있어.	The kiss we shared under the stars that night. I've never forgotten it.						0
36	唔……	嗯……	ん……	음…	Mm...						0
37	那是我们订立的“契约”，是最重要的东西。	那是我們訂立的「契約」，是最重要的東西。	あれは「契約」だよ。いちばん大事なやつ。	그건 우리가 맺은 '계약'이고, 가장 중요한 거야.	That's the pact we made. It's the most important thing.						0
38	也不知道是谁当时还想亲了就跑。	也不知道是誰當時還想親了就跑。	誰だっけ。キスした途端、走って逃げようとしたのは。	그때 키스하고 도망가려고 했던 게 누구더라.	Yeah, and someone just ran away right after kissing.						0
39	我第一次嘛，咳咳，只是有点……害羞。	我第一次嘛，咳咳，只是有點……害羞。	初めてだったんだよ……その、ちょっとだけ、恥ずかしくて。	내가 처음이라, 크흠, 그냥 좀… 부끄러워서.	It was my first time, okay? Ahem. I was just... a little shy.						0
40	之后不是马上就被你抓回来了。	之後不是馬上就被你抓回來了。	でも結局、すぐ捕まったでしょ。	그 후에 바로 너한테 잡혀서 돌아왔잖아.	And it's not like you didn't catch me right away.						0
41	是啊，被我抓到时，你整个脸都红得像“鲤鱼王”一样。	是啊，被我抓到時，你整個臉都紅得像「鯉魚王」一樣。	ああ。捕まえたとき、顔がコイキングみたいに真っ赤だった。	그래, 나한테 잡혔을 때 네 얼굴은 '잉어킹'처럼 빨갰어.	Yep. When I caught you, your face was as red as a Mystikarp.						0
42	……怎么记得这么清楚。	……怎麼記得這麼清楚。	……なんでそんなに覚えてるの。	… 어떻게 그렇게 정확히 기억하는 거야.	...You remember it that clearly?						0
43	那当然，我会永远记得。	那當然，我會永遠記得。	忘れるわけない。ずっと覚えている。	당연하지, 나는 영원히 기억할 거야.	Of course. I'll remember it forever.						0
44	安卡希雅垂着眼睛，小声地说：	安卡希雅垂著眼睛，小聲地說：	アカシアは伏し目がちに、ほとんど聞こえない声で言った。	아카시아는 눈을 내리깔고, 작은 목소리로 말했다.	Acacia lowered her eyes, and said quietly:						0
45	我也是。	我也是。	……私も。	나도.	Me too.						0
46	我借力将安卡希雅揽进怀里，抬腿轻轻颠了一下她。	我借力將安卡希雅攬進懷裡，抬腿輕輕掂了一下她。	その身体を引き寄せて、腕の中にすっぽり収める。軽く膝を使って、彼女をとん、と揺らした。	나는 힘을 주어 아카시아를 품에 안고, 다리를 들어 가볍게 그녀를 흔들었다.	I pulled her fully into my arms, slightly boosting her up with my leg.						0
47	安卡希雅满意地咕哝，将整个身体都缩进我的怀里。	安卡希雅滿意地咕噥，將整個身體都縮進我的懷裡。	アカシアは満足そうに小さく唸り、体温ごと私に預けてくる。	아카시아는 만족스럽게 중얼거리며, 내 품속으로 푹 파고들었다.	Acacia let out a satisfied grunt and curled herself completely in my embrace.						0
48	“啵”。	「啵。」	ちゅ。	 '쪽'.	*kiss—*						0
49	一个如那天星夜般清甜的吻，再一次落在我唇上。	一個如那天星夜般清甜的吻，再一次落在我唇上。	あの星夜みたいに甘いキスが、もう一度、私の唇に落ちた。	그날 밤 별빛처럼 달콤한 키스가, 또다시 내 입술 위에 내려앉았다.	A kiss as fresh and sweet as that starry night fell on my lips again.						0
50	很甜蜜，令人满足，但我还想要更满足一些。	很甜蜜，令人滿足，但我還想要更滿足一些。	満ち足りるくらいに甘い。でも、私はもう少しだけ、欲張りになる。	달콤하고 만족스러웠지만 나는 그보다 더 만족하고 싶었다.	It was sweet and satisfying, but I found myself wanting more.						0
51	只是在这里吗？	只是在這裡嗎？	ここだけで終わりか。	여기만 되는 거야?	Just here?						0
52	环着安卡希雅腰际的手，不老实地轻挠了一下。	環著安卡希雅腰際的手，不老實地輕抓了一下。	アカシアの腰に回した手が、くすぐるみたいに、軽く掻いた。	아카시아의 허리를 감싼 손으로 장난스럽게 살짝 간지럽혔다.	The arm I had around Acacia wandered, giving her side a playful scratch.						0
53	唔嗯……	唔嗯……	……ん、っ。	으음…	Ah...						0
54	环在我的脖子上的手臂慢慢收紧，白皙的肌肤有微不可察的颤栗。	環在我的脖子上的手臂慢慢收緊，白皙的肌膚有微不可察的顫慄。	首に回る腕が、ゆっくりと締まる。白い肌が、ほんのわずか震えたのが分かった。	내 목을 감은 팔에 천천히 힘이 들어가며, 하얀 피부에 미세한 전율이 일었다.	Her arms around my neck tightened bit by bit, a faint shiver running over her pale skin.						0
55	那就……邀请playername，也再加固一下别处的契约……	那就……邀請playername，也再加固一下別處的契約……	じゃあ……playernameも、別のところの契約も……もう少し、強くして。	그럼… playername을(를) 초대할게. 다른 곳의 계약도 보강하고…	Then... playername, please reinforce our pact elsewhere, too...						0
56	是吗，那安卡希雅希望我加固哪里的契约呢？	是嗎，那安卡希雅希望我加固哪裡的契約呢？	どこを強くする？	그래? 그럼 아카시아는 어디의 계약을 보강하고 싶어?	Is that so? Then where exactly do you want me to reinforce those pacts, Acacia?						0
61	呼……	呼……	ふぅ……	후…	Hah...						0
62	这些契印作证，playername和安卡希雅的契约，加固。	這些契印作證，playername和安卡希雅的契約，加固。	そして、この契印が証になる。これで、playernameとアカシアの契約は――さらに堅く結ばれた。	이 계약 증표들을 증거로, playername와(과) 아카시아의 계약을 보강한다.	By these sigils as witnesses... let the pact between playername and Acacia be strengthened anew.						0
63	这样就可以了吗？	這樣就可以了嗎？	それで、終わりか。	끝이야?	Is that enough?						0
64	当然不够。	當然不夠。	終わりじゃない。ぜんぜん足りない。	아직 부족해.	Of course not.						0
65	想要邀请你，在这里、这里，以及更深处……	想要邀請你，在這裡、這裡，以及更深處……	ここも、ここも……もっと、奥のほうまで。	초대하고 싶어, 여기, 여기, 그리고 더 깊은 곳까지…	I want to invite you here, here, and deeper still...						0
66	她的手在我们两个人的身体间游走。	她的手在我們兩個人的身體間遊走。	彼女の指先が、二人のあいだを迷うように行き来する。熱の道筋を確かめるみたいに。	그녀의 손이 우리 두 사람의 몸을 오갔다.	Her hand roamed across our bodies.						0
67	用每一次亲吻、每一次触碰、每一次和彼此的分享……来加固所有属于你和我的羁绊。	用每一次親吻、每一次觸碰、每一次和彼此的分享……來加固所有屬於你和我的羈絆。	キスを重ねて、触れて、分け合って――そのたびに、私たちの結び目を強くする。	모든 입맞춤, 접촉, 그리고 서로 함께하는 모든 순간으로… 너와 나의 모든 인연을 보강할 거야.	With every kiss, every touch, every moment we share... we buff the bonds that bind us.						0
68	分享兴趣爱好的时刻，分享同一顿饭的时刻，还有……还有……	分享興趣愛好的時刻，分享同一頓飯的時刻，還有……還有……	好きなものを語る時間。一緒にごはんを食べる時間。	관심과 취미를 공유하는 순간, 함께 식사하는 순간, 그리고… 그리고…	Moments of sharing hobbies, moments of sharing a meal, and... and...						0
69	还有，分享彼此身体的时刻。	還有，分享彼此身體的時刻。	それから……体温を、いちばん近くで分け合う時間。	그리고, 서로의 몸을 나누는 순간.	And the moments we share each other's bodies.						0
70	随着安卡希雅低吟如咒语般的声调，她的手也向下方探去。	隨著安卡希雅低吟如咒語般的聲調，她的手也向下方探去。	呪文みたいに低い声音と一緒に、指先がゆっくりと下へ滑っていく気配がする。	주문처럼 낮게 읊조리는 아카시아의 목소리와 함께, 그녀의 손도 아래쪽으로 향했다.	As Acacia chanted her low, spell-like whispers, her hand reached downwards.						0
71	再次邀请你，进入我的世界。	再次邀請你，進入我的世界。	もう一度、招待する。私の世界へ。	다시 한번 초대할게, 내 세계로 들어와 줘.	Once again, I invite you... to enter my world.						0
72	……进入我。	……進入我。	……私の、いちばん奥まで。	… 내 안으로.	...Enter me.						0
73	我将安卡希雅整个抱起来，随着一声轻呼，两个交缠的影子一起倾倒在床中间。	我將安卡希雅整個抱起來，隨著一聲輕呼，兩個交纏的影子一起傾倒在床中間。	アカシアを抱き上げる。小さな息が漏れ、絡み合った影がそのままベッドの真ん中へ倒れ込む。	나는 아카시아를 한번에 안아 들었고, 짤막한 외침과 뒤엉킨 두 그림자가 함께 침대 한가운데로 쓰러졌다.	I scooped Acacia up entirely. With a soft cry, our entwined shadow toppled over onto the middle of the bed.						0
74	在你面前的安卡希雅——	在你面前的安卡希雅——	あなたの前のアカシアは――	네 앞에 있는 아카시아는…	Before you stands Acacia...						0
75	可是熟知着两个时代里数不清的亲密契约缔结仪式！虽然……虽然只和你实践过。	可是熟知著兩個時代裡數不清的親密契約締結儀式！雖然……雖然只和你實踐過。	二つの時代で数えきれない「親密な契約儀式」を知ってる……実践したのは、playernameとだけだけど。	두 시대에 걸친 친밀한 계약 체결 의식을 수없이 많이 알고 있어! 물론… 물론 너하고만 실천해 봤지만.	Who possesses knowledge of countless "Intimate Pact-Forging Rites" from across two eras! ...Though I've only ever done them with you.						0
76	但可别小看我。	但可別小看我。	だから、侮らないで。	그래도 날 얕보지는 마.	But don't underestimate me.						0
77	当然。	當然。	もちろん——	당연하지.	I wouldn't dream of it.						0
78	我爱惜地抚上她的身体。	我愛惜地撫上她的身體。	慈しむように、彼女の身体を撫でる。	나는 애정 어린 손길로 그녀의 몸을 어루만졌다.	I caressed her body with admiration.						0
79	能与跨越时代而来的安卡希雅相恋，真是太好了。	能與跨越時代而來的安卡希雅相戀，真是太好了。	時代を越えてきたアカシアと恋ができること。それだけで、十分すぎるほどだ。	시대를 넘어온 아카시아와 사랑할 수 있어서 정말 다행이야.	To be in love with Acacia, who crossed eras just to reach me... was truly wonderful.						0
80	柔软的被单下，安卡希雅从侧面攀了上来。	柔軟的被單下，安卡希雅從側面攀了上來。	柔らかなシーツの下、アカシアが横から絡みつくように乗り上げてくる。	부드러운 이불 속, 아카시아가 옆에서 기어 올라왔다.	Beneath the soft sheets, Acacia climbed on top of me from the side.						0
81	我也有一句话，其实在之前已经对你说过……在新星开拓建设蓝图岛的时候。	我也有一句話，其實在之前已經對你說過……在新星開拓建設藍圖島的時候。	私も一つ、言いたいことがある。前にも言った……惑星開拓で、ビジョン島を作ってたとき。	나도 할 말이 있어, 사실 전에 이미 네게 말한 적 있긴 한데… 신성 개척에서 설계의 섬을 건설할 때 말이야.	I've got something to say — something I've actually said before, back when we were creating Builder Island in Star Master.						0
82	不过现在，我想在现实里再亲口对你说一次。	不過現在，我想在現實裡再親口對你說一次。	でも今は、現実で――ちゃんと、自分の声で言いたい。	하지만 지금, 현실에서 다시 직접 네게 말하고 싶어.	But now, I want to say it again in real life.						0
83	她趴在我的上方，撑起身体定定地看着我。	她趴在我的上方，撐起身體定定地看著我。	彼女は私の上で身体を支え、まっすぐに見下ろした。	그녀가 내 위에서 몸을 일으키며 나를 똑바로 바라봤다.	She lay on top of me, propping herself up to steadily look into my eyes.						0
84	能在有你的这个时代醒来。	能在有你的這個時代醒來。	playernameがいる時代で目覚められるのは……	네가 있는 이 시대에 깨어날 수 있어서.	Waking up in a world where you exist...						0
85	真的是，太好太好了。	真的是，太好太好了。	本当に……よかった。	정말로, 너무너무 다행이야.	It is really, truly wonderful.						0
86	再没有比这更好的事情了！	沒有比這更好的事情了！	これ以上にいいことは、ない。	이보다 더 좋은 건 없을 거야!	It's just the best thing ever!						0
87	说完，她的身体再度靠了上来。	說完，她的身體再度靠了上來。	言葉が途切れたその瞬間。彼女はまた、そっと距離を奪ってきた。	말을 마치고, 그녀의 몸이 다시 가까워졌다.	With that, she lowered herself again.						0
88	像冲破了时光的隔阂，与我严丝合缝地亲密相贴。	像衝破了時光的隔閡，與我緊緊地親密相貼。	時の隔たりを押しのけるみたいに、ぴたりと――隙間なく寄り添って。	시간의 벽을 뚫고 나온 것처럼 나와 빈틈없이 친밀하게 밀착되었다.	As if breaking the barriers of time, she pressed herself against me perfectly and intimately.						0
89	再也不会孤单。	再也不會孤單。	もう、孤独には戻らない。	이제 다시는 외롭지 않을 것이다.	No more loneliness. Ever.						0
