xxx_2159292262	A	A	A	A	A	A	A	A	A	A	A
19	她们送了好几张来，卡罗琳知道我对睡觉休息这事儿最有心得，就推荐我去试试。	她們送了好幾張來，卡羅琳知道我對睡覺休息這事情最有心得，就推薦我去試試。	何枚も送ってきたから、カロリンが「あなたは睡眠の専門家でしょ」って言って、私にくれたんだ。	여기서 몇 장을 보내왔는데, 캐롤린이 내가 잠자는 거나 휴식에는 도가 텄다고 생각했는지 추천해줬어.	They sent over a bunch of them. Caroline knows that I'm a sleep and relaxation expert, so she recommended I try it out.						0
20	“为尊贵的您献上舒适的一晚，是我们永恒的愿景。”	「為尊貴的您獻上舒適的一晚，是我們永恆的願景。」	「最高のお客様に、最高の一晩を楽しんでいただくために」……	'귀빈에게 편안한 밤을 선사하는 것이 저희의 영원한 바람입니다.'	"It is our eternal ambition to provide our valued customers with a comfortable night."						0
21	她声情并茂地为我念着试享卡上的文案，雀跃的心情藏都藏不住。	她聲情並茂地為我念著試享卡上的文案，雀躍的心情藏都藏不住。	彼女はお試しカードに書かれた文字を、感情豊かに読み上げた。どう見てもワクワクしているようだ。	야오는 카드에 적힌 문구를 감정을 담아 읽어주며 들뜬 마음을 숨기지 못했다.	She read the spiel on the trial card dramatically, unable to hide her happiness.						0
22	很不错吧？	很不錯吧？	素敵でしょ？	괜찮지 않아?	Looks good, right?						0
23	图片上的套房确实令人心动，宽大的鹅绒床，浪漫的装潢设计，最重要的是，房间里还有一个浴缸……	圖片上的套房確實令人心動，寬大的鵝絨床，浪漫的裝潢設計，最重要的是，房間裡還有一個浴缸……	カードに載っている客室の写真は、確かにどれも素敵なものだ。大きなベッド、ロマンチックな内装、しかも、大きなバスタブまでついている。	사진 속 스위트룸은 정말 매력적이었다. 커다란 거위털 침대, 로맨틱한 인테리어, 그리고 무엇보다도 방 안에 욕조가 있다는 점이…	The suite in the pictures really was impressive. It boasted a large bed with a goose-down duvet, romantic decorations, and most important, a bathtub...						0
24	那就去看看吧。	那就去看看吧。	いいな、行ってみよう。	그럼 한번 가보자.	Let's go check it out.						0
25	等我们到了酒店时，已是黄昏时分。	等我們到了飯店時，已是黃昏時分。	私たちがホテルについたのは夕暮れ時だった。	우리가 호텔에 도착했을 땐 이미 해질녘이었다.	By the time we made our way to the hotel, it was already dusk.						0
26	大堂内宽敞明亮，前台的服务人员接过我们的行李，微微欠身。	大廳內寬敞明亮，前台的服務人員接過我們的行李，微微欠身。	明るいホールのなかで、受付は私たちの荷物を受け取って、小さく会釈した。	로비는 넓고 밝았으며, 프런트 직원은 우리의 짐을 받아들고 살짝 고개를 숙였다.	The lobby was spacious and brightly lit. As the employee at the front desk took our bags, he bowed slightly.						0
27	感谢客人百忙之中来参加我们的试享活动，请允许我为你们办理入住。	感謝賓客百忙之中來參加我們的試享活動，請容許我為你們辦理入住。	お忙しい中にご来店いただき、誠にありがとうございます。では、チェックインを行いますので、少々お待ちください。	바쁘신 와중에 저희 체험 이벤트에 참석해 주셔서 감사합니다. 지금 바로 체크인 도와드리겠습니다.	Thank you for taking the time to enjoy our trial promotion. Please allow me to check you both in.						0
28	行李很快被送进房间。服务员递过房卡的同时，还附上了几张纸质调查表。	行李很快就被送進房間。服務生遞過房卡的同時，也附上了幾張紙質調查表。	荷物はこのまま部屋に届けてくれるらしい。受付はカードキーだけでなく、アンケート用紙を何枚か渡してきた。	짐은 곧바로 방으로 옮겨졌다. 직원은 우리에게 카드키와 함께 몇 장의 종이 설문지를 건넸다.	Our bags were swiftly delivered to our room. The employee handed us our room cards along with a pile of surveys.						0
29	麻烦二位从床品、装潢、卫生服务等多个方面为我们提供评价意见，感谢。	麻煩二位從床品、裝潢、衛生服務等多個方面為我們提供評價意見，感謝。	寝具、内装、客室清掃などから、私たちのサービスに評価を付けて頂けると幸いです。	침구, 인테리어, 위생 서비스 등 다양한 항목에 대해 피드백해 주시면 감사하겠습니다.	Please provide us with your feedback on the bedding, decorations, cleanliness, and other areas. Thank you.						0
30	啥？还要填这么多东西？	啥？還要填這麼多東西？	え、そこまでしなきゃいけないの？	뭐? 이렇게 많은 걸 작성해야 한다고?	Huh? We have to fill in all these surveys?						0
31	你不会真以为我们是来纯睡觉的吧？哪有这么多天上掉馅饼的好事。	你不會真以為我們是來純睡覺的吧？哪有這麼多天上掉餡餅的好事。	もちろんだよ。ただ寝るためだけに君を呼ぶなんて、そんなムシのいい話はないから。	정말 그냥 자러 온 줄 알았어? 세상에 그렇게 공짜로 좋은 일이 어디 있겠어.	You didn't really think we were just here to sleep, right? There's no such thing as a free lunch.						0
32	我当然知道我们不是来纯睡觉的……啊！但也不是那种……	我當然知道我們不是來純睡覺的……啊！但也不是那種……	ただ寝るために来たつもりじゃないし……あ、そそ、そういう意味じゃなくて！	내가 물론 그냥 자러 온 건 아닌 거 알아… 아! 그렇다고 이 정도까진 아니라고…	Of course I know we're not just here to sleep... Ah! But not like that...						0
33	我的意思是……	我的意思是……	その……	내 말은…	I mean...						0
34	她慌乱地解释，脸颊泛起红晕，却越说越乱。	她慌亂地解釋，臉頰泛起紅暈，卻越說越亂。	彼女は頬を赤らめて、慌てながら言い訳を並べはじめた。	야오는 당황하며 설명했지만, 얼굴이 빨개지더니 말이 점점 꼬이기 시작했다.	Flustered, she tried to explain herself. Blushing, her speech grew increasingly jumbled.						0
35	先别解释了，我们还是……噗……先办入住吧。	先別解釋了，我們還是……噗……先辦入住吧。	ぷっ……大丈夫だから。話は……ふふっ、チェックインを済ましてからしようか。	일단 설명은 됐고… 풉… 우선 체크인부터 하자.	Um... Never mind. Let's just... hah... get checked in.						0
36	分……分析员……你……不准笑了！	分……分析員……你……不准笑了！	くっ……分析員、わ……笑うな！	분석가… 너… 그만 웃어!	A—Adjutant... stop... laughing!						0
37	好好好，我严肃些。	好好好，我嚴肅些。	はいはい。	알겠어, 안 그럴게.	Alright, alright. I'll be more serious.						0
38	完成所有体验报告后，酒店还有精美的礼物赠送，所以辛苦二位了。	完成所有體驗報告後，飯店還有精美的禮物贈送，所以辛苦二位了。	アンケートをすべて埋めていただけると、素敵なプレゼントを差し上げますので、なにとぞよろしくお願いいたします。	모든 체험 보고서를 작성하시면 호텔에서 정성껏 준비한 선물을 드릴 예정이오니 잘 부탁드립니다.	We'll also give you an exquisite gift for finishing all of the surveys. Thank you in advance for your hard work.						0
39	跟随服务员来到套房门口，推开门的瞬间，映入眼帘的景象比宣传图片更加精致。	跟著服務生來到套房門口，推開門的瞬間，映入眼簾的景像比宣傳圖片更加精緻。	ホテリエに導かれて、客室のドアを押すと、目の前には宣材写真よりも何倍もすばらしい光景が広がった。	직원을 따라 스위트룸 문 앞에 도착했다. 문을 여는 순간, 눈앞에 펼쳐진 광경은 홍보 사진보다 훨씬 더 좋아 보였다.	We followed the employee to the door of the suite. The instant it opened, we were met with a scene more stunning than any of the promotional photos.						0
40	门刚一关上，肴就直接扑向了那张大床，整个人陷进柔软的床垫里。	門一關上，肴就直接撲向了那張大床，整個人陷進柔軟的床墊裡。	ドアを閉めたあと、肴は真っ先に大きなベッドに飛び込んで、柔らかなマットレスに全身を埋めた。	문이 닫히자마자 야오는 바로 커다란 침대로 몸을 던졌고 부드러운 매트리스 속으로 푹 파묻혔다.	As soon as the door closed, Yao threw herself right onto the big bed, sinking down into the soft mattress.						0
41	这个床，满分！	這個床，滿分！	このベッド、満点だよ！	이 침대는 만점이야!	Adjutant! This bed!						0
42	我正观察着酒店的选品，一旁的肴却已经抵挡不住困意。	我正觀察著飯店的選品，一旁的肴卻已經抵擋不住睏意。	私がホテルの内装や品並びを確認している間に、肴はすでに眠気に襲われたようだ。	나는 호텔방의 물건들을 살펴보고 있었지만, 옆에서 야오는 이미 졸음을 참지 못하고 있었다.	I was browsing the hotel's offerings, but Yao couldn't help getting sleepy already.						0
43	分析员，别勉强自己了，休息一会儿吧。	分析員，別勉強自己了，休息一會兒吧。	分析員、そんなに頑張らなくていいから、休もうよ。	분석가, 무리하지 마. 좀 쉬자고.	Adjutant, don't push yourself so hard. Relax for a bit.						0
44	你是怎么做到躺下就困的？这套房等着我们测评的地方可不少呢……	你是怎麼做到躺下就睏的？這間套房等著我們評測的地方可不少呢……	横になっただけで眠くなるなよ……この部屋を見て回らないと埋められない欄がたくさんあるんだぞ。	넌 어떻게 눕자마자 바로 졸릴 수가 있어? 이 스위트룸 말이야, 평가해야 할 데가 한두 군데가 아니라고…	How are you so sleepy the second you lay down? We have a lot of stuff to review here...						0
45	人的能量是有限的，我也是身不由己，只能睡了~	人的能量是有限的，我也是身不由己，只能睡了~	活動限界は人それぞれだからね。寝るしかないんだよ～	사람의 에너지는 한정적이잖아. 나도 어쩔 수 없어, 그냥 잘래~	Humans only have so much energy. I can't help it. Sleep is the only answer~						0
46	（哈~欠）	（哈~欠）	（ふぁ～）	(하~암)	*yawn~*						0
47	一个坏主意在我心里悄然滋生，接下活的始作俑者怎么能就这么睡了？	一個壞主意在我心裡悄悄滋生，接下事情的始作俑者怎麼能就這麼睡了？	私は意地悪なアイデアを思いついた。この仕事を受け取った張本人を寝かせるわけにはいかない。	장난스러운 생각이 머릿속에 떠올랐다. 일을 벌인 장본인이 이렇게 잠들게 두면 안 되지!	A devilish idea began to take root in my mind. How could I let the person responsible for this simply go to sleep?						0
48	于是我来到床边，手指在她腰间轻轻挠动。	於是我來到床邊，手指在她腰間輕輕搔動。	そう思いながら、私はベッドの横に来て、指先で彼女の腰あたりをくすぐった。	그래서 나는 침대 옆으로 다가가 그녀의 허리 주변을 살짝 간지럽혔다.	So I walked over to the bed, softly tickling her waist.						0
49	她立刻把被子拉过头顶，把自己裹成一只毛巾虫，防御我的攻击。	她立刻把棉被拉過頭頂，把自己裹成一隻毛巾蟲，防禦我的攻​​擊。	すると彼女はすぐに布団を頭上に引き上げて、芋虫みたいになって私の攻撃を防いだ。	야오는 곧바로 이불을 머리까지 끌어올려 자신을 타월 벌레처럼 말아 방어 태세에 들어갔다.	She immediately pulled the covers over her head, wrapping herself in a cocoon to deflect my attack.						0
50	就睡一小会儿。	就睡一下。	ちょっと寝るだけだから。	조금만 잘게, 제발.	Just a little nap.						0
b-1											0
51	继续挠痒	繼續撓癢	くすぐりつづける	계속 간지럽힌다.	Keep tickling						0
52	啊……啊……别呀……啊……分析员……不要……	啊……啊……別呀……啊……分析員……不要……	あっ、あっ……やめてっ、あっ……分析員、やめてったら……	아… 아… 하지 마… 아… 분석가… 안 돼…	Ah... ah... stop... ah...! Adjutant... stop it...!						0
53	她忍不住扭动起来，声音里也带着一丝兴奋，最后扑腾着滚进我怀里。	她忍不住扭動起來，聲音裡也帶著一絲興奮，最後撲騰著滾進我懷裡。	肴は我慢できずに転がりはじめた。彼女の声は、心なしか興奮している。結局、彼女は私の腕に転がり込んだ。	그녀는 결국 참지 못하고 몸을 비틀었고, 소리에는 약간의 웃음기가 섞였다. 결국 그녀는 내 품으로 굴러 들어왔다.	She couldn't stop from flailing around wildly. I also sensed a hint of excitement in her voice. In the end, she rolled into my arms.						0
54	好吧好吧，我不睡了。	好吧好吧，我不睡了。	わかったよ、もう寝ないから……	알았어, 알았어, 안 잘게.	Okay, okay! I won't sleep.						0
55	不就是测评吗？我们从哪儿开始？	不就是評價嗎？我們從哪裡開始？	部屋の中を確認するんでしょ？どこから見る？	평가하면 되는 거잖아? 어디부터 시작할까?	It's just a little review, right? Where should we start?						0
b-2											0
56	卫生情况	衛生狀況	衛生状況	위생 상황	Cleanliness						0
57	消防设施	消防設施	消防施設	소방 시설	Fire safety						0
58	可你刚才折腾我，搞得我身上黏糊糊的，要不我们……	但你剛才折騰我，搞得我身上黏糊糊的，要不我們……	あのさ、さっきあんたが意地悪したせいで、汗で体がベタベタなんだけど。だからさ……	아까 나를 그렇게 괴롭혀서 그런지 몸이 좀 끈적끈적해졌단 말이야. 그러니까 우리…	But I'm all sweaty after you tortured me just now... Why don't we...						0
59	她的声音轻柔，目光不经意间瞥向浴室里的大浴缸。	她的聲音輕柔，目光不經意地瞥向浴室裡的大浴缸。	彼女は軽快な声でそう言いながら、大きなバスタブをチラチラ見た。	그녀의 목소리는 부드러웠고 시선은 무심코 욕실 안의 큰 욕조를 향했다.	Her voice was quiet as she unwittingly glanced at the large bathtub in the bathroom.						0
60	你的意思是，先测评浴缸的舒适度？	你的意思是，先評估浴缸的舒適度？	まずはバスタブからって言いたいのか？	네 말은, 먼저 욕조의 편안함부터 평가해 보자는 거야?	You mean, test out how comfortable the bathtub is first?						0
61	对啊……分析员觉得没问题的话，我就先去放水了。	對啊……分析員覺得沒問題的話，我就先去放水了。	うん……分析員さえよければ、お湯を張ってくるけど。	그치… 분석가가 괜찮다면, 내가 물부터 받아올게.	Yeah... If you don't have any objections, I'll fill up the tub.						0
62	我渐渐察觉到她的用意……房间、浴缸、浪漫的氛围都是有备而来，她在刻意引我进一个温存的时刻。	我漸漸察覺到她的用意……房間、浴缸、浪漫的氛圍都是有備而來，她刻意引導我進入一個溫存的時刻。	彼女の言いたいことがわかった気がする。ロマンチックな客室、バスタブ……どれもある目的のために用意されたもののようだ。私を誘っているのか？	그녀의 의도를 조금씩 눈치챘다… 방, 욕조, 로맨틱한 분위기, 모든 것이 철저히 준비된 듯해 보였고 그녀는 일부러 나를 은밀한 순간으로 끌어들이려는 것 같았다.	I gradually began to realize her plan... The room, the bathtub, the romantic atmosphere... Yao was purposefully guiding me into a tender moment.						0
63	但我也只能装作什么都没有发觉，生怕打断了她积攒的勇气。只是在心里默默期待着她亲口说出那份渴望。	但我也只能裝作什麼都沒有發覺，生怕打斷了她積攢的勇氣。只是在心裡默默期待她親口說出那份渴望。	そう思っても、私は気づかなかったフリをして、彼女が踏み出してくれた一歩を邪魔しないようにするしかなかった。できれば、彼女の口から、彼女の望みを聞きたい。	하지만 나는 그녀의 용기를 방해하지 않으려고 아무것도 모른 척할 수밖에 없었다. 속으로는 그녀가 직접 그 갈망을 말해주길 기대하면서 말이다.	But I had to pretend I didn't know a thing. Otherwise, I might ruin her courage. Keeping this to myself, I silently waited for her to express her longing out loud.						0
64	走进浴室，宽敞的圆形浴缸里氤氲着热气，水面漂浮着几片玫瑰花瓣。	走進浴室，寬敞的圓形浴缸裡氤氳著熱氣，水面漂浮著幾片玫瑰花瓣。	浴室に入ると、大きくて丸いバスタブから湯気が立っている。お湯の水面にバラの花びらが散っていた。	욕실로 들어서니 넓은 원형 욕조에서 따뜻한 김이 피어오르고 물 위에는 장미 꽃잎 몇 개가 떠 있었다.	When I walked into the bathroom, hot steam rose off of the large round bathtub. A few rose petals floated on the surface of the water.						0
65	我探了探水温，恰到好处。	我探了探水溫，恰到好處。	お湯に指を入れて確かめる。水温はちょうどいい。	나는 손으로 물 온도를 확인해 봤는데 딱 적당했다.	I checked the water temperature—just right.						0
66	柔和的灯光笼罩整个空间,为这一刻增添了几分朦胧的美感。	柔和的燈光籠罩整個空間,為這一刻增添了幾分朦朧的美感。	部屋全体を照らす柔らかな照明は、この光景にさらなる美しさを添えていた。	부드러운 조명이 공간 전체를 감싸며 이 순간에 아련한 아름다움을 더했다.	The room was blanketed in soft light, adding a vague sense of beauty to the moment.						0
67	分析员，你先进去吧，我……我还要准备一下。	分析員，你先進去吧，我……我還要準備一下。	分析員、先に入ってて。わ、私は……準備する必要があるから。	분석가, 네가 먼저 들어가. 난… 준비 좀 해야 돼.	Adjutant, you can get in first. I... still need to get ready.						0
68	要我帮忙吗？	需要我幫忙嗎？	手伝おうか？	도와줄까?	Do you need some help?						0
69	不用，我……很快……	不用，我……很快……	ううん。す、すぐにいくから……	괜찮아, 금방이면… 돼…	No, I... I'll be quick...						0
70	我缓缓滑入温暖的水中，等待肴的到来。	我緩緩滑入溫暖的水中，等待著肴的到來。	私はゆっくりと暖かいバスタブに浸かって、肴を待った。	나는 천천히 따뜻한 물에 몸을 담그고, 야오가 오기를 기다렸다.	I slowly slid into the warm water, waiting for Yao to come back.						0
71	分……分析员……我准备进来了，搭……搭把手呗？	分……分析員……我準備進來了，幫……幫個忙吧？	えっと……分析員、入るよ……手伝ってくれる？	분… 분석가… 나 들어갈게. 손 좀… 잡아줄래?	A—Adjutant... I'm ready to get in... Could you give me a hand?						0
72	她站在浴缸边，手指迟疑地拨弄着浴袍带子。在朦胧水汽中，浴袍轻轻滑落，勾勒出她优美的轮廓。	她站在浴缸邊，手指遲疑地撥弄浴袍帶子。在朦朧水汽中，浴袍輕輕滑落，勾勒出她優美的輪廓。	彼女はバスタブの横に立って、困惑した様子でバスローブの帯をいじっていた。湯気のなかに浮かぶ、バスローブを脱いだ彼女の体のラインはとても美しかった。	그녀는 욕조 가장자리에 서서 손가락으로 욕조 가운의 끈을 망설이며 만지고 있었다. 희미한 물안개 속에서 욕조 가운이 가볍게 흘러내리며 그녀의 아름다운 실루엣이 드러났다.	She stood next to the bathtub fiddling with the tie on her bathrobe. Surrounded by misty steam, her bathrobe gently fell, revealing her beautiful figure.						0
b-4											0
73	伸出手扶住她。	伸出手扶住她。	手で彼女を支える	손을 뻗어 그녀를 받쳐준다.	Reach out to support her.						0
74	浴缸虽然宽敞，但两个人相对而坐时还是显得略微拥挤，几乎难以动弹。温热的水流轻柔地环绕着我们。	浴缸雖然寬敞，但兩人相對而坐時還是顯得略微擁擠，幾乎難以動彈。溫熱的水流輕柔地環繞著我們。	十分に広いバスタブだが、ふたりが面と向かって座ると、やっぱりどこか狭く感じてしまう。暖かい水は私たちを優しく包んだ。	욕조는 넓었지만, 둘이 마주 보고 앉으니 조금 비좁아 움직이기 어려웠다. 따뜻한 물이 부드럽게 우리를 감싸고 있었다.	Even though the bathtub was spacious, it was still a bit crowded with both of us facing each other; we almost couldn't move. Warm water gently flowed around us.						0
75	这样坐是不是有些不舒服？	這樣坐是不是有些不舒服？	やっぱりちょっと座りづらいか？	이렇게 앉으니 좀 불편한가?	Is sitting like this uncomfortable?						0
76	好像是有点憋屈……	好像有點彆扭……	確かに、ちょっと……	조금 답답한 것 같긴 해…	It is a bit cramped...						0
77	我帮你调整下。	我幫你調整下。	場所を変えよう、手伝ってあげるから。	내가 자세를 좀 바꿔줄까?	Let me help.						0
78	我双手扶住她的腰，轻轻引导她转身，直到她能舒适地靠在我怀里。	我雙手扶住她的腰，輕輕引導她轉身，直到她能舒適地靠在我懷裡。	両手で彼女の腰を支えて、ゆっくりと彼女の向きを変え、私の腕のなかに寄りかかるようにする。	나는 두 손으로 그녀의 허리를 잡고 천천히 그녀를 돌려 그녀가 편하게 내 품에 기대도록 했다.	I placed both hands on her waist, softly guiding her to turn around until she could comfortably lean back on my chest.						0
79	现在感觉如何?	現在感覺如何?	これでどう？	이제 좀 어때?	How's that?						0
80	挺好的，就是可惜这个浴缸没有按摩功能。	挺好的，就是可惜這個浴缸沒有按摩功能。	よくなったけど、このバスタブにマッサージ機能がないのが残念だ。	괜찮아. 근데 이 욕조에 마사지 기능이 없는 게 좀 아쉽네.	It's really nice. It's just a shame that this tub doesn't have any jets for a massage.						0
81	想要按摩啊？那我来满足一下你吧。	想要按摩啊？那我來滿足一下你吧。	マッサージか。なら私が代わりにやってあげよう。	마사지 받고 싶어? 내가 대신 해줄게.	You want a massage? Allow me to be of service.						0
82	我的手掌轻轻抚过她娇嫩的肌肤，开始在肩膀处揉捏。	我的手掌輕輕撫過她嬌嫩的肌膚，開始在肩膀處揉捏。	私は手のひらで彼女の滑らかな肌に触れて、肩を揉みはじめた。	내 손바닥이 그녀의 부드러운 피부를 살며시 쓰다듬으며 어깨를 문지르기 시작했다.	I lightly brushed my palms over her delicate skin, starting to knead her shoulders.						0
83	水面泛起的涟漪让花瓣轻轻摇曳，泡沫随着水波起起伏伏，雾气让一切变得朦胧而迷离。	水面泛起的漣漪讓花瓣輕輕搖曳，泡沫隨著水波起起伏伏，霧氣讓一切變得朦朧而迷離。	その動きで、水面に浮かぶ花びらと泡がゆっくりと揺れ始め、部屋中を満たす湯気とともに柔和な雰囲気を醸し出した。	물 위로 일렁이는 물결이 꽃잎을 가볍게 흔들었고, 물거품이 물결을 따라 오르락내리락했다. 안개가 모든 것을 흐릿하고 몽환적으로 만들었다.	The petals danced slightly with the ripples on the water's surface. Bubbles rose as the water moved, and the steam coated everything in a blurry haze.						0
84	舒服吗？	舒服嗎？	気持ちいいか？	시원해?	Does that feel good?						0
85	还……还不错，分析员都给我按摩了，我是不是也该……表示一下？	還……還不錯，分析員都幫我按摩了，我是不是也該……表示一下？	う、うん……分析員がマッサージしてくれたんだし、私も……なにかしてあげなきゃ……	그… 그런 것 같아. 분석가가 이렇게 마사지까지 해줬으니, 나도 뭔가… 보여줘야 하지 않을까?	Yeah... not bad at all. Since you gave me a massage... should I do something for you too?						0
86	那你打算怎么表示？	那你打算怎麼表示？	なにをしてくれるんだ？	그럼 어떻게 표현할 건데?	Like what?						0
87	她转过身，眼神中交织着羞涩与期待，先是慢慢吻上我的颈间，又迅速留下一个红痕。	她轉過身，眼神中交織著羞澀與期待，先是慢慢吻上我的頸間，又迅速留下一個紅痕。	彼女はゆっくりと振り向いて、どこか恥ずかしそうな目で私を見ると、ゆっくりと私の首に薄紅色の痕を残した。	그녀는 몸을 돌리며 눈빛 속에 부끄러움과 기대가 교차했다. 천천히 내 목에 입을 맞추더니, 재빨리 붉은 흔적 하나를 남겼다.	She turned around, her gaze timid yet excited. She slowly kissed my neck, leaving behind a red mark.						0
88	就这样？	就這樣？	これだけ？	이게 다야?	That's it?						0
89	不……不够吗？	不……不夠嗎？	だ……だめ？	부… 부족해?	Is... it not enough?						0
90	完、全、不、够。	完、全、不、夠。	全然足りないよ。	완.전.부.족.해.	Not. Even. Close.						0
