xxx_304360038	A	A	A	A	A	A	A	A	A	A	A
50	<span color="#FDAE6FFF">分析员的小狮子</>\n嗯哼。	<span color="#FDAE6FFF">分析員的小獅子</>\n嗯哼。	<span color="#FDAE6FFF">分析員のライオンちゃん</>\nはいはい。	<span color="#FDAE6FFF">분석가의 리틀 라이언</>\n맞아.	<span color="#FDAE6FFF">The Adjutant's Little Lioness</>\nMmm-hmm.						0
51	<span color="#91BBFFFF">最喜欢的人</>\n早点休息吧，我要出任务，“庆典”的事情就只能麻烦你操心了。	<span color="#91BBFFFF">最喜歡的人</>\n早點休息吧，我要出任務，「慶典」的事情就只能麻煩你操心了。	<span color="#91BBFFFF">大好きな人</>\nそれじゃ、そろそろ休むよ。私は任務に出ないといけないから、式典の準備はよろしく頼む。	<span color="#91BBFFFF">가장 좋아하는 사람</>\n일찍 쉬어, 난 임무를 나가야 하니까, '축제'는 네가 좀 신경 써줘.	<span color="#91BBFFFF">My Favorite Person</>\nNow, go get some sleep. I've got a mission tomorrow, so I'll leave the "celebration" prep to you.						0
52	<span color="#FDAE6FFF">分析员的小狮子</>\n晚！安！	<span color="#FDAE6FFF">分析員的小獅子</>\n晚！安！	<span color="#FDAE6FFF">分析員のライオンちゃん</>\nお・や・す・み！	<span color="#FDAE6FFF">분석가의 리틀 라이언</>\n잘! 자!	<span color="#FDAE6FFF">The Adjutant's Little Lioness</>\nGoodnight!!!						0
53	<span color="#FDAE6FFF">分析员的小狮子</>\n【狮子冲拳.gif】	<span color="#FDAE6FFF">分析員的小獅子</>\n【獅子衝拳.gif】	<span color="#FDAE6FFF">分析員のライオンちゃん</>\nスタンプ「ライオンパンチ」	<span color="#FDAE6FFF">분석가의 리틀 라이언</>\n[사자 펀치.gif]	<span color="#FDAE6FFF">The Adjutant's Little Lioness</>\n[Lioness Punch GIF]						0
54	<span color="#91BBFFFF">最喜欢的人</>\n【狮子举高高.gif】	<span color="#91BBFFFF">最喜歡的人</>\n【獅子舉高高.gif】	<span color="#91BBFFFF">大好きな人</>\nスタンプ「ライオンキ●グ」	<span color="#91BBFFFF">가장 좋아하는 사람</>\n[사자 헹가래.gif]	<span color="#91BBFFFF">My Favorite Person</>\n[Lioness Cradle GIF]						0
55	明明是没有多少营养的聊天记录，可不管看几遍，芬妮都难以压住笑容。	明明是沒有太多營養的聊天記錄，可不管看幾遍，芬妮都難以壓住笑容。	他愛のないチャット記録だけど、何度見てもファニーは思わず頬を緩めてしまう。	아무리 봐도 영양가 있는 대화는 별로 없었다, 하지만 몇 번을 봐도 페니의 입가에는 여전히 미소가 떠나질 않았다.	Their exchange was rather trivial, but no matter how many times she read it, she couldn't stop smiling.						0
56	她的【捕心先锋】都没这么难压。	她的【捕心先鋒】都沒這麼難壓。	綻ぶ口元を戻すのは、「心狩りの先鋒」の反動を抑えるよりも難しい。	그녀의 [하트 헌터]도 이렇게 억제하기 어렵지 않다.	Even controlling the muzzle rise of her Heart Hunter wasn't this hard.						0
57	这次也一样，喜悦和幸福涌上心头，恨不得现在就冲回房间，用被子将自己一裹，变成一只毛毛虫在床上打滚。	這次也是一樣，喜悅和幸福湧上心頭，恨不得現在就衝回房間，用被子將自己一裹，變成一隻毛毛蟲在床上打滾。	今度もやはり同じで、チャット履歴を見ただけで心が満たされる。彼女は毛布を体に巻き付けて、ベッドでごろごろしたい気分だった。	이번에도 기쁜 마음과 행복한 느낌이 몰려왔고, 지금 당장이라도 방으로 뛰어가 이불로 몸을 감싸고 애벌레처럼 뒹굴고 싶었다.	Once again, joy bubbled up inside her, making her want to dash back to her room, wrap herself in a blanket, and curl up in a ball of pure glee.						0
58	不过在像这样行动之前，芬妮记起了正事，将臀部压回了沙发。	不過在像這樣行動之前，芬妮想起了正事，將臀部壓回了沙發。	それを実行する前に、ファニーはやるべき事を思い出した。	하지만 그러기 전, 페니는 할 일이 생각났고, 무거운 엉덩이 들고 소파에 다시 앉았다.	But before she gave in to that impulse, she reminded herself there was still work to do and forced herself to sit back down.						0
58_1	要是回到房间，回到那个被几晚甜蜜塞满的私密空间，她就根本无心创作了。	要是回到房間，回到那個被幾晚甜蜜塞滿的私密空間，她就根本無心創作了。	もし部屋に戻って、甘い夜がいくつも詰まったあのプライベートな空間に戻ったら、彼女は創作どころではなくなるだろう。	지금 방으로 돌아간다면, 그 며칠 밤의 달콤함으로 가득 찬 비밀스러운 공간으로 돌아가게 되면 그녀는 분명 창작할 마음이 전혀 없을 것이다.	Returning to that room, that private space overflowing with sweet nights, would leave her no mind for creation.						0
59	芬妮啊芬妮……怎么可以这样堕落呢！	芬妮啊芬妮……怎麼可以這樣墮落呢！	我慢するのよ、あたし！	페니야, 페니야… 어쩜 그렇게 타락할 수가 있니!	Fenny, get ahold of yourself...!						0
60	你是想要从聊天记录找誓词灵感的！	你是想要從聊天記錄找誓詞靈感的！	履歴を見るのは、アイデアを探すためよ！	채팅 기록에서 선언문에 관한 영감을 찾고 싶은 거잖아!	You're supposed to find inspiration for your vows in these messages!						0
b-5											0
61	——聊天记录——	——聊天記錄——	——チャット履歴——	——채팅 기록——	——Message History——						0
b-6											0
62	——筛选——	——篩選——	——絞り込み——	——필터——	——Filter——						0
b-7											0
63	——收藏——	——收藏——	——ブックマーク——	——즐겨찾기——	——Favorites——						0
64	芬妮打开自己精心收藏下来与分析员的聊天记录，然后一口气翻到最早。	芬妮打開自己精心收藏下來與分析員的聊天記錄，然後一口氣翻到最早。	ブックマークで保存した、分析員とのチャット履歴を開き、一気に最初のところまでスクロールした。	페니는 즐겨찾기를 해둔 분석가와의 채팅 기록을 열어, 제일 첫 대화를 한 시간으로 검색했다.	Fenny opened up her carefully saved chats with the Adjutant, scrolling all the way back to the earliest ones.						0
65	这些收藏的聊天记录，她已经很久没有看过了。	這些收藏的聊天記錄，她已經很久沒看過了。	長い間見ていなかった過去の履歴だ。	그녀는 아주 오랫동안 이 채팅 기록들을 보지 않았다.	It had been a while since she last looked at these treasured messages.						0
66	并不是因为她不珍视，而是这段时间的每一天……都有被现实的幸福填充，不需要从过去获得勇气。	不是因為她不珍視，而是這段時間的每一天……都有被現實的幸福填充，不需要從過去獲得勇氣。	見てないのは、もう大切ではないからではなく、最近は毎日が幸せ過ぎて、もうチャット履歴から勇気を貰う必要がなくなったからだ。	소중하지 않아서가 아니라, 최근 들어 매일매일이… 행복해서 과거로 돌아가 용기를 찾을 필요가 없기 때문이다.	Not because she didn't cherish them anymore, but because her days had recently been filled with genuine happiness, leaving her no need to draw strength from past memories.						0
67	她今天不是为了逃避，才选择回忆。	她今天不是為了逃避，才選擇回憶。	今、思い出を手繰り寄せてるのは、逃げるためではない。	그녀가 되돌아보는 이유는 도피하고 싶어서가 아니라,	And today, she wasn't looking back to escape reality.						0
68	而是为了前进。	而是為了前進。	進むための行動だ。	전진을 위해서다.	But to move forward into a brighter future with him.						0
69	今天本小姐要先“临幸”哪段呢？	今天本小姐要先「臨幸」哪一段呢？	さて、どれから見ようかな？	오늘은 어디부터 읽어볼까나?	Now, which chat should I grace first?						0
70	少女的目光扫过自己收藏聊天记录的标签，一时间难以做出决定……想要先看哪个呢？	少女的目光掃過自己收藏聊天紀錄的標籤，一時難以做出決定……想要先看哪個呢？	少女はタイトルを見ながら、しばらく迷った。	소녀는 즐겨찾기를 지정한 채팅 기록 목록을 살펴보며 쉽게 결정을 내리지 못했다… 어떤 걸로 정하지?	Her eyes skimmed over the labels of her saved chat logs, each one vying for her attention, making it hard to choose... Which one should she revisit first?						0
e-1											0
71	【收藏标签】需要铭记的一天，也可能是很多天	【收藏標籤】需要銘記的一天，也可能是很多天	タイトル：記念すべき日	[즐겨찾기 태그] 꼭 기억해야 할 하루, 하루가 아닐 수도.	[Chat Label] A Day to Remember — Perhaps Even More						0
72	——11：22——\n\n你已经添加了“最喜欢的人”为好友，快来找他聊天吧。	——11：22——\n\n你已經加入了「最喜歡的人」當好友，快來找他聊天吧。	——11：22——\n\n「大好きな人」と友だちになりました。チャットを送ってみましょう。	——11:22——\n\n'가장 좋아하는 사람'을 친구 추가하였습니다, 어서 채팅을 해보세요.	——11:22——\n\nYou've added My Favorite Person as a contact. Start a chat now!						0
74	由于芬妮的备注，分析员在这段初始的聊天记录中就被标注为“最喜欢的人”。	由於芬妮的備註，分析員在這段初步的聊天記錄中就被標註為「最喜歡的人」。	ファニーが設定した表示ネームによって、一番最初のこの履歴でも、分析員のニックネームは「大好きな人」になっている。	페니의 채팅방 이름 때문에 분석가와의 초창기 대화도 '가장 좋아하는 사람'으로 설정이 되어있었다.	Due to the nickname Fenny had set for the Adjutant on her terminal, he was now displayed as "My Favorite Person" even in their earliest chat history.						0
75	这让少女心中荡漾起莫名的情愫，她的脸颊浮现羞涩和兴奋的笑，可眼中却藏着遗憾。	這讓少女心中蕩漾起莫名的情愫，她的臉頰浮現羞澀和興奮的笑，可眼中卻藏著遺憾。	その事実を確認して、少女は人知れずはにかんだ笑顔を浮かべた。しかし、その目にわずかに残念そうな色が滲む。	소녀는 말로 표현할 수 없는 감정이 복받치며, 얼굴에는 부끄러움과 기쁜 마음이 가득한 미소가 떠올랐지만 눈빛에는 아쉬움이 가득했다.	A complex wave of emotions washed over her. A shy, exhilarated smile tugged at her lips, though her eyes held a tinge of regret.						0
