xxx_198747837	A	A	A	A	A	A	A	A	A	A	A
20	它的身躯寸寸破溃，化作炙热的能量，在虚空中激荡起一股强劲的飓风。	它的身軀寸寸破潰，化為炙熱的能量，在虛空中激盪起一股強勁的颶風。	その身体は砕け散り、灼熱のエネルギーとなり、虚空で激しい旋風を巻き起こした。	녀석의 몸이 조각조각 부서지며 뜨거운 에너지가 되어, 허공에 강력한 회오리바람을 일으켰다.	Its form unraveled piece by piece, boiling away into searing light, and with it came a violent gale that howled through the hollow space.						0
21	整个空间似乎也被这股飓风洗涤，色彩，如同潮水般褪去。	整個空間似乎也被這股颶風洗滌，色彩，如同潮水般褪去。	空間全体がその嵐によって洗い流され、色彩も潮が引くように消えていった。	이 공간도 마치 이 회오리바람에 씻겨 나가듯, 색채가 물결처럼 빠져나갔다.	Even the void itself seemed scoured clean by the blast, its colors draining like the sea pulled back from a fading shore.						0
22	“心流内景，于此展开”	「心流內景，於此展開」	「心象風景、展開」	"내면의 흐름, 가동."	"Inner mind — manifest."						0
23	最后在意识即将消散的边际，她听见身旁的人这么念道。	最後在意識即將消散的邊際，她聽見身邊的人這麼唸著。	晴は意識が消える前に、横にいる彼がそう呟くのを聞いた。	그녀는 의식이 흐려질 즘, 옆 사람이 그렇게 말하는 것을 들었다.	As her consciousness wavered on the edge of oblivion, she heard those words whispered beside her.						0
24	紧接着，一阵温柔的辉光将她轻轻包裹……	緊接著，一陣溫柔的光輝將她輕輕包裹……	すると、優しい光がそっと彼女を包み込んだ……	그리고 부드러운 빛이 그녀를 살며시 감쌌다…	Then a gentle radiance wrapped around her...						0
25	这里是……啊，分析员？！	這裡是……啊，分析員？！	ここは……分析員は！？	여긴… 아, 분석가?!	Where am I...? Adjutant!?						0
26	再次醒来后，身边没有任何人。	再次醒來後，身邊沒有任何人。	もう一度目を覚ますと、そばには誰もいなかった。	다시 깨어났을 때, 주변에는 아무도 없었다.	When she opened her eyes again, no one stood beside her.						0
27	但这里似乎又处处遍布着playername的气息。	但這裡似乎又處處遍布著playername的氣息。	しかし、周囲にplayernameの気配を感じた。	하지만 이곳은 어디에나 playername의 기운이 가득한 것 같았다.	Yet traces of playername lingered in the air all around.						0
28	掌心的郁金香发卡忽然泛起微光。	掌心的鬱金香髮夾忽然泛起微光。	握っているチューリップの髪飾りがほのかに光り出す。	손안의 튤립 머리핀에서 갑자기 희미한 빛이 일어났다.	Suddenly, the tulip hairpin in her palm glowed with faint light.						0
29	“他一定在前方。”	「他一定在前方。」	「彼はきっと前にいる」。	"그는 분명 앞에 있을 거야."	"He must be ahead."						0
30	这个念头让剧烈跳动的心脏渐渐平息。	這個念頭讓劇烈跳動的心臟漸漸平息。	そう考えると、彼女の鼓動は徐々に静まった。	이 생각에 격렬하게 뛰던 심장이 점차 진정되었다.	The thought steadied her racing heart.						0
31	她拍了拍身上的星屑，向着通道的尽头迈出脚步。	她拍了拍身上的星屑，朝著通道的盡頭邁出腳步。	体に落ちている星屑を払い落とし、彼女は道の向こうへ向かって歩き出した。	그녀는 몸에 묻은 별 가루를 툭툭 털어내고, 통로의 끝을 향해 걸어갔다.	She brushed stardust from her clothes and set off toward the tunnel's end.						0
32	而奇怪的是，随着她的移动，整个世界也飞速变化起来。	而奇怪的是，隨著她的移動，整個世界也飛速變化起來。	しかし、不思議なことに、彼女が動くたびに、世界は目まぐるしい変化を遂げた。	그런데 이상하게도, 그녀가 걸어갈 때마다 이 세상도 같이 빠르게 변화했다.	Oddly, with each step, the world shifted more rapidly around her.						0
33	啪。	啪。	ぱっ。	팡.	*Pop—!*						0
34	第一朵粉色郁金香在脚边绽放。	第一朵粉紅鬱金香在腳邊綻放。	一輪のピンク色のチューリップが咲いた。	첫 번째 분홍빛 튤립이 발치에서 피어났다.	A pink tulip bloomed at her feet.						0
35	接着是第二朵、第三朵……	接著是第二朵、第三朵……	そして、さらに一輪、もう一輪と……	이어서 두 번째, 세 번째…	Then a second, a third...						0
36	等回过神来时，少女已置身于无垠的花海中。	等回過神來時，少女已置身於無垠的花海中。	気が付けば、晴は無限に広がる花の海のなかにいた。	정신을 차려보니, 소녀는 이미 끝없이 펼쳐진 꽃바다 한가운데 있었다.	Before she knew it, she stood in a boundless sea of blossoms.						0
37	啊……	啊……	あっ……	아…	Ah...						0
38	绵延的小路中段，露出了两道熟悉又陌生的剪影。	綿延的小路中段，露出了兩道熟悉又陌生的剪影。	連綿と広がる小道の途中で、どこか見覚えがあるような人の影がいた。	끝없이 이어진 작은 길 중간에, 낯설면서도 익숙한 두 실루엣이 보였다.	Halfway down the winding path, two figures emerged — familiar, yet hard to place.						0
39	那是曾在黑洞中为她指引方向的朦胧人影。	那是曾在黑洞中為她指引方向的朦朧人影。	それは、黒い渦の中で道案内をしてくれた人たちだ。	블랙홀 속에서 그녀에게 방향을 알려주었던 희미한 사람의 실루엣이었다.	They were the same hazy silhouettes who once guided her through the black hole.						0
40	只是这一次，雾气已然散开，少女看清了面前人影的模样。	只是這一次，霧氣已然散開，少女看清了面前人影的模樣。	しかし、今度はふたりを覆う霧が散り、晴はその面影を確認できた。	이번에는 안개가 걷혔기에, 소녀는 앞에 있는 사람의 모습을 또렷이 볼 수 있었다.	But this time, the mist had lifted, and their faces came clearly into view.						0
41	其中一人，是在那时未能来得及道别的父亲。而另一人则是……	其中一人，是在那時未能來得及道別的父親。而另一人則是……	ひとりは別れを告げることができなかった父。もうひとりは……	한 사람은, 그때 작별 인사도 못 한 채 떠나간 아버지였다. 그리고 다른 한 사람은…	One was her father, the man she never had the chance to say goodbye to. And beside him stood a woman...						0
42	纵使记忆中的面容早已褪色，可当那双如出一辙的琥珀色眼眸映入瞳孔时，一切过往如梦初醒。	縱使記憶中的面容早已褪色，但當那雙如出一轍的琥珀色眼眸映入瞳孔時，一切過往如夢初醒。	記憶はとっくに色褪せていたが、自分と瓜二つの琥珀色の瞳を目にした瞬間、晴はハッとなった。	얼굴은 이미 기억 속에서 바래졌지만, 그 똑 닮은 호박색 눈동자가 시선에 들어오자, 모든 과거가 꿈에서 깨어나듯 선명해졌다.	Her memories of her were faint, but those amber eyes, so much like her own, told her everything she needed to know.						0
43	在尚未学会行走的岁月中，正是面前的女人，用她那双温暖且轻柔的手臂，支撑起了自己全部的重量。	在尚未學會行走的歲月中，正是眼前的女人，用她那雙溫暖且輕柔的手臂，支撐起了自己全部的重量。	歩くことさえままならない頃、目の前の女性はその優しい腕で自分の体を支えてくれた。	걸음마도 떼지 못했던 시절, 눈앞의 이 여인이 따뜻하고 부드러운 팔로 내 모든 무게를 지탱해 주었다.	When she was just a toddler, still learning to walk, her entire world had been held in that woman's gentle arms.						0
44	于是，下意识地，一声轻柔的呼唤，就此脱口而出。	於是，下意識地，一聲輕柔的呼喚，就此脫口而出。	晴は本能のまま、小さな声でふたりを呼んだ。	그때, 저도 모르게 나지막한 한마디가 저절로 흘러나왔다.	Before she could even think, a soft whisper escaped her lips.						0
45	父亲……还有母亲？	父親……還有母親？	父さん……母さんも？	아버지… 그리고 어머니?	Father... Mother?						0
46	真是一次漂亮的斩击，你已经合格……不，已经满足了吧？晴。	真是一次漂亮的斬擊，你已經及格……不，已經滿足了吧？晴。	見事な一撃だったぞ。お前は合格……いや。もう満足したのだろう？晴。	훌륭한 참격이었다. 너는 이제 합격… 아니, 만족했겠지? 하루.	That was a splendid strike. You've proven yourself... or rather, you've already found what you were searching for, haven't you, Haru?						0
47	为什么……	為什麼……	なんで……	어째서…	But why....						0
48	她的声音渐渐哽咽了起来。	她的聲音漸漸哽咽了起來。	彼女は涙ぐみ、声を詰まらせた。	그녀는 점점 목이 메어왔다.	Her voice caught, thick with emotion.						0
49	是残影吧，现在的我们大概只是你记忆中的残影。	是殘影吧，現在的我們大概只是你記憶中的殘影。	この姿は、お前の記憶の一部なのかもな。	잔영이란다. 지금 우린 네 기억 속의 잔영일 뿐일 거야.	We're only phantoms. What you see now is no more than fragments of your memory.						0
50	然后经由某个人创造出来的奇迹，而具现化了罢了。	然後經由某個人創造出來的奇蹟，而具現化罷了。	誰かが作り出した奇跡のおかげで、こうやって具現化したんだ。	그리고 누군가가 창조한 기적으로 인해 구현됐을 뿐이지.	And by some miracle, someone's will gave us form.						0
51	但说到底……也不过是亡者所留下的执念。	但說到底……也不過是亡者所留下的執念。	だがこんなのは、亡者の執念でしかない。	하지만 결국은… 죽은 자가 남긴 집념에 불과해.	But in the end... we're only the lingering will of the dead.						0
52	也就是说，你们只是残留于我记忆深处的影像吗……	也就是說，你們只是殘留於我記憶深處的影像嗎……	自分の奥底の記憶ということか？	그러니까, 저의 깊은 기억 속에 남아있는 형상일 뿐인가요…	So you're not real... just echoes from the depths of my memory...?						0
53	嗯，所以晴也无须留恋，该继续往前走了哦。	嗯，所以晴也無須留戀，該繼續往前走了喔。	そうだ。だからここに留まらずに、進み続けたほうがいい。	그래, 그러니 하루도 미련을 버리고 앞으로 나아가야 해.	That's right. You don't need to hold on anymore, Haru. It's time to move on.						0
54	毕竟生者的路，不应该被亡者的执念所阻挠。	畢竟生者的路，不應該被亡者的執念所阻撓。	命あるものの道は、亡者の執念に邪魔されてはならないからな。	살아있는 자의 길은, 죽은 자의 집념에 막혀서는 안 되니까.	Don't let those who've gone ahead hold you back.						0
55	……	……	……	……	...						0
56	这种道理不用你们说我也知道！	這種道理不用你們說我也知道！	そんなこと、言われなくても分かっている！	그런 이치는 말씀하시지 않아도 알아요!	I know! You don't have to tell me that...						0
57	毕竟那个时候我就已经下定决心，要忘记过去，继续向前了。	畢竟那時候我就已經下定決心，要忘記過去，繼續往前了。	自分は過去を忘れて、前に進むと決めたんだから。	그때부터 이미 과거는 잊고 앞으로 나아가기로 결심했다고요.	I made up my mind long ago — to leave the past behind and keep moving forward.						0
58	晴……抱歉……	晴……抱歉……	……すまんな、晴。	하루… 미안하다…	Haru... we're sorry...						0
59	但至少……	但至少……	でも……	하지만 적어도…	But at least...						0
60	至少，还请再多停留一会儿。	至少，還請再多停留一下下。	もう少しだけ、ここにいてほしい。	적어도, 조금만 더 머물러주세요.	Please... stay just a little longer.						0
61	我还有很多话想对你们说……	我還有很多話想對你們說……	父さんと母さんに、話したいことがいっぱい……	전 아직 아버지, 어머니에게 하고 싶은 말이 많아요…	I have so much to tell y—						0
62	哎？！	欸？！	……！？	앗?!	Huh!?						0
63	话音未落，突然被揽入一个温暖的怀抱。	話音未落，突然被攬入一個溫暖的懷抱。	言葉が終わらないうちに、彼女は誰かに抱きしめられた。	그 순간, 말이 채 끝나기도 전에 누군가가 따뜻한 품으로 그녀를 끌어안았다.	Before she could finish, she was pulled into a warm embrace.						0
64	那是久违的……来自妈妈的拥抱，而爸爸也露出了自己从未见过的，释怀的微笑……	那是久違的……來自媽媽的擁抱，而爸爸也露出了自己從未見過的，釋懷的微笑……	――懐かしい。母の抱擁の温もりだった。父も、今まで見たことのない、安堵の笑顔を浮かべている……。	그건 오랜만에 느껴보는… 엄마의 포옹이었고, 아빠도 이제껏 본 적 없는 안도의 미소를 지었다…	It was a long-missed embrace from her mother. Her father only watched, a smile of gentle release on his face, one she had never seen before.						0
65	对不起，一直以来，都没能好好陪在你身边……	對不起，一直以來，都沒能好好陪在你身邊……	ごめんね。あなたのそばにいてあげられなくて……	미안하다. 계속 네 곁에서 함께 있어 주지 못해서…	We're sorry we couldn't be there for you...						0
66	一直以来也都没有更清楚地告诉你，你的到来，究竟对爸爸妈妈而言，又意味着什么。	一直以來也都沒有更清楚地告訴你，你的到來，究竟對爸爸媽媽而言，又意味著什麼。	私たちにとってあなたが、どんなに大事なのかを教えられなくて。	네가 우리 곁에 온 것이 아빠와 엄마에게 어떤 의미였는지, 그동안 제대로 말해주지 못했어.	And for never telling you clearly enough just how much you meant to us.						0
67	……	……	……	……	...						0
68	在军队里，“荣耀”是最崇高的词汇。它代表着责任、信念和无悔的选择……	在軍隊裡，「榮耀」是最崇高的詞彙。它代表著責任、信念和無悔的選擇……	軍において、「栄誉」はなによりも崇高で、責任、信念、悔いのない選択を意味する言葉……	군대에서 '영광'은 가장 숭고한 단어다. 책임, 신념, 그리고 후회 없는 선택을 의미하지…	In the army, "honor" is the highest ideal. It means duty, conviction — a life lived without regret.						0
69	可当我们亲手抱着襁褓中的你时，才意识到，这个词的分量，远不止如此。	但當我們親手抱著襁褓中的你時，才意識到，這個詞的分量，遠不止如此。	でも、赤子のあなたを抱きしめたとき、私たちはようやくその言葉の重さに気づいたよ。	하지만 강보에 싸인 너를 우리가 직접 안아 보니 깨달았다. 이 단어의 무게는 그뿐만이 아니더구나.	But when we held you in our arms... we realized that word carried far more weight than we ever imagined.						0
70	但我们，实在想不出还有什么词比它更能表达我们的感受了。	但我們，實在是想不出還有什麼詞比它更能表達我們的感受了。	でも、私たちの気持ちを現わすのに、それ以上の言葉が見つからなかった。	하지만 우리는, 이보다 더 우리의 감정을 잘 표현해 주는 단어를 찾질 못했단다.	We searched for a better word, but none existed. In the end, only honor could hold what we felt.						0
71	晴……	晴……	晴……	하루…	Haru...						0
72	对我们而言，你不仅仅是我们的荣耀，更是穿透了我们的生命……	對我們而言，你不僅是我們的榮耀，更是穿透了我們的生命……	あなたは私たちの栄誉、私たちの命を貫いて……	우리에게 너는 영광을 넘어서서, 우리의 생명에 깊이 스며들었고…	To us, you are more than our honor. You are the light of our lives...						0
73	将我们一家人永远维系在一起的——	將我們一家人永遠連繫在一起的——	私たち家族を繋ぐ――	우리 가족을 영원히 하나로 이어주는…	The light that binds us together, forever.						0
74	阳光。	陽光。	光を。	햇살이란다.	Like the sun.						0
75	晴，谢谢你……你是爸爸妈妈相遇后，最美好的意外。	晴，謝謝你……你是爸爸媽媽相遇後，最美好的意外。	ありがとう、晴。あなたは、私たちが出会ってからの最高の思い出。	하루, 고마워… 너는 우리가 만나서 생긴 가장 아름다운 우연이야.	Thank you, Haru... For being the most beautiful surprise we ever had.						0
76	谢谢你，让我们体会到了为人父母的幸福。	謝謝你，讓我們體會到了為人父母的幸福。	親としての幸せを教えてくれて。	부모로서 행복을 느끼게 해줘서 고마워.	Thank you for letting us know the joy of being parents.						0
77	谢谢你，继承了我们的荣耀与温柔。	謝謝你，繼承了我們的榮耀與溫柔。	私たちの栄光と優しさを受け継いでくれた。	우리의 영광과 온화함을 이어받아 줘서 고마워.	Thank you for carrying both our honor... and our tender heart.						0
78	谢谢你，一直这么坚强，即使独自一人也能照顾好自己。	謝謝你，一直這麼堅強，即使獨自一人也能照顧好自己。	そして強く、ひとりでもちゃんと生きていけるように成長してくれて。	계속 이렇게 강하게, 혼자서도 잘 지내줘서 고마워.	Thank you for staying strong, even when you had to face the world alone.						0
79	然后……最重要的是——	然後……最重要的是——	それと、一番大事なのは――	그리고… 가장 중요한 건…	And most of all...						0
80	谢谢你，来到我们身边，成为了我们最宝贵的女儿。	謝謝你，來到我們身邊，成為了我們最寶貴的女兒。	私たちの娘になってくれて、ありがとう。	우리 곁에 와 주고, 가장 소중한 딸이 되어줘서 고마워.	Thank you... for coming into our lives... for becoming our precious little girl.						0
81	爸爸妈妈……	爸爸媽媽……	父さん、母さん……	아버지… 어머니…	Mom... Dad...						0
82	我也一样，谢谢你们。	我也一樣，謝謝你們。	ありがとう。	저도 마찬가지예요, 감사합니다.	I feel the same way. Thank you.						0
83	谢谢你们，给予了我生命。	謝謝你們，給予了我生命。	自分を産んでくれて。	저에게 생명을 주셔서 감사해요.	Thank you for giving me life.						0
84	谢谢你们，教会我什么是荣耀，什么是温柔。	謝謝你們，教會我什麼是榮耀，什麼是溫柔。	栄誉と優しさを教えてくれて。	영광이 무엇이고, 온화함이 무엇인지 가르쳐 주셔서 감사해요.	Thank you for teaching me the meaning of honor... and what it means to have a tender heart.						0
85	谢谢你们，支撑起了这个家……	謝謝你們，支撐起了這個家……	家を支えてくれて……	우리 가족을 지탱해 주셔서 감사해요…	Thank you for giving me a family.						0
86	最后……谢谢你们，谢谢你们将我培养长大，让我成为了既坚强，又出色的大人！	最後……謝謝你們，謝謝你們將我培養長大，讓我成為了既堅強，又出色的大人！	育ててくれてありがとう。おかげで、強くて立派な大人になれたよ。	마지막으로… 저를 키워주시고, 강하고 훌륭한 어른으로 만들어주셔서 감사합니다!	And most of all, thank you for raising me to be someone strong... someone I can be proud to be.						0
87	所以，所以现在的我已经可以毫无遗憾地挺起胸膛。	所以，所以現在的我已經可以毫無遺憾地挺起胸膛。	だから、今の自分は胸を張って……	그래서, 그래서 이젠 후회 없이 자신 있게 어깨를 펼 수 있어요.	So now... I can stand tall, without a single regret.						0
88	说出那句一直压在我心底，在当时没能说出的道别了。	說出那句一直壓在我心底，在當時沒能說出的道別了。	あの時、言えずに心の奥に押し込めていた言葉を、ようやく言える。	그동안 마음속에 담아두었던, 그때는 하지 못했던 작별 인사를 할 수 있게 되었네요.	At last... I can finally say the words I couldn't before: Goodbye.						0
89	爸爸妈妈，谢谢你们！	爸爸媽媽，謝謝你們！	ありがとう。	아버지, 어머니, 감사합니다!	Thank you, Mom. Thank you, Dad.						0
90	你们最引以为豪的孩子，现在已经长大了！！！	你們最引以為傲的孩子，現在已經長大了！！！	誇りに思ってもらえる、立派な大人になれたよ。	여러분이 그토록 자랑스러워하시던 아이가, 이제 어른이 되었어요!!!	Your little girl... the one you were always so proud of... has grown up!!!						0
91	于是，最后的道别从“抱歉”沉淀成了“感谢”。	於是，最後的道別從「抱歉」沉澱成了「感謝」。	最後の別れの言葉は、「ごめんなさい」から「ありがとう」になり……	그렇게 마지막 작별 인사는 '사과'에서 '감사'가 되었다.	And so, her final farewell settled not on an apology, but on gratitude.						0
92	而遗憾也终将变为传承。	而遺憾也終將變為傳承。	未練も伝承へと変わった。	그리고 아쉬움마저 이어질 가치가 되었다.	And the regret she once carried was replaced by resolve. A will to live on, and to carry their light forward.						0
93	是啊……我们的晴已经长大了呢。	是啊……我們的晴已經長大了呢。	そうだな。晴はもう大人になったんだ。	그래… 우리 하루가 정말 많이 자랐구나.	Ah... our little Haru has truly grown.						0
94	所以继续前进吧——	所以繼續前進吧——	だから、進み続けるといい。	그러니 계속 전진하렴…	So go on, Haru...						0
95	向着属于你的荣耀，继续前进。\N向着属于你的幸福，继续前进。	朝著屬於你的榮耀，繼續前進。\N朝著屬於你的幸福，繼續前進。	お前の栄光と幸せを目指すんだ。	너만의 영광을 향해 계속 전진하렴.\N너만의 행복을 향해 계속 전진하렴.	Go chase the honor you deserve.\NGo find the happiness you deserve.						0
96	似乎是被人从身后推了一下肩膀，少女再次迈开了脚步。	像是被人從身後推了一下肩膀，少女再次邁開了腳步。	背中を押されたかのように、晴は再び歩き出した。	마치 누군가가 뒤에서 어깨를 밀어주듯, 소녀는 다시 발걸음을 내디뎠다.	It felt as if a warm hand rested on her shoulder, then gently pushed her forward. She began to walk again.						0
97	一股无形的力量驱使着她，穿过花丛。	一股無形的力量驅使著她，穿過花叢。	見えない力に駆られ、彼女は花の海のなかを歩き始めた。	보이지 않는 힘이 그녀를 이끌어 꽃밭을 지나게 했다.	The unseen force carried her onward, down the path of blooming flowers.						0
98	嗯，永别了……爸爸妈妈。	嗯，永別了……爸爸媽媽。	うん……さようなら。	음, 영원히 안녕… 아버지, 어머니.	...Farewell, Mom and Dad.						0
99	之后，又不知前行了多久。	之後，又不知前行了多久。	あれからどれだけ進んだのか。	그 후, 얼마나 더 걸었을까.	She didn't know how long she walked after that.						0
100	总算，少女抵达了这片花海的尽头。	總算，少女抵達了這片花海的盡頭。	晴はついに花の海を越えた。	마침내 소녀는 이 꽃밭의 끝에 이르렀다.	At last, she reached the edge of the ocean of flowers.						0
b-3											0
101	晴，我在这里哦。	晴，我在這裡喔。	晴、私はここだ	하루, 저 여기 있어요.	Haru, over here.						0
102	分析员……	分析員……	分析員……	분석가…	Adjutant...						0
103	啊，你没有受伤的吧？！	啊，你沒有受傷吧？！	あっ……ケガはないか！？	아, 다치지는 않았어?!	Ah... are you hurt!?						0
104	哈哈哈，我没事哦。	哈哈哈，我沒事喔。	ははは、私は大丈夫だよ。	하하하, 전 괜찮아요.	Haha, I'm fine.						0
105	那就好……说起来，这里是……	那就好……話說，這裡是……	それはよかった……ところで、ここは……	다행이네… 그나저나 여긴…	Good... So, this place is...?						0
106	是由我的心流内景衍生而出的“应急通道”。	是由我的心流內景衍生而出的「緊急通道」。	私の心象風景から生まれた「非常口」だ。	제 내면의 흐름에서 파생된 '비상 통로'예요.	It's an "emergency passage" created by my inner mind.						0
107	不过为了方便维持稳定，就先把大家分配到不同的起点了，但放心，道路的尽头全都指向一个位置。	不過為了方便維持穩定，就先把大家分配到不同的起點了，但放心，道路的盡頭全都指向同一個位置。	ただ、安定性を保つために、みんなをそれぞれ違う場所に配置するしかなかった。道なりに進めば、同じ場所へ辿り着けるようにしているよ。	안정성 유지를 위해 일단 모두를 다른 출발점으로 배치했지만요. 길의 끝은 모두 한곳을 향하고 있으니 걱정 말아요.	To keep it stable, I split everyone into different starting points. But don't worry, every path leads to the same destination.						0
108	此刻，宇迦应该已经在那里为我们架设好返回现实世界的“出口”。	此刻，宇迦應該已經在那裡為我們架設好返回現實世界的「出口」。	ユガはそこに、私たちが帰還するための「出口」を設けたはずだ。	지금쯤 우카가 현실 세계로 돌아갈 '출구'를 만들어놨을 거예요.	By now, YUGA should already have the "exit" back to reality waiting for us there.						0
109	是吗……	是嗎……	そうか……	그렇구나…	I see...						0
110	对了晴。	對了晴。	そういえば、晴。	아 참, 하루.	By the way, Haru...						0
111	怎么了分析员？	怎麼了，分析員？	どうかしたのか？	왜 그래, 분석가?	What is it, Adjutant?						0
112	这一次，已经好好道别了吧。	這一次，已經好好道別了吧。	今回は、ちゃんと別れを告げられたか？	이번에는 작별 인사를 잘하고 왔죠?	This time, you really said your goodbye, didn't you?						0
113	……	……	……	……	...						0
114	嗯，已经好好道别了。	嗯，已經好好道別了。	ああ。きちんと別れを告げてきた。	응, 잘하고 왔어.	Mm. I did.						0
115	说起来这里的光好像有些刺眼呢。	話說這裡的光好像有點刺眼呢。	ここの光は眩しいな。	그나저나 여긴 빛이 좀 눈 부신 것 같네요.	Feels a little too bright in here, doesn't it?						0
116	确实……好刺眼。	確實……好刺眼。	ああ……そうだな。	그러게… 정말 눈 부셔.	Yes... it's really bright.						0
117	……	……	……	……	...						0
118	已经可以哭出来了哦。	已經可以哭出來了喔。	だから、泣いていいんだよ。	이제 울어도 돼요.	It's okay to cry now, Haru.						0
119	哎？	欸？	え？	응?	Huh?						0
120	这里没有其他人，所以，已经没有必要再忍耐了。	這裡沒有其他人，所以，已經沒有必要再忍耐了。	ここにはほかに誰もいない。我慢しなくていいぞ。	여긴 다른 사람도 없으니까, 더 이상 참지 않아도 돼요.	There's no one else here. You don't have to hold it in anymore.						0
121	呜……	嗚……	うぅ……	흑…	Uhh...						0
b-4											0
122	抱紧她。	抱緊她。	彼女を強く抱きしめる。	그녀를 꼭 안아준다.	Hold her tight						0
123	对不起，让您看到我这么难堪的样子……实在是……对不起……	對不起，讓您看到我這麼難堪的樣子……實在是……對不起……	すまん、見苦しいところを……見せてしまって……	미안, 이렇게 힘든 모습을 보여서… 정말… 미안해…	I'm sorry you had to see me like this... I'm... so sorry...						0
