xxx_1307884244	A	A	A	A	A	A	A	A	A	A	A
29	对面很有可能是想利用大家的恐惧，以此来达成某种目的。	對面很有可能是想利用大家的恐懼，以此來達成某種目的。	相手はみんなの恐怖心を利用して、何らかの目的を達成しようとしている可能性が高い。	상대는 아마 모두의 두려움을 이용해서, 어떤 목적을 달성하려는 생각일 거야.	Whoever's planning the attacks is very likely feeding off people's fear for their own ulterior motive.						0
30	居然将他人的恐惧当作武器，这种人实在是……	居然將他人的恐懼當作武器，這種人實在是……	人の恐怖心を武器にするなんて……ひどい！	다른 사람의 두려움을 무기로 삼다니, 정말이지…	Using people's fear as a weapon...						0
31	太卑鄙了！	太卑鄙了！	最低！	너무 비겁하잖아!	That's just despicable!						0
32	少女狠狠地锤向身边的石柱。	少女狠狠地錘向身邊的石柱。	少女は横にある石柱を思いっきり殴った。	소녀는 옆의 돌기둥을 세게 내리쳤다.	Mia slammed her fist into the nearest stone pillar.						0
33	当尘埃散去时，柱身上赫然出现一个碗口大的凹坑。	當塵埃散去時，柱身上赫然出現一個碗口大的凹洞。	塵が散った時、柱には茶碗ほどの窪みがはっきりと残されていた。	먼지가 걷히자, 기둥에는 대접만 한 크기의 움푹 파인 자국이 선명하게 나타났다.	When the dust cleared, a dent the size of a bowl marred its surface.						0
34	这绝非人类——不，即便是半天启者也不可能拥有的怪力。	這絕非人類——不，即使是半天啟者也不可能擁有的怪力。	これは決して人間の――いや、半覚醒者でさえ持ち得ない怪力だ。	이건 인간… 아니, 하프 계시자도 가질 수 없는 괴력이다.	That kind of power was definitely not human — no, not even a half-Manifestation could possess such raw strength.						0
35	米娅缓缓地张开了自己的拳头。	米婭緩緩地張開了自己的拳頭。	ミアはゆっくりと拳を開いた。	미아는 천천히 주먹을 펼쳤다.	Mia slowly uncurled her fingers.						0
36	这一拳似乎打碎了什么无形的枷锁。	這一拳似乎打破了什麼無形的枷鎖。	この一撃が、何か見えない枷を打ち砕いたかのようだった。	그 한 방이 보이지 않는 어떤 굴레를 부숴준 것 같았다.	It felt like that punch shattered more than just stone — an invisible shackle, perhaps.						0
37	少女怔怔地望着自己留下的破坏痕迹，眼中的焦躁逐渐褪去。	少女愣愣地望著自己留下的破壞痕跡，眼中的焦躁逐漸褪去。	少女は自分が残した跡をぼんやりと見つめる。すると瞳に残っていた焦りが少しずつ消えていった。	소녀는 자신이 남긴 파괴의 흔적을 멍하니 바라보았고, 초조한 눈빛은 점차 사그라들었다.	She stared blankly at the mark she'd left behind, the panic in her eyes slowly fading.						0
38	随后，她又缓缓蜷起通红的手指。	隨後，她又緩緩蜷縮起通紅的手指。	そして、彼女は赤くなった指をゆっくりと握りしめた。	그러다가 그녀는 붉어진 손가락을 천천히 오므렸다.	Then, just as slowly, she curled her reddened fingers into a fist again.						0
39	哎……我这是……	欸……我這是……	あ……えっと……	에엥… 이게 어떻게 된 거지…	Huh... Did I just—?						0
40	取而代之的便是后知后觉的惊惶，她捂住嘴巴，踉跄着后退了半步。	取而代之的便是後知後覺的驚惶，她摀住嘴巴，踉蹌著後退了半步。	その代わり、後からじわじわと込み上げてきた驚きで、彼女は口元を覆い、よろめきながら半歩後ずさる。	뒤늦게 밀려오는 당혹감이 마음에 대신 자리 잡았다. 그녀는 입을 가린 채, 비틀거리며 반걸음 물러섰다.	The realization hit a beat late. She gasped, slapped a hand over her mouth, and stumbled back a step in alarm.						0
41	抱歉……我不是有意打碎这个的。	抱歉……我不是有意打碎這個的。	ごめん、わざと壊したんじゃ……	미안해… 일부러 부순 게 아니었어.	I'm sorry! I didn't mean to break it!						0
42	放，放心我一定会赔偿的。啊，对了！可以用我在世界树打工的薪水……	放、放心我一定會賠償的。啊，對了！可以用我在世界樹打工的薪水……	べ、弁償するから。あ、そうそう！ユグドラシルでバイトして、その給料で――	걱, 걱정 마. 꼭 물어줄 테니까. 아, 맞다! 위그드라실에서 아르바이트하면서 번 돈으로…	I—I'll pay for it, I swear! Oh — I'll use my paycheck from Yggdras—						0
43	不料话音刚落，那凹坑周遍布的蛛网纹便扩散了开来。	不料話音剛落，那凹洞周圍遍布的蛛網紋便擴散了開來。	しかし言葉が終わらないうちに、窪みの周りに広がったクモの巣状の亀裂がさらに拡大していく。	그 말이 떨어지기 무섭게, 그 구덩이 주변의 거미줄 무늬가 더 퍼져나갔다.	But before she could finish, spiderweb cracks spread from the dent.						0
44	碎石飞溅，那根在汉诺塔门前屹立了数十年的石柱，总算是迎来了自己的退休。	碎石飛濺，那根在漢諾塔門前屹立了數十年的石柱，總算是迎來了自己的退休。	石の破片が飛び散り、ハノイの塔の前で数十年も立ち続けていた石柱は、ようやく引退の時を迎えた。	자갈이 사방으로 튀어 올랐고, 하노이 타워 문 앞에서 수십 년간 자리를 지켰던 돌기둥은 마침내 은퇴를 맞이했다.	Stone fragments flew, and with one final groan, the ancient pillar that had stood sentinel before the Tower of Hanoi for decades toppled into retirement.						0
45	刚刚米娅小姐一拳打碎的柱子价值1000万通用银。	剛剛米婭小姐一拳打碎的柱子價值1000萬通用銀。	ミアさんが先ほど倒した柱は、評価額1000万シルバギボスに相当しマス。	방금 미아 아가씨가 주먹으로 부순 기둥의 가치는 1,000만 실버 코인입니다.	Miss Mia, the pillar you just destroyed was valued at 10 million SilverBucks.						0
46	那只好分期付款了……	那只好分期付款了……	うう……じゃ、リボ払いで……	그럼 할부로 해야겠네…	Then... I guess I'll be paying it off in installments...						0
47	米娅低下头，眼中失去了光芒。	米婭低下頭，眼中失去了光芒。	ミアはうつむき、瞳から光が消えた。	미아는 고개를 숙였고, 눈빛이 흐려졌다.	Mia lowered her head, the spark in her eyes dimming.						0
48	……	……	……	……	...						0
49	开个玩笑，这根柱子无需米娅小姐赔偿。	開個玩笑，這根柱子無需米婭小姐賠償。	冗談デス。ミアさんが弁償する必要はゴザイマセン。	농담입니다. 이 기둥은 미아 아가씨가 배상할 필요 없습니다.	That was a joke. Miss Mia, you needn't compensate for the pillar.						0
50	毕竟是分析员阁下指定的同行者，这根柱子就当作是那套战术套装的赠品好了。	畢竟是分析員閣下指定的同行者，這根柱子就當作是那套戰術套裝的贈品好了。	分析員さんの同行者デスから、この柱は戦術装備の付属品として処理しマショウ。	분석가님이 지정하신 동행자이니, 이 기둥은 그 전술 슈트의 사은품이라 생각하시면 되겠네요.	As the Adjutant's designated companion, consider the pillar... a complimentary that comes with the exosuit.						0
51	唔……吓死我了……不要开那么恐怖的玩笑嘛，我差点以为自己这辈子就要完蛋了。	唔……嚇死我了……不要開那麼恐怖的玩笑嘛，我差點以為自己這輩子就要完蛋了。	もー、びっくりしたよ……怖い冗談を言わないでよ、人生終了のお知らせかと思ったじゃん……	흑… 간 떨어질 뻔했잖아… 그렇게 무서운 농담은 하지 말아줄래? 여기서 내 인생이 망하는 줄 알았다고.	Phew! You almost gave me a heart attack! Don't joke about stuff like that — it's terrifying! I really thought I was done for!						0
52	说起来……米娅和那套战术套装的同步率异常的高呢。	話說……米婭和那套戰術套裝的同步率格外的高呢。	そういえば……ミアとあの戦術装備のシンクロ率、ずいぶんと高かったようだな。	그나저나… 미아와 그 전술 슈트의 싱크로율이 이상하리만치 높아.	Come to think of it... Mia's sync rate with that exosuit is unusually high.						0
53	嗯，能在这么短的时间内驾驭战术套装，这份天赋确实罕见。	嗯，能在這麼短的時間內駕馭戰術套裝，這份天賦確實很罕見。	ああ。極めて短時間で戦術装備を制御できるなんて、才能の塊だな。	네. 이렇게 짧은 시간 안에 전술 슈트를 다룰 수 있다는 건 정말 보기 드문 재능이에요.	Yeah. Adapting to it this quickly... that's a rare gift.						0
54	虽然力量控制还需要练习就是了。	雖然力量控制還需要練習就是了。	力を制御する面ではまだ練習が必要だが……	힘 조절은 연습이 더 필요하지만.	She still needed to work on her control over that strength, of course.						0
55	但不可否定，依旧是令人惊讶的表现。	但不可否定，依舊是令人驚訝的表現。	目を見張るものがあるのは間違いない。	그래도 놀라운 성과라는 건 부정할 수 없었다.	But her performance was undeniably impressive.						0
56	以这个资质，如果能顺利解除限制器的话，输出功率应该还能提升50%。	以這個資質，如果能順利解除限制器的話，輸出功率應該還能提升50%。	ここまでの潜在値を示すならば、リミッターを解除できれば、既定値の約1.5倍に達しマス。	이 정도 능력이라면, 제한 장치가 순조롭게 해제될 경우 출력 파워를 50% 더 높일 수 있을 겁니다.	With this aptitude, removing the limiter could further boost output by approximately 50%.						0
57	限制器？	限制器？	リミッター？	제한 장치?	Limiter?						0
58	嗯。	嗯。	ハイ。	네.	Yes.						0
59	宇迦说罢，便指了指米娅腿上的腿环，上面的确似乎有着几个刻度。	宇迦說完，便指了指米婭腿上的腿環，上面的確好像有著幾個刻度。	ユガはそう言いながら、ミアのふとももにはまっているリングを指差した。確かに数字のようなものが刻まれているように見える。	우카는 그렇게 말하며 미아의 다리에 끼워진 레그링을 가리켰고, 그 위에는 정말로 눈금이 몇 개 새겨져 있는 듯했다.	YUGA gestured toward the ring around Mia's leg — a device marked clearly with tiered indicators.						0
60	第一档为普通人类使用的档位，第二档则是为了适配半天启者使用的档位。	第一檔為普通人類使用的檔位，第二檔則是為了配合半天啟者所使用的檔位。	第1段階は通常の人類、第2段階は準覚醒者用のもの……	첫 번째 단계는 일반인이 사용하는 단계, 두 번째 단계는 하프 계시자에게 적합한 단계입니다.	Tier One is designed for standard human users. Tier Two is calibrated for half-Manifestations.						0
61	而第三档……	而第三檔……	第3段階は――	그리고 세 번째 단계는…	As for Tier Three...						0
62	是为天启者准备的吗？	是為天啟者準備的嗎？	覚醒者用か？	계시자를 위한 건가?	Is that for Manifestations?						0
63	并非如此，正如之前所说，第三档，是为了“制造天启者”而预留的档位。	並非如此，正如之前所說，第三檔，是為了「製造天啟者」而預留的檔位。	いえ。第3段階は「覚醒者を製造」するために用意したものデス。	아닙니다. 앞서 말씀드린 대로, '계시자를 만들기 위해' 예약된 단계입니다.	Not exactly. As I mentioned earlier, Tier Three is reserved for "developing" a Manifestation.						0
64	一旦解锁，装甲便会连通恒沙的数据中心。	一旦解鎖，裝甲便會連通恆沙的資料中心。	アンロックされた時点で、戦術装備がゴウシャのデータセンターと繋がりマス。	해제되면 전술 슈트가 항사의 데이터 센터와 연결됩니다.	Once activated, the exosuit links directly to GANGES' data center.						0
65	其算力将会与这套装甲同步，并利用信息态物质对使用者自身的神经进行强化。	其算力將會與這套組甲同步，並利用資訊態物質對使用者自身的神經進行強化。	その後、演算能力と同期され、情報体物質を利用して使用者の神経を強化しマス。	그곳의 연산이 이 전술 슈트와 동기화되어, 이념 형태 물질을 이용해 사용자의 신경을 강화합니다.	It draws on computational resources to reinforce the user's neural system using Titagen.						0
66	也就是说，是神格神经的替代品。	也就是說，是神格神經的替代品。	つまり、神格神経の代替品といったところか。	그러니까, 만트라 신경의 대체품이구나.	So it's basically a substitute for Theotropic Nerves.						0
67	正是如此。	正是如此。	その通りデス。	정확합니다.	Precisely.						0
68	这么说的话……	這麼說的話……	じゃあ……	그렇다면…	In that case...						0
69	米娅的指尖撑向腿环边缘，似乎下一秒就要发力扯动。	米婭的指尖撐向腿環邊緣，像是下一秒就要用力扯動。	ミアの指先がレッグリングの端にかかり、今まさにそれを引く寸前だった。	미아의 손끝이 레그링 가장자리에 닿았고, 금방이라도 힘을 주어 당길 것 같았다.	Mia's fingertips hovered near the ring, brushing along its edge — like she was about to give it a tug.						0
70	然而——	然而——	しかし――	하지만…	However...						0
71	嘿嘿，放心好了，分析员，你上次说的那些话我都还记得呢~	嘿嘿，放心好了，分析員，你上次說的那些話我都還記得呢~	ふふ、安心して、分析員！この前言われたことはばっちし覚えてるから！	헤헤, 걱정 마, 분석가. 지난번에 했던 말은 아직 기억하고 있다고~	Hehe~ Relax, Adjutant! I remember what you told me last time!						0
72	她却只是拍了拍裙子上的浮尘。	她卻只是拍了拍裙子上的浮塵。	彼女はスカートについた埃をぱんぱんと払っただけだった。	그녀는 그저 치마에 내려앉은 먼지만 툭툭 털어냈다.	She simply dusted off her skirt with a grin.						0
73	在能完全控制好这股力量之前，我会好好压制住自己内心的冲动的。	在能完全控制好這股力量之前，我會好好壓制住自己內心的衝動的。	力を完璧に自分のものにできるまで、ちゃんと気持ちの衝動を抑えるし！	이 힘을 완전히 제어하기 전까지는, 마음속의 충동을 잘 누르고 있을게.	Until I've got this power fully under control, I'll behave myself.						0
74	其实，你是已经偷偷试过结果发现拉不动了吧？	其實，你是已經偷偷試過結果發現拉不動了吧？	操作を試みた形跡がありマス。引っ張れずに失敗したはずデス。	사실, 이미 몰래 시도해 봤는데 안 된다는 걸 깨달은 것 아닙니까?	You already tried pulling it, didn't you? And it didn't move.						0
75	呜，被发现了……	嗚，被發現了……	うっ、バレてる……	흑, 들켰네…	Aw, busted...						0
76	为了避免使用者出现之前所说的心理畸变现象。我们追加了限制，在尚未能驾驭起能量之前，档位无法自行调整。	為了避免使用者出現之前所說的心理畸變現象。我們追加了限制，在尚未能駕馭起能量之前，檔位無法自行調整。	心理異変を起こさせないために、装備に制限を追加シマシタ。力を完全に制御できるまで、段階は変更できマセン。	앞서 언급한 사용자의 심리적 왜곡 현상을 방지하기 위해 저희가 제한을 추가했고, 에너지를 제어할 수 있기 전까지는 단계를 임의로 조절할 수 없습니다.	To prevent the mental aberrations I mentioned earlier, safeguards have been implemented. The output settings cannot be adjusted manually until the user can reliably control the energy.						0
77	呜……我已经充分认识到这点啦呜……	嗚……我已經充分認知到這點了啦嗚……	う、うう……わかってるよぉ……	흑… 그건 이미 잘 알고 있다고, 흑흑…	Yeah yeah... I know... Sorry...						0
78	总之总之，能像现在这样和大家并肩作战……我就已经很满足了！	總之總之，能像現在這樣和大家並肩作戰……我就已經很滿足了！	とにかく！こうやってみんなと一緒に戦えるだけで……もう、めっちゃ満足！	어쨌든, 지금처럼 모두와 함께 싸울 수 있다는 것만으로도… 난 정말 만족해!	Still! Just being able to fight alongside you all like this — it already means the world to me!						0
79	无论如何，你都成长了不少呢，米娅。	無論如何，你都成長了不少呢，米婭。	いずれにせよ、ずいぶん成長したな、ミア。	어쨌든, 넌 정말 많이 성장했어, 미아.	No matter how you look at it, you've come a long way, Mia.						0
b-1											0
80	揉揉米娅的脑袋。	揉揉米婭的腦袋。	ミアの頭を撫でる	미아의 머리를 쓰다듬는다.	Ruffle Mia's hair						0
81	哇呼~哇呼~被分析员夸奖啦~	哇呼~哇呼~被分析員誇獎啦~	ワフー！分析員に褒められちゃった～！	와후~ 와후~ 분석가가 칭찬해 줬다~	Wahoo~! The Adjutant praised me and gave me a headpat~!						0
82	她不由自主地晃动着脑袋，发梢随着动作轻轻摆动。	她不由自主地晃動著腦袋，髮梢隨著動作輕輕擺動。	ミアは嬉しそうに頭を揺らした。	그녀는 무의식적으로 머리를 흔들었고, 머리카락도 같이 살랑거렸다.	She wobbled her head side to side, hair swaying softly with each motion.						0
83	这阵动静引得身旁的晴投来一瞥，那双眼睛里藏着说不清的羡慕。	這陣動靜引得身旁的晴投來一瞥，那雙眼睛裡藏著說不清的羨慕。	そんな彼女を、晴は少し羨ましそうにチラリと見た。	이 소란에 옆에 있던 하루가 흘긋 쳐다보았고, 그 눈빛에는 표현 못할 부러움이 담겨 있었다.	The sight caught Haru's eye — her eyes betraying a quiet, unnameable envy.						0
84	……	……	……	……	...						0
85	晴也要吗？	晴也要嗎？	晴も撫でられたいのか？	하루도 해 줘요?	Want one too, Haru?						0
86	我，我就不用了……	我，我就不用了……	い、いや、大丈夫だ……	나, 난 됐어…	I—I'm good...						0
87	晴的声音轻得几乎听不见。	晴的聲音輕得幾乎聽不見。	晴の声は、ほとんど聞こえないほど小さかった。	하루의 목소리는 거의 들리지 않을 정도로 작았다.	Her voice barely reached above a whisper.						0
88	于是我便装作真的没听见，自顾自地伸出了另一只手搭在了她的脑门上。	於是我便裝作真的沒聽到，自顧自地伸出了另一隻手搭在了她的腦門上。	すると、私はそれが聞こえなかったフリをして、もう片方の手を彼女の頭に置いた。	그래서 나는 정말로 듣지 못한 척하며, 다른 한 손을 뻗어 그녀의 이마 위에 올려놓았다.	So I pretended not to hear — and reached out with my other hand, gently ruffling her hair too.						0
89	分……分析员？！	分……分析員？！	分……分析員！？	분… 분석가?!	A—Adjutant!?						0
90	揉揉揉……	揉揉揉……	なでなでなで……	쓰담쓰담…	Pat, pat...						0
91	唔……	嗯……	んん……	으음…	Nngh...						0
92	晴不自觉地放松下来，声音染上一丝撒娇的意味。	晴不自覺地放鬆下來，聲音染上一絲撒嬌的意味。	晴は思わず強張った体を緩めて、声もどこか甘えるようなものになった。	하루는 자기도 모르게 긴장을 풀었고, 목소리에는 살짝 애교가 섞여 들어갔다.	She loosened against my hand, her voice softening with the faintest spoiled edge.						0
93	……人类之间的互动还真是难以理解。	……人類之間的互動還真是難以理解。	……人類のふれあいというものは、本当に理解しがたいものデスね。	… 인간의 상호작용은 정말 이해하기 어렵습니다.	...Human interactions are proving rather difficult to comprehend.						0
94	短暂的休整过后，我们很快敲定了下一步行动计划。	短暫的休整過後，我們很快就敲定了下一步行動計畫。	短い休息の後、私たちはすぐに次の行動を決めた。	잠깐의 휴식 후, 우리는 빠르게 다음 행동 계획을 정했다.	After a short break, we quickly decided on our next move.						0
95	汉诺塔的停摆彻底堵死了常规进入天界乐土的途径，要想追查潜伏在那里的敌人，就必须另辟蹊径。	漢諾塔的停擺徹底堵死了正常進入天界樂土的途徑，要想追查潛伏在那裡的敵人，就必須另闢蹊徑。	ハノイの塔の停止により、通常ルートで天界楽土へ向かう道は完全に閉ざされた。そこに潜む敵を追うには、別の方法を見つけなければならない。	하노이 타워의 가동 중단으로 천계낙원으로 들어가는 일반적인 경로가 완전히 막혀버렸고, 그곳에 잠복해 있는 적을 추적하려면 다른 방법을 찾아야만 했다.	With the Tower of Hanoi down, the usual route into the Elysium was completely sealed off. If we wanted to track the enemy inside, we'd need another way in.						0
96	正巧米娅最近购置了一台民用登入装置。	剛好米婭最近購置了一台民用登入裝置。	ちょうど最近、ミアが民間用のログインデバイスを購入した。	마침 미아가 최근에 민간용 로그인 장치를 하나 구매했다.	As it happened, Mia had recently purchased a civilian-grade login device.						0
97	而在与宇迦以及猫汐尔，芙提雅确认过后，那台机器只要稍加改造，便能成为我们新的登入装置。	而在與宇迦、貓汐爾以及芙提雅確認過後，那台機器只要稍做改造，便能成為我們新的登入裝置。	ユガやマーシル、フリティアと確認したところ、それを少し改造すれば、新しいログイン装置として使えるとのことだった。	우카, 캣 시에라, 프티야와 함께 확인해 보니, 그 기계는 약간의 개조만으로도 우리의 새로운 로그인 장치가 될 수 있었다.	After consulting with YUGA, Mauxir, and Fritia, we confirmed that with a few tweaks, it could serve as a makeshift access terminal.						0
98	于是，我们便立刻动身前往米娅的公寓。	於是，我們便立刻動身前往米婭的公寓。	そこで、私たちはすぐにミアのアパートに向かった。	그래서 우리는 곧바로 미아가 사는 아파트로 향했다.	With that settled, we headed straight to Mia's apartment.						0
