xxx_828447974	A	A	A	A	A	A	A	A	A	A	A
14	盯着渐渐远离的地面，不再言语。	看著漸漸遠離的地面，不再言語。	彼女は次第に遠ざかる地面を見つめ、それ以上言葉を発さなかった。	점점 멀어지는 지면을 바라보며, 그녀는 더 이상 말을 잇지 않았다.	She looked down at the shrinking ground below, and said nothing more.						0
15	分析员阁下，趁着抵达顶层还有一段时间，能否允许我说明下新恒提罗的现状？	分析員閣下，趁著抵達頂樓還有一段時間，能否允許我說明一下新恆提羅的現狀？	分析員さん。最上階へ向かう間に、ニューガントラの現状を話してもいいデスか？	분석가님, 최상층에 도착하기까지 시간이 좀 있는데, 뉴헨틸로의 현재 상황을 좀 설명해 드려도 되겠습니까?	Mr. Adjutant, since we still have some time before reaching the top, may I brief you on the current state of New Hentiro?						0
16	请便。	請便。	ご自由にどうぞ。	그래.	Go ahead.						0
17	那么……就从之前的入侵事件说起吧。	那麼……就從之前的入侵事件說起吧。	では、最初の侵入事件からお話しシマス。	그럼… 이전의 침입 사건부터 시작하겠습니다.	Then... let us begin with the recent intrusion into the system.						0
18	她探出手指，在我们面前的空气上轻轻滑动过后，便投影出了熟悉的景象。	她探出手指，在我們面前的空氣上輕輕滑動過後，便投影出了熟悉的景象。	彼女が長袖から指を出し、私たちの前の空気を軽くなぞると、見慣れた光景が投影された。	그녀는 손가락을 내밀어 우리 앞의 공기를 살짝 쓸더니, 익숙한 광경을 투영했다.	She extended her hand and traced her fingers lightly through the air, and a familiar scene flickered to life in holographic form before us.						0
19	您初次来访时，埃达曾借助艾尔莎小姐干扰防御系统的间隙，入侵了恒沙的数据中心。	您初次來訪時，埃達曾藉助艾爾莎小姐干擾防禦系統的間隙，入侵了恆沙的資料中心。	アナタが初めて訪問した際、エッダは、エルサさんが防御システムに干渉している隙に、ゴウシャのデータセンターに侵入しマシタ。	분석가님께서 처음 방문하셨을 때, 에다는 엘사 아가씨가 방어 시스템을 교란한 틈을 타 항사의 데이터 센터에 침입했었죠.	During your first visit, Miss Erza's disruption of our defense systems created a brief opening, which Edda used to slip into GANGES' data center.						0
20	虽然当时没造成破坏，但却留下了一条无法修复的“通道”，同时一部分的用于维系歧路宇宙升级的模拟参数也被篡改了。	雖然當時沒造成破壞，但卻留下了一條無法修復的「通道」，同時一部分的用於維系歧路宇宙升級的模擬參數也被竄改了。	被害こそ受けなかったものの、修復不可の「パス」が残り、岐路宇宙のアップデート用シミュレーションデータも一部改ざんされマシタ。	당시 파괴를 일으킨 건 아니었지만, 복구 불가한 '통로'가 남게 되었고, 동시에 크로스버스 업그레이드를 유지하는 시뮬레이션 데이터도 일부 조작되었습니다.	Though the intrusion caused no immediate damage, it left an irreparable "passage." Some of the simulation parameters responsible for upgrading the Divergent Cosmos were also altered in the process.						0
21	……那这次袭击也是埃达发起的吗？	……那這次攻擊也是埃達發起的嗎？	……今回もエッダの仕業なのか？	… 그럼 이번 습격도 에다의 짓인가?	...So this most recent attack — was that Edda again?						0
22	直接原因并非如此。我们早已隔离了那些被污染的数据，监控显示埃达并未主动通过通道入侵。	直接原因並非如此。我們早已隔離了那些被汙染的資料，監控資料顯示埃達並未主動透過通道入侵。	主な原因はそうではありマセン。汚染されたデータを隔離してイマシタし、パスを使ったエッダの侵入も未確認デシタ。	직접적인 원인은 아닙니다. 저희는 이미 오염된 데이터를 격리했고, CCTV를 보면 에다는 통로를 통해 자발적으로 침입하지 않았습니다.	Not directly. We isolated the corrupted data early on, and surveillance confirms Edda made no further attempts to breach the system through that passage.						0
23	然而……	然而……	デスが……	하지만…	However...						0
24	她将视线从投影上收回，转而投向了我。	她將視線從投影上收回，轉而投向了我。	彼女は投影から視線を外し、私の方を見た。	그녀는 프로젝터에서 시선을 거두고 나를 바라보았다.	She withdrew her gaze from the hologram — and turned it toward me.						0
25	然而近期，隔离墙却被一种特殊的信息态抑制剂瓦解了。	然而近期，隔離牆卻被一種特殊的資訊態抑制劑瓦解了。	近頃、隔離するための壁が特殊な情報体抑制剤によって破壊されマシタ。	하지만 최근, 격리 장벽이 어떤 특수한 이념 형태 억제제에 의해 무너졌습니다.	More recently, the firewall was breached by a specialized Titagen inhibitor.						0
26	封闭血清吗……	封閉血清嗎……	ブロックセラムか……	폐쇄 혈청인가…	The Confinement Serum...?						0
27	在卫城学院时用于对付埃达的封闭血清，难道说是因为那条通道的存在，也影响到了恒沙？	在衛城學院時用來對付埃達的封閉血清，難道說是因為那條通道的存在，也影響到了恆沙？	アクロポリス学院でエッダに対抗するために使ったブロックセラムが、あの通路の存在のせいでゴウシャにも影響したのか？	아크로폴리스 아카데미에서 에다를 상대할 때 사용한 폐쇄 혈청이, 혹시 그 통로의 존재 때문에 항사에게도 영향을 미친 게 아닐까?	The very same serum we once used at the Academica Acropolis to suppress Edda... Could it have affected GANGES as well, via the passage?						0
28	并非如此……我们曾经解析过那种信息态抑制剂的代码，它似乎只是封闭血清的劣化版本。	並非如此……我們曾經解析過那種資訊態抑制劑的程式碼，它似乎只是封閉血清的劣化版本。	いいえ、情報体抑制剤のコードを解析しマシタが、ブロックセラムの劣化版らしきものデシタ。	아닙니다… 저희가 그 이념 형태 억제제의 코드를 분석해 봤는데, 폐쇄 혈청의 하위 버전인 것 같았습니다.	No... We analyzed its structure. It's nothing more than an inferior derivative of the Confinement Serum.						0
29	她摇了摇头，否定了我的猜测。	她搖了搖頭，否定了我的猜測。	彼女は首を横に振り、私の推測を否定した。	그녀는 고개를 저으며 내 추측을 부정했다.	She shook her head, refuting my assumption.						0
30	而抑制剂被注入的时间点，也要略早于您对埃达使用封闭血清的时间。	而抑制劑被注入的時間點，也略早於您對埃達使用封閉血清的時間。	抑制剤が注入されたのは、アナタがエッダにブロックセラムを使用された時間より、わずかに早かったようデス。	게다가 억제제가 주입된 시간은, 분석가님이 에다에게 폐쇄 혈청을 사용한 시간보다 조금 더 이른 시점이었습니다.	Moreover, the injection of this inhibitor predates your use of the Confinement Serum against Edda.						0
31	所以……	所以……	デスから……	그러니까…	Which means...						0
32	是埃达同化了优格后，利用残留于优格体内的血清，自己研发出的抑制剂吧。	是埃達同化了優格後，利用殘留於優格體內的血清，自己研發出的抑制劑吧。	エッダがヨルを同化した後、ヨルの体内に残っていたセラムを利用して自分で開発した抑制剤だろう。	에다가 요거트를 동화한 후, 요거트 체내에 남아있던 혈청을 이용해 자체 개발한 억제제라는 거군.	After assimilating Yogurt, Edda must've reverse-engineered the leftover serum traces — and created her own version.						0
33	……嗯。	……嗯。	……ハイ。	… 네.	...Correct.						0
34	她将视线再次投向了面前悬浮的投影上。	她將視線再次投向了面前懸浮的投影上。	彼女は再び目の前に浮かぶ投影に視線を戻した。	그녀는 다시 눈앞의 프로젝터를 바라보았다.	Her gaze returned to the floating hologram before us.						0
35	被篡改的数据外泄，污染了学习样本，由此引发了连锁反应……主系统，开始了不可逆转地崩溃。	被竄改的資料外洩，汙染了學習樣本，由此引發了連鎖反應……主系統，開始了不可逆轉地崩潰。	改ざんされたデータが漏洩し、学習サンプルが汚染されただけでなく、連鎖反応を引き起こし、メインシステムに、不可逆的な崩壊が生じたのデス。	조작된 데이터가 유출되어 학습 샘플을 오염시켰고, 이에 따라 연쇄 반응이 일어나서… 메인 시스템에 돌이킬 수 없는 붕괴가 일어나기 시작했습니다.	The corrupted data escaped containment, tainted our training data, and triggered a chain reaction. The core system began collapsing irreversibly.						0
36	所以在天界乐土出现的黑洞……	所以天界樂土出現的黑洞……	じゃあ、天界楽土に出た黒い渦は……	그럼 천계 낙원에 나타난 블랙홀은…	So the black holes appearing in the Elysium...						0
37	那是崩溃的具象化表现。整个歧路宇宙都出现了大大小小的黑洞。	那是崩潰的具象化表現。整個歧路宇宙都出現了大大小小的黑洞。	崩壊の実体化デス。岐路宇宙全体に様々な大きさの黒い渦が発生していマス。	구체화된 붕괴의 모습입니다. 크로스버스 전체에 크고 작은 블랙홀이 나타났죠.	They're direct indicators of the collapse. Black holes of varying sizes have begun forming throughout the Divergent Cosmos.						0
38	为了阻止污染扩散，恒沙只能选择在保留基础功能后，进入休眠状态。	為了阻止汙染擴散，恆沙只能選擇在保留基礎功能後，進入休眠狀態。	汚染の拡散を防ぐため、ゴウシャは基礎機能を維持したまま、休眠状態へ移行するほかありませんデシタ。	오염 확산을 막기 위해, 항사는 기본 기능만 유지한 채 휴면 상태에 진입할 수밖에 없었습니다.	To prevent further contamination, GANGES was forced to suspend all nonessential processes and enter dormant mode.						0
39	但污染已经无法清除了……天界乐土现在已经禁止登入了吧。	但汙染已經無法清除了……天界樂土現在已經禁止登入了吧。	でも、汚染はもう消せない……天界楽土もログイン禁止になってるし。	하지만 오염은 제거할 수 없게 됐어… 천계 낙원은 이제 로그인이 금지됐을 거고.	But the corruption can't be purged... That's why the Elysium is locked down, isn't it?						0
40	等等，那条连接着埃达的通道呢？	等等，那條連接著埃達的通道呢？	では、エッダと繋がっているパスはどうなった？	잠깐, 에다와 연결된 그 통로는?	Wait, what about the passage linked to Edda?						0
41	还请放心，虽然隔离解除，但通道仍处于监控中。埃达并未趁机入侵。	還請放心，雖然隔離解除，但通道仍處於監視中。埃達並未趁機入侵。	ご安心を。隔離は解除されマシタが、パスは依然として監視されてイマス。エッダの侵入は認められマセン。	그건 걱정 마십시오. 격리는 해제됐지만 통로는 여전히 감시 중이고, 에다도 그사이에 침입하지 않았습니다.	Rest assured. Though the firewall was breached, the passage remains under full surveillance. Edda has made no further moves.						0
42	她现在正自顾不暇，已经没余力夺取其他AI的算力了。	她現在正自顧不暇，已經沒餘力奪取其他AI的算力了。	彼女は今自分のことで手一杯で、他のAIの算力を奪う余裕なんてないはずだ。	자기 자신을 챙기느라 다른 AI의 연산을 빼앗을 여력이 없을 거야.	She's got her hands full right now. No way she'd divert bandwidth just to hijack another AI's processing core.						0
43	不过，有一点很奇怪。	不過，有一點很奇怪。	ただし、一つだけ不思議な点がある。	하지만 한 가지 이상한 점이 있는데.	That said... something doesn't add up.						0
44	我注视着投影中的黑洞，突然意识到了什么。	我注視著投影中的黑洞，突然意識到了什麼。	私は投影中の黒い渦を見つめ、ふと気づいた。	프로젝터 속의 블랙홀을 주시하던 나는 불현듯 뭔가를 깨달았다.	My eyes lingered on the black holes displayed in the hologram — and then it clicked.						0
45	问题，还是出在“信息态抑制剂”上。	問題，還是出在「資訊態抑制劑」上。	問題はやはり「情報体抑制剤」にある。	문제는, 역시 '이념 형태 억제제'에 있었다.	The key lies in the "Titagen inhibitor."						0
46	信息态抑制剂，之所以能让类似优格与埃达这类拥有情感模块的人工智能停止运作。	資訊態抑制劑，之所以能讓類似優格與埃達這類擁有情感模組的人工智慧停止運作。	情報体抑制剤が、ヨルやエッダのような感情モジュールを持つAIを停止させることができる理由は……	이념 형태 억제제가 요거트나 에다 같은 감정 모듈을 가진 인공지능의 작동을 멈출 수 있는 이유.	It shuts down AIs like Yogurt and Edda — because they have emotion modules.						0
47	正因为情感模块，是基于最初的信息态技术开发的。	正因為情感模組，是基於最初的資訊態技術開發的。	感情モジュール自体が、最初期の情報体技術を基に開発されたものだからだ。	그건 바로 감정 모듈이 최초의 이념 형태 기술을 기반으로 개발되었기 때문이야.	Those emotion modules were built atop early-stage fragmentation tech.						0
48	但恒沙为什么也会被其影响？	但恆沙為什麼也會被其影響？	なら、なぜゴウシャまでその影響を受けたんだ？	하지만 왜 항사까지 영향을 받은 걸까?	So... why would the inhibitor affect GANGES, too?						0
49	……	……	……	……	...						0
50	她垂下了眼睛。	她垂下了眼睛。	彼女は目を伏せた。	그녀는 시선을 떨구었다.	Her gaze lowered.						0
51	代理人小姐，请回答我的问题。	代理人小姐，請回答我的問題。	代理人、答えてもらおうか。	대답해 줘, 대리인 아가씨.	Miss Proxy, could you answer my question?						0
52	这便是接下来，正要说明的。	這便是接下來，正要說明的。	これより、説明いたしマス。	마침 설명해 드리려던 내용입니다.	That is precisely what I intended to explain next.						0
53	难道说恒沙也拥有人类的感情？！	難道說恆沙也擁有人類的感情？！	まさか、ゴウシャにも人の感情があるの！？	설마 항사에게도 인간의 감정이 있다는 거야?!	Wait, are you saying GANGES actually has emotions!?						0
54	并非如此……虽然信息态技术与人类意识高度关联，但卡尔帕娜女士在建造恒沙时从未想过要创作出“拥有心灵”的机械。	並非如此……雖然資訊態技術與人類意識高度綁定，但卡爾帕娜女士在建造恆沙時從未想過要創作出「擁有心靈」的機械。	いいえ……情報体技術と人類の意識には高度な繋がりがアリマスが、カルパナさんがゴウシャを設計した当時、「心を持つ機械」にする意図はアリマセンデシタ。	아닙니다… 이념 형태 기술이 인간의 의식과 깊게 연결되어 있긴 하지만, 칼파나 여사는 항사를 만들 때 '마음을 가진' 기계를 만들려고 하지 않았습니다.	Not quite. While fragmentation technology is indeed linked to human sentience, Lady Kalpana never designed GANGES to possess a "soul."						0
55	那又是……	那又是……	それって……	그렇다면…	Then why—						0
56	是数据中心吧。	是資料中心吧。	データセンターだな。	데이터 센터구나.	It's the data center, isn't it?						0
57	正因如此，它才拥有了近乎无限的容量和自适应能力，同时也不需要依赖大型实体数据中心。	正因如此，它才擁有了近乎無限的容量和自適應能力，同時也不需要依賴大型實體資料中心。	だからこそ、ゴウシャはほぼ無限の容量と自己適応能力を持ち、同時に大規模な実体データセンターにも依存しない。	그렇기에 거의 무한한 용량과 적응력을 가지고 있는 데다가, 대규모 실물 데이터 센터에 의존할 필요도 없지.	That's how GANGES achieves near-infinite capacity and real-time adaptability — without relying on large-scale physical data centers.						0
58	嗯，没错。	嗯，沒錯。	その通りデス。	네, 맞습니다.	Correct.						0
59	与埃达和卡戎不同，恒沙的数据存储模组采用了信息态模组。	與埃達和卡戎不同，恆沙的資料儲存模組採用了資訊態模組。	エッダやカローンとは異なり、ゴウシャのデータ保存モジュールには情報体モジュールが採用されていマス。	에다나 카론과는 달리, 항사의 데이터 저장 모듈은 이념 형태 모듈을 사용합니다.	Unlike Edda or Charon, GANGES uses fragmentation modules as its foundational storage architecture.						0
60	简而言之，歧路宇宙就是恒沙的数据中心，反之亦然。	簡而言之，歧路宇宙就是恆沙的資料中心，反之亦然。	要するに、岐路宇宙そのものがゴウシャのデータセンターであり、逆も然りということだな。	간단히 말하자면 크로스버스가 항사의 데이터 센터라는 거군. 그 반대도 마찬가지인 거고.	Put simply: the Divergent Cosmos is GANGES' data center — and vice versa.						0
61	不愧是分析员阁下，和恒沙评价的一样，拥有远超所有人的洞察力。	不愧是分析員閣下，和恆沙評價的一樣，擁有遠超過所有人的洞察力。	さすがデス。ゴウシャの評価通り、非常に優れた洞察力をお持ちのようデスね。	역시 분석가님이십니다. 항사가 말했던 대로 모두를 뛰어넘는 통찰력을 갖추셨군요.	Astute as ever, Mr. Adjutant — precisely as GANGES projected. Your analytical acuity ranks far above the norm.						0
62	她的眼中闪过一丝诧异后，认可了我的判断。	她的眼中閃過一絲詫異後，認可了我的判斷。	彼女は一瞬驚いた後、私の判断を認めた。	그녀가 잠시 놀란 눈빛을 보이더니, 나의 판단을 인정했다.	A flicker of surprise crossed her eyes before she offered a small nod of recognition.						0
63	过奖。	過獎。	買い被りすぎだ。	과찬이야.	You're too kind.						0
64	已抵达最高层。	已抵達最高層。	最上階に到着しました。	최상층에 도착했습니다.	You have arrived at the top floor.						0
65	伴随着一阵小小的颠簸，我们脚下的浮空板终于停止了上升。	伴隨著一陣小小的顛簸，我們腳下的浮空板終於停止了上升。	小さな揺れと共に、私たちが乗った浮遊タイルが止まった。	우리가 서 있던 공중 발판이 살짝 흔들리더니 마침내 상승을 멈췄다.	With a soft jolt, the levitating platform came to a stop.						0
66	诸位请小心脚下。	諸位請小心腳下。	足元にご注意を。	모두 발밑을 조심해 주십시오.	Please watch your step.						0
67	在代理人小姐的指引下，我们穿过了一条十余米长的狭窄走廊。	在代理人小姐的引導下，我們穿過了一條十幾公尺長的狹窄走廊。	代理人の案内で、私たちは10メートルほどの狭い廊下を通り抜けた。	대리인 아가씨의 안내에 따라, 우리는 10여 미터 길이의 좁은 복도를 지나갔다.	Following the proxy, we moved through a narrow corridor, about ten meters in length.						0
68	之后视野豁然开朗，明亮的灯光映入眼帘，面前的一片辉煌。	之後視野豁然開朗，明亮的燈光映入眼簾，眼前一片輝煌。	すると視界が開け、明るい光が目に飛び込み、一面が輝いていた。	그 후 시야가 확 트이며 눈부신 조명이 시야에 들어왔고, 눈앞이 밝게 빛났다.	At the end, the space opened up — bathed in light, a dazzling sight stretching out before us.						0
69	只是，这里似乎并非是星辉室，而更像是一个……博物馆的大厅？	只是，這裡似乎不是星輝室，而更像是一個……博物館的大廳？	しかし、ここは星輝の部屋というよりは……博物館のロビーのようだ。	다만 이곳은 별빛 공간이 아니라… 박물관 로비처럼 보였다.	But this didn't feel like the Starlight Hall. If anything, it looked more like the lobby of a museum.						0
70	各种各样的奇异物件被规整的摆放在一架架玻璃展柜中，其中既有类似小望用过的投影仪，也有拥有夸张造型的电磁武器……	各式各樣的奇異物件被整齊擺放在一架架玻璃展櫃中，其中既有類似小望用過的投影機，也有擁有誇張造型的電磁武器……	様々な奇妙な品物が整然とガラスケースの中に並べられていた。ノゾムが使ったようなプロジェクターから、過剰なデザインの電磁兵器まで並んでいた。	온갖 신기한 물건들이 정돈된 채 유리 진열장에 전시되어 있었는데, 그중에는 노조미가 사용했던 것과 비슷한 프로젝터도 있고, 우스꽝스러운 디자인의 전자기 무기도 있었다…	Rows of display cases lined the hall, holding strange and eclectic items: projectors like the one Nozomi once used, oversized electromagnetic weapons, and more.						0
71	不过几乎所有的“展品”，似乎都可以归纳为科技产品。	不過幾乎所有的「展品」，好像都可以歸納為科技產品。	ただしほとんど全ての「展示物」は、科学技術製品に分類できそうだ。	하지만 과학 기술 제품으로 분류될 수 있을 법한 '전시품'이 대부분인 듯했다.	And yet, nearly every "exhibit" seemed to fall under one theme — technology.						0
72	想必这里是用来陈列那些恒沙发明的场所吧……	想必這裡是來陳列那些恆沙發明的場所吧……	おそらくここはゴウシャの発明品を展示するための場所だろう……	이곳은 항사의 발명품들을 전시하는 공간일 것이다…	This must be where GANGES displays its creations...						0
73	星辉室还在最里面的房间，请诸位继续跟上。	星輝室還在最裡面的房間，請各位繼續跟上。	星輝の部屋は一番奥の部屋デス。ついてきてクダサイ。	별빛 공간은 가장 안쪽 방에 있습니다. 이쪽으로.	The Starlight Hall lies deeper within. This way, please.						0
74	这段路比想象中要漫长呢……	這段路比想像中還漫長呢……	思ったより遠いな……	생각했던 것보다 머네…	This walk felt longer than I expected.						0
75	我不由得仰头轻叹。	我不由得仰頭輕嘆。	私は思わず顔を上げて小さく嘆息した。	나도 모르게 고개를 들어 살며시 탄식했다.	I tilted my head back and let out a quiet sigh.						0
76	却在抬眼的瞬间，与穹顶悬挂的监控机械眼四目相对。	卻在抬眼的瞬間，與穹頂懸掛的監視器機械眼四目相對。	しかし目を上げた瞬間、天井から吊り下げられた監視カメラと目が合った。	그러다 고개를 든 순간, 천장에 매달린 CCTV와 눈이 마주쳤다.	And right then, my eyes met the gaze of a surveillance camera overhead.						0
77	刚刚，那只监控眼似乎并没有按照预定的程序锁定在我们身上，它的视野似乎……瞥向了别处？	剛剛，那個監視器眼似乎並沒有按照預定的程序鎖定在我們身上，它的視野好像……瞥向了別處？	さっき、あの監視カメラはプログラム通りに私たちを追跡するのではなく……別の方向を向いたような気がしたが？	방금 저 CCTV, 입력값대로 우리를 주시하는 대신… 잠깐 다른 곳을 보지 않았나?	Strangely, it hadn't been tracking us like it should. Its sensor... seemed locked onto something else.						0
78	直到与我对视的刹那，才猛然转回原位。	直到與我對視的剎那，才猛然轉回原位。	私と視線が合った途端、カメラは急に元の位置に戻った。	그러나 나와 눈이 마주친 순간, 급하게 원래 위치로 돌아왔다.	Only when I locked eyes with it did the camera suddenly snap back into place.						0
79	……	……	……	……	...						0
80	一丝违和感悄然爬上心头。	一絲奇怪的感覺悄悄爬上心頭。	一抹の違和感が心によぎった。	미묘한 위화감이 마음속에 파고들었다.	A subtle unease crept in.						0
81	这是……	這是……	これは……	이건…	Huh? What's this?						0
82	就在我还在思考时，米娅的声音响起。	就在我還在思考時，米婭的聲音響起。	私が考えていると、ミアの声が響いた。	생각에 잠겨 있는데, 미아의 목소리가 들려왔다.	The thought had barely settled when Mia's voice broke the quiet.						0
83	她在一个一人高的展柜前停下了脚步。	她在一個一人高的展櫃前停下了腳步。	彼女は人ほどの高さがある展示ケースの前で足を止めた。	그녀는 사람 키 높이의 어느 진열장 앞에서 발걸음을 멈췄다.	She had stopped in front of a display case, tall as a person.						0
84	猛地一看，里面的那件展品与其他充满科技感的展品对比，似乎显得格格不入。	猛地一看，裡面的那件展品與其他充滿科技感的展品對比，似乎顯得格格不入。	周りにあるテクノロジー感のあるものと比べて、中に展示されているものはかなり異質だった。	얼핏 보니 그 안에 들어있는 것은 과학 기술적인 다른 전시품들과 전혀 어울리지 않아 보였다.	At first glance, the item inside looked out of place among all the cutting-edge tech.						0
85	那是一件纯白的服装，没有任何色彩，却也不是简单的素白。	那是一件純白的服裝，沒有任何色彩，卻不是簡單的素白。	その真っ白な服に色味はないが、だからといってただ白いだけじゃない。	순백색 의상이었다. 어떤 색채도 없었지만, 그렇다고 평범한 흰색도 아니었다.	It was a pure white garment — simple in form, but far from ordinary.						0
86	然而仔细看去，在光照下，它的材质却呈现出了一种奇特的质感，如同液态金属般悄然流动。	然而仔細看去，在光照下，它的材質卻呈現出了一種奇特的質感，如同液態金屬般悄然流動。	よく見れば、光に照らされて奇妙な質感を見せていた。まるで……液体状の金属が流れているみたいだった。	하지만 자세히 보니 그것은 조명 아래에서 마치 일렁이는 액체 상태의 금속 같은 특이한 질감을 드러냈다.	Beneath the lights, the fabric shimmered with a strange, metallic sheen — as if it were flowing, quietly shifting shape.						0
87	战术套装？但设计风格和海姆达尔的不太一样。	戰術套裝？但設計風格和海姆達爾的不太一樣。	戦術装備か？ヘイムダルのデザインとはスタイルが少し違うようだが。	전술 슈트인가? 그렇다기엔 디자인 스타일이 헤임달과는 좀 다르네.	An exosuit? But that's nothing like what we use in Heimdall.						0
88	这是恒沙在参考贵司的技术后，特别设计的战术套装。	這是恆沙在參考貴公司的技術後，特別設計的戰術套裝。	これは、ゴウシャが御社の技術を参考にして、特別に設計した戦術セットデス。	항사가 귀사의 기술을 참고해 특별 설계한 전술 슈트입니다.	It's a custom design. GANGES modeled it after analyzing Heimdall's gear.						0
89	原本走在我们前面的代理人小姐也停下了脚步，回身走向了我们驻足的展柜。	原本走在我們前面的代理人小姐也停下了腳步，回頭走向了我們駐足的展櫃。	私たちの前を歩いていた代理人も足を止めて、展示ケースのほうに来た。	앞장서 걷던 대리인 아가씨가 발걸음을 멈췄고, 우리가 서 있는 진열장 쪽으로 다가왔다.	The proxy — who'd been walking ahead — paused, then turned back toward the display case where we stood.						0
90	但新恒提罗应该没有天启者吧？	但新恆提羅應該沒有天啟者吧？	だが、ニューガントラに覚醒者はいないはずだ。	하지만 뉴헨틸로에는 계시자가 없지 않나?	But there aren't any Manifestations in New Hentiro, right?						0
