xxx_1316999055	A	A	A	A	A	A	A	A	A	A	A
10	没人伤亡是不幸中的万幸。只是基础设施损毁严重，抢修起来会很麻烦。	沒人傷亡是不幸中的萬幸。只是基礎設施損毀嚴重，搶修起來會很麻煩。	幸い死傷者は出ていません……でも、インフラの被害が甚大で、修復には時間がかかりそうです。	불행 중 다행인 건 사상자가 없다는 거예요. 다만 기반 시설 피해가 심각해서 복구가 꽤 골치 아플 것 같아요.	We were lucky there were no casualties. Still, the damage to the infrastructure is extensive. Sorting it all out will take time.						0
11	她走到我面前，自然而然地依偎进我怀里。而我也感受到她身体的紧绷和疲惫。	她走到我面前，自然而然地依偎進我懷裡。而我也感受到她身體的緊繃和疲憊。	彼女は私の前まで来ると、自然な仕草で腕の中に身を預けてきた。その体に触れて、張りつめた緊張と疲労を感じ取る。	그녀가 내 앞으로 다가오더니 자연스럽게 내 품에 파고들었다. 그녀의 몸에서 느껴지는 긴장과 피로가 내게도 전해졌다.	She walked up to me and leaned into my arms, as if it were the most natural thing in the world. I could feel the tension and exhaustion in her body.						0
12	抱歉，分析员，今晚处理的事情实在是太多了，可以稍微给我充充电吗？	抱歉，分析員，今晚處理的事情實在是太多了，可以稍微讓我充充電嗎？	すみません、分析員さん……今夜はいろいろ処理して疲れてしまいました。少しこのまま、充電させてください。	죄송해요, 분석가님. 오늘 밤에 처리한 일들이 너무 많았어요. 그래서 말인데, 잠깐 충전 좀 하게 해주실래요?	Sorry, Adjutant. It's been a long night. Could I... recharge for a bit in your arms?						0
13	当然可以。	當然可以。	お疲れだね。	물론이지.	Take your time, Marian.						0
14	我们就这样静静相拥着，房间里只剩下木柴燃烧的噼啪声。	我們就這樣靜靜相擁著，房間裡只剩下木柴燃燒的噼啪聲。	私たちは静かに抱き合いながら、部屋の中には薪のぱちぱちと燃える音だけが響いていた。	우리는 그렇게 조용히 서로를 껴안았고, 방 안엔 타닥타닥 장작 타는 소리만 들렸다.	We simply held each other in silence. The only sound in the room was the soft crackle of the fire.						0
15	过了好一会，茉莉安才从我的怀中抬头。	過了好一會，茉莉安才從我的懷中抬頭。	しばらくして、マリアンはようやく私の腕から顔を上げた。	한참이 지나서야 마리안이 내 품에서 고개를 들었다.	It was a while before Marian lifted her head from my chest.						0
16	谢谢分析员，我现在觉得好多了~	謝謝分析員，我現在覺得好多了~	ありがとうございます、分析員さん。少し充電できました。	고마워요, 분석가님, 훨씬 나아진 것 같아요~	Thank you, Adjutant. I feel a lot better now.						0
17	只充这么一会电可不行，我陪你早点休息？	只充這麼一下子電可不行，我陪你早點休息？	少ししか充電できてないじゃないか。時間はまだ早いが、一緒に休もうか？	이 정도 충전으로는 부족하지. 나랑 같이 일찍 쉴까?	A recharge that short won't do for the new head of the house. How about we turn in early tonight?						0
18	可我现在一闭眼就是那些要家主确认的事项，根本睡不着呢。	但我現在一閉眼就是那些要家主確認的事項，根本睡不著呢。	でも、目を閉じると、当主として確認しなければならないことが浮かんできて、全然眠れないんです。	요즘 눈만 감으면 가주로서 확인해야 할 일들이 떠올라서 잠을 못 자겠어요.	But every time I close my eyes, my head fills up with all the things waiting for my sign-off as head. I don't think I'll be able to sleep.						0
19	这么焦虑可不行。	這麼焦慮可不行。	焦りは禁物だぞ。	그렇게 불안해하면 안 되지.	You're pushing yourself too hard.						0
20	嗯……不如，我陪茉莉安出去走走吧？呼吸呼吸新鲜空气，放空脑袋，争取晚上睡个好觉。	嗯……不如，我陪茉莉安出去走走吧？呼吸呼吸新鮮空氣，放空腦袋，讓晚上可以睡個好覺。	では、一緒に散歩でもしようか。新鮮な空気を吸って、頭を真っ白にすれば、ゆっくり寝られるようになるだろう。	음… 그럼 마리안, 나랑 같이 산책할래? 신선한 공기 마시면서 머리를 비우고, 오늘 밤에 푹 자는 거야.	Mm... how about we take a short walk? Get some fresh air, clear your head a bit. It might help you sleep tonight.						0
21	诶？可是分析员的身体……	欸？可是分析員的身體……	え？でも、分析員さんの体調はまだ……	네? 하지만 분석가님 몸이…	But... are you sure you're alright?						0
22	不用担心，我只是耗尽了身体里的泰坦物质，又不是病了、伤了。	不用擔心，我只是耗盡了身體裡的泰坦物質，又不是病了、受傷了。	心配するな、タイタン物質を使い切っただけで、病気やケガをしたわけじゃない。	걱정 마. 난 체내 타이탄 물질을 소진한 거지, 아프거나 다친 게 아니잖아.	Don't worry. I just used up my Titagen, that's all. I'm not sick or injured.						0
23	既然分析员都这么说了，那……可以陪我去一个地方吗？	既然分析員都這麼說了，那……可以陪我去一個地方嗎？	ならば……ちょっと付き合ってもらえますか？	분석가님이 그렇게 말해주신다면… 그럼 저랑 어디 좀 가주실래요?	If you're sure... then... there's somewhere I'd like to go with you.						0
24	在茉莉安的带领下，我们穿过庄园的小径，来到了庄园内部的湖泊旁。	在茉莉安的帶領下，我們穿過莊園的小徑，來到了莊園內部的湖泊旁。	マリアンに導かれ、庭園の小道を通ると、敷地内にある湖の横に来た。	마리안을 따라 우리는 장원의 작은 길을 지나 장원 내부의 호숫가에 도착했다.	Marian led me along the manor's garden paths until we reached the lake at its center.						0
25	因为这里与外海并不相连，所以没有被冰封波及。湖中星星造型的小彩灯散发着温暖的光，随着荡漾的水波跳动。	因為這裡與外海並不相連，所以沒有被冰封波及。湖中星星造型的小彩燈散發著溫暖的光，隨著蕩漾的水波跳動。	この湖は外海と繋がっていないため凍っていなかった。その湖の上では星の形をした照明が暖かい光を放ち、水と共に揺れていた。	이곳은 외해와 연결되지 않아서 얼음에 갇히지 않았고, 호수 속 별 모양의 작은 조명들이 따뜻한 빛을 발하며 물결에 따라 출렁였다.	Isolated from the open sea, the lake remained unfrozen. Tiny, star-shaped lights floated across the surface, glowing softly as they swayed with the ripples.						0
26	而湖畔旁恰好停着一艘刚朵拉，显然这一切都是被人精心布置好的。	而湖畔旁恰好停著一艘剛朵拉，顯然這一切都是被人精心佈置好的。	湖畔にはちょうど一艘のゴンドラが停められていた。どう見ても、誰かが入念に用意した段取りだ。	그리고 호숫가엔 마침 곤돌라 한 척이 정박해 있었는데, 누군가 세심하게 준비해 둔 게 분명했다.	A gondola waited quietly by the shore. It was clear that everything here had been arranged with care.						0
27	分析员还没有试过在晚上乘坐刚朵拉吧？	分析員還沒有試過在晚上乘坐剛朵拉吧？	分析員さん、まだ夜中にゴンドラに乗ったことはなかったですよね？	분석가님, 아직 밤에 곤돌라 타본 적 없으시죠?	You've never taken a gondola out at night before, have you, Adjutant?						0
28	要不要试试看呢？	要不要試試看呢？	試してみませんか？	한번 타보실래요?	Would you like to give it a try?						0
29	少女羞涩地笑了，即使夜色朦胧，也能看到她的脸颊正微微泛红。	少女羞澀地笑了，即使夜色朦朧，也能看到她的臉頰正微微泛紅。	マリアンは恥ずかしそうに笑った。薄暗い夜でも、彼女の頬が微かに赤くなったのがわかる。	소녀가 수줍게 웃었다. 어둠 속에서도 그녀의 볼이 살짝 붉어진 게 보였다.	She smiled, a little shy. Even in the dim night light, the faint blush on her cheeks was easy to see.						0
30	我其实已将少女的心思猜了个七八分，但此刻也装作不知，和她一起踏上了那条小船。	我其實已將少女的心思猜了個七八分，但此刻也裝作不知，和她一起踏上了那艘小船。	彼女が何を考えているのかは、だいたい察しがついていた。それでも私は知らないふりをして、彼女とともに小舟へと乗り込んだ。	사실 난 이미 소녀의 마음을 알아챘지만, 모르는 척하며 그녀와 함께 작은 배에 올랐다.	I had already guessed most of what was on her mind. Still, I pretended not to notice and stepped onto the gondola with her.						0
31	刚朵拉缓缓驶离岸边，晃晃悠悠地向湖心荡去。	剛朵拉緩緩駛離岸邊，晃晃悠悠地向湖心蕩去。	ゴンドラはゆっくりと岸を離れ、湖の中心へ向かう。	곤돌라가 천천히 뭍을 떠나 흔들거리며 호수 중심을 향해 나아갔다.	The boat drifted away from the shore, rocking gently as it carried us toward the center of the lake.						0
32	船行至湖泊中央时，庄园的灯火都恰好倒映在了水面上，光影交错，如梦似幻。	船行至湖泊中央時，莊園的燈火都恰好倒映在了水面上，光影交錯，如夢似幻。	中央に差しかかると、屋敷の灯りが水面に揺らめき、光と影が夢幻のような光景を描き出していた。	배가 호수 한가운데 이르자, 장원의 불빛들이 마침 수면에 비쳐 빛과 그림자가 교차하며 꿈같은 풍경을 만들어냈다.	When we reached the center, the manor's lights spread across the water in shimmering reflections, weaving together into something almost dreamlike.						0
33	茉莉安安静地伏在我的膝上，侧过脸望着水面上摇曳的金色。	茉莉安安靜地伏在我的膝上，側過臉望著水面上搖曳的金色。	マリアンは静かに私の太ももに伏せて、顔を背けて水面に揺れる金色を見つめた。	마리안이 조용히 내 무릎에 엎드리더니 고개를 돌려 수면 위에서 흔들리는 금빛을 바라보았다.	Marian rested quietly against my lap, turning her face to watch the golden lights wavering across the surface.						0
34	是有什么话想对我说吗？	是有什麼話想對我說嗎？	何か言いたいことがあるのか？	나한테 하고 싶은 말 있어?	Is there something on your mind, Marian?						0
35	真是什么都瞒不过分析员呢。	真是什麼都瞞不過分析員呢。	やっぱり分析員さんはごまかせませんね。	역시 분석가님한텐 숨길 수가 없네요.	There really is nothing I can hide from you, Adjutant.						0
36	这些布置，也不过是一个小时前才匆忙完成的。	這些佈置，也不過是一個小時前才匆忙完成的。	ここの飾り付けは、一時間前に急いで完成させたものなんです。	이것도 한 시간 전에 겨우 급하게 준비한 거예요.	All of this... I only finished arranging it about an hour ago.						0
37	本来想等分析员身体完全恢复之后，再带您来这里。果然，我还是太沉不住气了呢……	本來想等分析員身體完全恢復之後，再帶您來這裡。果然，我還是太沉不住氣了呢……	本当は分析員さんの調子が戻ってから、ここへ案内するつもりでしたが……私には待ちきれませんでした。	원래는 분석가님이 완전히 회복된 후에 같이 오려고 했는데. 아무래도 참을 수가 없었어요…	I meant to bring you here after you'd fully recovered. But I couldn't bring myself to wait any longer...						0
38	可有些话，就是想迫不及待地告诉分析员。	但有些話，就是想迫不及待地告訴分析員。	分析員さんに、どうしても早く伝えたいことがあるんです。	도저히 기다릴 수가 없어서요. 분석가님께 꼭 전하고 싶은 말들이 있거든요.	There's something I just couldn't wait to tell you.						0
39	少女缓缓支起身子，从口袋中取出一个精致的丝绒小盒。然后手微微颤抖着，郑重地将盒子打开。	少女緩緩撐起身體，從口袋中取出一個精緻的絲絨小盒。然後手微微顫抖著，鄭重地將盒子打開。	マリアンはゆっくりと体を起こし、ポケットからきれいな小箱を取り出すと、慎重に箱を開けた。	소녀가 천천히 몸을 일으키며 주머니에서 정교한 벨벳 작은 상자를 꺼냈다. 그러고는 살짝 떨리는 손으로 조심스럽게 상자를 열었다.	She slowly sat up and took a small velvet box from her pocket. Her fingers trembled slightly as she opened it with deliberate care.						0
40	盒中躺着一枚银色的戒指，上面镶嵌着一颗纯黑的玛瑙，颜色比现在的夜空更为深邃。	盒中躺著一枚銀色的戒指，上面鑲嵌著一顆純黑的瑪瑙，顏色比現在的夜空更為深邃。	中には、夜空よりも深い黒色のメノウをあしらった銀色の指輪が収められている。	상자 안에는 지금의 밤하늘보다 더 깊은 순흑색의 마노가 박힌 은색 반지가 놓여 있었다.	Inside lay a silver ring set with a jet-black onyx, its color deeper than the night sky above us.						0
41	这是安德烈奥蒂家族，代代相传的家主信物。	這是安德烈奧蒂家族，代代相傳的家主信物。	これは、アンドレオッチ家に代々伝わる当主の証です。	이건 안드레오티 가문에 대대로 내려오는 가주의 증표예요.	This is an heirloom of the Andreotti family, passed down from one head of the house to the next.						0
42	上面的黑色玛瑙，象征着“不可动摇，坚若磐石”的家训。	上面的黑色瑪瑙，象徵著「不可動搖，堅若磐石」的家訓。	黒いメノウは、「ゆるぎない、磐石のごとく」という家訓を表しています。	검은 마노는 '흔들리지 않고, 반석같이 견고하다'라는 가훈을 상징해요.	The black onyx represents our family's creed: Unmoved. Unbroken.						0
43	现在，我自认为已经成长为能够与您并肩而立的伴侣。	現在，我自認為已經成長為能夠與您並肩而立的伴侶。	今の私は、あなたと肩を並べられるくらい、成長できたと思っています。	지금의 저는 당신과 어깨를 나란히 할 수 있는 동반자로 성장했다고 생각해요.	And now... I feel like I've finally grown into someone worthy of standing by your side, as your partner.						0
44	所以，在我们的恒约仪式正式举行之前，我想以现在的身份、全新的姿态，向您郑重发起恒约请求。	所以，在我們的恆約儀式正式舉行之前，我想以現在的身分、全新的姿態，向您鄭重發起恆約請求。	なので、誓約の儀式が正式に始まる前に、今の立場と新しい姿で、改めてあなたに誓約を申し込みたいのです。	그래서 우리의 언약 의식이 정식으로 거행되기 전에, 지금의 신분과 새로운 모습으로 정중히 언약을 청하고 싶어요.	So... before the Covenant ceremony is officially held, I wanted to come to you as I am now... and ask you properly.						0
45	这枚代表家主位置的信物、它承载的誓言，还有茉莉安本身……	這枚代表家主位置的信物、它承載的誓言，還有茉莉安本身……	この当主の座を意味する証や、証に込められた誓い、それから私、マリアン自身を……	가주의 지위를 상징하는 이 증표, 그것에 담긴 맹세, 그리고 마리안 저 자신까지…	This heirloom of the house... the vow it carries... and everything I am...						0
46	我想把这些都交付予您，与您相守一生。	我想把這些都交付予您，與您相守一生。	すべてをあなたに託し、あなたと共に生きていきたいです。	이 모든 걸 당신에게 맡기고, 평생을 함께하고 싶어요.	I want to entrust all of it to you, and remain by your side for the rest of my life.						0
47	少女脸上的绯色渐渐晕开，在深吸一口气后，她颤抖着问出了那个最重要的问题。	少女臉上的緋色漸漸暈開，在深吸一口氣後，她顫抖著問出了那個最重要的問題。	彼女の頬に差した紅が、じわりと広がっていった。深く息を吸い込むと、彼女は震える声で、胸にしまっていた問いを口にした。	소녀의 얼굴에 붉은 기운이 점점 번졌고, 그녀는 깊게 숨을 들이마신 후 떨리는 목소리로 가장 중요한 질문을 꺼냈다.	The blush on her cheeks deepened, spreading across her face. She took a steady breath, then asked, her voice trembling, the question that mattered most.						0
48	playername，你愿意和我恒约，携手共度往后的岁月吗？	playername，你願意和我恆約，攜手共度往後的歲月嗎？	playernameさん、私と誓約を結び、これからの人生を共に歩いてくれますか？	playername 님, 저와 언약을 맺고, 앞으로의 세월을 함께 해주실래요?	playername... will you seal a Covenant with me, and walk the years ahead by my side?						0
b-1											0
49	我愿意	我願意	もちろんだ	좋아	I will.						0
50	在我说完之后，少女的眼中泛起点点泪光，如同现在映着灯火的湖面。	在我說完之後，少女的眼中泛起點點淚光，如同現在映著燈火的湖面。	そう答えると、彼女は瞳を濡らした。輝くその目は今の湖のように美しい。	내가 대답하자 소녀의 눈에 눈물이 맺혔고, 그것은 마치 불빛이 비치는 지금의 호수 같았다.	As soon as I answered, tears shimmered in her eyes, like the lights dancing across the lake.						0
51	可以……再说一遍吗？	可以……再說一遍嗎？	もう一度……言ってくれますか？	한 번 더… 말해줄 수 있어요?	Could you... say it again?						0
52	说多少遍都没问题。	說多少遍都沒問題。	何度でも言うよ。	몇 번이라도 더 말해줄 수 있어.	As many times as you want.						0
53	我愿意，愿意和茉莉安恒约，也愿意和你共度余生。	我願意，願意和茉莉安恆約，也願意和你共度餘生。	君と誓約を結び、共に人生を歩みたい。	좋아. 마리안과 언약을 맺고 싶어. 그리고 너와 평생 함께할게.	I will, Marian. I want to enter that Covenant with you, and walk all the years ahead by your side.						0
54	她微微仰起身，一只手轻抚我的脸颊，另一只手则攥紧了我的衣服，缓缓吻了上来。	她微微仰起身，一隻手輕撫我的臉頰，另一隻手則抓緊了我的衣服，緩緩吻了上來。	彼女はそっと顔を上げ、片手で私の頬に触れた。もう一方の手は不安げに私の服を握りしめたまま、ゆっくりと唇を寄せてきた。	그녀가 살짝 몸을 일으키며 한 손으론 내 볼을 쓰다듬고, 다른 손으론 내 옷을 꽉 움켜쥐더니 천천히 입을 맞췄다.	She lifted herself slightly, one hand brushing my cheek while the other clutching my shirt, then leaned in and kissed me.						0
55	在试探几次后，吻逐渐加重，变得湿濡绵长，直到无法呼吸了，才不得不喘息着分开。	在試探幾次後，吻逐漸加重，變得濕潤綿長，直到無法呼吸了，才不得不喘息著分開。	探るような軽い口づけを重ねるうちに、ふたりの距離は自然と深まっていった。呼吸を整えられなくなると、そっと唇を離した。	몇 번의 탐색 이후 점점 깊어진 키스는 촉촉하고 길게 이어졌고, 숨이 막힐 때까지 계속되다가 결국 숨을 헐떡이며 떨어졌다.	The kiss began tentatively, then slowly deepened, growing warm and lingering until we had to part for breath.						0
56	刚才还说累，现在又这么有精神了？待会还要不要早睡了？	剛才還說累，現在又這麼有精神了？等一下還要不要早睡了？	疲れたと言っていたのに、元気じゃないか。早く寝る約束はどうするんだ？	아까는 피곤하다더니 지금은 또 기운이 넘치네? 이따 일찍 잘 거야?	You said you were exhausted just now. You don't seem it anymore. Weren't we going to turn in early?						0
57	分析员刚才不是说过，我得在入睡前“放空脑袋”吗？	分析員剛才不是說過，我得在入睡前「放空腦袋」嗎？	分析員さん、先ほど寝る前に、頭を真っ白にしろとおっしゃっていましたよね？	아까 분석가님이 잠들기 전에 '머리를 비워야' 한다면서요?	Didn't you just say I needed to "clear my head" before sleeping?						0
58	您有办法让我什么都不去想的，对吧？	您有辦法讓我什麼都不去想的，對吧？	私の頭を真っ白にできる方法は……ご存知のはずでしょ？	당신한테는 제가 아무 생각도 하지 않게 할 방법이 있잖아요, 그렇죠?	You know how to make me stop thinking altogether... don't you?						0
59	茉莉安勾了勾唇角，那笑容带着七分期待三分挑衅。然后她身体狠狠一侧，就让小船失去了平衡。	茉莉安勾了勾唇角，那笑容帶著七分期待三分挑逗。然後她身體狠狠一側，就讓小船失去了平衡。	マリアンは唇の端に、かすかな笑みを浮かべた。そこには期待と挑発が浮かんでいた。次の瞬間、彼女が身を翻し、小舟は大きく揺れた。	마리안이 입꼬리를 살짝 올렸다. 그 미소에는 기대와 도발이 적절히 섞여 있었다. 그러더니 몸을 한쪽으로 홱 기울여 작은 배의 균형을 무너뜨렸다.	Marian's lips curled into a smile, full of longing with just a hint of challenge. Then she shifted her weight sharply to one side, sending the gondola lurching off balance.						0
60	刺骨的寒意瞬间袭来。在这样的环境下，对温暖的渴求压倒了一切。	刺骨的寒意瞬間襲來。在這樣的環境下，對溫暖的渴求壓倒了一切。	骨の髄まで凍りつくような寒さが、瞬く間に身を包んだ。この環境では、ただ温もりを求める気持ちだけがすべてを支配していく。	살을 에는 듯한 한기가 순식간에 몰려왔고, 따뜻함에 대한 갈망이 모든 것을 압도했다.	The icy water swallowed us in an instant, the cold biting deep. In a moment like that, the desperation to seek warmth was impossible to ignore.						0
61	但少女没有急着索求，因为她真正想要的是被“爱”完全掌控的感觉。	但少女沒有急著索求，因為她真正想要的是被「愛」完全掌控的感覺。	しかし少女はすぐに求めようとはしなかった。彼女が本当に望んでいたのは、「愛」にそっと包まれ、その想いに身を委ねるような感覚だった。	하지만 소녀는 서두르지 않았다. 그녀가 진정으로 원하는 건 '사랑'에 완전히 지배당하는 느낌이었으니까.	Yet she didn't reach for it right away. Because what she truly wanted was to be completely claimed by "love".						0
62	她可以不用思考，不用决断，只需要将一切交给我，这个世界她唯一想要臣服的人。	她可以不用思考，不用決斷，只需要將一切交給我，這個世界她唯一想要臣服的人。	彼女にはもう思考も決断もいらない。すべてを心の底から頼りたいと思える私に任せればよかった。	생각하거나 판단할 필요도 없이, 그저 모든 걸 맡기면 된다. 이 세상에서 그녀가 유일하게 복종하고 싶은 사람인 나에게.	She no longer needed to think, decide, or sign off on anything. All she had to do was give herself entirely to the one person she wanted to surrender to.						0
63	然后顺从、解脱、迎来快乐。	然後順從、解脫、迎來快樂。	従順になり、すべてから解き放たれ、快楽を迎えるのだ。	순종하고, 해방되어, 맞이하는 쾌락.	She would yield, and then would come the sweet release... and that overwhelming rush of pleasure.						0
64	主导着一切的我，用热意填满了少女身体的每一处。	主導著一切的我，用熱意填滿了少女身體的每一處。	主導権を握った私は、その熱を彼女の全身へと静かに広げていった。	모든 걸 주도하는 나는 소녀의 몸 구석구석을 뜨겁게 채웠다.	Sensing her intention, I took the lead and drew her into my arms, filling her to the brim with the warmth she'd been waiting for.						0
65	冰冷与炽热的碰撞，让她猛烈地颤抖起来，身体不受控制地产生了逃跑的想法。	冰冷與熾熱的碰撞，讓她猛烈地顫抖起來，身體不受控制地产生了逃跑的想法。	冷たさと灼熱がぶつかると、彼女は激しく震え上がり、思わず逃げようとした。	차가움과 뜨거움이 충돌하며 그녀는 격하게 전율했고, 몸은 본능적으로 도망치려 했다.	The shock of cold and heat colliding sent a tremor through her. Her body tensed on instinct and started to curl.						0
66	我将她紧紧禁锢在怀中，连浮上水面呼吸的机会都不给。	我將她緊緊禁錮在懷中，連浮上水面呼吸的機會都給不了。	そんな彼女をぎゅっと抱きしめ、水から顔を出して、呼吸することも許さなかった。	나는 그녀를 품에 단단히 가둬, 수면 위로 올라가 숨 쉴 기회조차 주지 않았다.	I held her tightly, keeping her anchored in my arms, not even letting her rise for air.						0
67	快要窒息时，每一个动作都变得缓慢而清晰，每一点接触都被无限放大。	快要窒息時，每一個動作都變得緩慢而清晰，每一點接觸都被無限放大。	窒息しそうになったとき、どんな動きもゆっくりでわかりやすくなり、どんな触れ合いもはっきりと伝わってくる。	질식할 것 같은 순간, 모든 동작이 느리고 선명해지며, 모든 접촉이 끝없이 증폭됐다.	As the air thinned in our lungs, time itself seemed to slow. Every sensation heightened, every touch sharpening into something vividly intense.						0
68	因为在水中无法叫喊，所有的情绪都只能积蓄在身体里，一波又一波地撞击着少女的意识。	因為在水中無法叫喊，所有的情緒都只能積蓄在身體裡，一波又一波地撞擊著少女的意識。	水の中では声を上げられず、閉じ込められた感情は膨れ上がり、彼女の意識を何度も激しく揺さぶった。	물속에서는 소리칠 수 없었기에, 모든 감정은 몸속에 쌓이며 소녀의 의식을 파도처럼 계속 때렸다.	She couldn't cry out beneath the water. All the emotions she'd been holding back had nowhere to go. Again and again they crashed against the depths of her mind, relentless, overwhelming, all-consuming.						0
69	直到她的眼神变得迷离恍惚。	直到她的眼神變得迷離恍惚。	彼女の目が虚ろになるまで。	그녀의 눈빛이 몽롱하고 황홀해질 때까지.	Until her gaze turned hazy and unfocused.						0
70	直到她脑中的杂念都消散殆尽。	直到她腦中的雜念都消散殆盡。	頭の中の雑念が消え去るまで。	머릿속의 잡념이 모두 사라질 때까지.	Until every stray thought finally crumbled away.						0
71	等我们两个湿漉漉地回到房间时，便迎上了安卡希雅吃惊的目光。	等我們兩個濕漉漉地回到房間時，便迎上了安卡希雅吃驚的目光。	びしょ濡れのまま部屋へ戻ると、アカシアが目を丸くして私たちを見た。	흠뻑 젖어 방으로 돌아온 우리는 아카시아의 놀란 시선과 마주쳤다.	When we finally made it back to the room, dripping wet, Acacia was there, staring at us in shock.						0
72	你们两个怎么成落汤鸡了？	你們兩個怎麼變成落湯雞了？	二人とも、なんでずぶ濡れなの！	두 사람, 왜 물에 빠진 생쥐가 됐어?	What happened to you two? You look like a pair of drowned cats!						0
73	呵呵~怎么说呢，就是不小心和分析员一起掉到湖里了呢。	呵呵~怎麼說呢，就是不小心和分析員一起掉到湖裡了呢。	ふふ……分析員さんと一緒に湖に落ちちゃいました。	헤헤~ 그게, 실수로 분석가님과 같이 호수에 빠졌어요.	Well~ Let's just say... we might've fallen into the lake together.						0
74	安卡希雅皱了皱眉头，有些怀疑这奇怪的说辞，尤其是看到茉莉安脸上那掩饰不住的欣喜表情后。	安卡希雅皺了皺眉頭，有些懷疑這奇怪的說辭，尤其是看到茉莉安臉上那掩飾不住的欣喜表情後。	アカシアは眉をしかめて、疑うような目を私と、どこかうれしそうなマリアンに向けた。	아카시아가 미간을 찌푸리며 이상한 변명을 의심했다. 특히 마리안의 얼굴에서 감춰지지 않는 기쁨을 본 후에는 더더욱.	Acacia frowned, clearly unconvinced, especially after catching the smug, satisfied little smile Marian was failing to hide.						0
