xxx_3412841009	A	A	A	A	A	A	A	A	A	A	A
10	那部分头发呈现出更深的黑色，手感又硬又糙，最可怕的是它们形成了诡异的弧度，看上去就像不听话的触手。	那部分頭髮呈現出更深的黑色，手感又硬又粗糙，最可怕的是它們形成了詭異的弧度，看上去就像不聽話的觸手。	焦げた髪はチリチリになり、まるで言うことを聞かない触手のようになっていた。	더 짙은 검은색으로 변한 그 부분의 머리카락은 촉감이 딱딱하고 거칠었다. 가장 끔찍한 건 마치 말을 안 듣는 촉수처럼 기괴한 곡선을 이루고 있다는 것이었다.	That bit of hair had gone stiff, darker, scratchy to the touch... and worst of all, it had curled itself into a strange little hook, poking out like a tiny, rebellious tentacle.						0
11	抱歉，分析员，我是准备给你做个罗森兰最时尚的发型来着。	抱歉，分析員，我是準備幫你做個羅森蘭最時尚的髮型來著。	ごめんね、分析員。ローズランで一番流行ってる髪型にしてあげたかったのに。	미안해, 분석가. 로젠란에서 가장 유행하는 헤어스타일을 만들어 주려고 했는데.	Sorry, Adjutant. I was trying to give you the most fashionable hairstyle in Luchellan.						0
12	要不还是别折腾了？也没人会在乎我是不是最时尚的吧？	要不然還是別折騰了？也沒人會在乎我是不是最時尚的吧？	もうやめておこうか？私がおしゃれかどうかなんて、気にする人はいないだろうし。	적당히 하는 게 어때? 내 스타일이 얼마나 트렌디한지는 아무도 신경 안 쓸 거야.	How about we just stop here? I doubt anyone will care if I'm the most fashionable.						0
13	怎么能这么说呢，你可是我们安德烈奥蒂家未来的女婿，明天一定得帅帅地亮相才行。	怎麼能這麼說呢，你可是我們安德烈奧蒂家未來的女婿，明天一定得帥帥地亮相才行。	ダメダメ～、あなたはアンドレオッチ家の未来の婿なんだから、明日はビシッと格好よーく登場してもらわないと。	그게 무슨 소리야? 곧 우리 안드레오티 가문의 사위가 될 사람인데, 내일 꼭 멋지게 등장해야지.	Hey, that's not true! As the future son-in-law of the Andreotti family, you've got to look your sharpest tomorrow.						0
14	是吗？我怎么觉得自己离这个描述越来越远了。	是嗎？我怎麼覺得自己離這個描述越來越遠了。	そうかな？カッコよさから、どんどん遠ざかっている気がするけど。	그런가? 하지만 그 묘사에서 점점 멀어지는 것 같은데.	Is that so? I'm not convinced your tools agree with that plan.						0
15	嗯，让我想想……或许拿点发胶过来还能救一救。	嗯，讓我想想……或許拿點髮膠過來還能救一救。	そうねえ……ヘアワックスがあれば、なんとかなるんじゃないかしら。	음, 생각을 좀 해볼게… 헤어스프레이를 좀 써보면 살릴 수 있을지도 몰라.	Hmm... maybe I can salvage it with some hair gel.						0
16	发胶的事先放一放，玛德琳，你是有什么心事吗？	髮膠的事先放一放，瑪德琳，你是有什麼心事嗎？	ヘアワックスのことはひとまず置いておこう。ところでマデリン、考え事でもしているのかい？	일단 헤어스프레이는 됐고, 마들렌, 무슨 고민이라도 있어?	Let's not bring hair gel into this yet. Madeleine, you've been a bit distracted. Is something on your mind?						0
17	听到我这么说，安卡希雅也不再看图册，抬起头将目光投了过来。	聽到我這麼說，安卡希雅也不再看圖冊，抬起頭將目光投了過來。	それを聞くと、アカシアもカタログを読むのをやめて、顔を上げてこちらを見た。	내 말에 아카시아도 도안에서 눈을 떼고 고개를 들어 시선을 이쪽으로 돌렸다.	Hearing that, Acacia lifted her eyes from the pamphlet, her attention settling on us.						0
18	玛德琳看上去有些心虚，尴尬地笑了笑，眼神开始飘忽不定。	瑪德琳看上去有點心虛，尷尬地笑了笑，眼神開始飄忽不定。	マデリンは気まずそうに笑い、視線をそわそわとさまよわせた。	마들렌은 찔린 듯 조금 어색하게 웃었고, 눈동자가 이리저리 흔들리기 시작했다.	Madeleine let out a small, awkward laugh and glanced away.						0
19	诶？我能有什么心事。	欸？我能有什麼心事。	え？考え事なんか……してないわよ。	어? 고민은 무슨.	Hm? Nah, nothing's on my mind.						0
20	还不是仪式实在定得太仓促了，这么多事情我忙不过来，才会有些走神。	還不是儀式實在是定得太倉促了，這麼多事情我忙不過來，才會有些走神。	あなたとマリアンの誓約が急に決まったせいで、あれこれ忙しかったから。ちょっとぼーっとしただけよ。	의식이 너무 급작스럽게 정해지다 보니 처리할 일이 너무 많아 정신이 없어서 그래.	I'm just... a bit scattered, that's all. The announcement came so suddenly, and there's so much to prepare.						0
21	总之，我再去拿点发胶过来救一救吧！	總之，我再去拿點髮膠過來救一救吧！	とりあえず、ヘアワックスを持ってくるわね！	어쨌든, 헤어스프레이 좀 더 가져와서 어떻게든 살려볼게!	Anyway! I—I'll go grab some hair gel and see if I can fix this!						0
22	还没等我说完，玛德琳就风风火火地冲了出去。几秒钟后，她清脆又响亮的声音就从庭院清晰地传了回来。	還沒等我說完，瑪德琳就迅速地衝了出去。幾秒鐘後，她清脆又響亮的聲音就從庭院清晰地傳了回來。	私が言い終わらないうちに、マデリンは嵐のように部屋から出ていった。数秒後、彼女の澄み渡る声が庭からはっきりと聞こえてきた。	내가 말을 끝내기도 전에 마들렌은 허겁지겁 뛰쳐나갔다. 몇 초 후, 그녀의 맑고 우렁찬 목소리가 정원에서 선명하게 들려왔다.	Before I could press her, she had already darted out of the room. A moment later, her bright voice carried from the courtyard below.						0
23	你，去把家里的发胶都找来，越贵越好。	你，去把家裡的髮膠都找來，越貴越好。	そこのあなた！家中のヘアワックスを集めて来てちょうだい。高価なものであればあるほどいいわ！	너, 집에 있는 헤어스프레이 전부 가져와. 비싼 거일수록 좋아.	You — fetch every can of hair gel in this house. Start with the premium ones!						0
24	你们，再去备二十套西装。	你們，再去備二十套西裝。	そしてあなたたちは、スーツを20着用意して。	너희들은 정장 스무 벌 더 준비해.	And you two — bring up twenty more suits.						0
25	都给我打起十二分的精神！明天的仪式绝对不能出一点问题。	都給我打起十二分的精神！明天的儀式絕對不能出一點問題。	気合入れていきましょう！明日の儀式はどんなミスも許されないわよ！	모두 정신 바짝 차려! 내일 의식에선 한 치의 실수도 있으면 안 돼.	All of you — give it everything you've got! Not a single thing can go wrong tomorrow!						0
26	是！小姐！	是！小姐！	承知しました、マデリン様！	네! 아가씨!	Yes, Miss Madeleine!						0
27	过了好一阵，外面的喧闹才渐渐平息下来，安卡希雅也终于忍耐不住，噗嗤一声笑了出来。	過了好一陣，外面的喧鬧才漸漸平息下來，安卡希雅也終於忍耐不住，噗嗤一聲笑了出來。	しばらくして、外の喧騒が静まり、アカシアは耐えられなくなり、くすっと笑った。	한참이 지나서야 밖의 소란이 점차 잦아들었고, 아카시아도 끝내 참지 못하고 풉 하고 웃음을 터뜨렸다.	After a long while, the noise outside finally died down. And the moment it did, Acacia let out a laugh she'd clearly been holding in.						0
28	哈哈哈哈。	哈哈哈哈。	あははは。	하하하하.	Ahahaha...						0
29	笑什么？	笑什麼？	何がおかしいんだ？	왜 웃어?	What's so funny?						0
30	没想到世界树的大英雄也会有被这么折腾的一天。	沒想到世界樹的大英雄也會有被這樣折騰的一天。	ユグドラシルの大ヒーローが、こんな目に遭うなんて。	위그드라실의 대영웅도 이렇게 시달리는 날이 있을 줄은 몰랐네.	I never thought the great hero from Yggdrasil would end up dealing with... this.						0
31	她跳下床，光着脚跑到我身边，用手指拨弄着头上卷起来的圈。	她跳下床，光著腳跑到我身邊，用手指撥弄著頭上捲起來的圈。	彼女はベッドから飛び降り、素足で走り寄って、私の曲がっている髪を指でいじった。	그녀는 침대에서 뛰어내려 맨발로 내 옆으로 달려와, 손가락으로 내 머리의 곱슬곱슬해진 부분을 만지작거렸다.	She hopped off the bed and padded over barefoot, poking at the scorched curl on my head.						0
32	先用指腹夹着，压平、顺直。不过在安卡希雅松手后，那撮头发还是吧唧一下弹了回去。	先用指腹夾著，壓平、順直。不過在安卡希雅鬆手後，那撮頭髮還是一下就彈了回去。	指先で挟み、平らに伸ばそうとしたが、アカシアが手を離すと、その髪はすぐに元の形に戻った。	손가락 끝으로 집어서 눌러 곧게 펴보았지만, 아카시아가 손을 떼자 그 머리카락은 다시 탁, 하고 되돌아갔다.	She tried smoothing it with her fingertip, but the instant she lifted her hand, it sprang right back.						0
33	话说，你和茉莉安打算什么时候举办恒约仪式呢？	話說，你和茉莉安打算什麼時候舉辦恆約儀式呢？	ところで、マリアンとの誓約の儀式は……いつやるつもりなの？	그나저나, 너랑 마리안은 언제 언약 의식을 올릴 거야?	So... when's the Covenant ceremony between you and Marian?						0
34	还不确定，怎么也得等眼前的事情结束之后吧。	還不確定，怎樣也要等眼前的事情結束之後吧。	未定だ。とにかく、目の前のことが片付いてからだろう。	아직 확실하지 않아. 어쨌든 지금 일부터 끝낸 후에 생각해야지.	Not sure yet. We'll pick a date once things settle down a bit.						0
35	会在庄园里举办吗？	會在莊園裡舉辦嗎？	彼女の家でやるの？	장원에서 열 거야?	Mm. Will it be here at the manor?						0
36	或许会吧，毕竟安德烈奥蒂家的人肯定希望办得隆重盛大些。不过这也得问问茉莉安的意见。	或許會吧，畢竟安德烈奧蒂家的人肯定希望辦得隆重盛大點。不過這也得問問茉莉安的意見。	そうなるかもしれない。アンドレオッチ家としては、きっと盛大にやりたがるだろうし。ただし、マリアンの意見も聞かないとな。	아마 그럴 것 같아. 안드레오티 가문 사람들은 분명 성대하고 화려하게 치르길 원할 테니까. 하지만 마리안의 의견도 물어봐야지.	Probably. The Andreottis will want to make it a grand event. But I'll talk to Marian about it.						0
37	怎么突然问起这些？	怎麼突然問起這些？	どうして急にそんなことを？	근데 갑자기 그건 왜?	Why the sudden interest?						0
38	唔……想要捧花。	嗯……想要捧花。	うん、ブーケを……ちょっと欲しいかも。	음… 부케를 받고 싶어서.	...The bouquet.						0
39	什么？	什麼？	……何？	뭐라고?	What?						0
40	她爬上我的腿，一屁股坐在我身上，两只小手撑着椅背，把我整个人牢牢锁在椅子里。	她爬上我的腿，一屁股坐在我身上，两隻小手撐著椅背，把我整個人牢牢鎖在椅子裡。	彼女は私の太ももに座り、両手を椅子の背もたれに置いた。途端に私はアカシアと椅子の板挟みになった。	그녀는 내 무릎 위로 기어올라 내 위에 털썩 앉더니, 두 손으로 의자 등받이를 짚고 나를 완전히 의자에 가뒀다.	In one fluid motion, she climbed into my lap and settled there, bracing her arms on the chair's backrest and quietly enclosing me.						0
41	我说，如果恒约仪式上有捧花的话，我一定会抢到手哦。	我說，如果恆約儀式上有捧花的話，我一定會搶到手喔。	ブーケトスやるなら、絶対に勝ち取ってやるんだから。	그러니까, 내일 언약 의식에서 부케를 던진다면, 내가 꼭 받을 거라고.	If there's a bouquet toss at the Covenant... it's mine.						0
42	安卡希雅用无比严肃的表情说出这句话，然后目光灼灼地盯着我，等待着我的反应。	安卡希雅用無比嚴肅的表情說出這句話，然後目光灼灼地盯著我，等待著我的反應。	アカシアはとても真剣な顔でそう言い、輝く瞳で私をじっと見つめ、反応を待った。	아카시아는 무척이나 진지한 표정으로 말하더니, 이글거리는 눈빛으로 나를 빤히 쳐다보며 내 반응을 기다렸다.	She said it with absolute certainty, her gaze fixed on my lips as if she were quietly waiting for an answer.						0
43	抢来干嘛？	搶來幹嘛？	それを取ってどうするんだ？	받아서 뭐 하게?	And what exactly are you planning to do with it?						0
44	诶？你是真不知道，还是假不知道？	欸？你是真不知道，還是假不知道？	え？とぼけてるの？それとも本当に知らないの？	에? 진짜 모르는 거야, 아니면 모르는 척하는 거야?	Huh? Are you really asking, or just pretending not to know?						0
45	我一本正经地摇摇头，扮出无辜的神情把这个问题又抛了回去。	我一本正經地搖搖頭，扮出無辜的神情把這個問題又拋了回去。	私は真顔で頷いて、澄まし顔でこの質問をアカシアに返した。	나는 진지하게 고개를 젓고는 순진한 표정을 지으며 다시 그녀에게 반문했다.	I shook my head, pretending not to know and making her say it herself.						0
46	虽然早就知道答案，但有些话还是想听她亲口说出来。	雖然早就知道答案，但有些話還是想聽她親口說出來。	もちろん知っているが、私は彼女からその答えを直接聞きたいと思った。	답은 알고 있었지만, 그래도 그녀에게서 직접 듣고 싶은 말들이 있었다.	I already knew her answer, of course. Just wanted to hear it in her voice.						0
47	安卡希雅的脸越来越红，像渐渐熟成的苹果。心咚咚地跳着，连窗外的虫鸣声都被盖了过去。	安卡希雅的臉越來越紅，像漸漸熟成的蘋果。心怦怦地跳著，連窗外的蟲鳴聲都被蓋了過去。	アカシアの顔がりんごのように赤くなった。胸の鼓動も窓の外の虫の音をかき消すほど激しくなった。	사과가 익어가는 것처럼 아카시아의 얼굴이 점점 빨개졌다. 쿵쾅거리며 뛰는 심장 소리에 창밖의 벌레 소리마저 묻혀버렸다.	Acacia's cheeks went crimson, the flush intensifying by the second. Her heartbeat pressed lightly against me, quick enough to drown out the insects humming beyond the window.						0
48	捧花是幸福美满的象征，大家都说谁接到了捧花，就会是下一个举行恒约仪式的人。	捧花是幸福美滿的象徵，大家都說誰接到了捧花，就會是下一個舉行恆約儀式的人。	ブーケは、幸せの象徴なんだ。受け取った人が、次に結ばれるって。	부케는 아름다운 행복의 상징이야. 부케를 받는 사람은 그다음 언약 의식의 주인공이 된다고 해.	They say the bouquet promises a long, steady romance. Whoever catches it is next to have a Covenant ceremony with the person they love.						0
49	虽然已经过去了三十年，这个习俗倒是一点没变。	雖然已經過去了三十年，這個習俗倒是一點都沒變。	三十年経っても、この習慣は変わってないね。	30년이나 지났는데도 이 풍습은 전혀 변하지 않았지.	Even after thirty years, that tradition hasn't changed.						0
50	当然啦！我这绝对不是在催你的意思！	當然啦！我這絕對不是在催你的意思！	あ、別に急かしてるわけじゃないから。	물론! 절대 너를 재촉하려는 건 아니야!	B—But it's not like I'm trying to rush you or anything!						0
51	她连忙补充了一句，然后稍稍支起身子，叉起小手。	她連忙補充了一句，然後稍稍撐起身體，叉起小手。	彼女は慌てて付け加えて、体を起こし、腕を組んだ。	그녀는 급히 말을 덧붙이고는, 몸을 약간 일으켜 세우며 팔짱을 꼈다.	She quickly added that, then sat up straighter, arms folding defensively across her chest.						0
52	之前你不是让我主动一点吗？	之前你不是叫我主動一點嗎？	ほら……積極的になってほしいって、あなたに言われたし……	전에 나더러 좀 더 적극적으로 해보라 그랬잖아?	You're the one who told me to be more proactive, remember?						0
53	所以，我去争取捧花，也是想告诉你……我已经做好准备了！	所以，我去爭取捧花，也是想告訴你……我已經做好準備了！	だからブーケを頑張って取ろうとしたのも……私は準備できてるよって、あなたに伝えるためだから。	그러니까, 내가 부케를 받으려는 건… 내가 준비됐다는 걸 너한테 알려주고 싶어서야!	So... reaching for the bouquet is my way of telling you that... I'm ready.						0
54	傻瓜，只要你说“想要”，我就会立刻回应你啊。	傻瓜，只要你說「想要」，我就會立刻回應你啊。	そんなことしなくても、欲しいと言ってくれれば、すぐにしてあげるよ。	바보, 네가 원한다고만 하면 나는 바로 답해줄 텐데.	Silly girl. All you have to do is say "I want it," and I'll say yes in a heartbeat.						0
55	哪里还用得着去跟别人抢捧花。	哪裡還需要去跟別人搶捧花。	わざわざ他人とブーケを奪いあう必要はないさ。	다른 사람 부케를 받아야 할 필요도 없이 말이야.	You don't need to fight anyone over a bouquet for it.						0
56	我摸了摸她的头，她也不由自主地向我靠近，两个人的唇快要贴在一起。	我摸了摸她的頭，她也不由自主地向我靠近，兩個人的唇快要貼在一起。	彼女の髪をそっと撫でると、アカシアは吸い寄せられるように、唇が触れ合いそうな距離まで近づいた。	나는 그녀의 머리를 쓰다듬었고, 그녀도 자연스레 내게 가까이 다가왔다. 두 사람의 입술이 닿을 듯 말 듯 가까워졌다.	I ruffled her hair, and she instinctively leaned in, our lips just a breath apart.						0
57	所以，你想要吗？	所以，你想要嗎？	どうしたい？	그래서, 원해?	So... do you want it?						0
58	想……想要。	想……想要。	うん……欲しい。	원… 원해.	Y—Yes...						0
59	她的声音很轻，湿润的气息一下一下地扑在脸上，却在心底撩拨起一阵痒意。	她的聲音很輕，濕潤的氣息一下一下地撲在臉上，卻在心底撩起一陣癢意。	彼女の声はとても小さかった。湿った息が私の顔に吹きかかり、心をくすぐってくる。	그녀의 목소리는 아주 작았고, 촉촉한 숨결이 얼굴에 닿을 때마다 마음속 깊은 곳을 간질였다.	Her answer came as a whisper, warm and moist against my skin, each breath stirring an itch in my heart.						0
60	之后，是一连串细细碎碎的吻。少女浅浅地啄着我的眼，然后是脸颊，最后是唇。	之後，是一連串細細碎碎的吻。少女淺淺地啄著我的眼，然後是臉頰，最後是唇。	私たちは何度も短いキスを交わした。アカシアは、まぶたから頬へ、そして唇へと、順に触れていった。	그 후, 가볍고 부드러운 키스가 이어졌다. 소녀는 내 눈에 살짝 뽀뽀했고, 그다음은 볼, 마지막으로 입술에 닿았다.	Then she pressed a trail of feather-light kisses over me, starting at my eyelids, then down to my cheeks, and finally grazing my lips.						0
61	完成这一切后，她却停住了，眼中闪烁着期待与羞涩。	完成這一切後，她卻停住了，眼中閃爍著期待與羞澀。	すべてが終わったあと、彼女は動きを止め、期待と恥ずかしさで輝く目で私を見た。	그 후 움직임을 멈춘 그녀의 눈빛에는 기대와 수줍음이 반짝였다.	When she was done, her golden eyes shimmered with a mix of anticipation and shyness as she waited for what was about to happen.						0
62	可过了一小会，也没见到我有任何动作，金色的眸中又渐渐浮上一丝疑惑。	但過了一下子，也沒見到我有任何動作，金色的眸中又漸漸浮上一絲疑惑。	しばらく経っても私が動かないのを見ると、彼女の金色の瞳に一抹の戸惑いが浮かんだ。	하지만 잠시 후에도 내가 움직이지 않자, 금빛 눈동자에 점차 의아함이 떠올랐다.	But when I made no attempt to do anything further, a look of confusion crossed her face.						0
63	然……然后呢？	然……然後呢？	そ……それで？	그… 그다음은?	W—What happens now?						0
64	我被她的问题逗笑了，能感受到坐在腿上的她，身体有些微微发颤。	我被她的問題逗笑了，能感受到坐在腿上的她，身體有些微微發顫。	彼女の問いに、私はふっと笑みを浮かべた。膝の上に座るその体は、緊張のせいか、微かに震えていた。	나는 그녀의 질문에 웃음이 터졌다. 내 무릎 위에 앉은 그녀의 몸이 미세하게 떨리는 게 느껴졌다.	A soft laugh escaped me. Sitting on my lap, she trembled just enough for me to feel it.						0
65	你不是才说了你会主动一点吗？所以，我打算把主导权交给你。	你不是才說了你會主動一點嗎？所以，我打算把主導權交給你。	さっき、自分から頑張るって言ってただろう。だから、今日は君に任せるよ。	방금 네가 좀 더 적극적으로 하겠다고 했잖아? 그래서 주도권을 너한테 넘기기로 했어.	Didn't you just say you wanted to be more proactive? So I'm letting you take the lead.						0
66	随便对我做什么都可以哦。	隨便對我做什麼都可以哦。	私になんでもしていいぞ。	날 네 마음대로 해도 좋아.	You can do whatever you want with me.						0
67	我……我来吗？	我……我來嗎？	えっ……私が、するの？	내… 내가?	R—Really?						0
68	安卡希雅的脸瞬间红透了，连手都不知道该放在哪里，僵硬地悬在半空。	安卡希雅的臉瞬間紅透了，連手都不知道該放在哪裡，僵硬地懸在半空。	アカシアの顔は一瞬にして赤くなり、どうしていいかわからず、手をこまねいた。	아카시아의 얼굴이 순식간에 새빨개지더니, 손을 어디에 둬야 할지 몰라 어색하게 허공에서 굳어버렸다.	Acacia's face instantly flushed a deep scarlet. Her hands hovered uncertainly, as if unsure what or where to touch.						0
69	她下意识地想去解开我的上衣，手指颤抖着触碰到拉链，却又因为身下的炙热而停了下来。	她下意識地想去解開我的上衣，手指顫抖著觸碰到拉鍊，卻又因為身下的炙熱而停了下來。	思わず私の服に手を伸ばしたものの、震える指先が胸元に触れたところで、その場の熱さに気づき、動きがぴたりと止まってしまった。	그녀는 무의식적으로 내 상의를 벗기려고 떨리는 손가락으로 지퍼를 만졌지만, 아래에서 느껴지는 뜨거움 때문에 동작을 멈췄다.	Almost without thinking, she reached for my jacket, fingertips brushing the zipper, only to freeze when she felt the heat radiating from my lap.						0
70	犹豫了几秒后，她还是选择暂时保留我上半身衣物的完整。	猶豫了幾秒後，她還是選擇暫時保留我上半身衣物的完整。	しばらく迷った末、彼女はとりあえず私の上半身には手をつけないことにしたらしい。	몇 초간 망설이다가 그녀는 결국 내 상의를 온전하게 두기로 했다.	After hesitating for a few seconds, she decided to keep everything from my waist up on... for now.						0
71	就在少女扭动着，准备把灼热一并吞下的时候，我扶住了她的腰，不准她再往下挪。	就在少女扭動著，準備把灼熱一併吞下的時候，我扶住了她的腰，不准她再往下挪。	やがて、身をよじりながら、もっと近づこうとした瞬間、私はそっと彼女の腰に手を添え、そのままそれ以上進ませなかった。	소녀가 몸을 비틀며 뜨거움을 삼키려 하자, 나는 그녀의 허리를 붙잡고 더 이상 아래로 움직이지 못하게 했다.	As she squirmed in my lap, finding the right angle to embrace my fiery passion, I caught her by the waist, not allowing her to sink down any further.						0
72	这么着急吗？简直就像一个没有新手教程的游戏一样。	這麼著急嗎？簡直就像一個沒有新手教學的遊戲一樣。	そんなに急ぎたいのか？まるでチュートリアルを飛ばしたゲームみたいだな。	그렇게 급해? 튜토리얼 없는 게임도 아니고.	Easy now. Let's not skip the tutorials and jump straight to the boss.						0
73	她嗔怪地瞥了我一眼，语速也因为现在不上不下的尴尬境地，而变得急促起来。	她傲嬌地瞥了我一眼，語速也因為現在不上不下的尷尬境地，而變得急促起來。	彼女は恨めしそうにこちらを一瞥し、焦っているせいか、いつもより早口になった。	그녀는 나를 탓하듯 흘끔 쳐다봤는데, 이도 저도 아닌 상황 때문에 목소리까지 급해졌다.	She shot me a flustered glare, her voice coming out quick and a little breathless from how she was perched.						0
74	你才不需要什么新手引导吧，只是想欺负我罢了。	你才不需要什麼新手引導吧，只是想欺負我罷了。	あなたに説明なんていらないでしょ。ただ私をからかいたいだけなんだよね。	너는 튜토리얼 같은 거 필요 없잖아. 그냥 날 괴롭히고 싶은 거겠지.	Like you need a tutorial for this. You're just stalling so you can take advantage of the moment.						0
75	我只是想要循序渐进的体验而已哦。	我只是想要循序漸進的體驗而已哦。	段階を踏んで、ゆっくり味わいたいだけさ。	난 그저 순서대로 체험하고 싶을 뿐이야.	Can you blame me? I just like to savor the experience.						0
76	见我依然没有夺回主动权的意思，安卡希雅只能红着脸，慢慢弯下身体，将头轻轻贴了下去。	見我依然沒有奪回主動權的意思，安卡希雅只能紅著臉，慢慢彎下身體，將頭輕輕貼了下去。	私に主導権を取り返す気がないのを見て、アカシアは真っ赤なままうつむき、そっと顔を下へ寄せた。	여전히 주도권을 되찾을 생각이 없는 내 모습에 아카시아는 얼굴을 붉히며 천천히 몸을 굽혀 머리를 숙였다.	When I still made no move to take over, Acacia's blush deepened. She slowly bent down, her lips tracing a path downward.						0
77	很快，温暖湿热的感觉包裹了上来，每一寸崎岖处都被少女细心地关照到了。	很快，溫暖濕熱的感覺包裹了上來，每一寸崎嶇處都被少女細心地關照到了。	すぐに、温かなぬくもりと湿った吐息が間近に広がり、全身がその感触に包まれていく。彼女は不器用ながらも、一つひとつ確かめるように触れてきた。	곧 따뜻하고 촉촉한 감각이 느껴졌고, 울퉁불퉁한 모든 부분을 소녀가 세심하게 돌봐주었다.	Before long, a warm and wet sensation enveloped me, and her gentle stream carefully washed over every burning crevice of mine.						0
78	她皮肤上淡淡的奶香混合着柠檬的清甜，不断撩拨着情欲，在她深深抽吸时，我也找到了果实的所在之处。	她皮膚上淡淡的奶香混合著檸檬的清甜，不斷撩撥著情慾，在她深深抽吸時，我也找到了果實的所在之處。	彼女の肌に漂うミルクの香りと、レモンのような甘酸っぱさが、胸の奥をかき乱す。その深い息づかいの中で、ようやく二人だけの「果実」にたどり着いた気がした。	그녀의 피부에서 은은한 우유 향과 레몬의 상큼한 달콤함이 뒤섞여 끊임없이 욕망을 자극했고, 그녀가 깊이 숨을 들이마실 때 나 역시 열매가 있는 곳을 찾아냈다.	My fire intensified as I breathed in her scent, a soft milky warmth brushed with the lightest trace of citrus. As her head moved to take in as much of me as she could, I reached down and found the hidden fruit.						0
b-1											0
79	摩擦	摩擦	こする	비비기	Rub on it						0
80	按压	按壓	押さえる	누르기	Squeeze it						0
