xxx_2179237169	A	A	A	A	A	A	A	A	A	A	A
47	说到花，天台的花圃……等她醒来再说吧。	說到花，樓頂的花圃……等她醒來再說吧。	花と言えば、屋上の花壇は……いや、彼女が目覚めてから話そう。	그러고 보니, 옥상의 화단은… 그녀가 일어나면 말해줘야겠다.	Speaking of flowers, the ones on the rooftop... I should talk to her about them once she wakes up.						0
48	……分析员？	……分析員？	……分析員さん？	… 분석가?	...Adjutant?						0
49	嗯？你醒了。	嗯？你醒了。	ん？起きたのか。	응? 일어났구나.	Huh? Oh, you're awake.						0
50	我……这是在……	我……這是在……	わたくし……ここは……	여긴… 어디…	Wh—Where am I?						0
51	克罗瑞娜的眼神有些迷惘，几秒后才稍稍找回神志。	克羅瑞娜的眼神有點迷茫，幾秒後才稍稍找回神智。	クラウリナの目は少し迷っているが、数秒後にようやく少し意識を取り戻した。	클라리나는 살짝 멍한 눈빛을 보이다가, 잠시 후에야 정신을 차렸다.	Clarina looked a bit confused. After a few seconds, she seemed to regain her senses.						0
52	我摸摸克罗瑞娜的额头，还好，不是很烫了。	我摸摸克羅瑞娜的額頭，還好，不是很燙了。	私はクラウリナの額に触れてみた。幸い、熱はほぼ下がっていた。	클라리나의 이마를 만져보니 다행히도 그리 뜨겁지 않았다.	I felt her forehead again. Thankfully, it wasn't hot anymore.						0
53	我是不是睡了很久……天都黑了，抱歉。	我是不是睡了很久……天都黑了，抱歉。	わたくし、ずっと眠っていたのかしら？……空も、もう暗くなってる。ごめんなさい。	내가 너무 많이 잤나 봐… 벌써 어두워졌네, 미안해.	Did I sleep for a long time...? It's already dark. Sorry.						0
54	没多久，也就几个小时而已。	沒多久，也就幾個小時而已。	そんなに長くないよ。数時間程度だ。	아니야, 몇 시간만 잤어.	Not very long, just a few hours.						0
55	是吗？我做了好多梦，一个套着一个，还以为就会这样一直梦下去。	是嗎？我做了好多夢，一個套著一個，還以為就會這樣一直夢下去。	そう？あのね、たくさんの夢を見たの。夢の中にまた夢があって、ずっと夢を見続けるのかと思ったわ。	그래? 꿈을 많이 꿨어. 하나가 끝나면 또 하나가 시작되고, 이렇게 계속 꿈만 꾸는 줄 알았어.	Really? I had so many dreams, one after another. I thought I'd never wake up.						0
56	说着，克罗瑞娜想努力从床上坐起来。	說著，克羅瑞娜想努力從床上坐起來。	そう言いながら、クラウリナはベッドから起き上がろうとした。	클라리나는 그렇게 말하며 침대에서 몸을 일으키려 애썼다.	Clarina struggled to sit up.						0
57	慢点，你现在感觉好些了吗？	慢點，你現在感覺好點了嗎？	焦るな。体調は良くなったか？	서두르지 마. 지금은 좀 괜찮아졌어?	Take it slow. Are you feeling better now?						0
58	嗯，我清醒过来了，没事。	嗯，我清醒過來了，沒事。	ええ、すっきりしたから、大丈夫よ。	응, 정신이 좀 들어. 이제 괜찮아.	Yeah, I feel like myself again. I'm fine.						0
60	她的眼神仍然有些不聚焦，说话的语气也不像平常那种维持优雅端庄的语调。	她的眼神仍然有些不聚焦，說話的語氣也不像平常那種維持優雅端莊的語調。	だが彼女の目はまだ少し焦点が合っていないようで、話し方も普段の優雅で堂々とした口調ではなかった。	하지만 눈빛을 보니 초점이 약간 흐린 건 여전했고, 말투도 평소에 유지하던 우아하고 단정한 어조와는 달랐다.	Sitting up on the bed, her gaze was a little unfocused, and her tone lacked her usual graceful composure—						0
61	像是放下了什么担子。	像是放下了什麼擔子。	何か重荷を下ろしたかのようだった。	마치 어떤 부담을 내려놓은 듯해 보였다.	As though she'd finally let go of some invisible burden.						0
62	倒不是说她以前那样的语调不好，只是现在这样完全放松的语调，听起来软软的，也意外地很好听。	倒不是說她以前那樣的語調不好，只是現在這樣完全放鬆的語調，聽起來軟軟的，也意外地很好聽。	昔の口調が悪いというわけではなく、今の緩み切った口調のほうが、柔らかくて心地いいと思った。	원래의 어조가 안 좋았다는 게 아니라, 지금처럼 완전히 긴장이 풀린 어조가 부드럽게 들려서 의외로 듣기 좋았다.	Not that there had been anything wrong with the way she usually carried herself, but this softer, completely relaxed tone was unexpectedly pleasant.						0
63	是吗，都梦见什么了。	是嗎，都夢見什麼了？	そうか。どんな夢を見たんだ？	그래? 무슨 꿈을 꿨는데?	I see. What did you dream about?						0
64	大多都是一些碎片的情节，有些连不起来，但好像又有些联系……	大多都是一些碎片的情節，有些連不起來，但好像又有點關聯……	ほとんど断片で、繋がってないようで、繋がってるような話ばかり……	대부분 단편적인 장면들이었어. 연결되지 않는 것도 있었지만, 연관성이 조금은 있는 것 같기도 하고…	Mostly incoherent scenes. Some didn't make sense together, but somehow felt connected...						0
65	梦见……我好像躺在手术台上。	夢見……我好像躺在手術台上。	夢の中で……手術台に寝ていたの。	꿈에서… 내가 수술대 위에 누워 있는 것 같았어.	I dreamed... that I was lying on an operating table.						0
66	但是接着，你来找我，我就不害怕了。	但是接著，你來找我，我就不害怕了。	でも、貴方がすぐに来てくれたから、怖くはなかったわ。	그런데 네가 나를 찾으러 와서, 무섭지 않았어.	But then, you came to me, and I stopped feeling afraid.						0
67	还梦见……嗯……	還夢見……嗯……	それから、えっと……	또 뭘 봤냐면… 음…	And then I dreamed... Well...						0
68	她像是有些害羞地往被子里缩了缩，却又因为闻到了被子的气味而更加羞涩。	她有點害羞地往被子裡縮了縮，卻又因為聞到了被子的氣味而更加羞澀。	彼女はどこか恥ずかしそうに布団の中に縮こまると、布団の匂いを嗅いだせいか、さらに恥ずかしくなったようだ。	그녀는 약간 부끄러운 듯 이불 속으로 몸을 웅크렸지만, 이불 향기를 맡고는 더 수줍어했다.	She burrowed awkwardly under the blanket, only to blush deeper from its scent.						0
69	我说怎么度假回来之后，我的房间里只剩了一床被子，还是新的。	我說怎麼度假回來之後，我的房間裡只剩了一床被子，還是新的。	どうりでバカンスから帰ってきたら、布団が新品の一枚しかなかったわけだ。	어쩐지 휴가 끝나고 돌아와 보니 방에 이불이 하나밖에 없더라고, 그것도 새걸로.	I was wondering where my old blanket went.						0
70	原来是被某个小蝙蝠偷偷搬运到这里来了。	原來是被某個小蝙蝠偷偷搬到這裡來了。	どこかのコウモリちゃんがこっそりここに持ってきていたのか。	꼬마 박쥐 한 마리가 몰래 여기로 옮긴 거였구나.	Turns out a little bat smuggled it here.						0
71	嗯……嘿嘿。	嗯……嘿嘿。	ええ……えへへ。	응… 헤헤.	Yeah... Hehe.						0
72	我以为点破克罗瑞娜的秘密，她会羞得不行，没想到她反而还有点坦然地笑了一声。	我以為點破克羅瑞娜的秘密，她會害羞得不行，沒想到她反而還有點坦然地笑了一聲。	秘密を暴かれたら恥ずかしがるだろうと思っていたが、意外にも彼女は素直に笑った。	비밀을 들킨 클라리나는 부끄러워할 줄 알았는데, 오히려 태연하게 웃음을 터뜨렸다.	I thought she'd be mortified to have her little secret out in the open, but unlike earlier, she only laughed softly, a calm and candid smile.						0
73	克罗瑞娜将全身都缩进了被子里，好一会儿才又冒出头来。	克羅瑞娜將全身都縮進了被子裡，好一下子才又冒出頭來。	クラウリナは布団に潜ると、しばらくしてまた顔を出した。	클라리나는 온몸을 이불 속으로 숨겼다가, 한참 후에야 다시 고개를 내밀었다.	Clarina sank fully under the blanket, then poked her head back out after a moment.						0
74	对了，我还梦见我在给植物浇水，哦，就是天台的那片花圃。	對了，我還夢見我在幫植物澆水，噢，就是樓頂的那片花圃。	そうそう、夢の中で、屋上の花壇の植物に水をあげてたわ。	맞다, 식물에 물 주는 꿈도 꿨어. 아, 옥상의 그 화단 말이야.	Oh, I also dreamed I was watering the plants, you know, the rooftop garden.						0
75	今天分析员有去看它们吗，已经长出来了很多花苞呢。	今天分析員有去看它們嗎？已經長出來了很多花苞呢。	今日、あの子たちを見に行ったかしら？もうたくさん蕾が出てるわよ。	분석가, 오늘 화단 보고 왔어? 꽃봉오리를 많이 맺었던데.	Did you go see them today? Lots of buds have sprouted.						0
76	我去看过，很漂亮。	我去看過，很漂亮。	見に行ったよ、とてもきれいだった。	다녀왔어. 정말 예쁘더라.	I did. They looked beautiful.						0
77	太好了，我还担心今天的阳光很晒，不知道它们会怎么样……要不我们一起去看看吧！	太好了，我還擔心今天的陽光很曬，不知道它們會怎麼樣……要不然我們一起去看看吧！	よかった。今日は陽射しが強かったから、あの子たちが心配で……ねえ、一緒に行ってみない？	정말 잘 됐지? 오늘 햇볕이 너무 강해서 괜찮을까 걱정했는데… 우리 같이 보러 가자!	That's wonderful! I was worried the sunlight might've been too harsh today... Let's go see them together!						0
78	说着，克罗瑞娜就要掀开被子下床。	說著，克羅瑞娜就要掀開被子下床。	そう言うと、クラウリナは布団をめくり、ベッドから降りようとした。	그렇게 말하며, 클라리나는 이불을 걷어내고 침대에서 내려가려 했다.	Clarina lifted the blanket to get out of bed.						0
79	你不需要再休息一会了吗？	你不需要再休息一下嗎？	休まなくていいのか？	좀 더 쉬어야 하지 않겠어?	Don't you want to rest a bit more?						0
80	我才没有那么娇气呢。而且我早就不发热啦，不信分析员你摸。	我才沒有那麼嬌氣呢。而且我早就不發燒啦，不信分析員你摸。	そんなに弱くないわよ。それに熱も引いたわ。ほら、触ってみて？	난 그렇게 나약하지 않다고. 게다가 열도 진작 내렸어. 못 믿겠으면 분석가가 만져봐.	I'm not that delicate, and my fever's gone already. Feel my head if you don't believe me.						0
81	克罗瑞娜握着我的手腕将我的手抬起，然后“啪”地一下盖到自己的脑门上。像一只小猫求抚摸那样，还摇头晃脑地蹭了蹭。	克羅瑞娜握著我的手腕將我的手抬起，然後「啪」地一下蓋到自己的腦門上。像一隻小貓求撫摸那樣，還搖頭晃腦地蹭了蹭。	クラウリナは私の手を持ち上げると、自分の額に当てた。まるで撫でてほしい子猫のように、頭をこすりつけてきた。	클라리나는 내 손목을 잡아 들어 올리더니, 자신의 이마에 '탁' 갖다 댔다. 마치 쓰다듬어 달라고 하는 아기 고양이처럼, 고개를 흔들며 비비기도 했다.	Clarina grabbed my wrist and decisively pressed my hand to her forehead, rubbing against it like a kitten asking for pets.						0
82	你看，完全不发热了对吧。	你看，完全不發熱了對吧。	熱は下がったでしょ。	봐, 하나도 안 뜨겁지?	See? Not hot at all.						0
83	接着她坐在床上朝我摆出礼节式的动作，向我伸出一只手。	接著她坐在床上朝我擺出禮節式的動作，向我伸出一隻手。	そして彼女はベッドに座り、私に礼儀正しい仕草で、片手を差し出した。	그리고 침대에 앉더니 나에게 무척 매너 있게 한 손을 내밀었다.	Then she sat up straight and stretched out a hand to me.						0
