xxx_2878837819	A	A	A	A	A	A	A	A	A	A	A
13	一轮圆月悬挂在漆黑的夜空，照亮了她心底的另一个世界。	一輪圓月懸掛在漆黑的夜空，照亮了她心底的另一個世界。	満月が漆黒の夜空に浮かび、彼女の心の奥にあるもう一つの世界を照らし出した。	칠흑 같은 밤하늘에 둥근 달이 뜨면서, 그녀 마음속 깊은 곳의 또 다른 세계를 비췄다.	A full moon had hung in the pitch-black sky, illuminating another world deep within her heart.						0
14	那个世界以前从未存在，在听到他呼唤着她的声音后，顷刻之间便在她的心里落成。	那個世界以前從未存在，在聽到他呼喚著她的聲音後，瞬間便在她的心裡落成。	それは以前には存在しなかった世界だった。彼が自分の名を呼ぶ声を聞いたあと、その世界は一瞬にして彼女の心の中に築かれた。	그 세계는 원래 존재하지 않았지만, 그가 그녀의 이름을 부르는 소리를 듣자마자 순식간에 그녀의 마음속에서 이루어진 세계였다.	A world that had never existed before, yet the instant she'd heard him, it had taken form within her.						0
15	皎月生出了另一面，绯红诡谲的光倾洒下来，她也生出了两面。	皎月生出了另一面，緋紅詭譎的光灑了下來，她也生出了兩面。	皓月が見知らぬ一面を生んだかのように、緋色で怪しげな光が降り注ぎ、彼女のもうひとつの顔を生み出した。	흰 달이 또 다른 면을 드러내자, 기이한 붉은빛이 쏟아져 내렸고, 그녀 역시 두 가지 모습을 드러냈다.	The moon gained another face, its light turned crimson and strange, and so did she.						0
16	是我，我是playername。	是我，我是playername。	私だよ、playernameだ。	나야, playername.	It's me, playername.						0
17	属于原本的她的那一面，惊恐于自己疯狂滋长的邪念。	屬於原本的她的那一面，驚恐於自己瘋狂滋長的邪念。	本来の彼女は、狂ったように増殖する邪念に怯えていた。	그녀의 본모습은 미친 듯이 자라나는 자신의 사념에 경악을 금치 못했다.	Her original self had been terrified by the dark urges growing wildly within her.						0
18	而属于她的另一面——	而屬於她的另一面——	そして、彼女のもう一つの顔は――	그녀의 또 다른 모습은…	Yet another part of her—						0
19	疯狂喧嚣着，撕扯着，想要靠近他，想要得到他。	瘋狂喧囂著，撕扯著，想要靠近他，想要得到他。	狂ったように叫び、もがき、彼に近づきたい、彼を手に入れたいと願っていた。	미친 듯이 외치고 찢어지면서, 그에게 다가가고 싶고, 그를 소유하고 싶었다.	It had screamed with madness, trying to claw its way out, desperate to be close to him, to make him hers.						0
20	她忘了自己当时对他说了些什么，梦中的意识也越来越混沌，自己像是要被拉扯成两半。	她忘了自己當時對他說了些什麼，夢中的意識也越來越混沌，自己像是要被拉扯成兩半。	当時の自分が彼に何を言ったのかを、彼女はすっかり忘れてしまった。夢の中の意識はますます混沌とし、自我が二つに引き裂かれそうになった。	그녀는 그때 그에게 무슨 말을 했는지 잊어버렸고, 꿈속의 의식도 점점 더 혼미해져서 자신이 두 동강 날 것만 같았다.	She couldn't remember what she'd said to him. Her mind blurred in her dream, as though she were being torn in two.						0
21	不想伤害他，但她还不知道任何一种别的可以得到他的液体的方法。	不想傷害他，但她還不知道任何別的可以得到他液體的方法。	彼を傷つけたくない。でも、彼の「体液」を手に入れる他の方法を、彼女はまだ知らない。	그를 다치게 하고 싶지 않았지만, 그녀는 아직 그의 체액을 얻을 수 있는 다른 방법을 알지 못했다.	She would never hurt him, but she didn't know any other way to obtain his fluids.						0
22	对不起……对不起对不起对不起！	對不起……對不起對不起對不起！	ごめんなさい……ごめんなさいごめんなさいごめんなさい！	미안해… 미안해. 미안해. 미안해!	I'm sorry... I'm sorry, I'm sorry, so sorry!						0
23	想要你……想要你想要你想要你想要你！	想要你……想要你想要你想要你想要你！	貴方が欲しい……欲しい欲しい欲しい欲しい！	너를 원해… 너를 원해. 너를 원해. 너를 원해. 너를 원해!	I want you... I want you, I want you, I want you so much!						0
24	她捧起他的手，吻了上去，像是歉疚，也像是在回味甘醴。	她捧起他的手，吻了上去，像是歉疚，也像是在回味甘醴。	彼女は彼の手を取り、キスをした。それは詫びのようでもあり、そして甘美な味を反芻するようでもあった。	그녀는 그의 손을 들고 입을 맞췄다. 마치 사죄하는 것 같기도, 맛 좋은 술을 음미하는 것 같기도 했다.	She'd held his hand and kissed it — an apology, and also savoring his sweet taste.						0
25	而他却是那样洞察一切又温柔强大的给予者，将自己的手掌贴近她的唇齿，缓缓渗出血液。	而他卻是那樣洞察一切又溫柔強大的給予者，將自己的手掌貼近她的唇齒，緩緩滲出血液。	しかし彼はすべてを見通した、優しく力強い与え手だった。彼は自分の手を彼女の唇と歯に近づけ、ゆっくりと血をにじませた。	모든 것을 꿰뚫어 보는 그는 온화하고도 강력한 제공자로서, 그의 손바닥을 그녀의 입술에 가까이 대며 천천히 피를 흘렸다.	But he, ever-perceptive, gentle, and strong, had pressed his palm to her lips, letting blood seep out.						0
26	液体流入口腔，鲜美蚀骨的味道瞬间安抚了她的灵魂。她的脸埋在他的手掌里，再也没有力气去想其他。	液體流入口腔，鮮美蝕骨的味道瞬間安撫了她的靈魂。她的臉埋在他的手掌裡，再也沒有力氣去想其他。	液体が口の中に流れ込む。骨にまで染みるような味が、一瞬にして彼女の魂を慰めた。彼女は彼の掌に顔をうずめ、他のことを考える余裕を失った。	액체가 입안으로 흘러 들어오자, 뼛속까지 스며드는 신선한 맛이 순식간에 그녀의 영혼을 달랬다. 그녀는 얼굴을 그의 손바닥에 파묻은 채, 다른 걸 생각할 여력도 없었다.	The liquid had dripped into her mouth. Its intoxicating taste had soothed her soul. She buried her face in his palm, unable to think, to reason.						0
27	这个梦境的最后，她吮吸着他的手掌，在医疗舱中醒来。	這個夢境的最後，她吸吮著他的手掌，在醫療艙中醒來。	夢の最後、彼女は彼の手のひらを吸いながら、医療カプセルの中で目覚めた。	이 꿈의 마지막에서, 그녀는 그의 손바닥을 빨아 먹으면서 의료 캡슐에서 깨어났다.	At the end of that dream, she'd been sucking on his hand when she'd awoken inside the medical pod.						0
28	看着他流血的手掌，她满怀歉疚，又忍不住悄悄回味。	看著他流血的手掌，她滿懷歉疚，又忍不住悄悄回味。	彼の血の滲む手のひらを見て、彼女は深い罪悪感を覚えながらも、我慢できずにこっそりとその味を思い出した。	피가 흐르는 그의 손바닥을 보며, 그녀는 죄책감에 시달리면서도 그 맛을 몰래 회상했다.	Seeing his blood, she'd been filled with guilt, but couldn't help relishing the taste.						0
29	克罗瑞娜睁开眼睛，愣愣地看着头顶的天花板。	克羅瑞娜睜開眼睛，愣愣地看著頭頂的天花板。	クラウリナは目を開け、ぼんやりと天井を見つめた。	눈을 뜬 클라리나는 머리 위 천장을 멍하니 바라보았다.	Clarina opened her eyes, staring blankly at the ceiling.						0
30	住进基地的第一个夜晚，她又做了那样的梦，吮吸分析员手掌的血液的梦。	住進基地的第一個夜晚，她又做了那樣的夢，吸吮分析員手掌的血液的夢。	寮に入った最初の夜、彼女はまたあの夢を見た――分析員の手から血を吸う夢。	숙소에 입주한 첫날 밤, 그녀는 분석가 손바닥의 피를 빨아먹는 꿈을 또다시 꿨다.	On her first night at the Base, she had that same dream, the one where she drank from his palm.						0
31	靠着梦里的感觉，她对分析员与日俱增的渴念终于稍稍缓解了一丁点儿。	靠著夢裡的感覺，她對分析員與日俱增的渴望終於稍稍緩解了一丁點。	夢の中の感触を借りて、日増しに強くなる分析員への彼女の渇望は、ようやくほんの少しだけ和らいだ。	꿈에서의 감각에 의지하자, 분석가를 향해 점점 더 커지는 갈망이 마침내 아주 약간은 가라앉았다.	The lingering sensations finally eased her ever-growing craving for him, if only a little.						0
32	但当她彻底醒过来时，她立刻发现自己对分析员的渴念变得更强了。	但當她徹底醒過來時，她立刻發現自己對分析員的渴望變得更強了。	しかし、完全に目が覚めると、彼女の渇望はまた強くなった。	하지만 완전히 깨어나자, 분석가에 대한 자신의 갈망이 더 강해졌다는 것이 바로 느껴졌다.	But once she was fully awake, she realized that her urges for him had only grown stronger.						0
33	克罗瑞娜拉过被子蒙住头，试图回味刚才的梦境。	克羅瑞娜拉過被子蓋住頭，試圖回味剛才的夢境。	クラウリナは布団を頭からかぶり、さっきの夢を反芻しようとした。	클라리나는 조금 전의 꿈을 돌이키려 이불을 머리끝까지 끌어당겼다.	Pulling the blanket over her head, Clarina tried to relive that dream once more.						0
34	他手掌的温度似乎还留在她的手里。	他手掌的溫度似乎還留在她的手裡。	彼の掌の温もりが、まだ自分の手の中に残っているようだった。	그 손바닥의 온기가 여전히 그녀의 손에 남아있는 듯했다.	The warmth of his palm still seemed to linger in her hand—						0
35	以及，从自己身体深处流淌出来的隐秘热潮，黏腻湿滑，从梦境一直持续到现实。	以及，從自己身體深處流淌出來的隱密熱潮，黏膩濕滑，從夢境一直持續到現實。	そして、自らの身体の奥底から湧き上がる、秘めた熱気。ねっとりと湿ったその感覚は、夢の中から現実へと続いていた。	그리고 그녀의 몸속 깊은 곳에서 흘러나오는 비밀스러운 열기는 끈적하고 미끄럽게, 꿈에서부터 현실까지 계속 머물렀다.	And from deep within her, her own secret fluid flowed, hot and sticky, from dream to reality.						0
36	这是第二次了，第一次还是做完手术的那天晚上。	這是第二次了，第一次還是做完手術的那天晚上。	これは二度目だ。最初は、手術が終わったあの夜のことだった。	이번이 두 번째였고, 첫 번째는 수술이 끝난 그날 밤이었다.	This was the second time this had happened to her, the first being the night after her implant. Unsure if she was still dreaming, Clarina let her mind wander back...						0
37	手术后无比接近真实的那一次啃咬和吸吮，让她当晚在梦境里仿佛坠入鲜花与蜜液的国度，没有具体情节，只有无限满足。	手術後無比接近真實的那一次啃咬和吸吮，讓她當晚在夢境裡彷彿墜入鮮花與蜜液的國度，沒有具體情節，只有無限滿足。	手術後の、現実に限りなく似た感触は、その夜の夢で彼女を花と蜜の国へと墜とした。特に何も起こらなかった夢だったが、無限の満足感だけが残った。	수술 후 무척이나 실감 났던 강렬한 입맞춤은, 그녀를 그날 밤 꿈속으로 이끌어 꽃향기와 달콤함에 빠져들게 했다. 구체적인 줄거리는 없었지만, 끝없는 만족만 남아있었다.	The biting and sucking after the surgery had felt too real, drawing her that night into a dream of a blooming flower and flowing nectar. There were no details, only endless pleasure and satisfaction.						0
38	只是那时候她还不知道这叫什么，也不知道此后会陷入如此焦灼难熬的渴欲期。	只是那時候她還不知道這叫什麼，也不知道此後會陷入如此焦灼難熬的渴慾期。	当時の彼女はこれをなんと呼べばいいのかも、このあと、こんなにも焦がれ苦しむ渇望期に陥るとも知らなかった。	단지 그때 그녀는 이것을 뭐라 형용해야 할지 몰랐고, 이렇게 초조하고 괴로운 갈망의 시기에 빠지게 될 줄도 몰랐다.	Back then, she hadn't known what it meant, nor realized that afterward, she would be left with such a restless, burning ache.						0
39	她终究还是慢慢坐起来，热情又难为情地，想为他做点什么。	她最終還是慢慢坐起來，熱情又難為情地，想為他做點什麼。	彼女は結局ゆっくりと起き上がった。熱情と恥じらいを込めて、彼のために何かをしてあげたいと思った。	그녀는 결국 천천히 몸을 일으켰고, 의욕적이면서도 난처한 나머지 그를 위해 뭔가를 해 주고 싶었다.	Eventually, she sat up slowly, torn between embarrassment and passion, wanting to do something for him—						0
40	作为自己偷偷“亵渎”他的补偿。	作為自己偷偷「褻瀆」他的補償。	自分が密かに彼を「冒涜」したことへの償いとして。	그를 몰래 '탐한' 것에 대한 보상이었다.	Some way to atone for having secretly "defiled" him.						0
41	一份礼物？一个惊喜？	一份禮物？一個驚喜？	プレゼント？サプライズ？	선물? 깜짝선물이 좋을까?	A gift? A surprise?						0
42	或者是她觉得最能表达心意的，用心培育的花园。	或者是她覺得最能表達心意的，用心培育的花園。	あるいは、彼女が最も気持ちを現せる、心を込めて育てた花園。	또는 그녀의 마음을 가장 잘 표현할 수 있는, 정성스럽게 가꾼 정원도 좋겠다.	Or perhaps something that best expressed her heart: a carefully cultivated garden.						0
43	洗澡的时候她胡思乱想着礼物的选项，但不论如何，从家里带过来的研究笔记看来要派上用场了。	洗澡的時候她胡思亂想著禮物的選項，但無論如何，從家裡帶過來的研究筆記看來要派上用場了。	シャワーを浴びながら、彼女はプレゼントについてあれこれと思いを巡らせた。しかしどれを選んでも、実家から持ってきた研究ノートが役に立ちそうだった。	샤워를 하면서, 그녀의 머릿속은 온갖 선물 후보들로 가득했다. 하지만 무엇을 선택하든, 집에서 가져온 연구 노트는 꼭 필요했다.	As she showered, her thoughts drifted over possible gifts. But whatever she chose, the research notes she'd brought from home would surely come in handy.						0
44	花的形态、习性、气味……找对了基因点位，这些都可以进行更改。	花的形態、習性、氣味……找對了基因點位，這些都可以進行更改。	花の形、習性、香り……正しい遺伝子さえ見つけられれば、なんでも変えられる。	꽃의 형태, 습성, 향기… 유전자 위치만 제대로 찾으면, 이런 것들은 모두 변경이 가능하다.	Form, color, fragrance... with the right genetic key, all could be reshaped.						0
45	假期里她回吉诺拉庄园又查阅了不少研究资料，逐渐心里有了把握，又早早地赶回了基地。	假期裡她回吉諾拉莊園又查閱了不少研究資料，心裡逐漸有了把握，又早早地趕回了基地。	休暇中、彼女はディノーラ庭園に戻ってさらに資料を調べ、次第に自信をつけたあと、早々に社員寮へ戻った。	휴가 동안 그녀는 제노라 장원으로 돌아가 여러 연구 자료를 찾아보며 점차 확신을 얻었고, 숙소로 일찍 돌아왔다.	Then, during the vacation, she returned to Genoura Manor to study more. Gradually, confidence took root, which is why she returned early to the Base.						0
46	这一次，克罗瑞娜想尝试一个不一样的方案。	這一次，克羅瑞娜想嘗試一個不一樣的方案。	今回、クラウリナは一味違う方法を試してみたいと考えた。	이번에 클라리나는 색다른 것을 시도해 보고 싶었다.	This time, Clarina wanted to try something completely different.						0
47	她想把自己的爱意编入这份礼物。	她想把自己的愛意編入這份禮物。	自分の愛情をこのプレゼントに織り込みたいと、彼女は思った。	자신의 애정을 이 선물에 담고 싶었다.	She wanted to weave her love for him into this gift.						0
48	如果真有那么一天可以将这份礼物送给他，她希望分析员从这份礼物中，得到他真正喜欢的。	如果真的有那麼一天可以將這份禮物送給他，她希望分析員從這份禮物中，得到他真正喜歡的。	もし本当にプレゼントを彼に渡せる日が来たら、分析員がその中から、本当に好きなものを得られることを願っていた。	언젠가 이 선물을 전해줄 수 있는 그날이 온다면, 분석가가 이 선물을 통해 그가 진정으로 마음에 드는 것을 얻기를 바랐다.	If the day ever came when she could give it to him, she hoped it would be something he truly liked.						0
49	哪怕只是能闻到令他愉悦的花香，这也是一份有意义的礼物，不是吗？	哪怕只是能聞到令他愉悅的花香，這也是一份有意義的禮物，不是嗎？	たとえそれが彼が好きな花の香りだったとしても、それはそれで、意味のあるプレゼントではないだろうか？	그저 그를 기분 좋게 하는 꽃향기일 뿐이라도, 그것 또한 의미가 있는 선물이 아닐까?	Even if it was just a fragrance that could bring him joy, it would still be meaningful, wouldn't it?						0
50	她提前结束假期，回到基地，分析员一行人还未归，基地里只有她一个人。	她提前結束假期，回到基地，分析員一行人還未歸，基地裡只有她一個人。	彼女は休暇を早めに切り上げて寮に戻ったが、分析員たちはまだ帰っておらず、寮にいるのは彼女ひとりだけだった。	그녀는 휴가 일정을 일찍 마치고 숙소로 돌아왔지만, 분석가 일행은 아직 돌아오지 않아 숙소에는 그녀 혼자 남아있었다.	Her mind drifted to the empty base that awaited her. The Adjutant and the others hadn't come back yet. She was the only one here.						0
51	除了悉心照料植物，更新研究笔记，剩下的时间，她总是一遍遍看着终端里自己和分析员的聊天记录。	除了悉心照料植物，更新研究筆記，剩下的時間，她總是一遍遍看著終端裡自己和分析員的聊天記錄。	植物を大切に世話し、研究ノートを更新する以外の時間は、自分と分析員のチャット履歴を何度も読み返した。	식물을 정성껏 돌보고, 연구 노트를 새로 정리한 뒤 남은 시간에, 그녀는 단말기 속 자신과 분석가의 채팅 기록을 몇 번이고 읽곤 했다.	Aside from tending to the plants and updating her notes, she spent the rest of her time repeatedly scrolling through the messages they'd traded.						0
52	她时常给他发去消息，讲述她假期里度过的每一天。	她時常傳訊息給他，講述她假期裡度過的每一天。	彼女はよく彼にメッセージを送り、休暇中のことを伝えていた。	그녀는 시도 때도 없이 그에게 메시지를 보내며 그녀의 휴가 일상을 공유했다.	She often sent him messages, telling him how she spent each day of her vacation.						0
66_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
63_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
57_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
64_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
61_1	playername：	playername：	playername：	playername:	playername:						0
62	好，下次我们一起度假。	好，下次我們一起度假。	ああ、今度は一緒に過ごそう。	그래, 다음 휴가는 우리 같이 보내자.	Deal. Next time we'll go together.						0
63	对了，我带了纪念品，回去给你。	對了，我帶了紀念品，回去給你。	そうだ、お土産を買ったんだ。帰ったら渡すよ。	아, 그리고 기념품을 가져왔어. 돌아가면 줄게.	Oh, I bought some souvenirs.\nI'll give them to you when I get back.						0
58_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
56_1	playername：	playername：	playername：	playername:	playername:						0
52_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
53	这次回到庄园，看见以前培育的植物又生出许多枝条，季节变换了，枝叶也变成了更好看的颜色。	這次回到莊園，看見以前培育的植物又生出許多枝條，季節變換了，枝葉也變成了更好看的顏色。	屋敷に戻ったら、昔育てていた植物がまたたくさん枝を出していたわ。季節が変わって、葉もきれいな色になってたわよ。	장원에 돌아가 보니까 예전에 키우던 식물에 가지가 또 많이 돋아났더라. 계절이 바뀌니까, 가지와 잎사귀의 색깔도 더 예쁘게 변했고.	The plants at the manor have sprouted new branches. With the change of seasons, their leaves have taken on even lovelier colors.						0
54	就是你第一次来吉诺拉庄园时看到的结成网的藤蔓。	就是你第一次來吉諾拉莊園時看到的結成網的藤蔓。	貴方が初めてディノーラ庭園に来た時に見た、網状のツタのことよ。	네가 처음 제노라 장원에 왔을 때 봤던, 그물처럼 얽힌 덩굴 말이야.	The tangled vines you saw when you first visited, remember?						0
55	真想让你也看看它现在的样子。	真想讓你也看看它現在的樣子。	今の姿を、貴方にも見せてあげるわね。	지금 이 모습을 너도 본다면 좋을 텐데.	I really wish you could see how they look now.						0
56	[图片]	[圖片]	[画像]	[사진]	[Image]						0
57	看起来真不错，以后也可以在基地窗外种一些。	看起來真不錯，以後也可以在基地窗外種一些。	綺麗だ。今度は寮の窓際にも植えてみてもいいかもな。	정말 멋진데? 나중에 숙소 창밖에도 좀 심어볼까?	That looks great. We could plant some outside the windows at the Base.						0
58	你喜欢吗？那我来研究一下可不可行！	你喜歡嗎？那我來研究一下可不可行！	あれが好きなの？じゃあ、実現できるか研究してみるわ！	마음에 들어? 그럼 가능한지 한번 연구해 볼게!	You like these? I'll see if we can make that happen!						0
59	分析员，在海滩玩得开心吗？	分析員，在海灘玩得開心嗎？	分析員さん、ビーチは楽しかったかしら？	분석가, 해변에서 재밌게 놀고 있어?	Adjutant, are you having fun at the beach?						0
60	我今天赖了一小会儿床，吃过早餐之后，就一直在天台看书。	我今天賴了一下床，吃過早餐之後，就一直在樓頂看書。	今日は少し寝坊しちゃって、朝食を済ませてからずっと屋上で本を読んでた。	난 오늘 늦잠을 좀 잤어. 아침을 먹고 나서는 계속 옥상에서 책을 읽었고.	I stayed in bed a little longer this morning, and after breakfast, I just sat on the rooftop reading.						0
61	有些想你，下次我一定不会错过和你的假期了。	有些想你，下次我一定不會錯過和你的假期了。	貴方に会いたいな。次のバカンスは、絶対参加しないとね。	좀 보고 싶네. 다음엔 너와의 휴가를 절대 놓치지 않을 거야.	I miss you. Next time, I'm definitely going on vacation with you too.						0
64	好耶！	好耶！	それは楽しみね！	좋아!	Yay~! You're the best!						0
65	分析员，今天醒来的时候，外面有些吵，我还以为你已经回来了呢！	分析員，今天醒來的時候，外面有點吵，我還以為你已經回來了呢！	分析員さん、今日起きたら、外が少し騒がしかったから、てっきりもう帰ってきたのかと思ったわ！	분석가, 오늘 일어나 보니까 밖이 좀 시끄럽길래 네가 벌써 돌아온 줄 알았어!	Adjutant, when I woke up today, it was a bit noisy outside. I thought you were back!						0
65_1	playername：	playername：	playername：	playername:	playername:						0
66	假期也差不多快要结束了，下周回去。	假期也差不多快要結束了，下週回去。	バカンスはそろそろ終わるよ。来週には帰る予定だ。	휴가도 거의 끝나가네, 다음 주에 돌아갈게.	It's just about over. I'll be back next week.						0
67	嗯！我等你回来。	嗯！我等你回來。	ええ。待ってるわ！	응! 기다리고 있을게.	Okay! I'll be waiting.						0
68	他现在会在做什么呢？	他現在會在做什麼呢？	彼は今、何をしてるのかな？	그는 지금 뭘 하고 있을까?	What would he be doing right now?						0
69	夏日的暴雨猝不及防，就算知道来去匆匆，但一道闪电打下来，她还是被吓了一跳。	夏日的暴雨猝不及防，就算知道來去匆匆，但一道閃電打下來，她還是被嚇了一跳。	夏の豪雨は突然やってきた。すぐに止むと分かっていても、稲妻が落ちると、彼女はやはり驚いてしまった。	여름날의 폭우가 예고도 없이 찾아왔다. 금방 지나갈 걸 알면서도, 번개가 치는 순간 그녀는 화들짝 놀랐다.	A sudden summer downpour caught her off guard. Even knowing it was only a brief storm, she was still startled when a bolt of lightning struck.						0
70	拿起终端，她再次发过去消息。	拿起終端，她再次傳了訊息過去。	端末を手に取り、彼女は再びメッセージを送った。	그녀는 단말기를 집어 들고 다시 메시지를 보냈다.	Picking up her terminal, she sent another message.						0
70_1	克罗瑞娜：	克羅瑞娜：	クラウリナ：	클라리나:	Clarina:						0
71	有一个请求……	有一個請求……	お願いがあるんだけど……	부탁이 하나 있는데…	I have a favor to ask...						0
71_1	playername：	playername：	playername：	playername:	playername:						0
72	嗯？	嗯？	ん、なんだ？	응?	Huh?						0
73	可以……去你的房间吗？	可以……去你的房間嗎？	貴方の部屋に行ってもいいかしら？	네 방에… 가 있어도 될까?	Can I... go to your room?						0
74	失礼了！	失禮了！	急にごめんなさい！	실례 좀 할게!	I'm really sorry to impose on you!						0
75	怎么会突然这样问？	怎麼會突然這樣問？	突然どうしたんだ？	갑자기 왜?	Why do you suddenly want to go to my room?						0
76	外面下雷阵雨了，而且基地空荡荡的，我有点害怕。	外面下雷陣雨了，而且基地空蕩蕩的，我有點害怕。	外が急な雷雨で、寮もがらんとしてて、ちょっと怖いの。	지금 천둥번개가 치고 비가 오고 있어. 숙소도 텅 비어서 좀 무서워.	There's a thunderstorm outside, and the Base is empty. I'm... a little scared.						0
77	如果能待在你的房间，我应该就不怕了。	如果能待在你的房間，我應該就不怕了。	貴方の部屋にいたら、怖くなくなると思って。	네 방에 있는다면 무섭지 않을 것 같아.	I think I'd feel better in your room.						0
78	可以吗？	可以嗎？	だめ……かしら？	그래도 돼?	Would that be okay?						0
79	当然可以，不过……	當然可以，不過……	もちろんいいけど……	물론이지, 하지만…	Yeah, of course, it's just...						0
80	我不会弄乱你的房间的！我只是想在一个安心的地方好好睡一觉。	我不會弄亂你的房間的！我只是想在一個安心的地方好好睡一覺。	部屋を散らかしたりなんてしないわ！安心できる場所で、ちゃんと寝たいだけよ。	네 방 어지럽히지 않을게! 그냥 마음 놓을 수 있는 곳에서 푹 자고 싶을 뿐이야.	I won't mess it up! I just want to sleep in a room where I can feel safe.						0
81	你放心！！	你放心！！	だから安心して！	걱정 마!!	You can trust me!!						0
82	我当然放心，我的意思是，既然下了雨，睡前记得关好窗别着凉。	我當然放心，我的意思是，既然下了雨，睡前記得關好窗別著涼。	そんなことは心配していないさ。私が言いたいのは、雨が降っているのなら、体が冷えないように、寝る前に窓を締めておいてくれ。	나야 당연히 괜찮지. 비가 오면 감기 걸리지 않도록 창문을 잘 닫고 자라고 말해주고 싶었어.	Of course I trust you. I was going to tell you to close the window before you sleep. It's raining and I don't want you to catch a cold.						0
83	不用拘束，随你喜欢地休息吧。	不用拘束，隨你喜歡地休息吧。	私の部屋は遠慮せず使ってくれていいから。	부담 갖지 말고 편하게 쉬어.	Other than that, just use my room like it's your own.						0
84	>_<	>_<	(>_< )	>_<	>_<						0
