xxx_3024281522	A	A	A	A	A	A	A	A	A	A	A
25	分析员要照顾的可不只有姐姐我呀。	分析員要照顧的可不只有姐姐我呀。	だって分析員は、私以外にも、いろんな人の面倒を見なくちゃいけませんし。	분석가가 신경 써야 할 사람은 나뿐만이 아니잖아?	You have more than just me to take care of, you know.						0
26	我能听出恩雅语气里没有任何的醋意，只有满满的宠溺。	我聽得出恩雅語氣裡沒有任何的醋意，只有滿滿的寵溺。	エンヤの口調から嫉妬は感じ取れない。あるのは溺愛だけだ。	엔야의 말투에서 질투라고는 조금도 느껴지지 않았다. 오히려 나를 향한 깊은 애정이 담긴 따스한 포용이었다.	There was no trace of jealousy in her voice, only boundless affection and fond indulgence.						0
27	而她这份无微不至的柔情，也让我的心中升起无限的怜惜与爱惜。	而她這份無微不至的柔情，也讓我的心中升起無限的憐憫與愛惜。	そんな彼女の優しさを受けて、私まで慈しむ気持ちが芽生えた。	그리고 그녀의 변함없는 부드러움은 내 마음에 무한한 사랑을 불러일으켰다.	That endless tenderness and warmth stirred something deep within me — a quiet urge to cherish her even more.						0
28	我觉得，我对恩雅的照顾还不够。	我覺得，我對恩雅的照顧還不夠。	まだエンヤの面倒も十分見れていないと思うけどな。	앞으로 엔야를 더 잘 챙겨야 할 것 같네요.	I don't think I've taken care of you enough, Enya.						0
29	我重新将她揽入怀中。	我重新將她攬入懷中。	私は改めて彼女を抱きしめた。	나는 다시 그녀를 품 안으로 끌어당겼다.	I pulled her back into my arms.						0
30	唔嗯~不对哦，分析员太过纵容我的话，姐姐可是会变得很贪心的。分析员给我的爱有现在这种程度，姐姐已经心满意足了。	唔嗯~不對喔，分析員太過縱容我的話，姐姐可是會變得很貪心的。分析員給我的愛有現在這種程度，姐姐已經心滿意足了。	いいえ。これ以上私を甘やかすと、貪欲になっちゃいますよ。だから分析員からの愛は、今のままで十分です。	으응~ 아니야. 분석가가 너무 날 맞춰주면, 이 누님은 점점 더 욕심이 많아질걸? 지금 이 정도로 충분히 만족하고 있어.	Uh-uh~ If you keep spoiling me like this, Adjutant, I might just start wanting more and more. The love you've given me is already more than enough — I'm very happy and content.						0
31	她微笑着摇头，随后从床上起身。而在起身之前，她还不忘给我一个深吻。	她微笑著搖頭，隨後從床上起身。而在起來之前，她還不忘給我一個深吻。	彼女は微笑みながら首を横に振って、私と深いキスを交わしてから、ベッドから降りた。	그녀는 미소를 지으며 고개를 저었고 천천히 침대에서 일어났다. 물론 일어나기 전 내게 딥 키스를 남기는 것도 잊지 않았다.	She smiled, shaking her head. Just as she slipped out of bed, she suddenly leaned in and pressed a slow, lingering kiss against my lips.						0
32	这个……算是正式的早安问候。	這個……算是正式的早安問候。	これは、おはようのキスです。	이건… 정식으로 하는 아침 인사야.	That... was your official good morning kiss.						0
33	接下来，你该起床啦，早餐已经做好了。	接下來，你該起床啦，早餐已經做好了。	さぁ、起きましょうか。朝ごはんを用意しましたよ。	자, 이제 일어나. 아침 식사 준비됐어.	Now, rise and shine. Breakfast is ready.						0
34	听到这句话，我才恍然所觉。	聽到這句話，我才恍然所覺。	そこまで聞いて、私はやっと気づいた。	나는 그제야 깨달았다.	It wasn't until she mentioned breakfast that I finally noticed it.						0
35	房间里除了恩雅身上的幽香外，还藏着一股让人食指大动的香气。	房間裡除了恩雅身上的幽香外，還藏著一股讓人食指大動的香氣。	部屋の中にはエンヤの体から漂う優雅な香り以外、食欲をそそる香りも漂っていた。	방 안에는 엔야의 은은한 향기 외에도 식욕을 자극하는 맛있는 향이 감돌고 있었다.	Beyond the faint, pleasant scent of Enya lingering in the air, a totally different type of aroma filled the room — one that stirred my appetite the moment I caught it.						0
36	我不由自主看向恩雅。此时少女忽然痴痴一笑，伸手戳了戳我的额头。	我不由自主看向恩雅。此時少女忽然痴痴一笑，伸手戳了戳我的額頭。	思わずエンヤのほうを見ると、彼女は笑顔で私の額を指で突いた。	나는 자연스레 엔야를 바라보았다. 그러자 소녀는 갑자기 장난기 섞인 미소를 짓더니 손가락으로 내 이마를 톡 하고 찔렀다.	I instinctively turned to look at her. The violet-haired girl suddenly giggled to herself, then reached out and tapped my forehead with her fingertip.						0
37	分析员想要的话，晚上再给你，现在是早餐时间。	分析員想要的話，晚上再給你，現在是早餐時間。	分析員がまだ足りないというのなら、夜また付き合いますから。今は朝ごはんを食べましょう。	분석가가 원한다면 이따 밤에 줄게. 지금은 아침 시간이야.	If you want more, you'll have to wait until tonight. Right now, it's breakfast time.						0
38	啊？	啊？	え？	네?	Huh?						0
39	咦，原来是我想岔了吗？	咦，原來是我想歪了嗎？	あれ。もしかして私の勘違いですか？	어머, 설마 내가 딴생각한 거야?	Oh? Did I misinterpret something?						0
40	咳咳……	咳咳……	こほん……	콜록콜록…	Ahem...						0
41	我已经明白恩雅想岔到了哪里，可就在我在脑中思考要如何替她缓解尴尬时，却见恩雅从容理了理耳畔的发丝，坦然露出笑容。	我已經明白恩雅想歪到了哪裡，但就在我在腦中思考要如何替她緩解尷尬時，卻看恩雅從容理了理耳畔的髮絲，坦然露出笑容。	私はエンヤが言う勘違いがなんなのか、すぐに気づいた。どうやってこの気まずさを紛らわそうかと考えていると、エンヤは髪の毛をかきあげて、余裕そうな笑顔を見せた。	난 엔야가 무슨 생각을 했는지 알아차렸다. 그녀가 느낄 당혹감을 덜어주기 위해 어떻게 반응해야 할지 고민하던 찰나, 엔야는 태연하게 귓가의 머리를 만지며 담담한 미소를 지었다.	I immediately realized what she thought I meant. Just as I was about to come up with something to say to spare her the embarrassment, she casually tucked a lock of hair behind her ear, flashing an honest smile.						0
42	不过……想岔也是没有办法的事情呀……毕竟我比较贪心。	不過……想歪也是沒辦法的事情啊……畢竟我比較貪心。	でも……勘違いしちゃうのも仕方ないじゃないですか。だって私、貪欲ですから。	하지만… 오해하는 것도 어쩔 수 없는 일이잖아. 이 누님이 욕심이 좀 많아서.	But... I couldn't help it. After all, I can be a little greedy sometimes.						0
43	贪心？	貪心？	貪欲？	욕심… 많다고?	Greedy?						0
44	这是我想慢慢展示给你看的东西，现在的话……我们还是先去吃早餐吧。	這是我想慢慢展示給你看的東西，現在的話…我們還是先去吃早餐吧。	あとでゆっくり教えますよ。今は……朝ごはんを食べましょう。	그건 천천히 분석가한테 보여주고 싶은 부분이야. 지금은… 일단 아침부터 먹을까?	It's something I'd like to show you bit by bit. But for now... let's have breakfast first.						0
45	她按着自己的胸口，脸颊泛起更深些的红晕，眼中好似藏着一些极力压制的情绪。	她按著自己的胸口，臉頰泛起更深一點的紅暈，眼神看起來像藏著一些極力壓制的情緒。	彼女は自分の胸元を押さえながら、さらに頬を赤らめて、その目に浮かぶ感情を必死に隠していた。	그녀는 가슴에 손을 올렸고, 볼은 한층 더 붉어졌으며 눈에는 마치 애써 억누른 감정이 숨겨져 있는 것 같았다.	She pressed a hand to her chest, her cheeks flushed deeper, her eyes sparkling with something she was clearly trying to control.						0
46	一段时间后，餐桌旁，我嗅着香味，大口地吃着恩雅准备的爱心早餐。	一段時間後，餐桌旁，我聞著香味，大口地吃著恩雅準備的愛心早餐。	少しすると、私はテーブルでエンヤが用意してくれた朝ごはんを堪能した。	조금 시간이 흐른 뒤, 나는 식탁에서 진한 향기를 맡으며 엔야가 정성스럽게 준비한 아침 식사를 한입 가득 베어 물었다.	A while later, at the dining table, I inhaled the delightful scent of the food in front of me, munching on the breakfast Enya had prepared with so much love.						0
47	满满的一大桌，光是看着就能想到恩雅花了多少心思准备。	滿滿的一大桌，光是看著就能想到恩雅有多麼用心在準備。	テーブルの上に所狭しと並べられた料理は、どれも丹精を込めて作ってくれたに違いない。	가득 차려진 한 상을 보니 그녀가 얼마나 많은 정성을 쏟았는지 바로 느껴졌다.	The table was spread with an impressive array — just looking at it was enough to tell me how much effort she had put into making all of this.						0
48	分析员，别急呀，还有很多哦，都是给你准备的。	分析員，別急啊，還有很多喔，都是為你準備的。	急がなくても大丈夫ですよ。あなたのためにたくさん用意しましたから。	분석가, 그렇게 급하게 안 먹어도 돼, 아직 많아~ 다 분석가를 위한 거니까.	Easy, Adjutant~ There's plenty more, all made just for you.						0
49	我咽下口中的食物，看向恩雅。她坐在我的身边，笑眯眯撑着下巴盯着我看。	我吞下口中的食物，看向恩雅。她坐在我的身邊，笑瞇瞇撐下巴看著我。	私は口に入れた分を呑み込んで、エンヤのほうを見た。彼女は私の横に座って、ニコニコしながら私を眺めている。	나는 입안의 음식을 삼키고 그녀를 바라보았다. 엔야는 내 옆에 앉아 턱을 괴고 흐뭇하게 미소 지으며 나를 바라보고 있었다.	Swallowing another mouthful, I turned to look at Enya. She sat beside me, resting her chin on her hand, watching me eat with a tender smile.						0
50	你不吃吗？	你不吃嗎？	食べないのか？	엔야는 안 먹어?	Aren't you going to eat?						0
51	对我而言，比起吃东西，看着分析员吃我亲手做的东西，我会更容易感到满足。	對我而言，比起吃東西，看著分析員吃我親手做的東西，我會更容易感到滿足。	自分が食べるより、分析員が手料理を食べてくれるところを見ているほうが満足できますから。	내가 먹는 것보다, 내가 만든 걸 분석가가 먹어주는 게 더 큰 행복이야.	For me, watching you enjoy my cooking is far more satisfying than eating it myself.						0
52	所以~不用担心我的，分析员。	所以~不用擔心我的，分析員。	だから、心配しなくても大丈夫ですよ、分析員。	그러니까~ 나 걱정하지 마, 분석가.	So, don't worry about me, Adjutant~						0
53	她笑着，脸上带着温柔的笑意，手指轻轻按在我的唇上，替我抹去了嘴边的油渍。	她笑著，臉上帶著溫柔的笑意，手指輕輕按在我的唇上，替我抹去了嘴邊的油漬。	エンヤは笑顔で指を差し出して、私の口元についた食事の跡を拭いてくれた。	그녀는 부드러운 미소를 지으며 손끝으로 내 입가를 살짝 닦아주었다.	Smiling warmly and affectionately, she reached forward, gently pressing her thumb to my lips, wiping away a smudge of oil from the corner of my mouth.						0
54	我们的角色是不是应该对调一下。	我們的角色是不是應該對調一下。	なんだか、ポジションが逆のような……	우리 역할이 바뀌어야 하는 게 아닐까요?	I think we should switch roles here.						0
55	只要你喜欢，当然可以。	你喜歡的話，當然可以。	ふふ、あなたが望むなら、逆でもいいですよ。	분석가가 원한다면 당연히 바꿔도 돼.	If that's what you want, then of course~						0
56	恩雅端起我的牛奶喝了一口，还故意让唇边留下了奶渍，然后在我眼前仰起小脸。	恩雅端起我的牛奶喝了一口，還故意讓唇邊留下了奶漬，然後在我眼前仰起小臉。	エンヤは私のグラスに入っている牛乳を啜ると、わざと口元に跡を残して、私に自分の頬を見せてきた。	엔야는 내 우유를 집어 들어 한 모금 마셨다. 그리고 입가에 일부러 우유 자국을 남긴 채 천진난만한 표정으로 나를 올려다보았다.	Enya picked up my glass of milk, took a sip, and then — deliberately — left a milk mustache on her lip. Tilting her chin up, she met my gaze.						0
57	这种备至的“宠溺”，让我的心中莫名窜过一种像是电流般酥麻的感受。不过啊……	這種溫柔備至的「寵溺」，讓我的心中莫名竄過一種像是電流般酥麻的感受。不過啊……	その至れり尽くせりな一面を見て、私は電流が走ったような痺れた感覚に襲われた。だが……	그녀의 세심한 '애정'이 내 심장을 간질이는 듯했다. 하지만 말이지…	This kind of meticulous indulgence sent a warm, tingling sensation through me. But still...						0
58	这角色不是完全没有调过来吗。	這角色不是完全沒有調過來嗎。	これじゃさっきとまったく一緒じゃないか。	이러면 역할이 완전히 바뀐 게 아니잖아요.	This doesn't feel like much of a role reversal.						0
59	我无奈说着，伸手擦过她的嘴角，而在我的手指拂过她的嘴唇之时，恩雅忽然张开嘴，连着我的手指一起吞下去。	我無奈說著，伸手擦過她的嘴角，而在我的手指拂過她的嘴唇之時，恩雅忽然張開嘴，連著我的手指一起吞下去。	私は仕方なく彼女の口元を拭くことにした。私の指が彼女の唇に触れる瞬間、彼女は口を開いて、私の指を咥えた。	나는 어쩔 수 없이 그녀의 입가에 묻은 우유를 닦아주었다. 그러나 손가락이 그녀의 입술을 스치던 순간, 엔야는 갑자기 입을 벌려 내 손가락까지 함께 물어버렸다.	I sighed and reached out, brushing my thumb against the corner of her lips. And just as my finger grazed her skin, she suddenly parted her lips, taking my finger into her mouth.						0
60	可随后，她就吐出了我的手指，故作镇静，好似刚才什么都没发生一样，接过我的刀叉，替我切起了一块煎到恰到好处的肉排。	但隨後，她就吐出了我的手指，故作鎮定，好像剛才什麼都沒發生一樣，接過我的刀叉，替我切起了一塊煎得恰到好處的肉排。	すぐさま私の指を解放すると、彼女は何事もなかったように、私のナイフとフォークを取って、代わりにステーキを切り分けてから、私に差し出してきた。	그러나 곧 그녀는 내 손가락을 뱉어내고, 아무렇지 않은 듯한 침착한 모습으로 조용히 나이프와 포크를 집어 들었다. 그녀는 적당하게 요리된 스테이크 한 조각을 잘라 내 앞에 내밀며 말했다.	Then, just as swiftly, she let go. Feigning composure, she picked up a knife and fork and gracefully sliced into a perfectly seared piece of steak.						0
61	分析员来尝尝这个吧。	分析員來吃看看這個吧。	はい分析員、これも食べてみてください。	분석가, 이거 한번 먹어봐.	Here, Adjutant. Try this.						0
62	她看似毫不慌乱，可我能从她眉眼间看出一些依稀的仓促……以及想要遮掩的情绪。她像是在压制着某种冲动。	她看似毫不慌亂，但我能從她眉眼間看出一些依稀的倉促……以及想要遮掩的情緒。她像是在壓制某種衝動。	冷静に装っているが、彼女の表情はかすかに慌てているように見える。しかも……なにかの衝動を我慢しているようだった。	겉으로는 태연해 보였지만, 난 그녀의 눈썹과 눈가에 드리운 미묘한 흔들림을 보았다… 그리고 그녀는 무언가를 억누르고 있었다.	She appeared utterly unruffled. Yet in the subtle flicker of her lashes, I caught a trace of falter in her composure — she was clearly holding something back.						0
63	我忽然想明白了一件事。	我忽然想明白了一件事。	なんだか、わかったような気がする。	나는 깨달았다.	And in that moment, I understood.						0
64	想明白了她在克制着什么——	想明白了她在克制著什麼——	エンヤがなにを我慢しているのか……	그녀가 무엇을 참고 있는지.	I understood exactly what she was trying to hold back...						0
65	也猜到了她为什么要克制。	也猜到她為什麼要克制了。	それから、なぜ我慢しているのかを。	그녀가 왜 참고 있는지도 알았다.	And why she felt the need to hold back.						0
66	因为她是恩雅。	因為她是恩雅。	彼女はエンヤだからだ。	왜냐하면, 그녀는 엔야니까.	Because she was Enya.						0
67	这是独属于她的，温柔，包容的爱。	這是獨屬於她的，溫柔，包容的愛。	これは彼女特有の優しさであり、包容力のある愛だ。	엔야는 그녀만의 방식으로 부드러우면서 포용력 있는 사랑을 주는 사람이니까.	Because this was her unique love for me — warm, tender, stoic.						0
68	恩雅。	恩雅。	エンヤ。	엔야.	Enya.						0
69	分析员，还有什么需要吗？	分析員，還有什麼需要嗎？	分析員？ほかに何かしてほしいことがあるんですか？	분석가, 뭐 필요한 거 있어?	Hmm? What do you need, Adjutant?						0
70	我想加餐。	我想加餐。	もう一度しよう。	추가 주문하고 싶어요.	I'd like another "serving."						0
71	……	……	……	…	...						0
72	这次……	這次……	今度は……	이번에는…	And this time...						0
73	你没有想岔。	你沒有想歪。	君の予想通りの意味だ。	딴생각한 게 아니에요.	You didn't misinterpret.						0
74	偶尔，也可以不用考虑那么多的。	偶爾，也可以不用考慮那麼多的。	たまには、余計なことを考えなくてもいいんだぞ。	가끔은 너무 많이 생각하지 않아도 괜찮아요.	Sometimes, you don't have to be so considerate, you know.						0
75	原来如此……分析员看出来了啊。	原來如此……分析員看出來了啊。	なるほど……分析員にバレちゃいましたか。	그렇구나… 분석가한테 들켰네.	I see... So, you saw through me, Adjutant.						0
76	……这可是分析员强烈要求的，可就不能怪姐姐我了。	……這可是分析員強烈要求的，那就不能怪姐姐我了。	……分析員の要望だから、付き合ってるだけですよ。お姉さんのせいにしちゃダメですからね。	… 이건 분석가가 강력하게 원한 거니까, 이 누님을 탓하면 안 돼.	Well then... Since you insist, I suppose I have no choice.						0
77	她若有所思地看了我一会儿，然后毫不犹豫，主动吻了上来。	她若有所思地看了我一會，然後毫不猶豫，主動吻了上來。	彼女は私に意味深な視線を投げてから、躊躇なく私の唇に自分の唇を重ねた。	그녀는 잠시 나를 가만히 바라보더니, 주저 없이 다가와 내 입술에 키스했다.	She held my gaze, as if reading something in my expression. Then, without hesitation, she leaned in and gave me a lingering kiss.						0
78	有一个词，叫作食髓知味。	有一個詞，叫作食髓知味。	「味を占める」という言葉があるように……	‘식수지미’라는 말이 있다.	There's a saying — once you've tasted something truly wonderful, you'll crave it forever.						0
79	我知道她贪恋的是怎样的滋味。	我知道她貪戀的是怎樣的滋味。	彼女がどんな味を占めようとしているのかは、よくわかっている。	그녀가 탐하는 게 어떤 느낌인지 난 알고 있다.	And I know exactly what it was that she craved again and again.						0
80	只有两人独处的世界，亲密无间的那种滋味。	只有兩人獨處的世界，親密無間的那種滋味。	ふたりしかいない世界で、水入らずのときにだけ味わえるそんな味だ。	오직 둘만이 존재하는 세계에서 서로를 가깝게 느낄 수 있는 그런 특별한 느낌이다.	It was the kind of intimacy that only exists in a world of two.						0
81	虽然起床很早，但等我和恩雅出门时，已经到了下午。	雖然起床很早，但等我和恩雅出門時，已經到了下午。	結構早い時間に起きたのに、私とエンヤは午後になってからやっと家を出た。	아침 일찍 일어났지만, 나와 엔야가 밖으로 나섰을 때는 이미 오후였다.	Despite waking up early, by the time Enya and I finally stepped outside, the afternoon sun had already settled in the sky.						0
82	我没有去其他地方，而是打算一天都陪着恩雅，毕竟在不久后，我就该外出执行任务了。	我沒有去其他地方，而是打算一天都陪著恩雅，畢竟在不久後，我就要外出執行任務了。	私には行きたい場所などないので、今日はただエンヤが行きたい場所について行き、一日を過ごすつもりだ。数日後の任務で、私はまた家を空けることになるからだ。	다른 곳에 가는 대신 엔야와 함께 하루를 보내기로 계획했다. 얼마 지나지 않아 또 작전을 수행해야 하니 말이다.	I had no plans to go anywhere else. Today, I would stay by her side — because soon, I'd have to leave on my next mission.						0
83	而在来到公司大厅的时候，恩雅拉了拉我的手，微微踮起脚，凑到了我的耳边。	而在來到公司大廳的時候，恩雅拉了我的手，微微踮起腳，湊到了我的耳邊。	会社のホールにつくと、エンヤは私の袖を引き、つま先立ちになって私の耳元で囁いた。	회사 로비에 도착했을 때, 엔야는 내 손을 잡아당기더니 살짝 발끝을 세워 내 귓가에 속삭였다.	As we entered the Base hall, Enya tugged at my hand, rising onto her toes to whisper in my ear.						0
84	其实，我今天还有个惊喜想要给分析员。	其實，我今天還有個驚喜想要給分析員。	実は、分析員にサプライズを用意しました。	사실 오늘 분석가에게 줄 깜짝선물이 있어.	Actually... I have a little surprise for you today, Adjutant.						0
85	好好看着吧。	好好看著吧。	見ていてくださいね。	잘 지켜봐.	So get ready.						0
86	这是……只有我才能创造的奇迹哦。	這是……只有我才能創造的奇蹟喔。	私にしか作り出せない……	이건… 오직 나만이 만들어낼 수 있는 기적이야.	This is... a miracle only I can pull off.						0
87	狡猾的奇迹。	狡猾的奇蹟。	ずるい奇跡なんです。	아주 교활한 기적.	A miracle crafted by a scheming woman.						0
88	奇迹？	奇蹟？	奇跡？	기적?	A miracle?						0
89	本来我还没有完全做好准备……不过……分析员说了那样的话，就想着……或许也应该让分析员看看的。	本來我還沒完全準備好……不過……分析員說了那樣的話，就想著……或許也應該讓分析員看看的。	完璧な準備はできていませんが……分析員があんなことを言っていましたから……分析員には見せてもいいかなって思って。	사실 아직 완벽하게 준비되지는 않았어… 하지만… 분석가가 그런 말을 했으니까… 문득 생각이 난 거야.	I wasn't quite ready to show you yet... But after what you said earlier, I figured... maybe it's time.						0
90	看看我特别的一面。	看看我特別的一面。	私の、特別な一面をね。	이제 나의 특별한 모습을 지켜봐.	Time for you to see a different side of me.						0
91	不过，希望看到我这一面的分析员，不会害怕。	不過，希望看到我這一面的分析員，不會害怕。	でも、それを見ても怯えないでほしいです。	그렇지만 이 모습을 본 분석가가 날 두려워하지 않았으면 좋겠어.	I just hope that when you do, you won't be scared.						0
92	害怕？	害怕？	怯える？	두려워하다니?	Scared?						0
93	为什么这么说。	為什麼這麼說……	なぜ怯える必要があるんだ。	왜 그렇게 말하는 건가요?	Why would I be scared?						0
