xxx_883132838	A	A	A	A	A	A	A	A	A	A	A
41	而曾经缺少的表白情节，被如今的安卡希雅，以最浪漫的方式描绘了出来。	而曾經缺少的表白情節，被如今的安卡希雅，以最浪漫的方式描繪了出來。	そして、かつて欠けていた「告白」は――今のアカシアの手で、いちばんロマンチックな形に塗り替えられていた。	그리고 예전엔 없었던 고백 장면은, 지금의 아카시아에 의해 가장 로맨틱한 방식으로 그려졌다.	And Acacia depicted the love confession scene that had been missing before in the most romantic way.						0
42	教学楼的天台上，暖风徐徐，温柔且舒适。	教學樓的頂樓暖風徐徐，溫柔且舒適。	校舎の屋上。あたたかい風が吹き、優しくて、心地よい。	강의동 건물 옥상에서 불어오는 따뜻한 바람은 온화하고 편안했다.	On the rooftop of the school building, a warm breeze was blowing, gentle and comfortable.						0
43	她背对着夕阳，侧身看向我，茜红色的光芒与脸庞的绯色交织。	她背對著夕陽，側身看向我，橘紅色的光芒與臉龐的緋色交織。	彼女は夕陽を背に、横顔でこっちを見る。茜の光と頬の紅が重なり合って――	그녀는 석양을 등지고 옆으로 나를 바라봤고, 석양빛이 그녀 얼굴의 홍조와 교차했다.	She stood with the setting sun at her back, turning slightly to face me. The crimson light caught the color in her cheeks, blending the two together.						0
44	嘴唇微微开合，深吸了一口气。	嘴唇微微開合，深吸了一口氣。	息を吸う唇が、小さく震えた。	입술을 살짝 열었다 닫으며, 깊게 숨을 들이마셨다.	Her lips parted slightly as she drew in a deep breath.						0
45	随后用最大声音，将自己的心意，以最直接方式，彻底地抒发出来——	隨後用最大的聲音，將自己的心意，以最直接方式，徹底地抒發出來——	そして、胸の奥にある気持ちを、いちばん真っ直ぐな言葉で吐き出す。	그리고 가장 큰 소리로, 자신의 마음을 가장 직접적인 방식으로 완전히 쏟아냈다.	Then, at the top of her lungs, she laid bare her feelings in the most direct way possible—						0
46	playername前辈，我喜欢你！	playername前輩，我喜歡你！	私、playername先輩のことが、好き。	playername 선배, 좋아해!	playername senpai, I love you!						0
47	安卡希雅，我喜欢你，一直一直都喜欢你！	安卡希雅，我喜歡你，一直一直都喜歡你！	私もアカシアのことが好きだ。ずっと、ずっと。	아카시아, 좋아해, 전부터 계속 좋아하고 있었어!	I love you too, Acacia. I've always, always loved you!						0
48	我同时致以我最真挚的回应。	我同時致以我最真摯的回應。	同じだけ真剣に返した。	나도 동시에 가장 진심 어린 답을 전했다.	I offered my most sincere reply.						0
49	眼角的泪滴闪过夕阳的光芒，随后轻轻滴落在地上。	眼角的淚滴閃過夕陽的光芒，隨後輕輕滴落在地上。	目尻に溜まった雫が夕陽を拾って、ぽとりと地面に落ちる。	눈가의 눈물방울이 석양빛을 반짝이더니, 이내 가볍게 땅에 떨어졌다.	Tears at the corner of her eyes caught the light of the setting sun before gently falling to the ground.						0
50	注视着安卡希雅略带泪花的眼眸，此刻她一言不发，只是含情脉脉地看着我。	注視著安卡希雅略帶淚花的眼眸，此刻她一言不發，只是含情脈脈地看著我。	涙を宿した彼女の瞳を見つめると、アカシアは何も言わないまま――ただ、愛しそうに私を見返してきた。	눈물 맺힌 아카시아의 눈동자를 바라보았다. 지금 그녀는 아무 말 없이 그저 애틋하게 나를 바라보고 있었다.	She didn't speak. She only looked at me, her gaze full and unguarded.						0
51	随后回握住了我的手掌，十指纠缠在一起，身体紧紧相拥着。	隨後回握住了我的手掌，十指糾纏在一起，身體緊緊相擁著。	そして手を握り返し、指を絡め、身体ごと抱きしめてくる。	그녀는 내 손을 살며시 붙잡더니, 손가락을 깊게 얽히며 단단히 품에 안겨왔다.	Our fingers found each other, and we held on, closing the distance between us.						0
52	playername前辈……	playername前輩……	playername先輩……	playername 선배…	playername senpai...						0
53	她用满怀期待的眼神注视着我，而我又怎会拒绝少女的邀请。	她用滿懷期待的眼神注視著我，而我又怎會拒絕少女的邀請。	期待に満ちた視線。この誘いを、断れるはずがない。	그녀는 기대에 찬 눈빛으로 나를 주시했고, 내가 소녀의 초대를 거절할 수 있을 리 없었다.	The look in her eyes needed no explanation. I leaned in.						0
54	嘴唇互相碰撞在了一起，就是如此青涩而温馨的初吻。	嘴唇互相碰撞在了一起，就是如此青澀而溫馨的初吻。	唇が触れ合う。青くて、あたたかい――そんな初めてのキス。	입술이 서로 부딪쳤다. 풋풋하고 따뜻한 첫 키스였다.	Our lips met. Awkward, unpracticed, and warm. A first kiss that was clumsy in all the right ways.						0
55	稍许之后，我们互相松开。	片刻之後，我們互相鬆開。	少しして、ゆっくり唇を離す。	잠시 후, 우리는 서로를 놓아주었다.	Then, slowly, we drew apart.						0
56	看着略显狼狈的彼此，都笑了起来，紧绷的心弦也终于放下。	看著略顯狼狽的彼此，都笑了起來，緊繃的心弦也終於放下。	互いの少し不格好さが可笑しくて、二人同時に笑ってしまった。張りつめていた胸の糸が、そこでようやくほどけていく。	조금 어색한 서로의 모습에 두 사람은 웃음을 터뜨렸고, 긴장된 마음의 끈도 마침내 풀어졌다.	Seeing how disheveled we both looked, we burst into laughter, and the tension eased.						0
57	从此之后，我们就是恋人了，安卡希雅。	從此之後，我們就是戀人了，安卡希雅。	これからは恋人だな、アカシア。	이제부터 우리는 연인이야, 아카시아.	Guess that makes us lovers now, Acacia.						0
58	嗯，现在，我是playername的恋人了。	嗯，現在，我是playername的戀人了。	うん。これから、playername先輩の恋人だね。	응, 지금부터 나는 playername의 연인이야.	Yeah, I'm playername's lover now.						0
61	剧本 安卡希雅 Playername	劇本 安卡希雅 Playername	脚本　アカシア／Playername	각본 아카시아 playername	Script: Acacia, Playername						0
62	特别致谢 亲爱的Playername	特別感謝 親愛的playername	Special Thanks　大切なplayername	특별 감사 사랑하는 playername	Special Thanks: Dear Playername						0
59	恭喜亲爱的达成HappyEnd！	恭喜親愛的達成Happy Ending！	――おめでとう、あなた。Happy End達成！	자기의 해피 엔딩 달성을 축하해!	Congratulations on achieving the happy ending, darling!						0
60	制作人 安卡希雅 Playername	制作人 安卡希雅 Playername	プロデューサー　アカシア／Playername	프로듀서 아카시아 playername	Production: Acacia, Playername						0
63	完成了。	完成了。	……完成。	완료되었다.	It was complete.						0
64	象征少女与这个时代正式接轨的起点之作，总算在其迈入人生的下一个阶段前——	象徵少女與這個時代正式接軌的起點之作，總算在其邁入人生的下一個階段前——	少女がこの時代と「ちゃんと繋がる」ための、はじまりの一作。彼女が人生の次のステージへ進む、その前に――	소녀가 이 시대와 정식으로 연결되는 출발점을 상징하는 작품이, 마침내 그녀가 인생의 다음 단계로 나아가기 전에…	Before stepping into the next chapter of her life, Acacia had finally completed the title that marked her arrival in this era.						0
65	借由我们的手，共同完成了。	藉由我們的手，共同完成了。	私たちの手で、ようやく最後まで形になった。	우리의 손을 통해, 완료되었다.	And we had finished it together.						0
66	其实，游戏的结局早已在前期测试的过程中体验过无数次了。	其實，遊戲的結局早已在前期測試的過程中體驗過無數次了。	このエンディング自体は、テストの段階で何度も何度も見てきたはずなのに。	사실, 게임의 결말은 이미 초기 테스트 과정에서 수없이 경험했었다.	In fact, I'd already experienced the ending countless times during earlier test runs.						0
67	可当它以“完成品”的姿态真正呈现在眼前时，心中却依然涌起一阵陌生的悸动。	但當它以「完成品」的姿態真正呈現在眼前時，心中卻依然湧起一陣陌生的悸動。	「完成品」として目の前に現れた瞬間、胸の奥が、知らない鼓動で跳ねた。	하지만 그것이 '완성품'의 모습으로 눈앞에 진정으로 나타나자, 여전히 낯선 설렘이 마음속에서 밀려왔다.	But seeing it now in its finished form, I still felt an unfamiliar flutter in my chest.						0
68	大概，因为这是我和安卡希雅共同完成的吧。	大概……因為這是我和安卡希雅共同完成的吧。	たぶん――これは、私とアカシアが一緒に作り上げたものだから。	아마 나와 아카시아가 함께 완료했기 때문일 것이다.	Probably because this was something Acacia and I had made together.						0
69	是的，就像《新星开拓》一样，这只是我们携手写下的美好故事中的一篇。	是的，就像《新星開拓》一樣，這只是我們攜手寫下的美好故事中的一篇。	そう――『惑星開拓』と同じ。これは、私たちが二人で書き足してきた物語の一篇にすぎない。	그렇다. <신성 개척>처럼, 이것도 우리가 손을 잡고 써 내려간 아름다운 이야기 중 한 편이다.	Yes, just like Star Master, this was just one chapter in the series of beautiful stories we wrote together.						0
70	但这一篇，终究有些不同。	但這一篇，終究有些不同。	けれど、この一篇だけは、やっぱり少し違う。	하지만, 이 편은 조금 다르다.	But this chapter was different.						0
71	因为它是“恒约”的见证。	因為它是「恆約」的見證。	――「誓約」の証だから。	왜냐하면 이것은 '언약'의 증거니까.	Because it was the witness to our "Covenant."						0
72	我们为美好之物赋予了新的意义。	我們為美好之物賦予了新的意義。	私たちは「美しいもの」に、新しい意味を与えた。	우리는 아름다운 것에 새로운 의미를 부여했다.	We had given new meaning to something already beautiful.						0
73	而后——	而後——	そして——	그리고…	And then—						0
74	《安卡希雅~致我的挚爱~》	《安卡希雅~致我的摯愛~》	『アカシア～愛しい人へ～』	<아카시아: 사랑을 위하여>	From Acacia~ To My Beloved~						0
74_1	\n后日谈	\n後日談	\n後日談	\n후일담	\nEpilogue						0
75	如同恒约仪式本身所象征的那般，迈入了下一个阶段……	如同恆約儀式本身所象徵的那般，邁入了下一個階段……	誓約の儀式が象徴するように、物語は次のステージへ……	언약 의식이 상징하는 것처럼, 다음 단계로 나아갔다…	As symbolized by the Covenant ceremony, we stepped into our next stage...						0
76	以心意渲染的无数旧日时光，奏响了属于我们的旋律，在礼堂中不断回响。	以心意渲染的無數舊日時光，奏響了屬於我們的旋律，在禮堂中不斷迴響。	想いで染めた無数の「あの頃」が旋律になって、礼堂に幾重にも響きわたる。	마음으로 물들인 과거의 수많은 시간들이 우리만의 선율을 연주하며 예배당 안에서 끊임없이 울려 퍼졌다.	Fragments of the past, filled with shared feelings and quiet moments, began to weave together, forming a gentle melody that echoed through the hall.						0
77	哦，这是？	哦，這是？	ん？ これは――	어, 이건…?	Oh, what's this?						0
78	在原本的游戏里，并没有后日谈这个环节。	在原本的遊戲裡，並沒有後日談這個環節。	元のゲームには、後日談なんてはなかった。	원래는 게임에 후일담 부분이 없었다.	In the original game, there wasn't an epilogue like this.						0
79	我看向身旁的安卡希雅，她露出了一个意味深长的微笑，目光示意我看向屏幕。	我看向身旁的安卡希雅，她露出了個意味深長的微笑，目光示意我看向螢幕。	私は隣のアカシアを見る。彼女は意味ありげに口角を上げ、視線で「ほら」と画面を促す。	옆에 있는 아카시아를 바라보니, 그녀는 의미심장한 미소를 지으며 눈빛으로 화면을 보라고 알려주었다.	I turned to look at Acacia. She met my gaze with a knowing smile and gestured subtly toward the screen.						0
80	见她如此，我便也明白了她的心思，将视线重新投回屏幕。	見她如此，我便也明白了她的心思，將視線重新投回螢幕。	……なるほど。そういうことか。私はもう一度、視線をスクリーンへ戻した。	그 모습에 나도 그녀의 의도를 알아차렸고, 시선을 다시 화면으로 돌렸다.	Realizing what her reaction meant, I turned my gaze back.						0
81	屏幕闪烁之后，出现在眼前的是一所明媚的礼堂。	螢幕閃爍之後，出現在眼前的是一所明媚的禮堂。	画面がちかり、と瞬いて――眩しい式場が映し出される。	화면이 깜빡인 후, 밝고 환한 예배당이 눈앞에 나타났다.	After a flicker, a bright, sunlit hall appeared before my eyes.						0
82	周围是庄严肃穆的瓷白色大理石瓷砖，绣满花纹的红色地毯静静落在地板上。	周圍是莊嚴肅穆的瓷白色大理石瓷磚，繡滿花紋的紅色地毯靜靜落在地板上。	白磁のような大理石の床。荘厳な空気。刺繍の施された赤い絨毯が、音もなく足元に伸びている。	주변은 장엄하고 엄숙한 도자기 흰색 대리석 타일로 되어 있고, 꽃무늬가 수놓인 빨간 카펫이 조용히 바닥에 깔려 있었다.	White marble tiles, solemn and dignified, surrounded us. An embroidered red carpet lay on the floor.						0
83	而在正中央，少女正穿着一袭白纱，微笑地看着我。	而在正中央，少女正穿著一襲白紗，微笑地看著我。	そして中央には――白いヴェールをまとった少女が、私を見て微笑んでいる。	그리고 정중앙에는, 소녀가 순백의 베일을 두른 채 웃는 얼굴로 나를 바라보고 있었다.	And in the very center, she stood there in a white dress, smiling at me.						0
84	漫天的花瓣随着微风缓缓落下，浅浅地染在那片纯净的薄纱身上。	漫天的花瓣隨著微風緩緩落下，淺淺地染在那片純淨的薄紗身上。	花びらが風に乗って、はらはらと舞い落ち、薄布に淡く色を落とす。	하늘 가득 흩날리는 꽃잎이 미풍을 따라 천천히 떨어지며, 순수한 얇은 베일 위를 살짝 물들였다.	Petals drifted down on a gentle breeze, brushing against her veil and tinting it faintly with color.						0
85	那本应是会在未来的几日后才上演的光景。	那本應該是會在未來的幾日後才上演的光景。	本来なら、数日「先」に訪れるはずの光景。	그것은 앞으로 며칠 후에나 보게 될 광경이었다.	It was a scene meant to happen in just a few days' time.						0
86	而如今却提前，映入了我的眼帘。	而如今卻提前，映入了我的眼簾。	それが今、いち早く私の瞳に焼き付く。	하지만 지금, 미리 내 눈앞에 펼쳐졌다.	Yet here it was, appearing before me ahead of schedule.						0
87	这是独属于安卡希雅的邀请，同时是只有我能回应的请求。	這是專屬於安卡希雅的邀請，同時是只有我能回應的請求。	これはアカシアだけの「招待」で、私だけが返せる「お願い」だ。	이것은 아카시아만의 초대이자, 오직 나만이 응답할 수 있는 요청이다.	This was an invitation only Acacia could offer, and a question only I could answer.						0
88	望向一旁略显得意的“始作俑者”，我笑了笑。	望向一旁略顯得意的「始作俑者」，我笑了笑。	少し得意げな「仕掛け人」へ目を向け、私は小さく笑った。	옆에서 살짝 득의양양한 '범인'을 바라보며, 나는 웃었다.	I looked to the side at the slightly smug "culprit" and smiled.						0
b-1											0
89	是否要与安卡希雅缔结恒约	是否要與安卡希雅締結恆約	アカシアと誓約を結びますか。	아카시아와 언약을 맺으시겠습니까?	Form a Covenant with Acacia?						0
90	随后，在按下“确认”的按钮的同时，搂住了她的腰际。	隨後，在按下「確認」按鈕的同時，摟住了她的腰際。	――そして「はい」を押すのと同時に、私は彼女の腰を抱き寄せた。	 '확인' 버튼을 누르는 동시에, 그녀의 허리를 껴안았다.	Then, as I pressed "Yes," I wrapped my arm around her waist.						0
91	相同的答案，还要再让我说一次吗？	相同的答案，還要再讓我說一次嗎？	同じ答えを、もう一度言わせる気か。	같은 대답을 또 하게 하려고?	Do you really need to hear the same answer again?						0
92	咚咚咚——	怦怦怦——	ドクン――ドクン――	쿵쿵쿵.	Thump, thump, thump—						0
93	此刻，我清楚地听到她热意而剧烈的心跳。	此刻，我清楚地聽到她熱切而劇烈的心跳。	腕の中で、熱くて乱暴な鼓動がはっきり聞こえる。	그 순간, 나는 그녀의 뜨겁고 격렬한 심장 박동을 분명히 들었다.	I could clearly hear her heart pounding fast and passionately.						0
94	这一次，是亲爱的来问我。	這一次，是親愛的來問我。	今回は……あなたが、私に聞く番。	이번에는 자기가 나한테 물어보는 거야.	This time, you're the one who gets to ask, darling.						0
95	不用再确认吧。	不用再確認吧。	確認なんて、いらないだろ。	더 이상 확인할 필요 없잖아.	You don't need to keep confirming.						0
96	我轻轻吻上她的唇。	我輕輕吻上她的唇。	そっと、彼女の唇に口づける。	나는 그녀의 입술에 가볍게 입을 맞췄다.	I gently kissed her lips.						0
97	安卡希雅，我将与你，缔结恒约，直至永远。	安卡希雅，我將與你，締結恆約，直至永遠。	アカシア。私は君と誓約を結ぶ――\nこれから先も、ずっと変わらない。	아카시아, 너와 언약을 맺을게, 영원히.	Acacia, I will form a Covenant with you, for all eternity.						0
98	我大声地念出了屏幕上的台词，随后看向安卡希雅。	我大聲地唸出了螢幕上的台詞，隨後看向安卡希雅。	画面の台詞を、わざと声に出して読み上げてみせた。それから、隣のアカシアに目をやる。	나는 화면 속 대사를 크게 읊은 후, 아카시아를 바라보았다.	I read the lines on the screen out loud, then looked at her.						0
99	屏幕中与现实中，她轻柔而饱含情意的声音传入我的耳畔。	螢幕中與現實中，她輕柔而飽含情意的聲音傳入我的耳畔。	スクリーンの中と同じ――柔らかく、満ちた想いの声が、耳元へ落ちてくる。	화면과 현실 속에서, 그녀의 부드럽고 애정 가득한 목소리가 내 귓가에 전해졌다.	From the screen, and from her lips beside me, her answer reached me at the same time, soft and full of feeling.						0
100	嗯……我愿意……	嗯……我願意……	……うん……よろこんで。	응… 나도 좋아…	Yes, I'd love that...						0
