xxx_3368881736	A	A	A	A	A	A	A	A	A	A	A
10	原本来说我们应该选择大张旗鼓走正门的，可无奈的是，侧门边的那棵歪脖子树不知为何引起了米娅的关注。	原本來說我們應該選擇大張旗鼓走正門的，可無奈的是，側門邊的那棵歪脖子樹不知為何引起了米婭的關注。	本来であれば堂々と正門から入るのが筋なのだが――この側門のそばに少し斜めに伸びた木があり、それがミアの好奇心をくすぐってしまった。	원래라면 당당하게 정문으로 들어가야 했겠지만, 곤란하게도 쪽문 옆의 그 비스듬한 나무가 어째서인지 미아의 관심을 끌었다.	Technically, we should have gone in through the main gate. But for some reason, Mia had taken an interest in the crooked tree by the side gate.						0
11	放心啦分析员，我的运动细胞可是非常厉害的，不会有问题的啦——	放心啦分析員，我的運動細胞可是非常厲害的，不會有問題的啦——	大丈夫大丈夫。あたし運動神経バチバチにイケてるんだから、こんなの余裕余裕～	걱정하지 마, 분석가. 난 운동 신경이 엄청 좋거든. 문제 생길 일 없어…	Don't worry, Adjutant. You know how athletic I am. Everything will be fine—						0
12	不对不对，这种时候我应该称呼你为前辈的，playername前辈。	不對不對，這種時候我應該稱呼你為前輩的，playername前輩。	あ、こういうときはちゃんと――playername先輩、って呼ばなきゃだよね。	아니, 아니. 이럴 땐 선배라고 불러야지. playername 선배.	No, wait, I should be calling you senpai at times like this. playername senpai.						0
13	可以不用叫我前辈的……	可以不用叫我前輩的……	そこまでしなくてもいいんだが……	꼭 선배라고 안 불러도 돼…	You don't have to call me that...						0
14	诶？你不会害羞了吧？前辈，前辈？	誒？你不會害羞了吧？前輩，前輩？	え、もしかして先輩、照れてる？先輩～？	어? 부끄러운 거야? 선배, 선배?	Eh? Are you getting shy? Senpai, senpai?						0
15	她忽地垂下头来，连带着粉色的长发也荡在空中。	她忽然垂下頭來，連帶著粉色的長髮也蕩在空中。	ふっと身を乗り出し、顔を下に向ける。その拍子に、ピンク色のロングヘアがさらさらと空中に垂れ下がった。	그녀가 갑자기 고개를 숙이자 분홍색 긴 머리칼이 허공에 휘날렸다.	She suddenly bent down, and her long pink hair swung through the air.						0
16	分析员，你好像有点紧张哦，你怎么了呀？	分析員，你好像有點緊張哦，你怎麼了呀？	なんか先輩、ちょっとソワソワしてる？どしたの～？	분석가, 좀 긴장한 것 같은데, 무슨 일이야?	Adjutant, you seem a little nervous. What's wrong?						0
17	当心一点，你这样很容易失去平衡。	當心一點，你這樣很容易失去平衡。	バランスを崩すから、あまり動き回らないほうがいい。	조심해, 그러다가 균형 잃는다.	Be careful. You might lose your balance like that.						0
18	你在转移话题——	你在轉移話題——	ほら、やっぱり話そらした～	말 돌리네…	That's changing the subject—						0
19	她似乎有些得意，顺着我的话轻轻晃了晃，枝杈哗啦啦摆动。	她似乎有些得意，順著我的話輕輕晃了晃，枝杈嘩啦啦擺動。	得意げにそう言うと、わざと私の言葉に合わせるように体を揺らす。枝がざわざわと音を立ててしなる。	그녀가 만족스러운 듯 내 말에 맞춰 가볍게 몸을 흔들자 나뭇가지가 바스락거리며 흔들렸다.	Hearing my words, she swayed smugly, rustling up the branches all around her.						0
20	别闹，这样很容易掉下去的。	別鬧，這樣很容易掉下去的。	やめなさい。本当に落ちるかもしれないだろう。	장난치지 마, 그러다 떨어질 수도 있다고.	Quit it. You really might slip.						0
21	才不会呢，以前我读书的时候经常在这棵树上蹦来蹦去，这么多年也没见哪一次——呜哇！	才不會呢，以前我讀書的時候經常在這棵樹上蹦來蹦去，這麼多年也沒看見哪次——嗚哇！	平気平気～学生のころなんて、この木の上ピョンピョン飛び回ってたんだよ？今まで一回だって落ち――きゃっ！？	절대 안 떨어져. 예전에 학교 다닐 땐 맨날 이 나무에서 날아다녔는걸. 그렇게 몇 년 동안 한 번도… 우앗!	No way. I used to hop all over this tree back then. All those years, I've never once — whoooa!						0
22	忽的一声悲鸣，随即而来的是树叶和枝杈翻飞的摩擦声以及少女的落水声。	忽的一聲悲鳴，隨即而來的是樹葉和枝杈翻飛的摩擦聲以及少女的落水聲。	悲鳴が上がり、その直後、葉と枝がかき乱される音と、少女が水に落ちる音が立て続けに響いた。	갑자기 비명 소리가 울려 퍼지더니, 뒤이어 나뭇잎과 나뭇가지가 스치는 소리와 함께 소녀가 물에 빠지는 소리가 들렸다.	A sudden shriek, followed by the scraping rush of leaves and branches, then a splash as she hit the water.						0
23	……米娅？	……米婭？	……ミア？	…미아?	...Mia?						0
24	唔……咕噜咕噜咕噜呜哇！	唔……咕嚕咕嚕咕嚕嗚哇！	んぐっ……ごぼごぼごぼ――わ、わぷっ！	으… 꾸르륵… 푸하!	Nngh... *glug glug glug* Aaaaah!						0
25	我将目光投了过去，可以清楚地看见少女在水里手忙脚乱地扑腾着。	我將目光投了過去，可以清楚地看見少女在水裡手忙腳亂地撲騰著。	視線を向けると、彼女が慌ただしく水面でバシャバシャもがいているのが見える。	시선을 돌리자 물속에서 허둥지둥 발버둥 치는 소녀의 모습이 선명하게 보였다.	I looked over and saw her flailing in the water in total panic.						0
26	呜……那个，没事的，我没事的啦！	嗚……那個，沒事的，我沒事的啦！	だ、大丈夫っ！だいじょぶだから！	으… 저기, 괜찮아, 나 괜찮아!	Ungh... it's fine. I'm fine, really!						0
27	呜……我变重了！一定是最近吃太多的缘故！	嗚……我變重了！一定是最近吃太多的緣故！	うぅ……太ってる……これ、ぜったい最近食べすぎたせいだよね、マジで。	으… 내가 무거워졌네! 분명 요새 너무 많이 먹은 탓이겠지!	Ungh... I got heavier! It must be because I've been eating too much lately!						0
28	她只能颇为狼狈地游回岸边，像是沾湿了毛的小动物那样甩着头，水花随着她的动作一波接着一波绽放开来，像是淅沥沥下了一场小雨。	她只能頗為狼狽地游回岸邊，像是沾濕了毛的小動物那樣甩著頭，水花隨著她的動作一波接著一波綻放開來，像是淅瀝瀝下了一場小雨。	どうにか岸まで泳ぎ着いたが、ずぶ濡れ姿は水をかぶった子犬そのものだ。頭をぶるぶる振るたびに、雫がぱしゃぱしゃ四方へ飛び散り、小さな雨粒みたいに降り注ぐ。	그녀는 엉망이 된 상태로 헤엄쳐 돌아올 수밖에 없었다. 털이 다 젖은 작은 동물처럼, 머리를 털자 물방울이 그녀의 움직임을 따라 하나둘 튀어 올라 보슬비가 되어 내렸다.	She swam back to shore, looking rather pitiful. The little drenched animal shook her head, droplets scattering with each motion like a little rain shower pattering down.						0
29	需要帮助吗？	需要幫助嗎？	手を貸そうか。	도움 필요해?	Need a hand?						0
30	我向她伸出手来。	我向她伸出手。	彼女に向かって手を差し出す。	나는 그녀에게 손을 내밀었다.	I reached out to her.						0
31	唔……要！	唔……要！	ん……お願い、引っぱり上げて～！	으음… 응!	Well... yeah!						0
32	她抬头看着我，目光里似乎闪过一丝俏皮的想法。	她抬頭看著我，目光裡似乎閃過一絲俏皮的想法。	ミアが顔を上げた瞬間、その瞳の奥に、いたずらの火花がちらっと灯るのが見えた。	고개를 들어 나를 바라보는 그녀의 눈빛에는 장난기가 가득했다.	She looked up at me, and I thought I saw a mischievous glint in her eyes.						0
33	果然，就在她伸出手的一瞬间，那只手猛然用力，狠狠地将我拉向了她所在的水面。	果然，就在她伸出手的一瞬間，那隻手猛然用力，狠狠地將我拉向了她所在的水面。	案の定、握ったかと思ったその手が、次の瞬間ぐいっと力を込めて、私の身体を一気に水のなかへと引きずり込む。	역시나, 그녀가 손을 내미는 순간 그 손이 갑자기 있는 힘껏 나를 자신이 있는 수면으로 세게 끌어당겼다.	Sure enough, the moment she grabbed my hand, she suddenly tightened her grip and yanked hard, pulling me straight toward the water.						0
34	【哗啦！】	嘩啦——！	【ザバン！】	[첨벙!]	*splash*						0
35	哇呼——	哇呼——	ワフー！！	와후!!	Waahoo—						0
36	于是我也顺势跌落至水中，迸溅的水花声中，米娅的笑声尤为欢快。	於是我也順勢跌落至水中，迸濺的水花聲中，米婭的笑聲尤為歡快。	私はそのまま水に倒れ込み、大きく水しぶきが上がる。その向こうで、ミアの笑い声がいっそう弾んだ。	결국 나도 그대로 물속에 빠지고 말았다. 물이 튀는 소리와 함께 들려오는 미아의 웃음소리가 유쾌하게 들렸다.	And so I fell into the water as well. Amid the splashing, Mia's laughter rang out even brighter.						0
37	大——成——功！	大——成——功！	だーい・せい・こーうっ！	대~ 성~ 공!	Mission accomplished!!!						0
38	我从水中钻出，利落地甩了甩头发上的水珠。	我從水中鑽出，俐落地甩了甩頭髮上的水珠。	水面から顔を出し、髪についた水滴を払う。	나는 물속에서 나와 머리카락의 물방울을 시원하게 털어냈다.	I surfaced and flicked the water off my hair with a sharp shake.						0
39	不愧是米娅，真是被你捉弄到了。	不愧是米婭，真是被你捉弄到了。	さすがミアだな。見事に一本取られたよ。	역시 미아답네, 제대로 당했어.	I'm almost impressed, Mia. You really got me this time.						0
40	其实我并不是没有察觉到米娅的小心思，想要应对这种突如其来的小动作也是轻而易举。	其實我並不是沒有察覺到米婭的小心思，想要應對這種突如其來的小動作也是輕而易舉。	本当のところを言えば、彼女の企みを見抜けないほど鈍くはない。タイミングさえ合わせれば、いくらでも回避できた。	사실 미아의 속셈을 눈치채지 못한 건 아니었다. 이런 갑작스러운 작은 동작에 대응하는 것도 어려운 일이 아니었다.	It wasn't that I hadn't noticed what she was plotting. If I'd wanted to counter a little surprise like that, it would've been child's play.						0
41	——但我假装对此毫无察觉，因为这样做的话，米娅一定会很开心。	——但我假裝對此毫無察覺，因為這樣做的話，米婭一定會很開心。	――けれど、あえて気づかないふりをした。そうしてやれば、きっとミアは心から笑ってくれる。	…하지만 나는 전혀 눈치채지 못한 척했다. 이렇게 당해주면 미아가 분명 기뻐할 테니까.	But I pretended not to notice, because if I went along with it, Mia would definitely be happy.						0
42	果真，米娅的笑容也绽放得如同四处飞溅的水花那般欢脱。	果然，米婭的笑容也綻放得如同四處飛濺的水花那般歡快。	予想どおり、ミアの笑顔は、跳ねる水しぶきのように楽しげで、眩しかった。	역시나 미아의 미소도 사방으로 튀는 물방울처럼 맑게 피어났다.	And sure enough, her smile bloomed as freely as the splashing water around us.						0
43	嘻嘻，我对分析员尝试这么多次，总有一次会成功的啦——	嘻嘻，我對分析員嘗試這麼多次，總有一次會成功的啦——	えへへ、前にも何回かチャレンジしてたんだよ？やっと成功したってワケ～！	히히, 내가 분석가한테 이렇게 몇 번이고 시도하다 보면 언젠가는 한 번쯤 성공한다니까!!	Hehe, I've tried to prank you so many times. Sooner or later, it had to work at least once—						0
44	米娅这么嬉笑了一会儿，突然眨巴眨巴眼睛，目光在我的身体上游移了起来。	米婭這麼嬉笑了一陣子，突然眨了眨眼睛，目光在我的身體上游移了起來。	そうやってはしゃいでいたミアだが、ふと瞬きを繰り返し、今度はじろじろと私の身体を見回しはじめる。	그렇게 한참 웃던 미아가 갑자기 눈을 깜빡이며 내 몸으로 시선을 옮겼다.	After giggling for a while, Mia suddenly blinked and let her gaze wander over my body.						0
45	这么一说的话，我们的衣服都湿透了诶！	這麼一說的話，我們的衣服都濕透了欸！	ねえねえ、よく考えたらさ――あたしたち、全身びしょびしょじゃない？	그러고 보니 우리 옷이 다 젖었네!	I just realized, our clothes are totally soaked!						0
46	你看你看，湿到都能拧出水来哦——	你看你看，濕到都能擰出水來哦——	見て見て、ほら、こんなに。ぎゅってやったら、水めっちゃ出てくるし～	이것 좀 봐, 물을 짜낼 수 있을 정도야…	Look, they're so wet you could wring water out of them—						0
47	这么说着，她还伸手捏起自己衣服的一角，手指轻轻拧动，水珠便从指缝间落了下来。	這麼說著，她還伸手捏起自己衣服的一角，手指輕輕擰動，水珠便從指縫間落了下來。	言いながら、彼女は自分の服の裾をつまみ、きゅっとひねる。指の間から水滴がぽたぽたとこぼれ落ちた。	그녀는 이렇게 말하며 자신의 옷자락을 집었다. 손가락을 가볍게 비틀자 물방울이 손가락 사이로 떨어졌다.	She actually pinched the corner of her top and gave it a little twist. Droplets trickled down between her fingers.						0
48	——诚然事实正如她所说，现在的我俩浑身都湿了个通透。	——誠然事實正如她所說，現在的我倆渾身都濕了個通透。	――まさしくその通りで、今の私たちは頭の先からつま先まで、水気を含んで重たくなっている。	…확실히 그녀의 말대로 지금 우리 둘은 온몸이 흠뻑 젖어 있었다.	And just as she'd said, the two of us were drenched from head to toe.						0
49	唔，都被分析员弄得湿湿的了……	唔，都被分析員弄得濕濕的了……	ん～……こんなにぐっしょりにされちゃうなんて、ほんと、分析員のせいなんだからね……	으, 다 분석가 때문에 다 젖었네…	Mmph, I've gotten all wet because of you, Adjutant...						0
50	米娅小声咕哝着，像是琢磨出了什么似的，目光瞟向了我，嘴角渐渐勾起了一丝笑意。	米婭小聲咕噥著，像是琢磨出了什麼似的，目光瞟向了我，嘴角漸漸勾起了一絲笑意。	ミアは小さくぶつぶつと呟きながら、何か思いついたようにちらりと私を見上げ、口元をゆっくりとつり上げた。	작게 중얼거리던 미아는 뭔가 생각해 낸 듯 나를 힐끗 쳐다보더니 입가에 서서히 미소를 띠었다.	Mia muttered under her breath, as if she'd suddenly thought of something. Her eyes slid over to me, and the corners of her mouth slowly curled into a smile.						0
51	你看，衣服都是透明的哦。	你看，衣服都是透明的哦。	ね、見て？服、ほとんど透けてるんだよ？	이것 봐, 옷이 다 비치네.	See? The clothes are all see-through now.						0
52	她伸手摁了摁胸前饱满的部分，原本洁白的布料也因为被水浸湿，露出了内衬的粉红色。	她伸手摁了摁胸前飽滿的部分，原本潔白的布料也因為被水浸濕，露出了內襯的粉紅色。	胸元の豊かなふくらみにそっと指を押し当てる。もともと真っ白だった生地は、びしょ濡れになったせいで下に着ている淡いピンクがくっきりと浮かびあがっていた。	그녀가 옷 앞의 풍만한 부분을 누르자 새하얀 옷이 물에 젖은 탓에 안쪽의 분홍빛이 그대로 드러났다.	She pressed a hand against the fullness of her chest. The once-pristine white fabric, soaked through, now revealed the faint pink of the lining beneath.						0
53	于是我的目光也不由自主地被吸引了过去。	於是我的目光也不由自主地被吸引了過去。	つられて、私の視線もそこへ吸い寄せられてしまう。	내 시선도 저도 모르게 그쪽으로 끌려갔다.	My eyes were unconsciously drawn to the sight.						0
54	似乎是察觉到了我的眼神，米娅的笑容里渐渐挂上了玩味。	似乎是察覺到了我的眼神，米婭的笑容裡漸漸掛上了玩味。	その視線に気づいたのか、ミアの笑みがだんだんといたずらっぽい色を帯びていく。	내 시선을 눈치챈 듯 미아의 미소에 장난기가 담겼다.	Noticing my gaze, Mia's smile slowly took on a teasing edge.						0
55	嘿嘿，分析员是不是想试一试呀？	嘿嘿，分析員是不是想試一試呀？	えへへ、分析員って、ちょっと試してみたいって顔してるじゃん？	헤헤, 분석가, 한번 해보고 싶지?	Hehe, Adjutant, want to give it a try?						0
56	试一次的话，也没什么的对吧？	試一次的話，也沒什麼的對吧？	ね？一回くらい、試してみてもいーっしょ？	한 번 해보는 거, 별거 아니잖아?	It's not that big a deal, right?						0
57	试一次是什么意思？	試一次是什麼意思？	一回くらい、とはどういう意味だ？	한 번 해본다는 게 무슨 뜻이야?	What do you mean, "give it a try"?						0
58	你~猜~猜~	你~猜~猜~	さあ～？それはねぇ……ご想像におまかせ～	뭘~까~요~	Take a guess~						0
59	她手指划过沟壑中央，于是那排扣子正因为某种不明缘由的巨大压力而陷于崩溃边缘。	她手指劃過溝壑中央，於是那排扣子正因為某種不明緣由的巨大壓力而陷於崩潰邊緣。	指先が谷間をなぞるようにすっと走る。そのたびに、前ボタンが、正体不明のプレッシャーに耐えきれず今にもはじけ飛びそうにきしんだ。	그녀의 손가락이 골짜기 중앙을 따라 미끄러지자, 단추들이 알 수 없는 이유로 엄청난 압력을 받아 터질 듯한 위기에 처했다.	Her finger traced down the center of the valley, and the buttons there seemed to tremble on the verge of popping under some mysterious, mounting pressure.						0
60	我有点想挫挫米娅的锐气，于是挑了挑眉头，一步跨至她的身前。	我有點想挫挫米婭的銳氣，於是挑了挑眉頭，一步跨至她的身前。	少しミアの勢いを削いでやるか――そう思い、私は片眉を上げて、一歩だけ彼女との距離を詰める。	미아의 패기를 꺾어주고 싶었던 나는 눈썹을 치켜올리며 그녀에게 한 걸음 다가갔다.	Wanting to take her down a peg, I raised an eyebrow and stepped right up in front of her.						0
61	这可是你说的。	這可是你說的。	いいだろう。言い出したのはミアだからな。	네가 말한 거다.	You better mean it.						0
62	呼呼——分析员上钩了。	呼呼——分析員上鉤了。	ふふっ、かかったかんね、分析員～	후후… 분석가가 미끼를 물었네.	Ahhh~ Gotcha.						0
63	唔……总感觉今天的分析员特别主动诶……	唔……總感覺今天的分析員特別主動欸……	でもさぁ……今日の分析員、なんかいつもより積極的……	음… 오늘따라 분석가가 특히 더 적극적인 것 같은데…	Mmm... you're a little more aggressive than usual, Adjutant...						0
64	你不喜欢吗？	你不喜歡嗎？	嫌だったか。	싫어?	You don't like it?						0
65	当然喜欢！嘻嘻——	當然喜歡！嘻嘻——	まさか～大歓迎だよ？えへへっ。	당연히 좋지! 히히…	Of course I like it! Heehee—						0
66	在AI智能管理助手处将衣服烘干后，我与米娅终于是神清气爽地行走于新恒提罗中央学院中。	在AI智慧管理助手處將衣服烘乾後，我與米婭終於是神清氣爽地行走於新恆提羅中央學院中。	AIスマートマネージャーに服の乾燥処理を任せたおかげで、私とミアはようやくさっぱりした格好で、ニューガントラ中央学院のキャンパスを並んで歩いていた。	AI 스마트 관리 시스템으로 옷을 말린 나와 미아는 드디어 상쾌한 기분으로 뉴헨틸로 센트럴 아카데미를 거닐었다.	After using the AI Assistant to dry our clothes, Mia and I finally strolled through New Hentiro Central Academy feeling fresh and comfortable again.						0
67	哇呼——	哇呼——	ワフー！	와후!!	Waahoo—						0
68	一如既往的哇呼声在学院道路上回荡。	一如既往的哇呼聲在學院道路上迴盪。	いつもの「ワフー」が、校内の通路にからりと響きわたる。	여전한 그녀의 탄성이 캠퍼스 길에 울려 퍼졌다.	Her usual cheer echoed along the academy's path.						0
69	我的母校很棒吧？	我的母校很棒吧？	ねね、あたしの母校、けっこうイケてるっしょ？	내 모교 멋지지?	My alma mater's amazing, right?						0
70	真是不错啊。	真是不錯啊。	本当にいいところだな。	정말 멋지다.	It really is nice.						0
71	新恒提罗中央学院属实是个不错的学府，典型的新恒提罗风格，建筑风格迥异错落有致，绿植占据了大多数空间，模拟阳光暖洋洋地洒下来，在地面上镀了一层淡金色。	新恆提羅中央學院屬實是個不錯的學府，典型的新恆提羅風格，建築風格迥異錯落有致，綠植佔據了大多數空間，模擬陽光暖洋洋地灑下來，在地面上鍍了一層淡金色。	ニューガントラ中央学院は、噂どおりの名門だった。多様な意匠の校舎が並び、合間を植栽が埋める。人工太陽の光が降りそそぎ、地面は金色のベールに包まれていた。	뉴헨틸로 센트럴 아카데미는 정말 훌륭한 학교였다. 뉴헨틸로풍 스타일에, 건물들은 제각각이지만 조화롭게 배치되어 있고, 넓은 영역이 식물로 채워져 있었으며, 시뮬레이션 햇볕이 따스하게 내리쪼여 지면에 은은한 금빛을 입혔다.	Central Academy was indeed a fine school, classic New Hentiro style. The buildings were varied yet harmoniously arranged, with greenery filling most of the grounds. Simulated sunlight poured down in warm rays, giving everything a faint golden sheen.						0
72	——还真是有一股校园特有的青春气息。	——還真是有一股校園特有的青春氣息。	――いかにも、キャンパス特有の「青春」の匂いがする。	…캠퍼스 특유의 청춘이 느껴졌다.	The whole place radiated that uniquely youthful campus atmosphere.						0
73	米娅则在一旁满脸怀念地左顾右盼。	米婭則在一旁滿臉懷念地左顧右盼。	ミアはと言えば、その横で懐かしそうにあちこちへ視線をさまよわせていた。	미아는 옆에서 그리웠다는 듯한 표정으로 이리저리 둘러보고 있었다.	Mia looked all around us, her expression full of nostalgia.						0
74	我们去哪里好呢……	我們去哪裡好呢……	どこから行こっか……	어디로 갈까나…	Where should we go...?						0
75	去那边的教学大楼吧，我高中就是在那里读的，足足有三年呢！	去那邊的教學大樓吧，我高中就是在那裡讀的，足足有三年呢！	あっちの校舎にしよ！あそこがあたしの教室棟だったんだ～三年間、ずっとあそこで授業受けてたんだよ。	저쪽 강의동으로 가자. 고등학교 다닐 때 저기서 공부했거든, 무려 3년이나!	Let's check out that lecture building over there. I studied in that one for three whole years!						0
76	悄悄告诉你哦，刚进高中的时候老师看我上课走神，总喜欢叫我起来回答问题，真是超级偏心的……	悄悄告訴你哦，剛進高中的時候老師看我上課恍神，總喜歡叫我起來回答問題，真是超級偏心的……	こっそり教えちゃうとね、高一のころは授業中ぼーっとしてると、先生がめっちゃ当ててくるの。超えこひいきじゃない？	분석가한테만 알려주는 건데, 고등학교 입학했을 때 내가 수업 시간에 딴생각하는 걸 본 선생님이 자꾸 나한테 일어나서 대답하라고 시키셨어. 정말 편애가 심했다니까…	I'll tell you a secret. Back when I just started high school, I kept getting called on by teachers whenever I wasn't paying attention. It was totally unfair...						0
77	其实我成绩很不错的！我很聪明的哦！	其實我成績很不錯的！我很聰明的哦！	でもでも、成績はちゃんとよかったんだからね？あたし、見た目より頭いいんだよ？	사실 나 성적 엄청 좋았어! 나 진짜 똑똑하다고!	But my grades were actually really good! I'm super smart, you know!						0
78	诶？采购部在那边！我们去采购部怎么样？里面有个人工智能阿姨，你找她买东西时候她还会假装给你找零钱！	誒？採購部在那邊！我們去採購部怎麼樣？裡面有個人工智慧阿姨，你找她買東西時她還會假裝找零給你！	待って、購買部あっちじゃん！あそこ行かない？中にさAIのおばちゃん店員がいるんだよ。買い物するとき、ちゃんと「おつりね～」ってフリして計算してくれるの！	어? 저기 매점 있다! 매점 가볼래? 거기 인공지능 이모님이 있는데, 물건 사면 거스름돈 주는 척도 해!	Oh, the Procurement Office is that way! Want to go there? There's an AI lady who pretends to give you change when you buy things from her!						0
79	她的目光四下里扫视，慢慢悠悠地落在了不远处一幢礼堂似的建筑上。	她的目光四下裡掃視，慢慢悠悠地落在了不遠處一幢禮堂似的建築上。	きょろきょろと視線を泳がせていたミアの目が、やがて少し離れた場所に建つホールのような建物で止まる。	이곳저곳을 훑어보던 그녀의 시선이 천천히 근처의 강당처럼 생긴 건물에 멈췄다.	Her eyes scanned the area, then slowly settled on a hall-like building in the distance.						0
80	看那个！那是我们学校的礼堂，我们会在那个地方举行毕业典礼哦！	看那個！那是我們學校的禮堂，我們會在那個地方舉行畢業典禮哦！	見て見て、あれ！あれがうちのホール。卒業式も、あそこでやるんだ～	저길 봐! 저게 우리 학교 강당인데, 졸업식을 저기서 해!	Look over there! That's our auditorium, where they hold the graduation ceremony!						0
81	每年到了毕业季，礼堂都会定期开放，里面摆好鲜花、桌椅，还会开放喷泉！	每年到了畢業季，禮堂都會定期開放，裡面擺好鮮花、桌椅、還會開放噴泉！	毎年卒業シーズンになるとね、ホールが定期的に開放されるの。中にはお花が飾ってあって、机と椅子がきれいに並んでて、噴水も動かすんだよ！	매년 졸업 시즌이 되면 정기적으로 강당을 개방하거든. 안에 꽃이랑 책걸상도 다 준비되어 있고, 분수도 틀어줘!	Every graduation season, the auditorium opens up on schedule. They set out flowers and rows of tables and chairs, and they even turn on the fountains!						0
82	而毕业典礼当天下午五点半的时候，下课铃声叮铃铃响起来，毕业典礼就会同步启动，喷泉喷出来，配合庄重的乐曲，唰——超级有气势！	而畢業典禮當天下午五點半的時候，下課鈴聲叮鈴鈴響起來，畢業典禮就會同步啟動，噴泉噴出來，配合莊重的樂曲，唰——超級有氣勢！	でね、卒業式の夕方5時半、チャイムが「キーンコーン」と鳴った瞬間セレモニー開始で、噴水が「ぶわっ」と上がり、厳かな音楽流れ、めちゃカッコいいんだから！	졸업식 당일 오후 5시 반에 수업 종료 종이 울리는 순간 졸업식이 시작돼. 분수가 뿜어져 나오고, 웅장한 음악이 흘러나오지. 촤악!! 엄청 압도적이야!	Then at 5:30 PM on ceremony day, when the end-of-class bell rings, the graduation ceremony starts at the same time, and the fountains shoot up to solemn music. Whoosh — super impressive!						0
83	不过……我也是听其他同学说的啦……我自己也没参加过。	不過……我也是聽其他同學說的啦……我自己也沒參加過。	ま、あたしは……人づてに聞いただけなんだけどさ。自分では参加してないから。	근데… 나도 다른 애들한테 들은 거야… 참석해 본 적이 없거든.	Anyway... that's just what I heard from the others... I never actually went myself.						0
84	你……没参加过么？	你……沒參加過嗎？	参加していない、のか。	너… 참석 안 해봤어?	You... never went?						0
