xxx_1007333323	A	A	A	A	A	A	A	A	A	A	A
26	不是这个意思……抱歉，我一下子也想不到该怎么描述。	不是這個意思……抱歉，我一下子也想不到該怎麼描述。	そうじゃなくて……すみません。私にもうまく言えません。	그런 뜻이 아니에요… 죄송해요, 어떻게 설명해야 할지 모르겠어요.	That's not what I meant... Sorry, I can't really figure out how to describe it right now.						0
27	我大概能理解。我对薇蒂雅扮演的角色不熟悉，但是对薇蒂雅很熟悉，这种熟悉的割裂感或许也是薇蒂雅觉得拍出来感觉不对的原因之一？	我大概能理解。我對薇蒂雅扮演的角色不熟悉，但是對薇蒂雅很熟悉，這種熟悉的割裂感或許也是薇蒂雅覺得拍出來感覺不對的原因之一？	いや、言いたいことはなんとなくわかるよ。私は君が演じているキャラを知らないけど、君のことならよく知っている。演じるときの違和感は、その落差からくるものじゃないのか？	대충 이해할 수 있을 것 같아. 나한테는 연기하는 캐릭터가 익숙하지 않고, 비디야에게는 익숙하니까 그 익숙함의 차이가 비디야가 느끼기에 어색하게 만드는 이유 아닐까?	I think I get it. I don't know the character you're playing very well, but I know you. Maybe that lack of familiarity is one of the reasons you feel like something's off?						0
28	熟悉我……而不是我扮演的角色……	熟悉我……而不是我扮演的角色……	キャラを知らないけど……私のことをよく知っている……	저에게 익숙하고, 제가 연기하는 캐릭터가 아니라서라고요?	You know me... but not the character I'm playing...						0
29	不知为何，在我说完这番话后，薇蒂雅呆呆抓着摄像机，像是愣在了原地。我叫了她名字几次，她才好像有些恍惚的回过神来。	不知為何，在我說完這番話後，薇蒂雅呆呆抓著攝影機，像是​​愣在了原地。我叫了她名字幾次，她才好像有些恍惚的回過神來。	私の言葉を聞いて、ヴィディアは何故かカメラを持ったまま考え込んだ。何度もしつこく呼びかけると、彼女はようやく我に返ってくれた。	왜인지 몰라도 내가 이 말을 하고 난 후, 비디야는 멍하니 카메라를 잡고 있었고, 마치 얼어붙은 것 같았다. 그녀의 이름을 몇 번 불렀더니 그제야 약간 멍한 상태로 돌아왔다.	For some reason, Vidya held the camera blankly after I said this, seemingly astonished. I called out to her multiple times, and she seemed to return to her senses, albeit somewhat disoriented.						0
30	虽然过去经常会见到薇蒂雅走神，但我确切认识到她这次走神与过去不太一样。	雖然過去經常會見到薇蒂雅走神，但我確切認識到她這次恍神與過去不太一樣。	昔からヴィディアはぼーとすることがあったけれど、今度はいつものそれとはわけが違うようだ。	비디야가 종종 정신이 팔리는 모습을 보곤 했지만, 이번엔 뭔가 다르다는 걸 분명히 느꼈다.	Though I often saw Vidya space out in the past, I knew it was different this time.						0
31	这样想来……好像从那天过后，薇蒂雅的状态就变得怪怪的。	這樣想來……好像從那天過後，薇蒂雅的狀態就變得怪怪的。	そういえば……あの日以来、ヴィディアの様子が変わった気がする。	그렇게 생각해보니… 그날 이후로 비디야의 상태가 좀 이상했어.	When I thought about it... Vidya had been acting strange ever since that day.						0
32	话说，这段时间的扮演，薇蒂雅会觉得开心吗？	話說，這段時間的扮演，薇蒂雅會覺得開心嗎？	ここ何日かの演技についてだけど、君はちゃんと楽しめていたのか？	그러고 보니, 요즘 연기를 할 때 어떤 감정이야? 행복한 감정이야?	Vidya, have you been happy with our rehearsals recently?						0
33	……分，分析员为什么会这么问？？	……分，分析員為什麼會這麼問？？	……ど、どうしてそんなことを？	… 왜 갑자기 그런 질문을 하세요?	...A—Adjutant, why are you asking me that???						0
34	或许是觉得薇蒂雅和过去相比状态有些不对？	或許是覺得薇蒂雅和過去相比狀態有些不對勁？	最近、君の様子がちょっと変だから。	비디야 상태가 예전과 좀 달라 보여서.	Maybe I feel like you're acting a little different than before?						0
35	是……是我做了什么不好的事情吗？？	是……是我做了什麼不好的事嗎？？	へ、変って……私、何かおかしなことでもしましたか？	제가… 제가 뭘 잘못했나요?	Did... I do something wrong???						0
36	倒不是做了什么不好的事。只是你最近总是在扮演，琢磨戏里的角色，好像压力很大。	倒不是做了什麼不好的事。只是你最近總是在扮演，琢磨戲裡的角色，好像壓力很大。	そういうわけじゃないけど……最近の君はずっとキャラを演じたり、演技を練ったりしているから、なんだか余裕がないように見えただけだ。	아니, 잘못한 건 없고. 그냥 최근에 역할에 대해 고민하느라 스트레스를 많이 받는 것 같아서.	No, that's not it at all. It's just that you've been acting and thinking about these characters nonstop lately. It seems like you're stressed.						0
37	明明之前的薇蒂雅经常会像是想到什么一个人发笑，或者是捧着脸颊像是很沉浸的样子，看上去更加无忧无虑一些。	明明之前的薇蒂雅經常會像是想到什麼一個人發笑，或是捧著臉頰彷彿很沉浸的樣子，看上去更加無憂無慮一些。	少し前までは、君は何かを思いつくと一人で笑っていたはずだ。何かにうっとりしていることもあったな。あの頃の君は、今よりもずっとリラックスしてみえた。	예전의 혼자 뭔가를 생각하다가 웃기도 하고, 손으로 얼굴을 감싸면서 몰입하는 모습을 보이기도 해서 별다른 걱정이 없이 보였거든.	Before, you'd always laugh to yourself like something suddenly popped into your head, or you'd cover your cheeks like you were lost in your thoughts. You looked much more carefree.						0
38	太久没看到薇蒂雅那副可爱模样，反而让我有些不习惯了。	太久沒看到薇蒂雅那副可愛模樣，反而讓我有些不習慣了。	そんな君の可愛い姿が見れなくなったのが、少し残念でね。	너무 오랫동안 그런 귀여운 모습을 보지 못해서 오히려 익숙하지 않달까?	It's been a long time since I saw that cute side of you. I guess I'm just not used to it.						0
39	咦？？咦？？！可……可爱？？	咦？？咦？？！可……可愛？？	え？ええ！？か、可愛い、ですか！？	어? 어??! 귀… 귀엽다고요??	Eh? Huh!? C—Cute...???						0
40	那，那是因为！！……呜。	那，那是因為！！……嗚。	そ、それはその……あ、ああ！	아, 그게…!! … 으.	Th—That's because...! ...Ohhh.						0
41	薇蒂雅，怎么了吗？	薇蒂雅，怎麼了嗎？	どうかしたか？	비디야, 왜 그래?	Vidya? What's wrong?						0
42	没，没什么。我突然想明白了一件事情，需要立马去做。	沒，沒什麼。我突然想明白了一件事情，需要立刻去做。	やっとわかったような気がします。急用ができたので、これで失礼します。	아, 아무것도 아니에요. 갑자기 할 일이 생각나서 그것 좀 하러 가야겠어요.	I—It's nothing. I just suddenly understood something. I need to take care of it right away.						0
43	有了新的灵感？	有了新的靈感？	インスピレーションが湧いてきたってこと？	새로운 영감이 떠올랐나?	Did you find some new inspiration?						0
44	分析员要这样理解也没错。	分析員要這樣理解也沒錯。	そう考えてもらって構いません。	그렇게 이해하셔도 돼요.	I guess you could say that.						0
45	请问，您今天晚上还有空余的时间吗？	請問，您今天晚上還有空閒的時間嗎？	それと、今夜はまだ空いてますか？	혹시 오늘 밤에 시간 괜찮으세요?	Could I ask if you're free tonight?						0
46	有是有，不过……	有是有，不過……	空いてることは空いてるけど……	시간은 있긴 한데…	I am, but...						0
47	那么，今晚分析员可以来我的房间看电影吗？	那麼，今晚分析員可以來我的房間看電影嗎？	では、私の部屋に来て、一緒に映画を見ませんか？	그러면, 저랑 같이 제 방에서 영화 보는 거 어때요?	Then could you come to my room to watch a movie with me tonight?						0
48	电影？	電影？	映画？	영화?	A movie?						0
49	是的。我想请您一起看那天没能看完的电影。	是的。我想請您一起看那天沒能看完的電影。	そうです。あの日見れなかった映画を、一緒に見てほしいんです。	네. 지난번에 다 못 본 영화를 같이 보고 싶어요.	Yes. I want to invite you to watch the movie we didn't get a chance to see that day.						0
50	那天安抚薇蒂雅睡着后，我和薇蒂雅又约过其他的时间在她的房间里一起看电影。各种类型的电影我们都有看过，唯独没有那天我传给薇蒂雅的那部。	那天安撫薇蒂雅睡著後，我和薇蒂雅又約過其他的時間在她的房間裡一起看電影。各種類型的電影我們都有看過，唯獨沒有那天我傳給薇蒂雅的那部。	あの日以来、ヴィディアは何度か私を映画に誘った。色々観たけど、あの日の映画だけは、まだ観ていない。	그날 비디야가 자고난 후, 우리는 다른 날에 다시 영화를 보기로 약속했다. 다양한 종류의 영화를 봤지만, 그날 내가 비디야에게 전해줬었던 영화는 보지 않았다.	After soothing Vidya until she fell asleep that day, we made plans to watch a movie together in her room another time. We'd already watched all kinds of movies since, but we still hadn't watched the one I sent to Vidya that day.						0
51	薇蒂雅之前说的是……那部电影应该是要等到重要的日子邀请我一起看吧？	薇蒂雅之前說的是……那部電影應該要等到重要的日子邀請我一起看吧？	大事な日に一緒に観るんじゃなかったのか？	비디야가 전에 말했던… 그 영화는 중요한 날에 나를 초대해서 보려고 했던 걸까?	Before, you said... you wanted to invite me to watch that movie on an important day, right?						0
52	我迅速回忆薇蒂雅的档案信息，确认她的生日不在今天。可如果不是她的生日，今天是什么重要的日子？	我迅速回憶薇蒂雅的檔案訊息，確認她的生日不在今天。但如果不是她的生日，今天是什麼重要的日子？	私の記憶が正しければ、ヴィディアの誕生日は今日じゃなかったはず。それとも、もっと別に大事なことがある日なのだろうか。	나는 빠르게 비디야에 관한 정보를 떠올리며 그녀의 생일이 오늘이 아님을 확인했다. 만약 생일이 아니라면, 무슨 중요한 날이라도 되는 걸까?	I quickly recalled Vidya's file, making sure today wasn't her birthday. But if it wasn't her birthday, what made today so special?						0
53	是的，重要的日子。我已经明白，分析员会喜欢什么样的了。	是的，重要的日子。我已經明白，分析員會喜歡什麼樣的了。	そうです。今日がその大事な日です。分析員さんの好みはもうわかりました。	맞아요, 오늘은 중요한 날이에요. 알 것 같아요, 분석가님이 어떤 걸 좋아하실지.	Yes, it's an important day. Now, I understand what you like, Adjutant.						0
54	原来……根本不需要……我刻意去扮演谁……	原來……根本不需要……我刻意去扮演誰……	最初から……演じる必要なんて、なかったんですね……	제가 따로 어떤 누군가를 따라할 필요가 없었던 거군요…	In the end... I don't need... to play a character at all...						0
55	抱歉，我有些不太明白。	抱歉，我有些不太明白。	すまない……君はなにを言っているんだ？	무슨 말을 하는 건지 잘 모르겠어.	Sorry, I don't really understand.						0
56	您不明白也没关系。晚上见，分析员。	您不明白也沒關係。晚上見，分析員。	今は分からなくても大丈夫です。では、また後で。	이해하지 못하셔도 괜찮아요. 그럼 이따가 저녁에 봬요, 분석가님.	It's okay. You don't need to. I'll see you tonight, Adjutant.						0
57	斯哈……总之……我会……嘿嘿……	斯哈……總之……我會……嘿嘿……	うふふ……とにかく……それから……ふふふ……	하아… 아무튼… 제가… 헤헤…	*drooling*... Anyway... I will... hehe...						0
58	我突然听到薇蒂雅发出奇怪的声音，她好像是突然恢复了过去的状态，双手捧着被染红的脸颊，好像嘴角也带上了些许……令人感觉到微妙危险的晶莹。	我突然聽到薇蒂雅發出奇怪的聲音，她好像是突然恢復了過去的狀態，雙手捧著被染紅的臉頰，好像嘴角也帶上了些許……令人感覺到微妙危險的晶瑩。	なぜかは分からないけれど、ヴィディアはまた自分の世界に入ってしまった。その姿は、まるで昔の彼女に戻ったみたいだった。彼女は両手で紅潮している顔を包み、口からよだれらしきものまで垂らしている……身の危険を感じるような表情だ。	갑자기 비디야가 이상한 소리를 냈는데, 다시 예전 상태로 돌아간 것 같았다. 두 손으로 붉어진 볼을 감싸고, 입가에는 의미심장한 미소를 띠고 있었다.	I suddenly heard Vidya making a weird sound. It seemed like she was back to normal. As she cupped her red cheeks with both hands, the corners of her lips also seemed to... shine with a dangerous, crystalline wetness.						0
59	必须抓紧时间确认才行。	必須抓緊時間確認才行。	急いで確認しなければ……	빨리 확인해야겠어요.	I need to confirm it as soon as possible.						0
60	确认什么？？	確認什麼？？	何を？	뭘 확인한다는 거야??	Confirm what???						0
61	今天晚上，我会努力的。	今天晚上，我會努力的。	今夜は頑張りますね！	오늘 밤에요, 제가 열심히 해볼게요.	I'll do my best tonight.						0
62	努力？你要努力什么？？	努力？你要努力什麼？？	だから、何を？？	열심히? 뭘 열심히 하자는 거야??	Do your best? For what???						0
63	我尝试理解。可我不曾知晓，今夜等待我的是一个不眠之夜。	我嘗試理解。但我不曾知曉，今夜等待我的是一個不眠之夜。	理解しようとしたけれど、結局意味のない足掻きだった。私を待っていたのが、眠れない夜だということを、この時の私はまだ知らない。	나는 그녀의 뜻을 이해하려고 노력했다. 이때는 잠 못 드는 밤이 될 줄은 꿈에도 몰랐다.	I tried to understand. But I had no idea that a sleepless night awaited me.						0
64	这个夜晚会热切的像是唇舌与身心在与龙舌兰那样狂烈酒精的缠绵。	這個夜晚會熱切的像是唇舌與身心在與龍舌蘭那樣狂烈酒精的纏綿。	その夜がテキーラのような強い酒に酔いしれるような夜になることも。	입술과 혀가 아가베와 함께 강렬한 술기운처럼 뜨거워질 것이다.	That night, Vidya's passion seemed to take inspiration from her codename, our lips and souls lingering intensely like the taste of an agave liquor.						0
64_1	我将体验到隐于那款烈酒下波涛汹涌般的激烈，感受到那醇厚的刺激，在那余韵中回味那浸润身心的香甜。	我將體驗到隱於那款烈酒下波濤洶湧般的激烈，感受到那醇厚的刺激，在那餘韻中回味那浸潤身心的香甜。	喉を通す時のなめらかさに、胃にたどり着く時の熱さに、口に残るほんのりとした甘さと愛おしさに心を奪われることも。	나는 그 독한 술 속에 감춰진 파도 같은 격렬함을 경험하고, 그 깊은 짜릿함을 느끼며, 그 여운 속에서 몸과 마음을 적시는 그 달콤함을 음미하게 될 것이다.	I experienced the ferocity hidden within, feeling her rich stimulation and savoring the sweet aroma that permeated my body.						0
65	分析员。	分析員。	分析員さん。	분석가님.	Adjutant.						0
66	薇……蒂雅	薇……蒂雅	ヴィディア……	비… 디야.	Vi... Vidya.						0
67	朦胧的夜色间，在那比月色还要皎洁，比牛奶还要白皙的肌体包容中。我凝视少女摘下眼镜后澄澈如紫罗兰的双眼。她的瞳孔里，映满我的身形。	朦朧的夜色間，在那比月色還要皎潔，比牛奶還要白皙的肌體包容中。我凝視少女摘下眼鏡後清澈如紫羅蘭的雙眼。她的瞳孔裡，映滿我的身形。	月の光に照らされ、普段より一層白くなった少女の肌に受け入れられながら、私は彼女の目を見つめた。そのすみれ色の瞳には、私の姿が映し出されていた。	어두운 밤, 달빛보다 순수하고 우유보다 하얀 육체를 감싸 안으며, 나는 소녀가 안경을 벗고 바이올렛 같은 맑은 눈동자로 나를 응시하는 걸 바라본다. 그녀의 동공에는 내 모습이 가득 담겨 있었다.	On that hazy night, I lay nestled in the embrace of a body with milky skin brighter than moonlight. I looked into the girl's eyes, clear as violets after she had removed her glasses. My reflection filled her irises.						0
68	还记得那天我们说过什么吗？	還記得那天我們說過什麼嗎？	あの日話してくれたこと、まだ覚えていますか？	그날 저희가 무슨 말을 했는지 기억나세요?	Do you still remember what we said that day?						0
69	无论您让我做什么……无论让我回答什么……	無論您讓我做什麼……無論讓我回答什麼……	あなたから何を求められようと……	당신이 무엇을 시키든지… 어떤 질문을 하든지…	Whatever you want me to do... whatever you ask me...						0
70	我都会是那个答案。	我都會是那個答案。	私の返事は変わりません。	저는 똑같은 답할 거예요.	I'll always have one answer:						0
71	我愿意。	我願意。	私はあなたのすべてを受け入れます。	항상, 늘 원한다고.	I do.						0
72	……直至生命的尽头。	……直至生命的盡頭。	……死がふたりを分かつまで。	… 삶을 다하는 그날까지.	...Until the very end.						0
73	我知道她在期待什么。	我知道她在期待什麼。	彼女が何を期待しているのか、私は知っている。	난 그녀가 무엇을 바라는지 알고 있다.	I knew what she was hoping for.						0
