xxx_3664296932	A	A	A	A	A	A	A	A	A	A	A
15	我只是亲一下。	我只是親一下。	一回キスするだけだ。	그냥 입만 맞춘건데.	I was just kissing you.						0
16	就算你这样说……好吧。那你必须保证，真的只是先亲一下…	就算你這樣說……好吧。那你必須保證，真的只是先親一下……	そう言われても……仕方がありませんね。本当に一回だけですよ？	그렇지만… 알겠어요… 그럼 진짜 한 번만 입을 맞추는 거라고 약속해야 해요…	Well, in that case... Fine. You have to promise that you're really only going to kiss me...						0
17	就差一点点了……马上就是关键了。	就差一點點了……馬上就是關鍵了。	あと少し……あと少しで本番だから。	거의 절정에 다다랐다… 지금이 제일 중요한 순간이다.	Just a little more... It's almost the critical moment.						0
18	这次一定要坚持到最后……就算大脑烧掉。	這次一定要撐到最後……就算大腦燒掉。	今度こそ最後まで……脳が焼かれても構わないから……	이번에는 끝까지 버텨야 한다… 머리가 새하얗게 될지라도.	I have to hold out until the very end this time... even if my brain short circuits.						0
19	温度进一步焦灼，香甜气息犹如粉色的光要浸入大脑之际——	溫度進一步焦灼，香甜氣息猶如粉紅色的光要浸入大腦之際——	体がさらに火照り、頭の中が甘い香りに満たされたような錯覚がした——	온도는 더욱 타오르고, 달콤한 향기가 핑크빛처럼 뇌에 스며들려고 하는 순간…	The temperature is rising, and that sweet fragrance is about to pierce my brain like a pink beam of light...						0
20	哐！	哐！	がん！	쾅!	*THUMP*						0
21	……痛！！痛痛痛！！	……痛！！痛痛痛！！	……あっ！いたたたた！！	… 아얏!	...Ow! Ow, ow, ow!!!						0
22	——在脑中幻想到关键剧情，因为太过兴奋，薇蒂雅忍不住配合着脑内剧情向墙壁上贴着的分析员照片凑过去，导致撞到了头。	——在腦中幻想到關鍵劇情，因為太過興奮，薇蒂雅忍不住配合著腦內劇情向牆壁上貼著的分析員照片湊過去，導致撞到了頭。	——妄想がクライマックスを迎え、我慢できずに壁に飾ってある分析員の写真に向けて突進したヴィディアは、見事に頭をぶつけてしまった。	머릿속으로 절정을 상상했던 비디야는 너무 흥분한 나머지 벽에 붙어있는 분석가 사진에 이마를 부딪혔다.	As the story progressed in Vidya's imagination, she couldn't help excitedly moving toward the Adjutant's photo hanging on the wall. However, she smacked her head against it as a result.						0
23	强忍着兴奋的呻吟一下子变成了痛苦的呜咽。	強忍著興奮的呻吟一下子變成了痛苦的嗚咽。	興奮に満ちた声が一瞬でうめき声に変わった。	흥분을 억누르던 신음소리가 갑자기 고통스럽게 바뀌었다.	The moan she had been suppressing along with her excitement suddenly escaped as a painful whimper.						0
24	不行，必须快点连回去。	不行，必須快點連回去。	うう、だめ……早く再開しないと。	안 돼! 계속 해야 해…	C'mon, I have to go back right away!						0
25	再加把劲，我的妄想，你不会被这么简单击败。	再加把勁，我的妄想，你不會被這麼簡單擊敗。	頑張れ、私の妄想力！この程度で萎えるようなタマじゃないでしょ？	조금만 더… 이렇게 쉽게 끝낼 수는 없어요.	Try harder, my little fantasy! You can't go down without a fight.						0
26	分析员，我，我准备好了……	分析員，我，我準備好了……	分析員さん。心の準備が出来ました……	저, 전 준비됐다고요…	Adjutant, I... I'm ready...						0
27	让我们继续吧。	讓我們繼續吧。	続きを……	조금만 더, 조금만 더…	Let's keep going.						0
28	咦咦……分析员，为什么开始穿衣服了？要去工作？？你刚才明明还不是这么说的。	咦咦……分析員，為什麼開始穿衣服了？要去工作？？你剛才明明還不是這麼說的。	ええ……どうして服を着るんですか？もう仕事に行くんですか？？さっきまであんなに情熱的だったのに。	네?… 분석가님, 옷은 갑자기 왜 입으세요? 일하러 가신다고요?? 좀 전엔 그렇게 말하지 않았잖아요.	Huh... Adjutant, why are you getting dressed? You have to work?? That's not what you said earlier!						0
29	突然没兴趣了？？？	突然沒興趣了？？？	と、突然冷めちゃったって？？？	갑자기 흥미가 사라졌다고요???	You're not in the mood anymore???						0
30	为什么？？	為什麼？？	どうしてですか？？	왜요???	Why???						0
31	连贯不上的情绪让脑内的妄想突然平静，就像是踩到了错误的选项，形势急转直下跳至突兀的BE。	連貫不上的情緒讓腦內的妄想突然平靜，就像是踩到了錯誤的選項，形勢急轉直下跳至突兀的BE。	一度中断されたせいか、妄想は急激にしぼんでいった。まるで選択肢を間違えたみたいに、突然バッドエンドを迎えてしまったのだ。	일관되지 않은 감정의 흐름 속에서 머릿속의 망상은 갑자기 모든 것을 무색하게 만들었다. 잘못된 답안을 선택한 것처럼 상황은 돌연 예상치 못했던 배드 엔딩으로 바뀌었다.	Her incoherent emotions abruptly quelled her fantasy. It was as if she chose the wrong option in a game, and the story took a sharp turn toward a bad ending.						0
32	薇蒂雅瘫在沙发上，像是一条失去梦想的漂亮咸鱼。	薇蒂雅癱在沙發上，像是一條失去夢想的漂亮鹹魚。	ヴィディアは死んだ魚のような目をしながら、ソファーにぐったりと沈んだ。	비디야는 소파에 털썩 주저앉았다. 마치 꿈을 잃어버린 사람처럼…	Vidya flopped on the couch, like a beautiful fish whose dream had slipped right through her fingers.						0
33	这就是对自己过分妄想的惩罚吗。	這就是對自己過度妄想的懲罰嗎。	これが妄想をしすぎた罰なのか。	망상에 대한 일종의 처벌일까?	Was this punishment for her excessive fantasies?						0
34	不过这种柔弱向只能乖乖等着被分析员吃掉的恒约对象角色会不会太弱气太普通了一些？不知道分析员到底更想要怎样的恒约对象。	不過這種柔弱向只能乖乖等著被分析員吃掉的恆約對象角色會不會太弱氣太普通了一點？不知道分析員到底更想要怎樣的恆約對象。	でも確かに、分析員に食べられるのを待っているだけの弱い誓約相手なんて、どこか味気ない気もする。分析員は一体、どんなタイプが理想なんだろう。	분석가에게 잡아먹힐 때까지 순종적으로 기다리는 나약한 언약 상대 역할은 너무 약하고 평범해 보이지 않을까? 분석가는 도대체 어떤 언약 상대를 원할까?	Maybe the delicate Covenant lover waiting obediently for the Adjutant to have his way with her is a little cliché? I wonder what kind of lover the Adjutant really wants...						0
35	是像里芙小姐那样看上去冰冷，可却能为分析员爆发出别样火热，向分析员倾注所有爱意的恒约对象；	是像里芙小姐那樣看上去冰冷，可卻能為分析員爆發出別樣火熱，向分析員傾注所有愛意的恆約對象；	リフみたいな、冷たいように見えるけど、分析員にだけ情熱的な一面を見せるタイプ？	리브처럼 겉으로는 차갑지만 분석가를 위해 색다른 열정을 보이며 자신의 모든 사랑을 쏟아붓는 언약 상대를 원하는 걸까?	Does he want a Covenant lover like Lyfe, who looks cold on the outside but is still bursting with passion for him, willing to shower him with all of her love?						0
36	还是和芬妮小姐那样永远闪耀，能为分析员奉献自我，将身上所有的光，转为对他的热爱的恒约对象；	還是和芬妮小姐那樣永遠閃耀，能為分析員奉獻自我，將身上所有的光，轉為對他的熱愛的恆約對象；	それともファニーみたいな、いつも太陽のように輝いて、その輝きをすべて分析員への愛に変換するタイプ？	페니처럼 언제나 밝은 모습으로 분석가를 위해 자신을 희생하고 내면의 모든 빛을 그에 대한 사랑으로 바꾸는 언약 상대를 원하는 걸까?	Or does he want a dazzling Covenant lover like Fenny who will devote herself to him, transforming all of her radiance into love for him?						0
37	又或者是……和这些反差再大一些，像是伊切尔那样经常可可爱爱，眷恋着分析员，偶尔会因为凶凶巴巴会变得更加可爱的恒约对象？	又或者是…和這些反差再大一些，像是伊切爾那樣經常可可愛愛，眷戀著分析員，偶爾會因為兇巴巴變得更加可愛的恆約對象？	それとも、もう少し違うタイプ……例えばイチェルのような、かわいく寄り添う一方で、たまに怖い一面を見せる子のほうがいいのだろうか？	아니면… 리브와 페니와는 정반대로 귀엽기도 하고, 사랑스럽기도 하고, 때때로 애정을 표현하기도 하고, 때때로 화를 내서 더 귀여워 보이는 이첼 같은 언약 상대를 원하는 걸까?	Or... does he want a different kind of Covenant lover, someone cute like Eatchel, attached at his hip and even more adorable when she's angry?						0
38	还是都要……	還是都要……	それとも、全部……	아니면 모두 원하는 걸까?	Or does he want all of them...?						0
39	可就算都要，只要我一个人能扮演所有人的话……学无止境，任重道远。	但就算都要，只要我一個人能扮演所有人的話……學無止境，任重道遠。	でも、私一人だけでは限界がある。流石にすべての要素を盛り込むのは無理だ。やっぱり、道のりはまだまだ長いな。	하지만 혼자서 모든 배역을 다 해낼 수는 없다… 배움에는 끝이 없고, 갈 길이 멀다.	But if he wants all of them, as long as I can fill every single role... I have a lot to learn. There's no end in sight.						0
40	先将今天的角色心得记下好了——分析员可能喜欢的恒约对象，42号。	先將今天的角色心得記下好了——分析員可能喜歡的恆約對象，42號。	とりあえず、今日考えたキャラを記録しておきましょう。分析員が好きそうな誓約相手のタイプ、42……っと。	오늘의 캐릭터에 대한 소감을 한번 적어볼까… 분석가님이 좋아할 것 같은 언약 상대는, 42번.	First, I'll record my experience as today's character — The Adjutant's Potential Preferred Covenant Lover No. 42.						0
41	好，日常训练结束，接下来……得把成为恒约对象前的道路走完。	好，日常訓練結束，接下來……得把成為恆約對象前的道路走完。	よし、トレーニングはここまでにしようかな。ここからは……誓約相手になるための下準備をしないと。	좋았어, 일일 훈련도 끝났으니까… 언약 상대가 될 준비를 좀 해볼까.	Alright, now that I'm done with daily training... I need to continue on the road to becoming his Covenant lover.						0
42	新恒提罗的表演结束后，薇蒂雅原本以为她与分析员的关系能够突飞猛进，可真实情况是她痛苦的发现两人的关系好像突然停止了进展。	新恆提羅的表演結束後，薇蒂雅原本以為她與分析員的關係能夠突飛猛進，但真實情況是她痛苦的發現兩人的關係好像突然停止了進展。	ニューガントラでの事件が終わった後、分析員との急接近を期待していたヴィディアだったが、彼女の前に突き付けられたのは、関係が一向に進展しないという冷たい現実だった。	뉴헨틸로에서 공연이 끝난 후, 비디야는 분석가와의 관계가 더 가까워졌다고 생각했지만, 실제로 둘의 관계는 갑자기 멈춘 것처럼 느껴졌다.	After what happened in New Hentiro, Vidya thought her relationship with the Adjutant would progress extremely quickly. However, in reality, she made the painful discovery that their relationship had seemingly stagnated.						0
43	这种落差对她而言就像是超级英雄脱掉战斗套装，回归了路人的日常，她变得不起眼又平庸。	這種落差對她而言就像是超級英雄脫掉戰鬥套裝，回歸了路人的日常，她變得不起眼又平庸。	まるでスーパーヒーローがスーツを脱いで、ただの凡人へと戻ったような喪失感があった。	슈퍼히어로가 전투 슈트를 벗고 평범한 일상으로 돌아간 것처럼 그녀는 볼품없고 평범해졌다.	She felt like a superhero who had taken off her cape and returned to daily life as an ordinary person. She had become unremarkable and average.						0
44	而她的“对手”们还是无时无刻连战斗套装都不脱的超级英雄。当住进海姆达尔部队基地的时候，看到那么多女孩子围着分析员打转，就该预料到这种结果了的。	而她的「對手」們還是無時無刻連戰鬥套裝都不脫的超級英雄。當住進海姆達爾部隊基地的時候，看到那麼多女孩子圍著分析員打轉，就該預料到這種結果的。	その一方で、彼女の「ライバル」たちはみんな、常にスーツを着用したスーパーヒーローばかりなのだ。正直なところ、ヘイムダル部隊の寮に引っ越したその日から、こうなることは分かっていた。分析員の周りは、常にたくさんの女の子たちが集まっているのだから。	그녀의 '상대'들은 전투 슈트를 한 번도 벗지 않은 슈퍼히어로들이었다. 헤임달 숙소에 입주하고, 그녀들이 분석가 주변을 맴돌 때부터 사실 이런 결과는 어느 정도 예상했어야 했다.	Yet her "rivals" were all superheroes who never took off their capes. When she moved into the Heimdall Force Base and saw so many girls around the Adjutant, she should have anticipated this.						0
45	分析员本来就有日常的工作，空闲的时间是在挤牙膏一样被分配，如果她再不主动一点的话……	分析員本來就有日常的工作，空閒的時間像是在擠牙膏一樣被分配，如果她再不主動一點的話……	それに、分析員は元々多忙なうえに、ただでさえ少ない休暇もすぐ他の予定に埋められてしまう。だから、今まで以上に積極的なアピールをしなければならないのだ……	분석가의 일상 생활은 너무 바빠 보였다. 만약 조금 더 주동적으로 나서지 않는다면…	The Adjutant had work to handle every day, so his free time was scarce. If she didn't step up and take the initiative...						0
46	不能继续依靠妄想生活了。通向幸福未来的门票，必须努力抓在手中。	不能繼續靠妄想生活了。通往幸福未來的門票，必須努力抓在手中。	妄想だけで生きていくのはもうダメですね。幸せへの切符は、自分の手で掴まないと……	더 이상 망상에 의존할 수만은 없어. 행복한 미래는 내가 직접 만들어 가야 해.	She couldn't continue living through her fantasies. She had to work hard to grasp the ticket to a happy future herself.						0
47	邀请分析员看电影，坠入爱河，结婚……	邀請分析員看電影，墜入愛河，結婚……	分析員さんを映画に誘って、そこで恋に落ち、結婚する……	분석가님과 영화를 보고, 사랑에 빠지고, 결혼까지 하면…	Invite the Adjutant to a movie, fall in love, then get married...						0
48	换上严肃的表情，带着固有的知性美丽，薇蒂雅走出房间。可少女未曾想到的是，她设想通向幸福殿堂的康庄大道，出门没几米就被一堵墙卡死了。	換上嚴肅的表情，帶著固有的知性美麗，薇蒂雅走出房間。但少女未曾想到的是，她設想通往幸福殿堂的康莊大道，出門沒幾公尺就被一堵牆卡死了。	ヴィディアは真面目な表情に切り替わると、いつもの理知的な雰囲気をまとって部屋から出た。しかし次の瞬間には、彼女を幸せから隔てる分厚い壁にぶつかることになった。	지성과 아름다움을 겸비한 비디야가 비장한 표정으로 방을 나섰다. 그녀는 본래 행복의 전당으로 가는 넓은 길을 상상했지만, 문을 나선 지 몇 미터도 되지 않아 이런 상상이 깨져버렸다.	Paired with her intellectual beauty, Vidya wore a serious expression as she exited the room. But as she started on that path to happiness, she had no idea a roadblock awaited just a few steps from the door.						0
49	依靠着墙壁，将背部紧紧贴附，在拐角的另一侧，是她心心念念的分析员与面无表情，气势凛然的女武神。	靠著牆壁，將背部緊緊貼附，在轉角的另一側，是她心心念念的分析員與面無表情，氣勢凜然的女武神。	曲がり角の向こうに見えたのは愛しい分析員と、そんな彼に迫る、常に無表情でありながら凛とした雰囲気を持つヴァルキリーだった。	모퉁이 너머에는 그녀가 마음속으로 그리워하던 분석가와 무표정으로 위엄이 가득한 발키리가 서있었다.	Around the corner, leaning against the wall, she spotted the very same Adjutant she had been pining over, as well as the expressionless, domineering Battle Idol.						0
50	这个给你。	這個給你。	これを。	이거 받아.	This is for you.						0
51	这个是……电影票？	這個是……電影票？	これは……映画のチケット？	이건… 영화 티켓이야?	A... movie ticket?						0
52	嗯，我想和分析员做一些亲密的事情。	嗯，我想和分析員做一些親密的事情。	ああ。お前と一緒に観たい。	맞아, 조금만 더 가까운 시간을 보내고 싶어서.	Yeah. I want to do something more intimate with you, Adjutant.						0
53	亲密……我明白了。这是我近期收到最好的礼物。	親密……我明白了。這是我近期收到最好的禮物。	一緒に映画か……ああ、いいよ。素晴らしいプレゼントだ。	가까운 시간… 알겠어. 최근에 이런 선물을 받은 적이 없는데…	Intimate... I see. This is the best present I've received in a long time.						0
54	不过里芙会有这种想法的话……芬妮应该也……	不過里芙會有這種想法的話……芬妮應該也……	でも、リフから誘ってくるということは……おそらくファニーからも……	그나저나 리브가 이런 생각을 하다니… 그럼 페니도 아마…	But if Lyfe has this idea... then Fenny...						0
55	这部电影，应该会很有意思。	這部電影，應該會很有趣。	この映画は、きっと気に入るはずだ。	이 영화, 굉장히 재미있을 것 같아.	I think this movie will be really interesting.						0
56	星穹堡垒，爱情片……里芙，你刚才说……你觉得这个会有意思？	星穹堡壘，愛情片……里芙，你剛才說……你覺得這個會有意思？	『スターフォートレス』……恋愛ものだよな？リフはこういうのに興味があるのか？	스타 요새는 로맨스 영화인데… 리브는 이게 재미있을 거라고 생각해?	"Star Fortress"? A romance... Lyfe, did you just say... you think it'll be interesting?						0
57	……名字是星穹堡垒，为什么是讲爱情？	……名字是星穹堡壘，為什麼是講愛情？	……『スターフォートレス』なのに、恋愛ものなのか？	… 영화 이름이 스타 요새인데, 왜 로맨스 이야기지?	...If it's called "Star Fortress," why is it a romance?						0
58	这事有些复杂。	這事有點複雜。	それは……説明すると長くなるな。	글쎄, 이런 건 설명하기가 좀 복잡해.	It's complicated.						0
59	里面难道不该有值得学习的战斗技巧吗。	裡面難道不應該有值得學習的戰鬥技巧嗎。	戦闘技術が学べるアクション映画だと思っていたが。	안에 배울 만한 전투 기술 같은 건 없을까?	There are probably some combat techniques worth learning from it, right?						0
60	应，应该吧……	應，應該吧……	か、かもしれないな……	그, 그런 것 까지는 없을걸…	Y—Yeah, probably...						0
61	真好啊，要是我也能做到这么直接就好了。	真好啊，要是我也能做到這麼直接就好了。	いいなぁ……私も、あんなに素直になれたら……	좋겠다… 나도 저렇게 직접적으로 분석가님한테 말할 수 있으면 얼마나 좋을까?	Amazing. I wish I could be that straightforward too.						0
62	不过带分析员去看这种大烂片真的没问题吗？	不過帶分析員去看這種大爛片真的沒問題嗎？	でも、よりにもよってあんな駄作を選ぶなんて。本当にあれでいいの？	그나저나 분석가님을 데리고 저런 재미없는 영화를 보러 가려 하다니…	But would it really be okay to take you to watch such a dismal movie, Adjutant?						0
63	薇蒂雅目光转向另一侧墙角似乎同病相怜的少女，虽然隔了一段距离，但依稀还是能够听到咬牙切齿的低语，大概是念叨着“下次我会抢先一步”之类的话。	薇蒂雅目光轉向另一側牆角似乎同病相憐的少女，雖然隔了一段距離，但依稀還是能夠聽到咬牙切齒的低語，大概是念叨著「下次我會搶先一步」之類的話。	そう呟きながら、ヴィディアは向こう側の壁に隠れている、自分と似たような境遇のもうひとりの少女の姿を見つめた。少し離れたところに立っているからよく聞こえないが、彼女は恨めしそうに「次こそあたしが先に誘うんだから！」という感じの独り言をこぼしているようだ。	비디야는 다른 쪽 벽 모퉁이에 있는 비슷한 처지에 있는 한 소녀에게 시선을 돌렸다. 거리가 좀 있었지만 이를 악물며 중얼거리는 것이 어렴풋이 들렸다. '다음 번엔 내가 먼저 갈 거야'라는 식의 말을 하고 있는 것 같았다.	Vidya shifted her gaze to the girl in the other corner who seemed to be in the same boat. Despite the distance between them, she could faintly hear the girl muttering through gritted teeth something about "being one step ahead next time".						0
64	感同身受的挫败感还未浮现，薇蒂雅忽然注意到芬妮收到了一条讯息。芬妮脸上的郁闷立马就消散了，她冷着脸，努力压着快要翘出笑容的嘴角回复语音。	感同身受的挫敗感還未浮現，薇蒂雅忽然注意到芬妮收到了一則訊息。芬妮臉上的鬱悶立刻就消散了，她冷著臉，努力壓著快要翹出笑容的嘴角回復語音。	ヴィディアがファニーにシンパシーを感じていたそんな時、ファニーの端末にメッセージが届いた。そしてファニーがそのメッセージを確認した瞬間、彼女の顔からさっきまでの悔しそうな感情が綺麗に消え去った。彼女は浮き上がる口角を極力抑えながら、音声入力でメッセージを返した。	공감할 수 있는 마음이 생기기도 전에, 비디야는 페니가 메시지를 받은 것을 알아챘다. 근심 가득했던 페니의 표정은 순식간에 사라졌고, 터져 나올 것 같은 미소를 억누르며 메시지를 답장하는 것 같았다.	Before she could feel any empathy, Vidya suddenly noticed that Fenny had received a message. With that, Fenny's upset expression immediately vanished. She tried hard to suppress a smile as she spoke into her comms in reply.						0
65	哼，我才不要分析员的这种安慰。不过……既然你主动提出要去陪我参加舞会，也不是不能答应你。	哼，我才不要分析員的這種安慰。不過……既然你主動提出要去陪我參加舞會，也不是不能答應你。	そんな慰めはいらないわよ。でも……せっかくあんたから誘ってきたことだし、その舞踏会とやらに、一緒に行ってあげてもいいわ。	흥, 이런 위로로 날 달래려고 하다니. 뭐, 그나저나… 먼저 제안해서 무도회에 가자고 하는 거니까, 딱히 못 받아들일 것도 없지.	Hmph. I don't want you to comfort me like that, Adjutant. But... since you asked me to be your date for the dance, I guess I'll agree.						0
66	……	……	……	…	...						0
67	作为纯路人的薇蒂雅觉得胸口像是正面受到攻城锤的重击。她努力将自己蜷缩在拐角的阴影，极力掩藏气息，好像试图从这个世界抹去自己的存在。	身為純路人的薇蒂雅覺得胸口像是正面受到攻城槌的重擊。她努力將自己蜷縮在轉角的陰影，極力掩藏氣息，好像試圖從這個世界抹去自己的存在。	完全に蚊帳の外だ。破城槌の一撃を喰らったようなショックを受けたヴィディアは、できるだけ体を隅っこに隠した。気配を殺して、この世界から自分の存在を抹消しようとするみたいに。	옆에서 지켜보던 비디야는 가슴에 마치 망치를 두드려 맞은 것처럼 아팠다. 그녀는 자신을 모퉁이 속에서 웅크려 앉아 마치 세상에서 자신의 존재를 지우려는 듯했다.	As a simple onlooker, Vidya felt as if her chest had been struck by a battering ram. She tried to shrink into the shadow in the corner, attempting to quiet her breath like she wanted to erase her entire existence from the world.						0
68	过去做瓦尔基里游戏导播的时候，她也是这样注视着台前闪光的少女们。	過去做瓦爾基里遊戲導播的時候，她也是這樣注視著台前閃光的少女們。	かつて、ヴァルキリーゲームのディレクターを務めていた時もこうだった。あの頃の自分もこうやって、ステージで輝く少女達の姿を見つめていた。	과거 발키리 게임에서 방송 PD를 할 때도 지금과 마찬가지로 그녀는 무대 앞에서 빛나는 소녀들을 지켜봤었다.	Back when she was the director of the Valkyrie Games, she had gazed at the radiant girls on stage just like this.						0
69	……或许我只是在回到自己该在的位置？	……或許我只是在回到自己該在的位置？	……もしかすると、自分は本来いるべきポジションに戻っただけ、なのかもしれない。	… 그냥 나는 나의 분수를 알고 내가 있어야 할 자리로 돌아가야 하는 걸까?	...Maybe I'm just going right back to where I belong?						0
70	薇蒂雅？	薇蒂雅？	ヴィディア？	비디야?	Vidya?						0
71	安卡希雅……	安卡希雅……	アカシア……	아카시아…	Acacia...						0
72	你这是在……潜行游戏扮演？	你這是在……潛行遊戲扮演？	えっと……スパイごっこ？	지금… 잠입 게임 중이야?	Are you... pretending you're in a stealth game?						0
73	……不是……我……抱歉……	……不是……我……抱歉……	……いいえ……その……すみません。	… 아, 그게, 아니에요… 죄… 죄송해요…	No... I'm... sorry...						0
74	安卡希雅歪了歪脑袋，似乎发现了什么，好奇从拐角探过头去，很快发现了一幅绝景。	安卡希雅歪了歪腦袋，似乎發現了什麼，好奇從轉角探過頭去，很快就發現了一幅絕景。	アカシアは不思議そうに首を傾げ、曲がり角の向こうを覗くと、すぐに状況を把握した。	아카시아는 고개를 갸웃거리며 뭔가를 발견한 듯 호기심에 모퉁이 속에서 고개를 꺼낸다. 그리고 이내 놀라운 광경을 목격한다.	Acacia tilted her head. Seemingly realizing something, she curiously peeked around the corner and caught a spectacular view.						0
75	可恶，我居然差点错过了这样的画面。	可惡，我居然差點錯過了這樣的畫面。	おっと。おもしろい光景を見逃すところだった。	어머, 놀라운 장면을 놓칠 뻔했네.	Damn, can't believe I almost missed this love triangle scene.						0
76	突然的既视感浮上心头——	突然的既視感浮上心頭——	そこにはデジャヴを感じさせる展開が繰り広げられていた。	역시나, 곧 익숙한 장면이 이어졌다…	She was suddenly hit with a sense of déjà vu...						0
77	决定了，今晚再把虹色相簿看一遍。	決定了，今晚再把虹色相簿看一遍。	よし決めた。今夜は『ブラックアルバム』をもう一度観よっと。	좋았어! 오늘 밤에 다시 '무지개 앨범'을 돌려 봐야지.	Alright. I'm going to rewatch "Rainbow Album 2" tonight.						0
78	带着恶趣味念叨着，安卡希雅缩回脑袋的时候，身边的薇蒂雅已经不见了踪影，只有两张被捏得皱巴巴的电影票掉在地上。	帶著惡趣味碎念著，安卡希雅縮回腦袋的時候，身邊的薇蒂雅已經不見了蹤影，只有兩張被捏得皺巴巴的電影票掉在地上。	アカシアがわけのわからないことを呟きながら視線を戻した時には、ヴィディアの姿はすでになかった。代わりに、揉みくちゃにされた2枚の映画のチケットが床に落ちていた。	악취미를 속삭이며 아카시아가 고개를 돌렸을 때, 옆에 있던 비디야는 이미 사라져 있었고, 구겨진 영화 티켓 두 장만 바닥에 떨어져 있었다.	Acacia murmured devilishly. When she looked back, Vidya had already disappeared from beside her, leaving behind nothing more than two crumpled movie tickets on the ground.						0
79	啊这……	啊這……	あちゃー……	아, 이건…	Ah, well...						0
