xxx_1804422753	A	A	A	A	A	A	A	A	A	A	A
Girl008RM5.58.04	我没感觉，一点感觉都没有……	我沒感覺，一點感覺都沒有……	感じてなんか、ないんだから……	아무런 느낌도, 안 나는데…	I... I don't feel anything. Not at all...						0
Girl008RM5.58.05	她好似被烫红的脸颊，还有发颤的声音，完全看不出来是没有感觉的样子。	她好似被燙紅的臉頰，還有發顫的聲音，完全看不出來是沒有感覺的樣子。	汗ばんで、紅潮した頬。震える声。荒い呼吸。とてもじゃないが、感じていないようには見えない。	하지만 새빨갛게 물든 얼굴과 떨리는 목소리는 정반대의 이야기를 하고 있었다.	But her trembling voice and flushed face told a different story.						0
Girl008RM5.63.01	我……我不会屈服的。	我……我不會屈服的。	あたしは……負けない。	난… 난 지지 않아.	I... I won't give in.						0
Girl008RM5.63.02	……哈……不要小看我……哈哈……	……哈……不要小看我……哈哈……	……なめないでよね……んん……	…하… 날 얕보지 말라고… 하하…	...Ha... Don't underestimate me... Hehe...						0
Girl008RM5.63.03	真的不会屈服吗？	真的不會屈服嗎？	本当かな？	정말 항복 안 할 거야?	Really? You sure?						0
Girl008RM5.63.04	不……不会……	不……不會……	ほ、本当よ……	안… 안 해…	N—No way...						0
Girl008RM5.67.01	笨……蛋……	笨……蛋……	ばか……	바… 보…	You... dummy...						0
Girl008RM5.67.02	你……哈……哈	你……哈……哈	はぁ……はぁ……	너… 하하… 하…	You... ha... oh...						0
Girl008RM5.67.03	噫！！	噫！！	んん！！	윽!!	Ah!						0
Girl008RM5.67.04	等等……	等等……	え？	잠깐만…	Wait...						0
Girl004RM3.42.01	分析员的手，暖乎乎的。	分析員的手，暖乎乎的。	分析員の手、あったかい。	분석가의 손은 정말 따듯해.	Your hands are really warm, Adjutant.						0
Girl004RM3.42.02	……我是在给你检查，不要乱动。	……我是在幫你檢查，不要亂動。	……検査中だ、じっとしてて。	…검사하고 있으니 마음대로 움직이지 마.	...Stay still. I'm trying to give you a check-up.						0
Girl004RM3.42.03	身体检查是所有地方都要检查到吧？分析员得集中精神才行，可别被其他东西干扰到了，芙提雅老师的身材可是很棒的。	身體檢查是所有地方都要檢查吧？分析員得集中精神才行，可別被其他東西干擾到了，芙提雅老師的身材可是很棒的。	検査ってったら、しっかり全身検査をしないと意味ないよね。他に気を取られちゃダメだよ。私、スタイルも抜群なんだから。	신체검사는 모든 곳을 다 검사해야 하는 거지? 그럼 이제 다른 곳에 정신 팔지 말고 집중하도록 해, 프티야는 몸매가 엄청나잖아.	It means you have to check every part, right? Stay focused, Adjutant. You know I'm in great shape. Don't let it distract you~						0
Girl004RM3.42.04	嗯……	嗯……	ああ……	응…	Yeah...						0
Girl004RM3.46.01	分析员动作轻飘飘的，可是会好痒。	分析員動作輕飄飄的，可是會好癢。	分析員、手つきはやさしいけど、くすぐったいよ。	정말 조심하는 거 알겠는데, 그래도 간지러워.	Your touch... it tickles.						0
Girl004RM3.46.02	不要这么看我，芙提雅老师会忍耐的。	不要這麼看我，芙提雅老師會忍耐的。	そんなに見つめないで、我慢するから。	그렇게 보지 마, 나도 참을 줄 알아.	Don't look at me like that! I can take this.						0
Girl004RM3.46.03	唔……噗……哈哈哈……不行，实在忍不住……	嗯……噗……哈哈哈……不行，實在忍不住……	ん……ふふ……あはは……ダメだ、我慢できない……	으… 풉… 하하하… 안 되겠다, 도저히 못 참겠어…	Ahh... Hah... haha... I can't...!						0
Girl004RM3.49.01	这里也要检查吗？啊哈哈，好奇怪……	這裡也要檢查嗎？啊哈哈，好奇怪……	そこも調べるの？あはは、変な感じ……	여기도 검사하는 거야? 아하하, 이상해…	Do we really need to check this spot too? Haha, this feels so weird...						0
Girl004RM3.49.02	你不乱动的话就不会奇怪了。	你不亂動的話就不會奇怪了。	じっとしてたら変な感じはしないよ。	안 움직이면 전혀 안 이상해.	It wouldn't be weird if you stopped squirming.						0
Girl004RM3.49.03	呜呜，分析员欺负人。	嗚嗚嗚，分析員欺負人。	うぅ、分析員、いじわる。	흑흑, 분석가가 괴롭힌다…	You're such a bully, Adjutant...						0
Girl004RM3.49.04	我操控着扫描的机器在她的身上游走，芙提雅很怕瘙痒，笑着扭着身子，让我的手掌不可避免触碰到她滑嫩的肌肤。	我操控著掃描的機器在她的身上游走，芙提雅很怕搔癢，笑著扭著身子，讓我的手掌不可避免地碰到她滑嫩的肌膚。	スキャン機を彼女の体の上で動かすと、フリティアはくすぐったいと言って、ゲラゲラ笑いながら体をくねらせた。彼女の滑らかな肌に触れてしまう。	스캔 로봇을 조종하여 그녀의 몸을 스캔하였고, 프티야는 간지럼 때문에 웃으며 몸을 꼬아, 나의 손이 어쩔 수 없이 그녀의 부드러운 피부에 닿았다.	As I maneuvered the scanner, Fritia, who was notoriously ticklish, couldn't help but squirm and giggle. As a result, my hand brushed against her supple skin more than once.						0
Girl014RM5.23.01	郎君的手……	郎君的手……	分析員の手……	낭군님의 손이…	My Prince, your hand...						0
Girl014RM5.23.02	呜呜！……	嗚嗚！……	っ……！	흐윽!…	Nngh...!						0
Girl014RM5.25.01	郎君……再继续的话……就……	郎君……再繼續的話……就……	分析員……これ以上は、もう……	낭군님… 여기서 계속하면… 그러면…	My Prince... if you keep going... I...						0
Girl014RM5.25.02	没关系，今天我们还有很长的时间。	沒關係，今天我們還有很長的時間。	大丈夫、今日は時間がたくさんあるぞ。	괜찮아요, 오늘 하루 아직 시간이 많이 남았어요.	It's okay. We have plenty of time today.						0
Girl014RM5.25.03	呜……哈……郎君……又捉弄我了……	嗚……哈……郎君……又捉弄我了……	んぅ……はぁ……分析員……もう意地悪……	흑… 하… 낭군님… 또 저를 놀리는군요…	Ah... hah... My Prince... you're teasing me again...						0
Girl014RM5.28.01	呜呜……我都说，说出来……我是想到了过去……想到了最初认识郎君的那段时光。	嗚嗚嗚……我都說，說出來……我是想到了過去……想到了最初認識郎君的時光。	うぅ……言います、言いますから……昔のことを思い出していました……初めて分析員に会ったときのことを。	으윽… 말할, 말할게요… 그냥 과거가 떠올랐어요… 낭군님을 처음 만났던 그 시절이 떠올랐어요.	Ah... I told you... I was thinking about our past... the first time I met you.						0
Girl014RM5.28.02	那个时候，就迷上我了吗？	那時候，就迷上我了嗎？	もしかして、あのときから私に惚れていたのか？	그때부터 저한테 반한 거예요?	Did you already fall for me back then?						0
Girl014RM5.28.03	因为……郎君忽然就住进了我的心里啊。您是打破了牢笼，将我拽出来的人，也是说过……要给我创造更多美好的人。	因為……郎君忽然就住進了我的心裡啊。您是打破了牢籠，將我拉出來的人，也是說過……要給我創造更多美好的人。	だって……分析員が突然私の心に住み着いたんですから。檻を壊して、私を外に連れ出してくれて……私にたくさんの幸せをくれました。	왜냐하면… 낭군님이 갑자기 제 마음속으로 들어왔잖아요. 저를 감옥 속에서 꺼내주고… 저에게 더 많은 아름다운 추억을 만들어준다고 한 사람이거든요.	Because... you stole my heart so suddenly. You're the one who broke my cage and pulled me out. You're also the one... who told me you'd make me happy.						0
Girl010RM4.49.01	这个红印啊？早上煮豆浆的时候，被烫到了而已。	這個紅印啊？早上煮豆漿的時候，被燙到了而已。	え、この痕？今朝、豆漿（ドウジャン）を作る時にちょっと火傷しただけだよ。	이 빨간 자국 말하는 거야? 아침에 두유 끓이다가 데인 거야, 별거 아니야.	This red mark? I just burned myself when I was making the soy milk this morning.						0
Girl010RM4.50.01	好痒……啊哈哈……分析员想问什么，我都会老实回答的，就别折腾我了。	好癢…啊哈哈…分析員想問什麼，我都會老實回答的，就別折騰我了。	くすぐったい……あはは……聞きたいこと、正直に答えるから、もう勘弁して。	간지러워… 분석가, 알고 싶은 게 뭐야, 다 말할게, 제발 그만해.	That tickles... haha... Whatever you want to ask, I'll answer honestly, just stop torturing me~						0
Girl010RM4.51.01	是有些饿来着，忙着煮豆浆就忘了早饭这回事。	是有些餓來著，忙著煮豆漿就忘了早餐這回事。	豆漿（ドウジャン）を作ってて……朝ごはんを忘れちゃったんだ……	사실 조금 배고프긴 했어. 두유 끓인다고 바빠서 아침밥을 까먹었거든.	I guess I'm a little hungry. I was so busy making the soy milk that I forgot about breakfast.						0
Girl010RM4.52.01	怕我辛苦吗？分析员放心，我的能量还没见底呢。	怕我辛苦嗎？分析員放心，我的能量還沒見底呢。	私のことを心配してくれるの？大丈夫だって、まだまだ元気だよ。	내가 힘들까 봐 걱정된다고? 내 에너지가 아직 바닥나지 않았으니 안심해.	Concerned I might tire out? Relax, Adjutant, I still have plenty of energy left.						0
Girl020RM1.73.01	轻轻软软的感觉……原来分析员照顾人的样子是这么温柔的呀……	輕輕軟軟的感覺……原來分析員照顧人的樣子是這麼溫柔的啊……	ん…ふわってしてる…分析員って、こんなに優しく世話してくれるんだね。	부드럽게 닦아주는 손길… 분석가는 참 다정하다니까…	Aww... Adjutant, you're really sweet and gentle when you're in caretaker mode...						0
Girl020RM1.73.02	嗯？好像在给小动物擦脸唔唔……	嗯？好像在幫小動物擦臉唔唔……	はむ…なんだか小動物扱いされてる気がする…	무슨 애완동물의 얼굴을 닦아주는 것 같아…	Hmm... but why does it feel like you're cleaning a pet's face... Mmph...						0
Girl020RM1.73.03	是啊，也不知道是哪里跑出来的馋嘴小花猫，吃得脸上到处都是。	對啊，也不知道是哪裡跑出來的貪吃小花貓，吃得臉上到處都是。	ああ、どこかで拾った甘いもの好きの子猫が、顔をベタベタにしてたからな。	맞아, 어디서 나타난 귀여운 고양이 같은지, 얼굴이 온통 아이스크림으로 더럽혀져 있네.	Yeah — a messy little kitten who got dessert all over her cheeks.						0
Girl020RM1.77.01	呵呵……哈哈哈，好痒~	哈哈……哈哈哈，好癢喔~	ふひゃ…だめ…くすぐったいってば…	하하… 아아, 간지러워~	Heheh... Haha— Ah! That tickles!						0
Girl020RM1.77.02	别乱动，再乱动就擦不干净了。	別亂動，再亂動就擦不乾淨了。	じっとしていろよ。動いたら余計拭けない。	움직이지 마, 움직이면 잘 안 닦이니까.	Hold still — you're only making it worse.						0
Girl020RM1.77.03	哈哈……不行，我忍不住，真的好痒哈哈哈……	哈哈……不行，我忍不住，真的好癢哈哈哈……	むり…うひゃ、むりむり、ほんとくすぐったい…っ！	하하… 안 돼, 참을 수 없어. 너무 간지럽단 말이야, 하하하…	Haha— I can't help it! It tickles too much! Hahaha...						0
Girl020RM1.77.04	那没办法了，只能——	那沒辦法了，只能──	…仕方ないな。	그럼 어쩔 수 없지, 그냥…	Then you've left me no other choice...						0
Girl020RM1.77.05	我腾出一只手将卜卜的双臂一起握住。	我空出一隻手將卜卜的雙臂一起握住。	腕ごと動けないように押さえて…	나는 한 손으로 보보의 두 팔을 함께 잡았다.	I freed one hand, gently but firmly pinning both of her arms in place.						0
Girl020RM1.77.06	啊！分析员~	啊！分析員~	きゃっ、分析員ったら…！	어머! 분석가!	Ah— Adjutant~!						0
Girl020RM1.77.07	抱歉，目前只能……	抱歉，目前只能……	悪いな。こうするしか…	미안, 지금은 이렇게 할 수밖에…	Sorry, but this is the only way.						0
Girl020RM1.77.08	霸道的分析员好帅！啊~可以再攥紧一点吗！	霸道的分析員好帥喔！啊~可以再握緊一點嗎~？	ふふっ…強引な分析員、なんかかっこいい。もっとぎゅってしていいよ！	거침없는 분석가, 정말 멋져! 후~ 좀 더 꽉 잡아줄 수 있어?	Mm... You're so cool when you take charge, Adjutant... Um... could you... hold me just a bit tighter?						0
Girl020RM1.86.01	嗯？嗯……	嗯？？嗯……	…っ	아? 으음…	Mm...? Oh...						0
Girl020RM1.86.02	哎呀……好害羞呀……	唉呀…好害羞啊……	…こ、ここはちょっと…	하아… 부끄러워…	Mmm... this part's a bit embarrassing...						0
Girl020RM1.86.03	要不，这里还是你自己来？	要不然，這裡還是你自己來？	…自分でやるか？	그럼 여기는 네가 직접 닦을래?	Maybe this one's better left to you?						0
Girl020RM1.86.04	嗯？可是我现在两只手都被占着呢。	嗯？可是我現在兩隻手都被沒空耶。	でもわたし、両手ふさがってるじゃん？見てよ、このアイス2本…	응? 근데 지금은 양손 모두 사용할 수 없잖아.	Huh? But both my hands are full right now.						0
Girl020RM1.86.05	卜卜向我抬了抬手，一只手上是她自己的冰激凌，另一只手则拿着我的那支。	卜卜向我抬了抬手，一隻手上是她自己的冰淇淋，另一手則拿著我的那支。	両手のアイスを見せつける。どちらも溶けかけで、とても渡せる状態じゃない。	보보가 손을 들어 보이며, 한 손에는 자신의 아이스크림, 다른 손에는 내 아이스크림을 들고 있었다.	She raised her arms — one hand clutching her ice cream, the other still holding on to mine.						0
Girl020RM1.86.06	你看，分析员，只能拜托啦~	你看，分析員，只能拜託你啦~	だからよろしく頼むの、えへへ…	이거 참… 지금은 부탁할 수밖에 없을 것 같은데?	See~? I have no choice. You'll have to take responsibility, Adjutant~						0
Girl020RM1.86.07	哦！你的冰激凌也快化掉了，我来喂你吧！	哦！你的冰淇淋也快融化了，我來餵你吧！	あ、分析員のアイスも溶けそう…わたしが食べさせてあげる！	아! 분석가 아이스크림도 녹고 있어! 내가 먹여줄게!	Ah! Yours is melting too! Okay, let me feed you!						0
Girl020RM1.86.08	张嘴哦，啊——	張嘴喔，啊——	口を開けて、ああ——	입 벌려, 아…	Here comes the airplane~						0
Girl020RM2.162.01	摸了摸她的脸颊，比在餐厅时好多了，但还是有些烫。	摸了摸她的臉頰，比在餐廳時好多了，但還是有點燙。	彼女の顔に触れてみると、食堂の時よりは良くなったが、まだ少し熱かった。	그녀의 얼굴을 만져보니, 식당에 있을 때보다는 나아졌지만 여전히 좀 뜨거웠다.	I brushed her cheek. It felt much cooler than at the canteen, though still a bit warm.						0
Girl020RM2.162.02	特别是额头。	特別是額頭。	特に額が。	특히 이마가 뜨거웠다.	Especially her forehead.						0
Girl020RM2.162.03	你还在发热，现在感觉怎么样？	你還在發燒，現在感覺怎麼樣？	まだ熱があるな。今の気分はどうだ？	아직도 열이 있네, 지금 컨디션은 어때?	You're still burning up. How are you feeling?						0
Girl020RM2.162.04	我还好，睡一觉肯定就没事了，如果还不行……那就睡两觉！	我還好，睡一覺肯定就沒事了，如果還不行……那就睡兩覺！	わたくしは大丈夫よ……一回寝ればきっと調子を取り戻すわ。それでもダメなら……もう一回寝ればいいもの！	난 괜찮아, 한숨 자면 다 나을 거야. 만약 안 괜찮으면… 두 숨 자면 되지!	Not that bad, really. I'll be fine after a good sleep. If that won't do... then, I'll keep sleeping!						0
Girl020RM2.162.05	还能开玩笑，看来精神不错。	還能開玩笑，看來精神不错。	冗談を言えるほどの余裕があるのはいいことだ。	농담하는 것 보니 컨디션은 괜찮은가 보네.	Cracking jokes now, are we? Guess you are getting better.						0
