xxx_3492133469	A	A	A	A	A	A	A	A	A	A	A
55	被亲得两颊绯红的少女一时没反应过来，想要有所动作却绊得摇摇晃晃。	被親得兩頰緋紅的少女一時沒反應過來，想要有所動作卻絆得搖搖晃晃。	唇を重ねると、ブブは一瞬呆然。それでバランスを崩してよろめく。	키스로 볼이 붉어진 소녀는 미처 반응하지 못한 채 움직이려다 걸려 넘어져 비틀거렸다.	Her cheeks turned rosy under my kisses, scattering her thoughts into a pleasant haze. When she tried to move, she even stumbled.						0
56	身上的千丝万缕更加理不清楚。	身上的千絲萬縷更理不清楚。	赤い糸が、さらに絡み合う。	몸의 실마리들은 더욱 정리할 수 없이 얽혀버렸다.	The red threads curled around her like a gentle snare, refusing to be straightened.						0
54_1	那……紧一点，分析员喜不喜欢啊~	那……緊一點，分析員喜不喜歡啊~	ねぇ…もっときつく縛っても、分析員、嫌じゃないよね♡？	그럼… 좀 더 가까이 가면 분석가가 좋아하려나~	What about... make it tighter? Adjutant, do you like it like that~						0
57	我倒是不介意……	我倒是不介意……	むしろ歓迎だな…	나야 괜찮지…	I don't mind...						0
57_1	嗯？	嗯？	えっ？	응?	Hmm?						0
57_2	不介意我们更亲密一点。	不介意我們更親密一點。	もっと近づいても、かまわないってことさ。	난 우리가 더 가까워져도 좋아.	I don't mind if we get a little closer.						0
58	被手铐铐在一起也好，被红线裹在一起也好。	被手銬銬在一起也好，被紅線裹在一起也好。	手錠だろうが、赤線だろうが、二人を繋ぐものが何であれ、今はどうでもいいこと。	손이 묶여도 좋고 붉은 실에 감겨도 좋다.	Handcuffs or crimson threads...						0
59	在一起的两个人，总能相携着找到平衡。	在一起的兩個人，總能相攜著找到平衡。	共に歩む二人なら、きっと支え合って人生のバランスを見つけられる。	함께하는 두 사람은 언제나 서로의 균형을 찾을 수 있다.	Whatever binds us, as long as we're together, we'll find our own balance as a whole.						0
60	不再给她反应的机会，我抱着怀中温热的身体，吻了下去。	不再給她反應的機會，我抱著懷中溫熱的身體，吻了下去。	返事を待たず、その体を強く抱いて、もう一度唇を重ねる。	난 더 이상 그녀에게 반응할 기회를 주지 않고 그녀의 따뜻한 몸을 품에 안고 키스했다.	Before another word could leave her lips, I claimed them with a hot, lingering kiss.						0
61	静谧的夜色，古朴雅致的天花板。	靜謐的夜色，古樸雅緻的天花板。	静かな夜、和風の内装はどこか懐かしく落ち着く。	고요한 밤, 고풍스럽고 우아한 천장.	It was a quiet night. The ceiling above was quaint and old-fashioned.						0
62	躺在崭新绒毯上的两个人，谁也不想率先面对一室的混乱。	躺在嶄新絨毯上的兩個人，誰也不想率先面對一室的混亂。	ふかふかの新しいラグの上で、私たちはしばし時を忘れる。	새 담요 위에 누운 두 사람은 아무도 먼저 방 한켠의 혼란을 마주하고 싶지 않았다.	Lying together on the soft, new blanket, neither of us seemed in any hurry to face the chaos around us.						0
63	纠缠一地的红线，四处滚落的铃铛，被带倒的屏风……	糾纏一地的紅線，四處滾落的鈴鐺，被撞倒的屏風……	周囲は絡み合った紐、落ちた鈴、倒れたついたて…誰も片づけようとしない。	바닥에 엉킨 붉은 실, 사방으로 굴러떨어진 방울, 쓰러진 병풍…	Red threads sprawled across the floor. Bells had rolled every which way, and a folding screen lay tipped in the corner...						0
64	嘿嘿。	嘿嘿。	えへへ。	헤헤.	Hehe.						0
65	少女趴在我怀里，像只吃饱喝足的小猫。	少女趴在我懷裡，像隻吃飽喝足的小貓。	満たされた表情で、ブブは猫のように私に寄りかかる。	소녀는 배부른 고양이 마냥 내 품에 엎드렸다.	Bubu curled up against my chest like a contented kitten after a big meal — satisfied and completely at ease.						0
66	卜卜，跟你商量个事呗。	卜卜，跟你商量一件事。	ひとつお願いいいかい？	보보, 너랑 상의할 게 있어.	Bubu, can I ask you something?						0
67	嗯？	嗯？	なに？	응?	Hmm?						0
68	以后的仪式能不能弄简单点？好收拾。	以後的儀式能不能弄簡單一點？比較好整理。	次の儀式はもうちょっと、片付けやすい形にしてくれ。ほら、部屋がえらいことに…	앞으로는 뒷수습하기 좋게 의식 절차를 좀 간추려 볼까?	Next time... could we maybe dial the "rituals" down a notch? Y'know — something that's easier to clean up afterward?						0
69	知道了啦！你刚外出回来，打扫的事我来，我来~	知道了啦！你剛外出回來，打掃的事我來，我來~	わかってるってば！おかえりなさいのサプライズだもん、仕方ないよ。掃除はわたしがやる。	알겠어! 분석가는 방금 외출하고 돌아왔으니, 청소는 내가 할게~	Oh, got it! And don't worry, I'll take care of the mess — you just got back from a mission. No way I'm letting you lift a finger!						0
70	不过这次可不赖我哦，是干娘托梦给我让我这么做的！	不過這次不能賴我喔，是乾娘托夢給我叫我這麼做的！	でもでも、これはお義母さんが夢でわたしに「こうしろ」って言ってきたんだよ！	하지만 이번에는 정말 내 탓이 아니야, 양어머니가 꿈에서 이렇게 하라고 하셨어!	But hey, this one isn't on me! My godmother told me to do it like this in a dream!						0
71	还能托梦？！	還能托夢？！	「お義母さん」が夢に…？	현몽인가?	She talked to you in a dream!?						0
72	大树也能给人托梦？	大樹也能托夢給人？	木が人に夢を？	나무도 현몽이 가능한 걸까?	Trees can mess with people's dreams now?						0
73	卜卜轻轻捶了我一下。	卜卜輕輕捶了我一下。	ブブは軽く私をこづく。	보보는 나를 가볍게 두드렸다.	Bubu gave me a playful little thump.						0
74	对呀，万物有灵呢。	對啊，萬物有靈呢。	そうだよ、万物には霊が宿るんだし。	맞아, 모든 사물에는 다 영혼이 있는 법이지.	Of course! Everything in nature has its own spirit.						0
75	干娘教给我这个术法，嘱咐我们一定得好好地在一块。	乾娘教我這個術法，囑咐我們一定要好好地在一起。	お義母さんに、ちゃんと仲良くしろって言われたよ。	양어머니께서 내게 주술을 가르쳐 주셨고, 우리 둘이 꼭 잘 지내야 한다고 말씀하셨어.	My godmother taught me this ritual, and she said we must stay close.						0
76	你可是在干娘面前保证过要照顾我的，不能不听话哦。	你可是在乾娘面前保證過要照顧我的，不能不聽話哦。	分析員だってお義母さんの前で、わたしを面倒見るって約束してくれたでしょ。	분석가는 양어머니 앞에서 날 돌보겠다고 했으니 그 약속 지켜야 해.	And don't forget — you promised her you'd take care of me! No backsies, okay?						0
77	卜卜支起上半身，假装很不好惹地撅起了嘴。	卜卜支起上半身，假裝很不好惹地嘟起了嘴。	ブブは上体を起こし、ちょっと強気に唇を尖らせる。	보보는 몸을 세우고 못마땅한 척 입을 삐죽 내밀었다.	She propped herself up on an elbow, pouting in the most theatrical way possible.						0
78	那是自然，我还得替干娘好好监督你呢。	那當然啊，我還要替乾娘好好監督你。	もちろん守るさ。	당연하지, 내가 양어머님 대신 널 잘 지켜볼 거야.	Of course. And for your godmother's sake, I'll be keeping an eye on you, too.						0
79	为了实现愿望，卜卜小天师得一直加油呀。	為了實現願望，卜卜小天師要一直加油喔。	ブブはお義母さんに誓ったなら、ちゃんと努力しろな。目標を叶えるために。	소원을 이루기 위해 보보는 언제나 화이팅 해야 돼.	If you want that wish of yours to come true, you gotta keep up the good work, my little Geomancer.						0
80	我手一伸把卜卜搂回怀里，还是这样比较舒服。	我手一伸把卜卜摟回懷裡，還是這樣比較舒服。	ぐいと再び彼女を抱き寄せる。こうしたほうが落ち着く。	나는 손을 뻗어 보보를 품에 안았다. 역시 이 자세가 편했다.	I pulled her back into my arms. It just felt right — having her close, right here with me.						0
81	嗯，明天我就开始去训练室了。	嗯，明天我就開始去訓練室了。	…そう。明日からいよいよ正式に訓練やるんだよね。	내일부터 난 훈련실에 나갈 거야.	Mhm... I'll start training tomorrow.						0
82	这个……你也会监督我吗？	這個……你也會監督我嗎？	その…監督もしてくれる？	이것도… 지켜봐 줄 거야?	Um... will you be there in the training room too?						0
83	她说的是日常作战训练，看来是已经收到为她定制的最新日程安排了。	她說的是日常作戰訓練，看來是已經收到為她定製的最新訓練計畫了。	反応を見て、どうやら彼女は新しい訓練スケジュールを既に受け取ったらしい。	그녀가 일상 작전 훈련을 언급한 걸 보면, 이미 보보를 위해 맞춤 제작한 최신 스케줄을 받았다는 뜻이다.	She was talking about the daily combat drills. It appeared she'd already received her new personalized training schedule.						0
84	作战训练，对每个天启者队员来说，都是最习以为常的事情。	作戰訓練，對每個天啟者隊員來說，都是最習以為常的事。	覚醒者にとって訓練は日常だけど…	모든 계시자들에게 작전 훈련은 가장 익숙한 일이다.	Combat training was standard for any Manifestation.						0
85	但对于从普通人变成天启者的卜卜来说还是第一次。	但對於從普通人變成天啟者的卜卜來說還是第一次。	ブブにとっては初めての体験。	그러나 일반인에서 계시자로 거듭난 보보에게는 처음 있는 일이다.	But for someone like Bubu — who had only just become one —tomorrow would be her very first session.						0
86	见我不说话，卜卜又一骨碌翻身爬起来。	看我不說話，卜卜又一下子翻身爬起來。	私が黙っていると、ブブは少し慌ててがばっと身を起こす。	내가 말이 없자 보보 다시 몸을 벌떡 일으켰다.	I didn't answer immediately. She rolled over and sat up again.						0
87	……分析员不用担心，我提前看了很多很多资料，也预习了一些技巧。	……分析員不用擔心，我事先看了很多很多資料，也預習了一些技巧。	だ、大丈夫だよ…資料はめっちゃ読んだし、コツも予習した。	… 분석가, 걱정 마. 미리 많은 자료를 보면서 공부했고 기교도 미리 익혔어.	Don't worry, Adjutant! I've been reading a ton, watching all sorts of combat footage — I even practiced some of the techniques on my own!						0
88	保证不会给你丢脸的！	保證不會給你丟臉的！	恥をかかせないよう頑張るから！	널 망신시키지 않을게, 약속해!	I promise I won't let you down!						0
89	不会给我丢脸……原来卜卜是在意这个么……	不會給我丟臉……原來卜卜是在意這個嗎……	恥をかかせない…か。そこを気にしていたのか。	망신이라고…? 보보가 신경 쓰는 게 그거였구나…	So that was what had been weighing on her all this time — not letting me down...						0
90	从植入神格神经的那一刻起，她就已经告别了作为一个普通人类的轻松和自由。	從植入神格神經的那一刻起，她就已經告別了作為一個普通人類的輕鬆和自由。	神格神経を身体に宿した時点で、彼女の人生から普通でいることの安らぎと自由は消え去った。	만트라 신경을 이식한 순간부터 그녀는 평범한 인간으로서의 편안함과 자유로움과 작별했다.	From the moment the Theotropic Nerves entered her body, she left behind the peaceful simplicity of an ordinary girl's life.						0
91	排异的痛苦，身体的变化，观念的重塑，以及种种……组成了漫长的恢复期。	排異的痛苦，身體的變化，觀念的重塑，以及種種……組成了漫長的恢復期。	拒絶反応の痛み、変わりゆく身体、揺らぐ意識――そのすべてが、彼女の長く険しい回復の道のりを形作っていった。	거부 반응의 고통, 신체의 변화, 마인드 재구성 등… 이 모든 게 그녀의 회복기에 포함되는 과정들이다.	The pain of rejection. The changes in her body. The shift in her beliefs... All of it shaped the long road to recovery.						0
92	就算有我陪着她，我在更远处等着她。	就算有我陪著她，我在更遠處等著她。	寄り添いながらも、彼女が辿り着くその場所で、私はずっと待ち続けている。	내가 지금은 그녀와 함께 있다고 해도, 난 더 먼 곳에서 그녀를 기다려야만 했다.	Even though I walked with her, guiding her hand along the way — even if I waited for her at the end of that road...						0
93	这条黑暗的隧道终究还是要凭她自己真正走出来。	這條黑暗的隧道終究還是要憑她自己才能真正走出來。	暗いトンネルを抜けるその一歩は、彼女自身が踏み出さねばならない。	이 어두운 터널은 결국 그녀가 홀로 지나가야 한다.	This lightless tunnel... was hers alone to traverse.						0
b-5											0
94	嗯，我知道。	嗯，我知道。	ああ、わかっている。	응, 알고 있어.	Yeah, I know.						0
95	就是！	對！	でしょ！	그니까!	Exactly!						0
96	不是你说的那个。	不是你說的那個。	違うよ、その「恥」の部分じゃない。	네가 말한 그게 아니야.	That's not what I meant.						0
97	嗯？“不给你丢脸”？你不相信我吗？	嗯？「不給你丟臉」？你不相信我嗎？	もしかして分析員、わたしのこと信用してないの？	응? '널 망신시키지 않는 것'을 말하는 거야? 날 못 믿어?	Huh? You meant "not letting you down," right? Wait... you don't believe in me?						0
98	我的意思是，我知道卜卜努力地做了很多事。	我的意思是，我知道卜卜努力地做了很多事。	ブブがいっぱい頑張ってるの知っているってことだ。	내 말은, 보보가 충분히 큰 노력을 들였다는 걸 알고 있다는 말이야.	What I mean is... I know how hard you've been trying.						0
99	我也坐起来，握住了她的手。	我也坐起來，握住了她的手。	起き上がって、そっとブブの手を包み込む。	나도 몸을 일으켜 그녀의 손을 잡았다.	I sat up and gently took her hand in mine.						0
100	卜卜很能干也有品位，不仅搬进了新房间，还装点得非常漂亮。	卜卜很能幹也有品味，不僅搬進了新房間，還裝飾得非常漂亮。	ブブはセンスもあるし、とてもよく頑張って、新しい部屋をこんなに素敵に飾りつけたんだろう。	보보는 아주 유능하고 품위도 있어. 이제 새 방으로 이사했을 뿐만 아니라 엄청 아름답게 꾸몄지.	You're capable. You've got good taste — just look how beautifully you decorated this room.						0
101	很认真，严格遵照医嘱，才让身体恢复得棒棒的。	很認真，嚴格遵守醫囑，才讓身體恢復得很棒。	それにちゃんと指示を守って頑張ったからこそ、体調もこんなによくなったんだ。	의사 선생님의 지시를 성실하고 충실히 따랐기 때문에 몸이 잘 회복할 수 있었던 거야.	You followed your recovery plan to the letter, and that's why you're healing so well.						0
102	很努力，很坚强，从普通人变成天启者这条路，你愿意走，也走得很好。	很努力，很堅強，從普通人變成天啟者這條路，你願意走，也走得很好。	本当に頑張り屋だし強い子だ。覚醒者という道を自分で選んで、しっかり進んでいる。	정말 노력하고 아주 강인하지. 일반인에서 계시자가 되는 이 길을 너는 아주 잘 가고 있어.	You're diligent. You're brave. You made the choice to become a Manifestation — and you've come so far along a path most people wouldn't dare to tread.						0
103	了不起，卜卜。	了不起，卜卜。	大したものだ。	정말 대단해, 보보.	You've done so well, Bubu.						0
104	当然，也辛苦你了，有的事情我可以陪你，但终究没法替你。	當然，也辛苦你了，有的事情我可以陪你，但終究沒辦法代替你做。	苦しかったろうに、よくやっている。私はできる限りサポートするが、代わりに歩くことはできないからな。	물론 고생도 정말 많았어. 어떤 일은 내가 도울 수는 있지만, 결국 널 대신해서 해줄 수는 없으니까.	It's been tough, I know. Some things... I can stand beside you as you face them. But I can't walk that path for you.						0
105	分析员……	分析員……	分析員…	분석가…	Adjutant...						0
106	软软的声音带了点哽咽。	軟軟的聲音帶了點哽咽。	かすれた声に涙の気配が混じる。	나른한 목소리에 흐느낌이 배어 있다.	Her voice trembled, catching in her throat.						0
107	所以，我当然相信你了，你是最厉害的卜卜小天师。	所以，我當然相信你了，你是最厲害的卜卜小天師。	だから、ブブは自信もっていい。最高の天師ブブだと私は思っている。	그러니 당연히 널 믿지. 넌 최고의 점술사야.	So yes. I believe in you — completely. You're my brilliant little Geomancer.						0
108	也是我的骄傲。	也是我的驕傲。	誇りに思っているよ。	넌 내 자랑이기도 해.	And I'm proud of you.						0
109	……嗯。	……嗯。	…っ、うん。	… 그래.	...Yeah.						0
110	带着眼泪的应答。	帶著眼淚的應答。	涙声の返事。	그녀는 눈물을 머금으며 대답했다.	Her reply was soft and teary, her voice muffled by held-back sobs.						0
