xxx_1929177499	A	A	A	A	A	A	A	A	A	A	A
11	她为了回应心中对分析员那份朦胧又强烈的情感。或许，可以说得更直白些——	她為了回應心中對分析員那份朦朧又強烈的情感。或許，可以說得更直白點——	彼女はずっと揺れていた分析員への気持ちに応えたい。つまり——	분석가를 향한 그 어렴풋하면서도 강렬한 감정에 응답하기 위해. 아니, 좀 더 솔직하게 말하자면…	In order to respond to that intangible yet overwhelming feeling she had for the Adjutant. Or to put it plainly...						0
12	是为了分析员，她才学会了承受疼痛。	是為了分析員，她才學會了承受疼痛。	分析員のために、痛みを受け止められるようになったのだ。	그녀는 분석가를 위해 고통을 견디는 법을 배웠다.	For the Adjutant's sake, she learned how to endure pain.						0
13	学着以人类的视角，去体验、去感受、去接纳、去化解这世间种种的“痛苦”。	學著以人類的視角，去體驗、去感受、去接納、去化解這世間種種的「痛苦」。	人間として、この世界のいろんな「痛み」を体験し、感じ、受け入れ、和らげ、乗り越えていく。	인간의 시각으로, 이 세상의 온갖 '고통'을 경험하고, 느끼고, 받아들이고, 해소하는 법을 배웠다.	She tried to see the world as a human: to experience it, feel it, accept it, and process all kinds of "pain."						0
14	但是。	但是。	でも。	하지만.	But...						0
15	也许就连她自己也没有注意到吧。	也許就連她自己也沒有注意到吧。	彼女は気づいていないだろう。	아마 그녀 자신도 눈치채지 못했겠지만.	Perhaps even she didn't notice it herself.						0
16	早在理解痛苦，感受痛苦之前，最先在那份情感中悄然生长的，其实是微不足道的“幸福”。	早在理解痛苦，感受痛苦之前，最先在那份情感中悄然生長的，其實是微不足道的「幸福」。	痛みを知るよりずっと前に、その想いの奥で最初に芽生えていたのは、ほんの小さな「幸せ」だった。	고통을 이해하고, 고통을 느끼기 전에, 그 감정 속에서 가장 먼저 조용히 자라난 것은, 조그마한 '행복'이었다.	Before she could understand or feel pain... what first bloomed quietly was a small, almost insignificant bit of happiness.						0
17	无论是为了分析员写作也好，还是为了分析员学习绘画也罢。	無論是為了分析員寫作也好，還是為了分析員學習繪畫也罷。	分析員のために物語を書くことも、分析員のために絵を学ぶことも。	분석가를 위해 쓰는 글과 분석가를 위해 배우는 그림.	Writing the story for the Adjutant, and learning to draw for the Adjutant...						0
18	这些都是微小而确切的幸福。	這些都是微小而確切的幸福。	どれも、小さくても確かな幸せだった。	그 모든 것이 작지만 확실한 행복이다.	These were small yet genuine moments of happiness.						0
19	也是她真正认识这个世界的起点。	也是她真正認識這個世界的起點。	彼女がこの世界を知りはじめるきっかけでもあった。	그리고 그것은 그녀가 진정으로 이 세상을 알아가는 출발점이다.	And they were the moments she truly began to know the world.						0
20	分析员，在吗喵~	分析員，在嗎喵~	分析員、いるニャン〜？	분석가, 안에 있어?	Adjutant, are you there?						0
21	就算我不在，你也有办法自己开门进来吧。	就算我不在，你也有辦法自己開門進來吧。	いなくても、扉を開けて入ってくるだろうに。	내가 없어도 그냥 바로 문 열고 들어올 수 있잖아.	Even if I weren't here, you'd still find a way to get in, wouldn't you?						0
22	这倒是喵。	這倒是喵。	それはそうニャン。	그건 그렇다냥.	You're right, nya.						0
23	伴随着门被轻轻推开，背着手的猫汐尔得意晃动着脑袋走进了我的房间。	伴隨著門被輕輕推開，背著手的貓汐爾得意晃動著腦袋走進了我的房間。	扉が開き、手を後ろに組んだマーシルが、得意げに頭を揺らしながら部屋へ入ってきた。	문이 살짝 열리는 소리와 함께, 손을 뒤로 한 캣 시에라가 의기양양하게 머리를 흔들며 내 방으로 들어왔다.	The door opened. Hands clasped behind her back, Mauxir swaggered into my room.						0
24	不过这次可不是来“偷”你外套的喵，所以还是得先确认一下你在不在房间才行。	不過這次可不是來「偷」你外套的喵，所以還是要先確認一下你在不在房間才行。	今回は分析員の上着を「盗みに」来たわけじゃないニャン。だから、部屋にいるかどうか確認しないといけないニャン。	하지만 이번엔 네 외투를 '훔치러' 온 게 아니니까, 방에 있는지 확인해야지.	But I'm not here to "borrow" your coat this time, nya. So I wanted to make sure you were actually in the room first.						0
25	不愧是猫汐尔，在承认这种事上毫无压力。	不愧是貓汐爾，在承認這種事上毫無壓力。	さすがマーシル、お利口さんだな。	역시 캣 시에라야. 전혀 거리낌 없이 인정하는구나.	Only you would be this blunt about a confession.						0
26	谢谢夸奖喵~	謝謝誇獎喵~	ありがとうニャン。	칭찬 고맙다냥~	Thank you, nya~						0
27	我本想吐槽她一句“我其实是在吐槽你”，但比起这个，有件事更让我在意……	我本來想吐槽她一句「我其實是在吐槽你」，但比起這個，有件事更讓我在意……	「皮肉だ」と言いたいところだが、それより気になることがあった……	나는 '장난친 건데'라고 받아치려 했지만, 그것보다 더 궁금한 게 있었다…	I wanted to tell her it didn't mean as a compliment, but... something else bothered me more.						0
28	所以说，猫汐尔突然来找我是有什么事吗？	所以說，貓汐爾突然來找我是有什麼事嗎？	で、どうして急に会いに来たんだ？	그래서, 캣 시에라가 갑자기 날 찾아온 이유가 뭘까?	So... what did you come find me for?						0
29	好奇吗喵~	好奇嗎喵~	気になるニャン？	궁금하냥~	Curious, nya~?						0
30	她轻轻向后勾起脚尖，悄无声息地把门带上。	她輕輕向後勾起腳尖，悄無聲息地把門關上。	彼女はつま先立ちになり、音を立てずに扉を閉めた。	그녀는 살짝 발끝을 들어 올리며, 소리 없이 문을 닫았다.	She quietly lifted her heel, nudging the door closed without a sound.						0
31	接着背起手，像只猫一样轻巧地“跳”到了我面前。	接著背起手，像隻貓一樣輕巧地「跳」到了我面前。	そして手を後ろに組み、猫みたいに軽やかに「ぴょん」と私の目の前へ跳び出してきた。	그러고는 손을 뒤로 한 채, 고양이처럼 가볍게 내 앞으로 '뛰어왔다'.	She folded her hands behind her back and, as nimble as a cat, jumped up in front of me.						0
32	喵~喵~喵~绘本，完成啦！	喵~喵~喵~繪本，完成啦！	ニャン〜ニャン〜ニャン〜！絵本、完成したニャン！	냥~ 냥~ 냥~ 그림책, 완성했다!	Nya~ Nya~ Nya~ The picture book is finished!						0
33	说着，她从背后抽出了一本蓝色封面的笔记本，举到了我面前，脸上写满了“快夸夸我”的神情。	說著，她從背後抽出了一本藍色封面的筆記本，舉到了我面前，臉上寫滿了「快誇誇我」的神情。	そう言って、彼女は背中から青い表紙のノートを取り出し、「ほめて」とでも言いたげな顔で私に差し出した。	그녀는 그렇게 말하며 등 뒤에서 파란색 표지의 공책을 꺼내 내 앞으로 들어 올렸다. 얼굴에는 '어서 칭찬해 줘'라는 표정이 역력했다.	Beaming, she pulled a blue notebook from behind her back and held it up to me, her expression all but begging for praise.						0
34	哦！原来是这件事啊！那确实是件值得分享的好事。	哦！原來是這件事啊！那確實是件值得分享的好事。	おお！そのことか！それはいい知らせだな。	오! 그랬구나! 그거라면 정말 공유할 만한 좋은 일이네.	Oh, so that's what this is. Yeah, that's definitely worth celebrating.						0
35	我接过那本蓝色的绘本，满怀期待地正要翻开欣赏——	我接過那本藍色的繪本，滿懷期待地正要翻開欣賞——	私は絵本を受け取り、胸を弾ませながら開こうとした——	그 파란색 그림책을 받아든 내가 기대에 차서 막 펼쳐 감상하려는데…	Full of anticipation, I took the blue picture book and was just about to open it...						0
36	等等喵！	等等喵！	待ってニャン！	잠깐냥!	Wait, nya!						0
37	嗯？	嗯？	ん？	응?	Hm?						0
38	她突然伸手，轻轻按在了我的手背上，阻止了我的动作。	她突然伸手，輕輕按在了我的手背上，阻止了我的動作。	彼女は手を伸ばし、そっと私の手に触れて動きを止めた。	그녀가 갑자기 손을 뻗어, 내 손등 위에 살짝 올려놓으며 내 동작을 막았다.	She suddenly placed her hand gently on the back of mine.						0
39	……	……	……	……	...						0
40	分析员，先躺到床上去。	分析員，先躺到床上去。	分析員、まずはベッドに横になって。	분석가, 먼저 침대에 누워.	To the bed first, Adjutant.						0
41	没等我反应过来，她已经利落地摆好枕头，用眼神示意我靠过去。	沒等我反應過來，她已經俐落地擺好枕頭，用眼神示意我靠過去。	状況を理解する前に、彼女は手際よく枕を整え、視線で私にもたれるよう促した。	내가 반응하기도 전에 그녀는 재빠르게 베개를 정돈하더니 내게 기대라는 눈빛을 보냈다.	Before I could react, she was already fluffing up the pillow and gesturing for me to lean back.						0
42	这是？	這是？	これって？	뭐야?	Are you...?						0
43	虽然完全猜不透她葫芦里卖的什么药，但此刻似乎只有顺着她的意思做，才能满足我的好奇心。	雖然完全猜不透她葫蘆裡賣的什麼藥，但此刻似乎只有順著她的意思做，才能滿足我的好奇心。	彼女が何をしようとしているのかまったく見当がつかないが、今は彼女の言うとおりに従うしか好奇心を満たす術はなさそうだ。	그녀의 속셈을 전혀 알 수 없었지만, 지금은 그녀의 뜻대로 따라야만 내 호기심을 채울 수 있을 것 같았다.	I had no idea what she was planning, but something told me that going along with it was the only way to satisfy my curiosity.						0
44	算了，说不定这是个需要特定姿势才能阅读的故事吧。	算了，說不定這是一個需要特定姿勢才能閱讀的故事吧。	まあいい、もしかしたら特定の姿勢じゃないと読めない物語なのかもしれない。	뭐, 어쩌면 특정 자세로만 읽을 수 있는 이야기일지도 모르니까.	No... Perhaps this was just a story that required a specific posture to read.						0
45	尽管这设想听起来很扯，但既然是猫汐尔的作品，发生什么都不会意外。	儘管這設想聽起來很扯，但既然是貓汐爾的作品，發生什麼都不會意外。	馬鹿げた発想だが、マーシルの作品なら不思議ではない。	터무니없는 가정처럼 들릴지도 모르지만, 캣 시에라의 작품이라면 무슨 일이 일어나도 이상하지 않을 것이다.	Even if it sounded ridiculous, it was Mauxir's book — nothing was out of the realm of possibility.						0
46	这么想着，我靠上了床头。	這麼想著，我靠上了床頭。	そう思いながら、私はベッドのヘッドボードにもたれた。	나는 그렇게 생각하며 침대에 기댔다.	With that thought, I leaned back against the pillow.						0
47	然后呢？	然後呢？	それで？	그리고?	And then?						0
48	大腿，稍微分开一些喵。	大腿，稍微分開一些喵。	太もも、ちょっと開くニャン。	허벅지, 조금 벌려라냥.	Your legs, just a little apart, nya.						0
49	话音未落，她便迫不及待地撩开耳际的发丝，俯身用纤细的手指轻轻撑开我的双腿。	話音未落，她便迫不及待地撩開耳際的髮絲，俯身用纖細的手指輕輕撐開我的雙腿。	言い終えると、彼女は耳元の髪をかき上げ、細い指で私の両脚をそっと開いた。	말이 끝나기 무섭게, 그녀는 곧장 귀밑머리를 넘기고, 몸을 숙여 가느다란 손가락으로 살짝 내 다리를 벌렸다.	Before I could question it, she tucked her hair behind her ear, bent down, and parted my legs with her slender fingers.						0
50	等等，这不是读书的姿势吧，反倒是像是——	等等，這不是讀書的姿勢吧，反而像是——	ま、待て、これは読書の姿勢じゃないだろ、まるで——	잠깐, 이건 책 읽는 자세가 아니라…	Hold on. This was no reading position — it was more like...						0
51	现在不是要“喝牛奶”喵……	現在不是要「喝牛奶」喵……	今は「ミルク」の時間じゃないニャン……	지금은 '우유 마실' 시간이 아니다냥…	It's not "milk time," nya...						0
52	似乎是读出了我的心声，少女脸颊微红，自顾自地嵌入了我双腿之间的空间，随后将头轻轻靠在了我的胸口。	似乎是讀出了我的心聲，少女臉頰微紅，自顧自地窩入了我雙腿之間的空間，隨後將頭輕輕靠在了我的胸口。	私の心の声を読んだかのように、少女は頬をほんのり染めながら、脚のあいだへ身を滑り込ませ、そのまま頭を私の胸にそっと預けた。	내 마음을 읽은 듯, 소녀는 볼을 살짝 붉히고는 혼자서 내 다리 사이 공간에 파고들더니, 머리를 내 가슴에 가볍게 기댔다.	She must have guessed exactly what I was thinking, because her ears flushed red as she nestled herself between my legs and rested her head lightly on my chest.						0
53	至少在读完故事前不是……	至少在讀完故事前不是……	少なくとも、読み終わるまでは……	이야기를 다 읽기 전까지는…	At least... not until after the story...						0
54	这个姿势是……	這個姿勢是……	この体勢は……	이 자세는…	What's this position for then...?						0
55	是为了确认分析员的心跳喵~	是為了確認分析員的心跳喵~	分析員の鼓動を確認するためニャン。	분석가의 심장 박동을 확인하기 위한 거다냥~	It's so I can listen to your heartbeat carefully, nya~						0
56	接着，我感受到她柔软的身体完全放松地依偎上来。	接著，我感受到她柔軟的身體完全放鬆地依偎上來。	彼女のやわらかな体が、脱力して私に身を預けてきた。	이어서, 그녀의 부드러운 몸이 완전히 이완되며 기대오는 것이 느껴졌다.	Then her body relaxed completely against mine.						0
57	即便是将身体全部的重量压上来，猫汐尔依旧轻得像一团温暖的棉花糖。	即便是將身體全部的重量壓上來，貓汐爾依舊輕得像一團溫暖的棉花糖。	体重が全部乗っても、マーシルは温かいマシュマロのように軽い。	몸무게를 한껏 실어도 캣 시에라는 여전히 따뜻한 솜사탕처럼 가벼웠다.	Even with all her weight resting on me, she still felt as light and soft as a warm piece of cotton candy.						0
58	少女发间传来阳光晒过般的淡香，无声地萦绕在我的呼吸之间。	少女髮間傳來陽光曬過的淡香，無聲地縈繞在我的呼吸之間。	少女の髪から、陽だまりの淡い香りがふわりと立ちのぼり、私の呼吸のあいだを漂った。	소녀의 머리카락에서 햇볕에 말린 듯한 은은한 향기가 조용히 내 호흡 사이를 맴돌았다.	The delightful scent of her sun-warmed hair lingered in the air between us.						0
59	我想通过分析员心跳的声音，来确认你对这个故事的满意度。	我想透過分析員心跳的聲音，來確認你對這個故事的滿意度。	分析員の鼓動を聞いて、このお話をどれくらい気に入ってくれたか確かめたいニャン。	나는 분석가의 심장 박동 소리로 이 이야기에 대한 만족도를 확인하고 싶어.	I want to hear your heartbeat while you read. Then I'll know how much you like the story.						0
60	她攥住我胸前的衣领扯了扯，解释道。	她抓住我胸前的衣領扯了扯，解釋道。	彼女は私の襟を引きながら説明した。	그녀는 내 가슴의 옷깃을 움켜쥐고 잡아당기며 설명했다.	She tugged gently at my shirt as she explained.						0
61	原来如此。	原來如此。	なるほど。	그렇구나.	I see.						0
62	我笑了笑，翻开了绘本的第一页。	我笑了笑，翻開了繪本的第一頁。	私は笑って、絵本の最初のページを開いた。	나는 미소 지으며 그림책의 첫 장을 펼쳤다.	I smiled and opened to the first page.						0
63	真是个直观又新奇的法子。	真是個直觀又新奇的辦法。	なんてわかりやすくて新鮮なやり方なんだろう。	정말 직관적이고 신기한 방법이네.	A rather direct but charming method.						0
64	不过老实说，即便还不曾阅读故事，仅仅是维持着这个姿势，怀抱猫汐尔温暖的身体，感受着她规律的呼吸，就已经足够让我的心跳失控了。	不過老實說，即便還不曾閱讀故事，僅僅是維持著這個姿勢，懷抱貓汐爾溫暖的身體，感受著她規律的呼吸，就已經足夠讓我的心跳失控了。	正直、物語を読む前から、この体勢でマーシルの温かな身体を抱きしめ、彼女の呼吸を感じているだけで、心臓はとっくに落ち着きを失っていた。	솔직히 말하면, 아직 이야기를 읽지 않았지만 이 자세로 캣 시에라의 따뜻한 몸을 품에 안고 그녀의 규칙적인 호흡을 느끼는 것만으로도 내 심장을 폭주하게 만들기에는 충분했다.	But truthfully, even before reading a single word, holding Mauxir's warm body and sensing her steady breath was enough to make my heart race.						0
65	很久很久以前，森林中有一座小小的木屋，外面爬满了翠绿的藤蔓。	很久很久以前，森林中有一座小小的木屋，外面爬滿了翠綠的藤蔓。	むかしむかし、森の中に木の小屋があり、外側は鮮やかな緑のツタで覆われていた。	아주 오래전, 숲속에는 초록색 덩굴로 가득 뒤덮인 작은 오두막이 있었다.	Once upon a time, deep in the forest stood a wooden cottage, its walls covered in lush green vines.						0
66	里面，生活着两只总是依偎在一起，暖呼呼的小猫。	裡面，生活著兩隻總是依偎在一起，暖呼呼的小貓。	その中には、いつも寄り添って暮らす、ぽかぽかと温かい二匹の子ネコがいた。	그 안에는 서로 의지하며 다정하게 지내는 작은 고양이 두 마리가 살고 있었다.	Inside lived two little cats who were always curled up together, snug and purring.						0
67	……	……	……	……	...						0
68	阳光透过玻璃，温柔地洒落在我们身上，正如故事中那两只相互依偎的小猫。	陽光透過玻璃，溫柔地灑落在我們身上，正如故事中那兩隻相互依偎的小貓。	陽の光がガラス越しにそっと降りそそぎ、私たちを包み込む。物語の中で寄り添い合う二匹の子ネコのように。	햇살이 유리를 통해 온화하게 우리 위로 쏟아졌고, 그 모습은 마치 이야기 속 서로 의지하는 두 마리 고양이 같았다.	Sunlight streamed through the window, warm and gentle, and we were just like the two kittens curled up together in the story.						0
69	心跳声在安静的房间里回响，渐渐染上了温度，清晰可闻。	心跳聲在安靜的房間裡迴響，漸漸染上了溫度，清晰可聞。	静かな部屋に心臓の鼓動が響き、その音は少しずつ温度を帯び、はっきりと聞こえてくる。	조용한 방 안에 울려 퍼지는 심장 소리에 점점 온기가 더해져 선명하게 들렸다.	The sound of my heartbeat was intensified by the quiet room, gradually taking on a palpable warmth.						0
70	这虽然不是我第一次读这个故事，但看着那些后来精心补上的插画，一种前所未有的新奇与感动依旧扑面而来。	這雖然不是我第一次讀這個故事，但看著那些後來精心補上的插畫，一種前所未有的新奇與感動依舊撲面而來。	この物語を読むのは初めてではないけれど、後から丁寧に描き足された挿絵を眺めると、今までになかった新鮮なときめきと感動が胸に広がった。	이 이야기를 처음 읽는 것은 아니었지만, 나중에 정성스럽게 추가된 삽화들을 보니 전에 없던 신선함과 감동이 밀려왔다.	Though it wasn't my first time reading the story, the carefully added illustrations washed over me with a fresh and heartfelt sense of wonder.						0
71	我的心跳也因此不由自主地加快。	我的心跳也因此不由自主地加快。	心臓の鼓動も速くなっていった。	그래서 내 심장도 저절로 빨라졌다.	And just like that, I felt my heartbeat quicken on its own.						0
72	没错，这不只是因为与猫汐尔亲密的接触，更是源于对她创作本身的惊叹。	沒錯，這不只是因為與貓汐爾親密的接觸，更是源於對她創作本身的驚嘆。	これはマーシルとの距離のせいだけじゃない。彼女の作品への感嘆があったからだ。	그렇다. 이건 단지 캣 시에라와의 친밀한 접촉 때문만이 아니라, 그녀의 창작 자체에 대한 경탄에서 비롯된 것이었다.	Not just because of how close she was, but because I was genuinely moved by her book.						0
73	真是一本……饱含着爱意与热忱的绘本啊。	真是一本……飽含著愛意與熱忱的繪本啊。	本当に……愛情と熱意の詰まった絵本だ。	이 그림책에는… 애정과 열정이 가득 담겨 있다.	It was... a picture book filled with love and dedication.						0
74	……	……	……	……	...						0
75	不知不觉，书页已翻至尾声，但——	不知不覺，書頁已翻至尾聲，但——	気づけば、物語の終盤へ差し掛かっていた。だが——	어느새 책장은 마무리에 이르렀는데…	Before I realized it, I had almost reached the end. But...						0
76	仿佛在回应我那份意犹未尽的心情，“后续内容仅限PlayerName”一行小字，赫然映入眼帘。	彷彿在回應我那份意猶未盡的心情，「後續內容僅限PlayerName」一行小字映入眼簾。	まるで私の余韻を読み取ったかのように、「続きは PlayerName 限定」の小さな一文が目に飛び込んできた。	마치 내 아쉬운 마음에 화답하듯, "후속 내용은 Playername 전용"이라는 작은 글씨가 눈에 확 들어왔다.	As though answering the restless flutter in my chest, a line of fine print revealed itself: "Further content is for playername only."						0
77	从这里开始的内容……只给分析员一个人看。	從這裡開始的內容……只給分析員一個人看。	ここから先は……分析員だけに見せるニャン。	여기서부터의 내용은… 분석가만 볼 수 있어.	Everything from here on... is for your eyes only, Adjutant.						0
78	还有“限定特典”啊。	還有「限定特典」啊。	「限定特典」まであるとはな。	 '한정 특전'도 있구나.	Oh? Exclusive bonus content?						0
79	嘿嘿，赶快看，赶快看嘛喵~	嘿嘿，趕快看，趕快看嘛喵~	へへっ、早く見て見てニャン〜！	헤헤, 빨리 봐, 빨리 보라냥~	Hehe, hurry up and read it, nya~						0
80	少女笑了笑，随后有些着急地用手轻轻拉了拉我胸前的衣襟，眼中闪烁着期待。	少女笑了笑，隨後有些著急地用手輕輕拉了拉我胸前的衣襟，眼中閃爍著期待。	少女はくすりと笑い、私の襟を引き寄せ、期待に満ちた瞳を向けてきた。	소녀는 미소 지으며 조금 조급하게 손으로 내 가슴팍의 옷깃을 살짝 잡아당겼고, 눈에는 기대가 반짝였다.	She gave a soft smile, then reached out and gently pulled at the front of my shirt, a touch of impatience in her movements. Her eyes were bright with anticipation.						0
81	我于是将她搂得更紧了些，用另一只手的小指勾动着，翻开了后续的书页。	於是我將她摟得更緊了點，用另一隻手的小指勾動著，翻開了後續的書頁。	私は彼女をぎゅっと抱き寄せ、もう片方の手の小指で続きのページをめくった。	나는 그녀를 더 꽉 끌어안고, 다른 손의 새끼손가락으로 살짝 움직여 뒷장을 펼쳤다.	I pulled her a little closer, then hooked my pinky under the page with my free hand and turned to the next part of the story.						0
82	寒冷的冬天，终于被温暖的春风赶走了。	寒冷的冬天，終於被溫暖的春風趕走了。	寒い冬は、ついに温かな春風に追い払われた。	추운 겨울이 마침내 따뜻한 봄바람에 물러났다.	Winter finally passed, chased away by the warm wind of spring.						0
83	在小灰猫找到的新家里，两只小猫相互依偎，用彼此的体温度过了最艰难的日子。	在小灰貓找到的新家裡，兩隻小貓相互依偎，用彼此的體溫度過了最艱難的日子。	灰色の子ネコが見つけた新しい家で、二匹の子ネコは寄り添い、互いの体温でつらい日々を乗り越えた。	작은 회색 고양이가 찾은 새 집에서, 두 마리 고양이는 서로 의지하며 서로의 체온으로 가장 힘든 날들을 견뎌냈다.	In their new home, the two cats cuddled against each other. With each other's warmth, they had survived the hardest days.						0
84	洞外的积雪融化，露出了嫩嫩的草芽。	洞外的積雪融化，露出了嫩嫩的草芽。	洞窟の外では雪がとけ、草の芽が顔を出していた。	동굴 밖의 눈이 녹고, 부드러운 새싹이 드러났다.	Outside, snow melted, revealing tender green sprouts.						0
85	玩偶猫蹲在阳光下，看着在草地上的小灰猫。	玩偶貓蹲在陽光下，看著在草地上的小灰貓。	ぬいぐるみネコは陽だまりの中にしゃがみ、芝生にいる灰色の子ネコを見つめた。	인형 고양이가 햇살 아래 웅크리고 앉아 잔디밭 위의 작은 회색 고양이를 바라보았다.	The doll cat sat in the sunlight, watching the gray cat playing in the grass.						0
86	阳光照在他灰色的毛发上，泛起一层柔和的光晕。	陽光照在他灰色的毛髮上，泛起一層柔和的光暈。	日差しが灰色の毛並みに当たり、やわらかな光の輪がふわりと浮かび上がった。	햇살이 비춘 그의 회색 털이 부드럽게 빛났다.	Sunlight shimmered across his fur, bathing him in a soft glow.						0
87	玩偶猫看着看着，心里有一种满满的情绪。	玩偶貓看著看著，心裡有一種滿滿的情緒。	ぬいぐるみネコは、胸の奥にあふれる想いを抑えられなくなった。	인형 고양이는 그 모습을 바라보며 마음속에 가득한 감정을 느꼈다.	As the doll cat watched, warmth began overflowing inside her.						0
88	就像春天解冻的小溪，哗啦啦地流淌着，再也无法隐藏。	就像春天解凍的小溪，嘩啦啦地流淌著，再也無法隱藏。	それはまるで、春に凍っていた小川がとけて流れだすようにあふれ出し、もう隠しきれなくなった。	마치 봄에 얼음이 녹은 시냇물처럼 졸졸 흘러 더 이상 숨길 수 없었다.	It was like a frozen river thawing into rushing water. She couldn't hold it back anymore.						0
89	她轻手轻脚地走到小灰猫身后，用爪子轻轻碰了碰他的后背。	她輕手輕腳地走到小灰貓身後，用爪子輕輕碰了碰他的後背。	彼女はそろりと灰色の子ネコの背後に歩み寄り、そっと彼の背中をつついた。	그녀는 살금살금 작은 회색 고양이 뒤로 다가가, 발톱으로 살짝 그의 등을 건드렸다.	Quietly, carefully, she walked up to the gray cat and tapped his back with her paw.						0
90	“我有一件非常重要的事，要告诉你喵”	「我有一件非常重要的事，要告訴你喵」	「一つ大事なことを……伝えたいニャン。」	"아주 중요한 얘기가 있는데 너한테 말해준다냥."	"There's something important I want to tell you, nya."						0
91	“是关于那个，我对月亮许下的愿望。”	「是關於那個，我對月亮許下的願望。」	「月にしたあの願い事だけど。」	"내가 달에게 빌었던 소원에 관한 거야."	"It's about the wish I made to the moon."						0
92	“那时候，我说想要‘去真实地感受世界——不仅是那些美好的瞬间……也包括疼痛的滋味……’”	「那時候，我說想要『去真實地感受世界——不僅是那些美好的瞬間……也包括疼痛的滋味……』」	「あのとき私は、『この世界をもっと感じたい——幸せな瞬間だけじゃなく……痛みも……』って言ったニャン。」	"그때 난 '진실한 세상을 느끼고 싶어요… 아름다운 순간들은 물론…고통까지도요…'라고 말했어."	"I said: 'I want to feel this world. Not just the beautiful moments... but the pain that comes with it too.'"						0
93	“但是，我没有说出全部的理由。”	「但是，我沒有說出全部的理由。」	「でもね、他にも理由があったの。」	"하지만, 전체 이유를 말하지는 않았어."	"But... that wasn't the whole truth."						0
94	“我想要的，不仅仅是感受这个世界。”	「我想要的，不僅僅是感受這個世界。」	「私が欲しかったのは、この世界を感じることだけじゃない。」	"내가 원했던 건, 단순히 이 세상을 느끼는 것만이 아니었어."	"I want more than that."						0
95	“我想要的……是去感受到你感受的一切。”	「我想要的……是去感受到你感受的一切。」	「私は……あなたが感じるもの全てを感じたかった。」	"나는… 네가 느끼는 모든 것을 느끼고 싶었어."	"I want to feel... everything that you feel."						0
96	“是当阳光温暖你时，我也能体会到同样的暖意。”	「是當陽光溫暖你時，我也能體會到同樣的暖意。」	「あなたが陽だまりで温かさを感じるとき、私も同じ温かさを感じたかった。」	"햇살이 너를 따뜻하게 할 때, 나도 같은 온기를 느끼는 것."	"When the sun warms you, I want to feel that same warmth."						0
